millis(),currentState,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude
1075025,2,-5.-3,3.10,4.70,0.-5,0.-35,0.23,-1.-62,2.46,93323.81,687.85
1075059,2,-3.-72,3.12,3.79,0.-7,0.-10,0.-16,-1.-62,2.47,93325.96,688.4
1075093,2,-3.-54,3.27,3.12,0.7,0.20,0.-33,-1.-62,2.47,93330.25,688.41075128,2,-4.-75,3.75,3.30,0.35,0.79,0.-25,-1.-68,2.47,93323.81,687.85
1075162,2,-7.-93,4.69,4.34,0.50,1.2,0.4,-1.-62,2.47,93323.81,687.95
1075196,2,-9.-93,4.38,3.51,0.56,1.78,0.63,-1.-62,2.47,93326.0,688.23
1075230,2,-9.-99,4.55,3.48,0.62,2.32,1.4,-1.-62,2.46,93329.20,688.43
1075264,2,-9.-82,5.82,3.84,0.33,1.32,1.3,-1.-56,2.47,93327.1,688.33
1075298,2,-10.-10,6.21,4.31,0.-12,0.11,0.64,-1.-62,2.47,93323.81,687.95
1075332,2,-11.-22,5.11,3.63,0.-52,-1.-10,0.17,-1.-62,2.47,93327.5,688.33
1075366,2,-8.-73,3.70,0.-46,0.-33,-1.-56,2.47,93333.50,688.61
1075401,2,-6.-28,2.75,3.62,0.-76,0.16,0.-49,-1.-62,2.47,93324.90,687.85
1075435,2,-5.-43,2.38,3.19,0.-65,-1.0,0.-42,-1.-56,2.47,93325.96,688.43
1075469,2,-5.-81,3.4,2.8,0.-62,0.-54,0.-43,-1.-56,2.47,93324.90,688.23
1075503,2,-5.-10,1.90,3.6,0.-56,0.54,0.-37,-1.-62,2.46,93328.6,688.4
1075537,2,-6.-17,1.15,4.42,0.-41,0.47,0.7,-1.-62,2.47,93322.71,687.94
1075572,2,-8.-43,2.99,4.94,0.-29,0.-4,0.69,-1.-62,2.47,93328.10,688.14
1075606,2,-9.-93,3.32,6.41,0.-36,0.-17,0.90,-1.-62,2.46,93327.1,688.4
1075641,2,-12.-65,6.93,5.84,0.-45,-1.-39,0.81,-1.-62,2.46,93327.5,688.4
1075675,2,-14.-15,7.2,5.46,0.-44,0.-77,0.41,-1.-50,2.47,93320.56,688.33
1075709,2,-12.-59,6.66,6.51,0.-45,0.1,0.7,-1.-56,2.47,93331.35,688.4
1075743,2,-10.-11,4.55,5.37,0.-31,0.-45,0.7,-1.-56,2.46,93325.96,687.85
1075777,2,-7.-24,2.81,4.4,0.-26,0.0,0.11,-1.-50,2.47,93322.71,687.85
1075811,2,-4.-13,1.58,3.94,0.-34,0.63,0.-3,-1.-56,2.47,93320.60,688.14
1075845,2,-2.-98,2.1,3.79,0.-36,0.9,0.-16,-1.-56,2.47,93324.86,687.94
1075880,2,-3.-83,2.64,2.66,0.-25,0.-29,0.-15,-1.-56,2.47,93320.56,688.23
1075914,2,-4.-56,2.91,2.69,0.-11,0.43,0.-7,-1.-62,2.46,93322.71,688.13
1075948,2,-7.-47,3.76,3.89,0.7,0.90,0.20,-1.-62,2.47,93328.10,688.42
1075982,2,-10.-45,4.10,4.24,0.14,1.13,0.50,-1.-56,2.46,93331.35,688.71
1076016,2,-11.-67,5.26,4.50,0.11,1.71,0.67,-1.-56,2.46,93328.10,688.42
1076050,2,-12.-32,5.39,4.95,0.-6,1.30,0.50,-1.-62,2.47,93324.86,688.32
1076084,2,-12.0,5.29,5.45,0.-29,0.64,0.16,-1.-56,2.47,93323.81,688.23
1076118,-11.-48,4.1,5.0,0.-56,0.-87,0.-36,-1.-62,2.47,93325.96,688.52
1076153,2,-9.-91,2.66,4.16,0.-58,0.-66,0.-56,-1.-56,2.47,93325.96,688.52
1076187,2,-7.-11,1.88,4.52,0.-25,0.25,0.-39,-1.-62,2.47,93329.16,688.33
1076221,2,-5.-45,2.12,4.31,0.3,0.-17,0.-9,-1.-62,2.47,93327.1,688.23
1076255,2,-5.-17,2.24,3.18,0.25,-1.-4,0.8,-1.-62,2.47,93328.14,688.61
1076289,2,-5.-67,2.29,2.89,0.30,0.-66,0.-3,-1.-62,2.46,93324.86,687.85
1076323,2,-5.-93,1.66,4.1,0.36,0.-3,0.-12,-1.-62,2.47,93328.10,687.85
1076357,2,-9.-37,3.33,6.43,0.-5,-1.-56,2.47,93324.90,688.61
1076392,2,-10.-8,3.98,6.42,0.24,0.-10,0.6,-1.-62,2.46,93327.5,688.42
1076426,2,-11.-6,5.6,5.2,0.53,0.-6,0.29,-1.-62,2.47,93321.66,688.80
1076460,2,-10.-16,5.27,4.41,0.64,0.71,0.29,-1.-62,2.47,93325.96,688.14
1076494,2,-10.-19,4.71,5.14,0.26,0.13,0.-3,-1.-62,2.48,93325.96,688.14
1076528,2,-9.-84,3.11,5.6,0.-23,0.31,0.-47,-1.-62,2.47,93324.90,688.71
1076562,2,-8.-57,1.61,6.33,0.-92,0.30,0.-93,-1.-62,2.47,93328.14,688.4
1076597,2,-6.-84,0.85,5.22,0.-75,0.-25,0.-89,-1.-62,2.47,688.4
1076632,2,-6.-5,2.9,4.21,0.-57,0.-71,0.-43,-1.-56,2.47,93324.90,688.61
1076666,2,-4.-91,2.80,3.63,0.-45,0.-41,0.-13,-1.-56,2.48,93324.86,687.37
1076700,2,-3.-93,2.94,3.57,0.-36,0.-27,0.21,-1.-68,2.47,93319.51,689.0
1076734,2,-7.-87,2.74,4.32,0.-33,0.-56,0.60,-1.-62,2.47,93322.71,688.52
1076768,2,-10.-6,2.23,5.7,0.-32,0.20,0.86,-1.-56,2.47,93328.10,687.85
1076802,2,-11.-13,2.53,6.58,0.-7,0.54,1.18,-1.-56,2.47,93327.1,688.14
1076836,2,-12.-33,3.6,6.85,0.-1,0.5,1.14,-1.-62,2.48,93323.81,688.13
1076870,2,4.34,6.96,0.-14,0.-2,0.55,-1.-62,2.47,93329.16,687.95
1076905,2,-11.-8,3.90,6.59,0.-42,0.-20,0.-3,-1.-62,2.47,93327.5,687.95
1076939,2,-8.-91,1.88,5.5,0.-47,0.-51,0.-41,-1.-62,2.47,93323.85,688.42
1076973,2,-7.-54,1.66,4.91,0.-31,0.2,0.-58,-1.-56,2.47,93327.5,687.85
1077007,2,-5.-23,2.28,4.15,0.-16,0.3,0.-58,-1.-62,2.48,93330.29,688.4
1077041,2,-4.-54,2.35,3.7,0.11,0.-59,0.-44,-1.-56,2.48,93330.25,688.42
1077075,2,-4.-81,1.96,3.3,0.34,0.4,0.-30,-1.-62,2.46,93328.10,687.75
1077109,2,-6.-21,1.61,5.62,0.51,0.40,-1.-68,2.47,93321.70,687.94
1077144,2,-8.-21,3.34,7.9,0.37,0.-6,0.17,-1.-56,2.47,93324.90,687.95
1077178,2,-8.-79,2.71,7.15,0.20,0.-7,0.33,-1.-56,2.47,93324.90,688.32
1077212,2,-9.-51,4.61,6.78,0.26,0.-29,0.36,-1.-62,2.48,93324.90,688.52
1077246,2,-12.-25,4.78,7.49,0.34,0.-40,0.27,-1.-62,2.47,93327.5,688.4
1077280,2,-11.-49,5.8,6.69,0.35,0.3,0.27,-1.-68,2.47,93325.96,688.32
1077314,2,-10.-6,4.64,6.33,0.37,0.-5,0.49,-1.-62,2.47,93324.90,688.61
1077348,2,-6.-83,3.10,4.71,0.25,0.-52,0.61,-1.-56,2.47,93323.85,687.84
1077383,2,-5.-36,2.64,4.19,0.8,0.-66,0.45,-1.-56,2.47,93329.20,688.23
1077417,2,-4.-19,2.90,3.79,0.-15,0.-92,0.7,-1.-62,2.48,93328.10,687.95
1077451,2,-3.-53,3.10,2.97,0.-16,0.-56,0.-13,-1.-56,2.47,93333.50,687.75
1077485,2,-3.-99,3.21,3.61,0.8,0.17,0.-13,-1.-56,2.47,93323.81,687.75
1077519,2,-6.-65,3.77,4.49,0.38,0.49,0.17,-1.-56,2.47,93328.10,688.23
1077553,2,-10.-89,4.67,5.74,0.61,1.10,0.57,-1.-56,2.48,93328.14,688.23
1077587,2,-10.-8,5.51,5.74,0.69,1.84,0.91,-1.-56,2.48,93324.86,688.42
1077622,-9.-42,5.95,5.39,0.59,1.45,0.83,-1.-62,2.47,93320.56,688.61
1077657,2,-9.-25,6.6,5.57,0.22,0.61,0.33,-1.-62,2.47,93327.5,688.14
1077691,2,-8.-98,5.14,6.26,0.-16,0.-52,0.-16,-1.-62,2.47,93329.20,688.43
1077725,2,-8.-19,3.29,4.57,0.-64,-1.-38,0.-67,-1.-62,2.47,93329.20,687.94
1077759,2,-6.-23,1.91,3.80,0.-87,0.-64,0.-88,-1.-62,2.47,93327.1,688.32
1077793,2,-5.-70,1.60,4.30,0.-87,0.-65,0.-97,-1.-68,2.47,93329.20,688.13
1077827,2,-6.-43,1.71,4.4,0.-66,-1.-7,0.-82,-1.-62,2.48,93328.10,688.4
1077861,2,-7.-61,2.93,0.-90,0.-61,-1.-62,2.48,93325.96,688.33
1077896,2,-9.-6,2.85,4.95,0.21,0.23,0.-36,-1.-62,2.47,93324.90,687.65
1077930,2,-9.-48,3.12,6.37,0.43,0.43,0.-15,-1.-62,2.48,93323.81,688.13
1077964,2,-10.-93,4.20,7.31,0.56,0.-26,0.20,-1.-62,2.48,93327.5,688.42
1077998,2,-12.-78,5.46,7.77,0.60,0.-49,0.27,-1.-56,2.48,93333.54,688.14
1078032,2,-13.-83,4.68,9.3,0.64,0.-6,0.26,-1.-56,2.48,93321.66,688.32
1078066,2,-11.-48,5.48,7.86,0.58,0.-10,0.28,-1.-56,2.47,93324.90,688.42
1078100,2,-7.-62,4.39,5.48,0.57,0.0,0.47,-1.-68,93324.90,688.52
1078136,2,-4.-25,3.28,3.81,0.53,0.16,0.54,-1.-68,2.48,93322.75,688.42
1078170,2,-2.-34,2.68,3.31,0.28,0.10,0.30,-1.-62,2.47,93324.90,688.61
1078204,2,-2.-12,2.56,3.16,0.7,0.-31,0.1,-1.-56,2.47,93327.5,688.23
1078238,2,-2.-40,2.78,3.3,0.-1,0.-27,0.-17,-1.-68,2.47,93329.20,687.75
1078272,2,-2.-39,2.57,3.1,0.1,0.1,0.-11,-1.-62,2.48,93321.66,688.42
1078306,2,-4.-12,2.36,3.47,0.12,0.10,0.13,-1.-62,2.47,93327.1,688.33
1078340,2,-7.-36,3.70,4.68,0.22,0.69,0.72,-1.-62,2.47,93324.90,688.90
1078374,-8.-4,4.42,4.82,0.20,1.32,1.8,-1.-62,2.48,93322.75,688.80
1078409,2,-9.-36,5.27,5.52,0.3,0.92,1.0,-1.-56,2.48,93320.64,688.52
1078443,2,-9.-23,6.25,5.10,0.-22,0.55,0.52,-1.-62,2.47,93323.85,688.42
1078477,2,-10.-45,5.46,6.31,0.-80,0.-8,0.-37,-1.-56,2.47,93327.5,687.95
1078511,2,-8.-54,2.38,5.26,-1.0,0.21,0.-77,-1.-68,2.48,93323.81,688.52
1078545,2,-9.-48,3.69,6.83,0.-86,0.16,0.-89,-1.-56,2.47,93325.96,688.13
1078579,2,-9.-15,4.57,5.71,0.-71,0.-63,0.-95,-1.-56,2.47,93326.0,688.4
1078613,2,-7.-52,4.18,4.14,0.-41,-1.-56,2.48,93327.5,688.32
1078649,2,-6.-6,3.46,3.46,0.12,0.28,0.-95,-1.-62,2.48,93325.96,688.71
1078683,2,-5.-70,2.64,3.24,0.55,0.74,0.-76,-1.-62,2.48,93321.66,688.61
1078717,2,-6.-51,2.67,4.71,0.80,1.32,0.-39,-1.-56,2.47,93330.29,688.61
1078751,2,-7.-19,2.51,4.81,0.72,1.40,0.-19,-1.-56,2.47,93321.70,687.94
1078785,2,-10.-68,5.9,4.82,0.40,0.68,0.-24,-1.-56,2.48,93326.0,688.90
1078819,2,-14.-23,4.62,5.77,0.4,0.1,0.-43,-1.-56,2.48,93329.20,688.52
1078853,2,-13.-77,4.63,5.11,0.-21,0.-61,0.-23,-1.-62,2.48,93328.14,688.23
1078888,2,-12.-46,3.96,5.20,0.-19,-1.-1,0.26,-1.-56,2.48,93324.90,688.81
1078922,2,-9.-70,2.61,4.12,0.-12,-1.-8,0.48,-1.-75,2.48,93321.70,687.65
1078956,2,-5.-90,1.99,4.12,0.-18,0.-69,0.24,-1.-56,2.48,93323.85,688.71
1078990,2,-3.-16,1.65,3.29,0.-19,0.-89,0.-4,-1.-62,2.48,93330.29,688.42
1079024,2,-3.-55,1.98,2.54,0.-3,0.-80,0.-31,-1.-62,2.48,93321.66,687.75
1079058,2,-4.-83,3.23,3.7,0.10,0.-5,0.-51,-1.-62,2.47,93326.0,688.4
1079092,2,-6.-4,3.85,4.3,0.30,0.71,0.-56,-1.-56,2.47,93324.90,688.23-10.-85,3.87,5.16,0.55,0.76,0.2,-1.-56,2.48,93328.10,688.33
1079175,2,-12.-12,4.69,5.74,0.54,1.20,0.42,-1.-62,2.46,93320.60,687.95
1079209,2,-11.-73,4.67,6.14,0.48,0.78,0.67,-1.-56,2.46,93322.71,688.71
1079243,2,-11.-89,5.38,6.15,0.35,0.-58,0.64,-1.-56,2.47,93330.25,688.71
1079277,2,-11.-57,4.59,5.87,0.21,-1.-39,0.41,-1.-56,2.47,93324.86,688.52
1079311,2,-10.-70,3.13,4.49,0.20,-1.-80,0.6,-1.-56,2.47,93327.5,688.52
1079345,2,-7.-97,2.33,3.34,0.28,0.-77,0.-7,-1.-56,2.47,93325.96,688.13
1079379,2,-5.-70,2.44,0.-68,0.-22,-1.-56,688.4
1079414,2,-5.-72,2.63,3.18,0.27,-1.-50,0.-43,-1.-56,2.47,93325.96,689.0
1079448,2,-6.-13,3.0,1.94,0.21,0.-40,0.-85,-1.-62,2.47,93324.90,688.4
1079482,2,-5.-47,1.84,2.73,0.26,0.89,-1.0,-1.-62,2.47,93327.5,688.23
1079516,2,-6.-67,1.72,4.66,0.33,1.24,0.-83,-1.-62,2.48,93327.9,687.94
1079550,2,-9.-5,1.90,6.43,0.24,0.67,0.-39,-1.-56,2.48,93326.0,688.13
1079584,2,-10.-58,3.53,5.7,0.21,0.28,0.-18,-1.-56,2.48,93323.85,687.75
1079618,2,-13.-3,3.48,6.57,0.27,0.85,0.-11,-1.-62,2.48,93330.29,687.752,-13.-7,3.48,7.35,0.16,0.45,0.12,-1.-56,2.47,93328.14,688.13
1079688,2,-11.-43,3.71,5.53,0.10,0.-32,0.76,-1.-56,2.48,93330.29,688.71
1079722,2,-9.-25,3.12,4.49,0.4,0.-66,1.8,-1.-62,2.48,93329.20,688.42
1079756,2,-6.-98,2.55,4.47,0.-31,0.-95,0.92,-1.-62,2.48,93314.16,688.32
1079790,2,-5.-28,2.56,3.77,0.-63,-1.-44,0.60,-1.-56,2.47,93323.85,688.23
1079824,2,-4.-97,2.82,3.40,0.-76,-1.-63,0.28,-1.-56,2.47,93327.5,688.13
1079858,2,-4.-15,3.36,3.4,0.-74,0.-93,0.-2,-1.-56,2.48,93327.5,688.4
1079892,2,-3.-80,3.39,0.-23,0.-7,-1.-62,2.48,93331.39,688.42
1079927,2,-5.-81,3.84,4.29,0.-18,0.41,0.25,-1.-62,2.47,93329.20,687.8
1079961,2,-7.-89,3.67,4.72,0.6,1.0,0.65,-1.-56,2.47,93331.39,688.80
1079995,2,-9.-5,5.26,5.40,0.18,1.47,0.91,-1.-56,2.48,93323.85,688.42
1080029,2,-9.-34,5.35,5.40,0.3,1.12,0.71,-1.-56,2.48,93322.79,688.52
1080063,2,-10.-28,5.67,5.82,0.-30,0.45,0.19,-1.-56,2.48,93330.29,688.32
1080097,2,-10.-50,4.67,5.92,0.-61,0.19,0.-23,-1.-56,2.47,93327.5,688.52
1080131,2,-9.-88,3.79,5.58,0.-82,0.-15,0.-58,-1.-56,2.47,93323.85,688.42
1080166,2,-8.-82,2.42,4.75,0.-83,0.-8,0.-75,-1.-56,2.47,93327.9,688.80
1080200,2,-7.-90,1.88,5.18,0.-67,0.5,0.-64,-1.-56,2.47,93320.60,688.61
1080234,2,-6.-81,2.38,4.46,0.-38,0.-75,0.-39,-1.-56,2.48,93329.25,688.32
1080268,2,-6.-55,3.5,3.57,0.-18,0.-54,0.-28,-1.-56,2.48,93327.5,688.52
1080302,2,-6.0,2.63,4.60,0.1,0.15,0.-16,-1.-56,2.47,93329.20,688.71
1080336,2,-6.-74,2.6,5.4,0.14,0.-4,0.3,-1.-56,2.48,93324.94,688.61
1080370,2,-8.-62,1.90,5.59,0.34,0.1,0.33,-1.-56,2.48,93323.85,688.131080405,2,-10.-30,2.93,6.47,0.52,0.1,0.33,-1.-56,2.48,93332.44,688.42
1080439,2,-12.-79,3.89,7.83,0.53,0.-9,0.23,-1.-56,2.48,93327.5,688.13
1080473,2,-12.0,4.28,7.54,0.43,0.5,0.27,-1.-56,2.48,93328.14,688.71
1080507,2,-10.-28,3.97,7.28,0.43,0.9,0.51,-1.-56,2.48,93327.5,687.65
1080541,2,-8.-57,4.4,6.97,0.48,0.-32,0.71,-1.-56,2.48,93327.5,687.85
1080575,2,-6.-64,3.72,5.86,0.43,0.-93,0.58,-1.-56,2.48,93327.5,688.70
1080609,2,-4.-18,2.85,4.0,0.37,0.-64,0.25,-1.-56,2.48,93322.75,688.42
1080643,2,-4.-15,3.48,3.88,0.-7,-1.-62,2.47,93321.70,688.61
1080679,2,-4.-11,4.20,4.11,0.25,0.56,0.-49,-1.-62,2.48,93327.5,688.23
1080713,2,-3.-88,3.73,4.6,0.27,0.87,0.-53,-1.-56,2.48,93321.70,688.71
1080747,2,-5.-90,3.76,4.39,0.38,0.77,0.-20,-1.-56,2.47,93328.14,688.42
1080781,2,-7.-89,4.27,4.55,0.38,1.25,0.52,-1.-50,2.48,93321.75,687.94
1080815,2,-7.-82,5.0,4.57,0.31,1.62,0.84,-1.-62,2.48,93323.85,688.23
1080849,2,-7.-78,5.78,4.32,0.12,0.70,0.75,-1.-56,2.48,93319.55,688.23
1080883,2,-9.0,5.61,4.26,0.-11,0.-16,0.38,-1.-56,2.48,93324.94,688.13
1080918,2,-10.0,4.87,4.62,0.-43,0.-76,0.-29,-1.-62,2.47,93327.5,688.23
1080952,2,-9.-14,3.59,4.25,0.-59,0.-90,0.-70,-1.-56,2.48,93330.29,688.23
1080986,2,-8.-10,2.60,4.61,0.-57,0.-73,0.-95,-1.-56,2.49,93328.14,688.90
1081020,2,-7.-55,2.1,4.68,0.-39,0.-67,0.-99,-1.-62,2.47,93319.55,688.42
1081054,2,-7.-64,1.65,3.71,0.-10,0.-53,0.-94,-1.-62,2.48,93315.21,688.32
1081088,2,-7.-65,1.82,3.66,0.27,0.38,0.-90,-1.-56,2.48,93320.64,687.94
1081122,2,-7.-60,1.91,4.0,0.42,0.65,0.-89,-1.-56,2.48,93322.79,688.132,-8.-50,1.87,3.89,0.45,0.73,0.-74,-1.-56,2.48,93328.14,688.61
1081191,2,-9.-2,1.89,4.64,0.46,0.89,0.-56,-1.-56,2.48,93324.90,688.61
1081225,2,-10.-20,2.74,5.40,0.51,0.46,0.-10,-1.-50,2.49,93324.94,688.71
1081259,2,-12.-85,1.86,6.20,0.52,0.-8,0.24,-1.-62,2.48,93324.94,688.32
1081293,2,-12.-57,3.37,5.26,0.50,0.-23,0.56,-1.-50,2.47,93326.0,688.13
1081327,2,-10.-49,3.9,4.65,0.51,0.-17,0.66,-1.-62,2.48,93327.9,688.42
1081361,2,-7.-48,3.9,4.32,0.50,0.-12,0.65,-1.-62,2.48,93332.49,688.42
1081395,2,-7.-74,3.39,0.24,0.-25,0.48,-1.-56,2.47,93329.20,688.23
1081430,2,-7.-11,3.18,4.22,0.3,0.-36,0.28,-1.-56,2.48,93321.70,688.32
1081464,2,-5.-97,2.85,3.53,0.0,0.-29,0.7,-1.-62,2.48,93326.0,688.52
1081498,2,-5.-44,3.23,3.52,0.7,0.-14,0.-2,-1.-68,2.47,93319.55,688.80
1081532,2,-5.-41,3.81,3.20,0.19,0.0,0.-11,-1.-62,2.48,93328.14,688.4
1081566,2,-5.-60,3.89,3.0,0.28,0.41,0.-14,-1.-62,2.48,93328.19,688.61
1081600,2,-7.-6,4.27,3.73,0.32,0.73,0.-9,-1.-50,2.49,93322.75,688.42
1081634,2,-8.-59,4.26,3.30,0.25,0.71,0.-4,-1.-56,2.48,93328.19,688.71
1081669,2,-10.-31,3.86,3.96,0.28,0.57,0.4,-1.-56,2.47,93329.25,688.52
1081704,2,-11.-55,4.37,4.42,0.23,0.-12,0.4,-1.-56,2.48,93318.46,688.4
1081738,2,-12.-34,4.86,4.28,0.7,0.-50,0.-5,-1.-56,2.49,93327.9,688.51
1081772,2,-11.-22,4.8,3.83,0.-5,0.-46,0.-12,-1.-56,2.48,93321.70,688.4
1081806,2,-10.-24,3.88,4.13,0.1,0.-52,0.0,-1.-62,2.47,93326.0,688.52
1081840,2,-9.-41,4.12,3.83,0.12,0.-97,0.20,-1.-62,2.48,93329.25,688.23
1081874,2,-8.-94,4.4,3.14,0.17,0.-77,0.17,-1.-56,2.49,93322.79,688.23
1081908,-6.-94,4.3,2.74,0.12,0.6,0.-8,-1.-56,2.49,93324.94,688.23
1081943,2,-5.-70,3.72,2.41,0.7,0.13,0.-26,-1.-56,2.48,93327.9,688.23
1081977,2,-6.-79,2.99,2.32,0.8,0.5,0.-38,-1.-56,2.48,93318.46,688.32
1082011,2,-7.-23,2.73,2.35,0.12,0.52,0.-39,-1.-50,2.48,93323.89,688.13
1082045,2,-8.-4,2.81,3.8,0.14,0.67,0.-36,-1.-56,2.48,93323.85,688.32
1082079,2,-9.-28,3.24,3.37,0.5,0.44,0.-37,-1.-50,2.49,93322.75,688.52
1082113,2,-9.-81,3.14,4.1,0.-4,0.38,0.-36,-1.-50,2.48,93330.34,688.13
1082147,2,-9.-93,2.98,4.31,0.-19,0.-29,-1.-50,2.48,93331.39,688.99
1082182,2,-9.-92,2.91,4.25,0.-21,0.-48,0.-26,-1.-56,2.48,93320.64,688.42
1082216,2,-9.-45,3.40,4.46,0.-22,0.-89,0.-30,-1.-56,2.48,93327.9,688.23
1082250,2,-9.-95,4.48,3.89,0.-24,-1.-38,0.-45,-1.-56,2.48,93324.90,688.23
1082284,2,-10.-57,4.19,3.97,0.-15,0.-67,0.-65,-1.-56,2.49,93328.14,688.23
1082318,2,-10.-32,3.80,4.54,0.2,0.2,0.-60,-1.-62,2.48,93326.4,687.75
1082352,2,-10.-49,3.33,5.13,0.21,0.9,0.-35,-1.-56,2.48,93321.70,687.65
1082386,2,-9.-99,2.87,4.75,0.38,0.2,0.6,-1.-62,2.48,93323.85,688.71
1082421,2,-8.-29,2.99,3.83,0.44,0.17,0.27,-1.-56,2.48,93326.0,687.84
1082455,2,-5.-95,3.2,2.94,0.45,0.33,0.44,-1.-56,2.48,93321.70,688.80
1082489,2,-5.-57,3.29,2.95,0.40,0.25,0.50,-1.-56,2.48,93324.94,687.94
1082523,2,-6.-15,3.74,2.92,0.24,0.13,0.47,-1.-56,2.48,93323.85,687.84
1082557,2,-6.-72,4.19,3.27,0.8,0.10,0.40,-1.-56,2.49,93322.79,688.52
1082591,2,-7.-27,4.36,3.35,0.-7,0.-7,0.32,-1.-56,2.49,93329.28,688.70
1082625,2,-7.-71,4.75,3.20,0.-18,0.-9,0.32,-1.-56,2.49,93330.29,688.511082660,2,-8.-40,4.79,3.22,0.-17,0.3,0.32,-1.-56,2.48,93320.60,687.84
1082694,2,-9.-32,4.19,3.88,0.-3,0.52,0.48,-1.-56,2.48,93326.4,688.42
1082729,2,-9.-82,3.87,4.52,0.6,0.72,0.72,-1.-56,2.48,93327.9,688.13
1082763,2,-10.-49,3.73,4.84,0.12,0.28,0.90,-1.-56,2.48,93330.29,688.52
1082797,2,-10.-54,4.29,4.26,0.7,0.0,0.76,-1.-50,2.48,93329.28,688.23
1082831,2,-10.-23,4.77,4.7,0.-11,0.4,0.38,-1.-56,2.49,93324.94,688.4
1082865,2,-9.-59,4.77,3.69,0.-31,0.-3,0.15,-1.-62,2.48,93327.9,688.51
1082899,2,-9.-7,4.18,3.76,0.9,-1.-56,2.48,93320.64,688.52
1082934,2,-9.-6,4.11,3.82,0.-56,0.-55,0.14,-1.-62,2.48,93317.40,688.32
1082968,2,-8.-55,4.30,3.8,0.-65,0.-59,0.13,-1.-56,2.49,93316.35,688.23
1083002,2,-7.0,4.1,2.87,0.-67,0.-2,0.5,-1.-68,2.48,93323.85,687.75
1083036,2,-5.-91,3.34,2.76,0.-57,0.13,0.7,-1.-56,2.48,93323.89,687.84
1083070,2,-6.-9,3.10,2.80,0.-41,0.12,0.20,-1.-56,2.47,93323.85,688.52
1083104,2,-6.-53,3.15,2.96,0.-30,0.27,0.27,-1.-56,2.48,93327.9,688.4
1083138,2,-7.-10,3.51,3.69,0.-26,0.28,0.30,-1.-56,2.48,93323.85,688.32
1083173,2,-8.-18,3.90,4.0,0.-28,0.0,0.25,-1.-56,2.48,93324.94,688.13
1083207,2,-9.-31,4.18,4.68,0.-31,0.-2,0.10,-1.-56,2.48,93324.94,688.22
1083241,2,-9.-53,4.39,5.24,0.-32,0.-30,0.0,-1.-56,2.48,93326.4,688.23
1083275,2,-9.-26,4.31,5.35,0.-32,0.-59,0.-10,-1.-50,2.47,93322.79,688.13
1083309,2,-8.-97,4.52,5.49,0.-26,0.-91,0.-30,-1.-56,2.49,93326.0,687.84
1083343,2,-9.-84,5.25,4.95,0.-13,-1.-32,0.-58,-1.-50,2.48,93326.0,688.61
1083377,2,-10.-7,4.85,5.8,0.8,0.-25,0.-84,-1.-56,2.49,93326.0,688.3
1083411,-8.-92,3.64,5.85,0.42,0.38,0.-70,-1.-56,2.48,93326.4,688.4
1083446,2,-8.-42,3.5,5.96,0.88,0.14,0.-21,-1.-62,2.48,93323.85,687.93
1083480,2,-7.-81,3.25,5.22,1.4,0.2,0.2,-1.-62,2.48,93329.28,688.41
1083514,2,-6.-76,3.60,4.11,1.5,0.-3,0.5,-1.-56,2.48,93326.4,688.70
1083548,2,-6.-35,3.56,3.61,0.95,0.3,0.-2,-1.-56,2.47,93327.9,688.51
1083582,2,-5.-62,3.56,3.78,0.76,0.16,0.-7,-1.-56,2.49,93330.29,689.19
1083616,2,-5.-49,3.63,4.5,0.48,0.-7,0.-7,-1.-56,2.50,93328.19,688.13
1083650,2,-5.-53,4.6,4.9,0.31,0.-34,0.-7,93329.25,688.71
1083685,2,-6.-36,5.7,4.13,0.13,0.-53,0.-13,-1.-56,2.48,93328.19,688.71
1083720,2,-7.-1,5.46,4.12,0.4,0.-36,0.-16,-1.-56,2.49,93327.9,688.52
1083755,2,-7.-68,5.12,4.30,0.5,0.-5,0.-10,-1.-50,2.48,93329.25,688.4
1083789,2,-8.-10,4.70,4.52,0.13,0.13,0.9,-1.-56,2.48,93324.94,688.51
1083823,2,-8.-44,4.79,4.56,0.23,0.10,0.29,-1.-56,2.48,93324.94,688.22
1083857,2,-9.-81,5.20,4.87,0.25,0.-28,0.25,-1.-56,2.48,93320.64,688.51
1083891,2,-10.-75,5.36,4.51,0.15,0.-26,0.0,-1.-56,2.48,93330.38,688.42
1083925,-10.-41,4.63,4.70,0.7,0.7,0.-16,-1.-62,2.49,93321.70,688.23
1083960,2,-9.-89,4.51,4.90,0.0,0.-11,0.-20,-1.-50,2.48,93323.89,688.13
1083994,2,-9.-38,4.8,4.78,0.-11,0.-28,0.-12,-1.-56,2.47,93320.64,688.32
1084028,2,-8.-75,4.13,4.68,0.-15,0.-39,0.-4,-1.-56,2.49,93326.4,688.42
1084062,2,-7.-36,4.2,4.42,0.-21,0.-30,0.2,-1.-56,2.49,93323.89,687.84
1084096,2,-6.-13,3.64,4.6,0.-22,0.-13,0.5,-1.-62,2.48,93326.0,688.61
1084130,2,-5.-39,3.45,4.22,0.-22,0.-5,0.9,-1.-56,2.50,93323.85,688.32
