millis(),currentState,Calculated flight time,Time since last log,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
693,2,693,693,3.66,8.66,3.98,0.-4,0.-9,0.-7,3.31,7.59,90888.7,907.71,0.0,0.0,0.0
744,2,744,51,3.86,8.65,3.57,0.1,0.-7,0.-11,3.25,7.61,90886.85,907.42,0.0,0.0,0.0
790,2,790,46,3.50,8.64,3.66,0.-2,0.-9,0.-13,3.12,7.63,90885.73,907.62,0.0,0.0,0.0
833,2,833,43,3.88,8.49,3.94,0.-4,0.-15,0.-12,3.18,7.65,90884.56,907.83,0.0,0.0,0.0
879,2,879,46,3.59,8.62,3.86,0.-4,0.-6,0.-12,3.18,7.65,90882.32,907.24,0.0,0.0,0.0
925,2,925,46,3.20,8.73,3.64,0.1,0.-10,0.-13,3.18,7.67,90879.4,907.84,0.0,0.0,0.0
971,2,971,46,3.39,8.66,3.98,0.1,0.-9,0.-7,3.12,7.66,90891.96,907.94,0.0,0.0,0.0
1018,2,1018,47,3.63,8.65,3.86,0.4,0.-8,0.-6,3.12,7.67,90885.44,907.55,0.0,0.0,0.0
1064,2,1064,46,3.45,8.65,3.45,0.4,0.0,0.-6,3.18,7.67,90886.56,907.94,0.0,0.0,0.0
1107,2,1107,43,3.69,8.57,4.8,0.2,0.1,0.-6,3.12,7.67,90878.92,907.74,0.0,0.0,0.0
1153,2,1153,46,4.7,8.12,4.36,0.6,0.-16,0.-16,3.18,7.67,90884.39,907.55,0.0,0.0,0.0
1199,2,1199,46,3.68,8.66,3.41,0.0,0.-8,0.-13,3.18,7.67,90886.50,907.65,0.0,0.0,0.0
1250,2,1250,51,2.97,8.68,3.90,0.-1,0.-10,0.-15,3.18,7.68,90883.27,907.55,0.0,0.0,0.0
1296,2,1296,46,3.37,8.61,4.0,0.0,0.-9,0.-14,3.12,7.68,90879.98,908.14,0.0,0.0,0.0
1342,2,1342,46,3.44,8.60,4.15,0.1,0.-12,0.-13,3.6,7.67,90898.30,907.75,0.0,0.0,0.0
1385,2,1385,43,3.81,8.47,4.9,0.5,0.-8,0.-9,3.12,7.68,90884.27,907.85,0.0,0.0,0.0
1431,2,1431,46,3.48,8.64,3.81,0.5,0.-9,0.-9,3.18,7.69,90887.50,907.56,0.0,0.0,0.0
1477,2,1477,46,3.51,8.59,3.86,0.4,0.-9,0.-8,3.18,7.68,90882.10,907.95,0.0,0.0,0.0
1523,2,1523,46,3.42,8.60,3.59,0.5,0.-9,0.-10,3.18,7.68,90889.67,907.46,0.0,0.0,0.0
1569,2,1569,46,3.65,8.61,3.51,0.0,0.-8,0.-12,3.18,7.69,90886.44,907.46,0.0,0.0,0.0
1615,2,1615,46,3.42,8.61,4.16,0.-3,0.-9,0.-13,3.12,7.68,90881.3,907.56,0.0,0.0,0.0
1658,2,1658,43,3.23,8.57,4.42,0.0,0.-9,0.-11,3.12,7.68,90883.15,907.66,0.0,0.0,0.0
1704,2,1704,46,3.51,8.66,4.3,0.7,0.-9,0.-7,3.18,7.69,90889.73,907.36,0.0,0.0,0.0
1755,2,1755,51,3.54,8.58,3.85,0.3,0.-9,0.-9,3.18,7.68,90881.10,907.95,0.0,0.0,0.0
1801,2,1801,46,3.56,8.58,3.88,0.3,0.-11,0.-10,3.18,7.68,90883.21,907.55,0.0,0.0,0.0
1847,2,1847,46,3.67,8.62,4.28,0.4,0.-9,0.-11,3.18,7.68,90886.44,907.75,0.0,0.0,0.0
1893,2,1893,46,4.7,8.0,2.68,0.7,0.-34,0.-16,3.18,7.69,90889.73,908.44,0.0,0.0,0.0
1942,2,1942,49,3.38,8.54,4.14,0.-3,0.-7,0.-13,3.18,7.68,90889.73,908.24,0.0,0.0,0.0
1988,2,1988,46,3.62,8.54,4.20,0.0,0.-4,0.-12,3.18,7.68,90886.44,907.95,0.0,0.0,0.0
2035,2,2035,47,3.46,8.67,4.26,0.3,0.-12,0.-15,3.25,7.68,90890.78,908.5,0.0,0.0,0.0
2081,2,2081,46,3.36,8.90,3.19,0.4,0.-9,0.-23,3.25,7.68,90879.98,907.6,0.0,0.0,0.0
2127,2,2127,46,3.80,8.82,4.2,0.0,0.-11,0.-24,3.18,7.68,90889.73,907.65,0.0,0.0,0.0
2173,2,2173,46,0.65,15.73,6.89,0.-14,0.-82,0.-64,3.18,7.68,90885.38,907.85,0.0,0.0,0.0
2222,2,2222,49,2.26,8.81,4.73,0.-15,0.-6,0.-22,3.18,7.68,90883.27,907.95,0.0,0.0,0.0
2273,2,2273,51,3.44,8.60,4.79,0.5,0.-10,0.-9,3.18,7.67,90889.78,907.45,0.0,0.0,0.0
2319,2,2319,46,3.39,8.69,3.79,0.10,0.-9,0.-5,3.12,7.67,90889.67,907.6,0.0,0.0,0.0
2365,2,2365,46,3.56,8.63,3.93,0.9,0.-9,0.-7,3.6,7.68,90885.32,907.36,0.0,0.0,0.0
2411,2,2411,46,3.61,8.68,4.7,0.12,0.-10,0.-6,3.12,7.68,90881.3,907.56,0.0,0.0,0.0
2457,2,2457,46,2.94,8.58,4.13,0.19,0.-10,0.-4,2.93,7.68,90888.67,907.65,0.0,0.0,0.0
2503,2,2503,46,3.39,8.79,3.0,0.22,0.-6,0.0,3.6,7.68,90884.27,907.95,0.0,0.0,0.0
2546,2,2546,43,3.88,8.58,3.50,0.6,0.1,0.-4,3.6,7.68,90886.44,907.56,0.0,0.0,0.0
2592,2,2592,46,3.9,8.62,4.73,0.10,0.3,0.-5,3.6,7.68,90884.27,908.54,0.0,0.0,0.0
2638,2,2638,46,3.58,8.64,3.24,0.17,0.-1,0.1,3.12,7.68,90883.21,908.4,0.0,0.0,0.0
2684,2,2684,46,3.83,8.64,3.48,0.3,0.-6,0.-9,3.6,7.69,90883.21,908.44,0.0,0.0,0.0
2730,2,2730,46,3.35,8.81,3.78,0.-2,0.-1,0.-12,3.0,7.69,90879.92,907.85,0.0,0.0,0.0
2781,2,2781,51,3.19,8.50,4.7,0.1,0.-13,0.-12,3.6,7.69,90893.2,907.85,0.0,0.0,0.0
2825,2,2825,44,3.27,8.80,3.62,0.3,0.-5,0.-11,3.0,7.67,90886.50,907.45,0.0,0.0,0.0
2871,2,2871,46,3.52,8.62,3.83,0.0,0.-22,0.-12,3.6,7.68,90887.56,908.24,0.0,0.0,0.0
2917,2,2917,46,3.43,8.73,3.52,0.0,0.-15,0.-9,3.0,7.69,90884.27,907.95,0.0,0.0,0.0
2963,2,2963,46,3.50,8.64,3.68,0.-14,0.-62,0.-15,3.0,7.69,90886.38,907.76,0.0,0.0,0.0
3009,2,3009,46,3.23,8.63,3.65,0.-12,0.-12,0.-17,3.12,7.68,90886.38,907.85,0.0,0.0,0.0
3056,2,3056,47,3.9,8.61,4.18,0.-9,0.0,0.-14,3.0,7.69,90887.56,907.26,0.0,0.0,0.0
3099,2,3099,43,2.36,8.67,5.35,0.-10,0.-18,0.-17,3.6,7.69,90883.15,908.5,0.0,0.0,0.0
3145,2,3145,46,3.40,8.56,4.7,0.5,0.-24,0.-8,3.0,7.69,90882.3,907.76,0.0,0.0,0.0
3191,2,3191,46,3.57,8.54,4.49,0.8,0.-12,0.-11,3.0,7.69,90888.55,907.85,0.0,0.0,0.0
3237,2,3237,46,3.63,8.59,4.12,0.15,0.-12,0.-14,3.0,7.69,90890.73,907.76,0.0,0.0,0.0
3298,2,3298,61,0.84,8.75,4.26,0.14,0.-18,0.-26,3.6,7.68,90889.73,907.95,0.0,0.0,0.0
3344,2,3344,46,3.6,8.75,4.38,0.11,0.-11,0.-10,3.0,7.68,90884.39,908.14,0.0,0.0,0.0
3404,2,3404,60,3.65,8.74,3.55,0.10,0.-10,0.-8,3.6,7.67,90885.44,907.75,0.0,0.0,0.0
3450,2,3450,46,3.11,8.80,3.65,0.5,0.-7,0.-6,3.12,7.68,90886.50,907.66,0.0,0.0,0.0
3496,2,3496,46,3.26,8.68,4.46,0.14,0.12,0.-1,3.12,7.69,90888.55,907.56,0.0,0.0,0.0
3542,2,3542,46,3.70,8.78,4.23,0.22,0.19,0.0,3.6,7.69,90891.78,907.66,0.0,0.0,0.0
3588,2,3588,46,3.63,8.35,3.95,0.20,0.4,0.-2,3.12,7.70,90888.55,907.86,0.0,0.0,0.0
3634,2,3634,46,3.35,8.81,2.88,0.14,0.-9,0.-10,3.6,7.69,90887.44,908.55,0.0,0.0,0.0
3684,2,3684,50,3.45,8.74,4.4,0.1,0.-8,0.-8,3.12,7.70,90878.75,907.7,0.0,0.0,0.0
3730,2,3730,46,3.27,8.40,4.12,0.7,0.-8,0.-10,3.6,7.70,90887.44,907.27,0.0,0.0,0.0
3776,2,3776,46,3.21,8.65,4.26,0.16,0.8,0.-5,3.12,7.71,90885.27,907.86,0.0,0.0,0.0
3828,2,3828,52,3.28,8.72,3.45,0.16,0.3,0.-1,3.6,7.69,90891.78,908.15,0.0,0.0,0.0
3874,2,3874,46,3.81,8.63,3.67,0.10,0.6,0.-5,3.6,7.70,90879.80,907.46,0.0,0.0,0.0
3920,2,3920,46,3.64,8.63,4.15,0.10,0.-10,0.-9,3.6,7.71,90886.32,907.96,0.0,0.0,0.0
3969,2,3969,49,3.26,8.86,3.41,0.16,0.-6,0.-8,3.0,7.71,90888.50,907.66,0.0,0.0,0.0
4015,2,4015,46,3.34,8.74,3.79,0.12,0.5,0.-1,3.6,7.71,90884.15,907.37,0.0,0.0,0.0
4062,2,4062,47,3.50,8.85,3.40,0.12,0.-7,0.-7,3.0,7.70,90881.98,907.57,0.0,0.0,0.0
4108,2,4108,46,3.46,8.81,3.24,0.8,0.-4,0.-7,3.6,7.70,90883.3,908.6,0.0,0.0,0.0
4154,2,4154,46,3.23,8.82,3.73,0.2,0.-13,0.-5,3.6,7.71,90891.72,907.47,0.0,0.0,0.0
4200,2,4200,46,3.75,8.67,4.5,0.9,0.-16,0.-1,3.6,7.71,90889.55,907.67,0.0,0.0,0.0
4246,2,4246,46,3.57,8.78,3.67,0.15,0.-5,0.-4,3.6,7.71,90888.50,907.7,0.0,0.0,0.0
4289,2,4289,43,4.10,8.79,2.77,0.18,0.7,0.-7,3.6,7.71,90889.55,907.47,0.0,0.0,0.0
4340,2,4340,51,3.56,8.77,3.53,0.1,0.31,0.-16,3.18,7.70,90885.21,907.86,0.0,0.0,0.0
4386,2,4386,46,3.36,8.67,4.36,0.1,0.-10,0.-11,3.25,7.71,90891.72,907.57,0.0,0.0,0.0
4432,2,4432,46,4.85,8.12,3.93,0.7,0.-60,0.-15,3.12,7.71,90884.15,908.26,0.0,0.0,0.0
4478,2,4478,46,2.76,9.5,2.98,0.0,0.-4,0.-1,3.18,7.71,90889.55,907.76,0.0,0.0,0.0
4524,2,4524,46,4.4,8.58,4.5,0.9,0.60,0.1,3.6,7.70,90879.86,907.76,0.0,0.0,0.0
4567,2,4567,43,3.8,8.84,3.28,0.3,0.-9,0.-10,3.12,7.71,90886.32,908.6,0.0,0.0,0.0
4613,2,4613,46,3.35,8.77,3.56,0.2,0.-12,0.-9,3.6,7.71,90887.38,908.16,0.0,0.0,0.0
4659,2,4659,46,3.66,8.81,2.84,0.-6,0.-40,0.-14,3.12,7.71,90885.27,907.96,0.0,0.0,0.0
4705,2,4705,46,3.32,8.80,3.26,0.-15,0.-33,0.-16,3.12,7.71,90885.21,907.47,0.0,0.0,0.0
4751,2,4751,46,3.14,8.74,3.77,0.-23,0.-43,0.-12,3.12,7.71,90884.15,908.55,0.0,0.0,0.0
4797,2,4797,46,3.47,8.69,4.36,0.0,0.-12,0.-14,3.18,7.71,90880.92,908.16,0.0,0.0,0.0
4846,2,4846,49,3.40,8.67,4.3,0.8,0.-11,0.-11,3.18,7.69,90882.3,907.86,0.0,0.0,0.0
4892,2,4892,46,3.43,8.70,3.65,0.13,0.-6,0.-8,3.18,7.70,90885.27,907.57,0.0,0.0,0.0
4938,2,4938,46,3.79,8.67,3.46,0.8,0.-9,0.-8,3.18,7.71,90883.9,908.6,0.0,0.0,0.0
4984,2,4984,46,3.80,8.67,3.70,0.5,0.-8,0.-15,3.25,7.71,90884.9,908.6,0.0,0.0,0.0
5030,2,5030,46,3.21,8.76,3.65,0.6,0.-6,0.-16,3.25,7.71,90884.9,908.6,0.0,0.0,0.0
5077,2,5077,47,3.45,8.69,3.77,0.6,0.-9,0.-12,3.12,7.70,90892.84,907.57,0.0,0.0,0.0
5124,2,5124,47,3.56,8.75,3.68,0.5,0.-8,0.-10,3.18,7.71,90885.21,907.46,0.0,0.0,0.0
5170,2,5170,46,3.46,8.71,3.78,0.6,0.-5,0.-11,3.12,7.71,90885.21,907.67,0.0,0.0,0.0
5216,2,5216,46,3.21,8.79,3.60,0.6,0.-8,0.-10,3.25,7.71,90881.98,907.38,0.0,0.0,0.0
5262,2,5262,46,3.46,8.78,3.79,0.7,0.-4,0.-8,3.12,7.71,90881.98,907.47,0.0,0.0,0.0
5308,2,5308,46,3.23,8.55,3.17,0.4,0.-3,0.-6,3.18,7.72,90882.97,907.47,0.0,0.0,0.0
5369,2,5369,61,3.61,8.65,3.89,0.-2,0.-12,0.-2,3.12,7.70,90888.55,908.16,0.0,0.0,0.0
5412,2,5412,43,3.71,8.70,3.67,0.3,0.5,0.-10,3.12,7.70,90883.9,907.46,0.0,0.0,0.0
5458,2,5458,46,3.90,8.65,3.79,0.7,0.33,0.-11,3.12,7.70,90889.55,907.87,0.0,0.0,0.0
5504,2,5504,46,3.18,8.70,4.1,0.4,0.-10,0.-14,3.6,7.70,90890.61,908.16,0.0,0.0,0.0
5550,2,5550,46,3.51,8.51,4.6,0.6,0.-38,0.-15,3.12,7.71,90893.78,907.67,0.0,0.0,0.0
5596,2,5596,46,3.57,8.70,3.31,0.4,0.-34,0.-14,3.6,7.72,90886.26,907.97,0.0,0.0,0.0
5642,2,5642,46,3.48,8.73,3.84,0.4,0.-12,0.-15,3.0,7.72,90888.38,907.28,0.0,0.0,0.0
5685,2,5685,43,3.12,8.73,3.90,0.6,0.-9,0.-11,3.6,7.72,90884.3,907.58,0.0,0.0,0.0
5731,2,5731,46,3.58,8.72,3.49,0.7,0.-9,0.-9,3.6,7.73,90880.75,908.17,0.0,0.0,0.0
5777,2,5777,46,3.40,8.78,3.68,0.4,0.-9,0.-10,3.0,7.73,90888.38,907.97,0.0,0.0,0.0
5823,2,5823,46,3.39,8.78,3.59,0.4,0.-9,0.-9,3.6,7.73,90887.26,907.87,0.0,0.0,0.0
5875,2,5875,52,3.43,8.73,3.81,0.4,0.-8,0.-8,3.0,7.72,90878.69,907.67,0.0,0.0,0.0
5921,2,5921,46,3.58,8.81,3.43,0.3,0.-10,0.-10,3.0,7.72,90888.38,907.28,0.0,0.0,0.0
5970,2,5970,49,3.51,8.86,3.70,0.-1,0.-14,0.-14,3.0,7.71,90881.86,907.77,0.0,0.0,0.0
6016,2,6016,46,3.77,8.14,4.12,0.-2,0.-12,0.-15,3.6,7.72,90889.43,907.87,0.0,0.0,0.0
6062,2,6062,46,3.24,8.70,3.77,0.2,0.-12,0.-12,3.0,7.72,90883.3,908.17,0.0,0.0,0.0
6109,2,6109,47,3.31,8.70,4.7,0.6,0.-9,0.-10,3.0,7.72,90885.9,907.77,0.0,0.0,0.0
6155,2,6155,46,3.46,8.75,3.26,0.6,0.-9,0.-10,3.6,7.73,90886.21,907.58,0.0,0.0,0.0
6201,2,6201,46,3.53,8.74,3.70,0.0,0.-9,0.-10,3.6,7.73,90887.26,907.77,0.0,0.0,0.0
6247,2,6247,46,3.48,8.76,3.90,0.2,0.-8,0.-10,3.6,7.73,90881.92,907.87,0.0,0.0,0.0
6290,2,6290,43,3.43,8.63,3.67,0.5,0.-10,0.-10,3.0,7.72,90889.50,907.37,0.0,0.0,0.0
6336,2,6336,46,3.30,8.79,3.94,0.8,0.-10,0.-10,3.6,7.72,90886.21,907.88,0.0,0.0,0.0
6387,2,6387,51,3.6,8.93,3.73,0.9,0.-9,0.-5,3.6,7.72,90890.55,907.47,0.0,0.0,0.0
6433,2,6433,46,3.29,8.81,3.39,0.1,0.-10,0.-9,3.6,7.73,90891.60,908.7,0.0,0.0,0.0
6479,2,6479,46,3.44,8.72,3.93,0.0,0.-9,0.-12,3.6,7.73,90890.55,908.27,0.0,0.0,0.0
6525,2,6525,46,3.17,9.30,2.84,0.2,0.-8,0.-12,3.6,7.72,90886.21,907.77,0.0,0.0,0.0
6568,2,6568,43,3.23,8.58,4.19,0.0,0.-12,0.-10,3.12,7.72,90885.9,908.37,0.0,0.0,0.0
6614,2,6614,46,3.29,8.76,4.4,0.6,0.-8,0.-10,3.18,7.73,90882.92,908.17,0.0,0.0,0.0
6660,2,6660,46,3.30,8.72,3.64,0.6,0.-5,0.-8,3.12,7.73,90891.67,907.97,0.0,0.0,0.0
6706,2,6706,46,3.43,8.67,3.64,0.8,0.1,0.-5,3.6,7.74,90880.75,907.88,0.0,0.0,0.0
6752,2,6752,46,5.11,8.97,4.11,0.6,0.-4,0.-11,3.6,7.73,90886.21,907.88,0.0,0.0,0.0
6798,2,6798,46,3.49,8.73,3.93,0.9,0.-9,0.-11,3.12,7.73,90880.75,908.16,0.0,0.0,0.0
6841,2,6841,43,3.38,8.69,3.9,0.6,0.-11,0.-9,3.12,7.73,90884.3,907.68,0.0,0.0,0.0
6892,2,6892,51,3.53,8.17,4.5,0.1,0.-10,0.-11,3.18,7.72,90887.32,907.38,0.0,0.0,0.0
6938,2,6938,46,3.27,8.87,3.50,0.-1,0.-12,0.-10,3.12,7.73,90892.72,907.77,0.0,0.0,0.0
6984,2,6984,46,3.26,8.73,4.21,0.0,0.-15,0.-10,3.12,7.72,90892.67,907.88,0.0,0.0,0.0
7030,2,7030,46,3.44,8.64,3.64,0.2,0.-11,0.-9,3.12,7.73,90887.26,907.58,0.0,0.0,0.0
7076,2,7076,46,3.46,8.74,3.46,0.2,0.-11,0.-8,3.12,7.73,90885.9,907.58,0.0,0.0,0.0
7120,2,7120,44,3.31,8.75,4.20,0.1,0.-14,0.-6,3.12,7.73,90881.86,908.47,0.0,0.0,0.0
7166,2,7166,46,3.95,8.66,3.80,0.6,0.-10,0.-8,3.12,7.74,90886.14,907.48,0.0,0.0,0.0
7212,2,7212,46,3.83,8.68,3.63,0.7,0.-9,0.-15,3.12,7.73,90881.86,908.47,0.0,0.0,0.0
7258,2,7258,46,3.10,8.70,3.36,0.0,0.-17,0.-17,3.12,7.74,90886.14,908.37,0.0,0.0,0.0
7304,2,7304,46,2.98,8.69,4.11,0.1,0.-10,0.-12,3.12,7.73,90886.14,907.98,0.0,0.0,0.0
7350,2,7350,46,3.22,8.71,3.79,0.5,0.-8,0.-8,3.12,7.73,90882.92,908.46,0.0,0.0,0.0
7410,2,7410,60,3.42,8.62,3.85,0.3,0.-8,0.-9,3.18,7.71,90885.21,907.87,0.0,0.0,0.0
7456,2,7456,46,3.34,8.76,3.87,0.4,0.-8,0.-9,3.12,7.72,90888.38,908.37,0.0,0.0,0.0
7502,2,7502,46,3.43,8.46,4.19,0.6,0.-9,0.-10,3.12,7.73,90882.92,908.7,0.0,0.0,0.0
7548,2,7548,46,3.61,8.66,3.63,0.9,0.-9,0.-8,3.12,7.73,90885.9,908.18,0.0,0.0,0.0
7594,2,7594,46,3.29,8.77,3.72,0.5,0.-8,0.-12,3.6,7.73,90882.85,908.28,0.0,0.0,0.0
7640,2,7640,46,3.18,8.68,3.75,0.5,0.-9,0.-7,3.0,7.74,90881.80,908.8,0.0,0.0,0.0
7689,2,7689,49,3.51,8.66,4.16,0.7,0.-4,0.-7,3.6,7.73,90883.97,908.18,0.0,0.0,0.0
7735,2,7735,46,3.30,8.59,3.63,0.8,0.-7,0.-8,3.0,7.73,90889.38,908.27,0.0,0.0,0.0
7781,2,7781,46,3.31,9.10,4.37,0.13,0.0,0.-6,2.87,7.74,90882.85,907.59,0.0,0.0,0.0
7827,2,7827,46,3.45,8.98,3.9,0.17,0.1,0.-7,2.93,7.74,90880.75,908.8,0.0,0.0,0.0
7873,2,7873,46,3.2,8.72,3.94,0.4,0.-9,0.-9,3.0,7.74,90883.92,908.18,0.0,0.0,0.0
7925,2,7925,52,4.4,8.65,4.36,0.9,0.-5,0.-7,3.0,7.73,90886.9,907.78,0.0,0.0,0.0
7971,2,7971,46,2.90,8.77,3.32,0.10,0.-8,0.-13,3.0,7.73,90885.3,907.88,0.0,0.0,0.0
8014,2,8014,43,3.33,8.75,3.51,0.5,0.-6,0.-5,3.0,7.73,90890.43,908.8,0.0,0.0,0.0
8060,2,8060,46,3.77,8.71,3.85,0.6,0.1,0.-6,3.0,7.74,90877.46,908.18,0.0,0.0,0.0
8106,2,8106,46,3.32,8.76,3.77,0.6,0.-9,0.-11,3.0,7.74,90886.9,907.49,0.0,0.0,0.0
8153,2,8153,47,3.31,8.74,3.64,0.5,0.-8,0.-9,3.0,7.74,90887.14,907.29,0.0,0.0,0.0
8199,2,8199,46,3.56,8.74,3.99,0.5,0.0,0.-7,3.6,7.74,90882.80,908.18,0.0,0.0,0.0
8245,2,8245,46,3.41,8.72,3.92,0.5,0.1,0.-7,3.6,7.73,90889.38,907.78,0.0,0.0,0.0
8288,2,8288,43,3.67,8.69,3.55,0.7,0.-5,0.-9,3.6,7.74,90881.80,908.18,0.0,0.0,0.0
8334,2,8334,46,3.41,8.78,3.49,0.1,0.-9,0.-12,3.12,7.74,90881.80,907.88,0.0,0.0,0.0
8380,2,8380,46,3.49,8.64,3.93,0.-3,0.-9,0.-10,3.12,7.75,90883.85,908.67,0.0,0.0,0.0
8431,2,8431,51,3.31,8.76,4.9,0.3,0.-9,0.-12,3.18,7.74,90880.68,907.88,0.0,0.0,0.0
8477,2,8477,46,3.46,8.34,3.84,0.5,0.-9,0.-10,3.25,7.74,90881.75,908.8,0.0,0.0,0.0
8523,2,8523,46,3.27,8.73,4.13,0.9,0.-8,0.-8,3.25,7.74,90891.55,908.28,0.0,0.0,0.0
8566,2,8566,43,3.59,8.47,3.54,0.12,0.-9,0.-6,3.31,7.74,90877.39,907.78,0.0,0.0,0.0
8612,2,8612,46,3.62,8.91,3.53,0.6,0.-8,0.-12,3.25,7.74,90883.92,907.78,0.0,0.0,0.0
8658,2,8658,46,3.13,8.71,3.98,0.0,0.-8,0.-11,3.31,7.74,90880.63,907.78,0.0,0.0,0.0
8704,2,8704,46,3.64,8.68,4.26,0.5,0.-9,0.-9,3.31,7.74,90883.92,907.78,0.0,0.0,0.0
8750,2,8750,46,3.20,8.78,3.48,0.9,0.-8,0.-9,3.37,7.74,90886.9,907.89,0.0,0.0,0.0
8796,2,8796,46,3.46,8.74,3.14,0.3,0.-9,0.-9,3.37,7.75,90889.26,908.18,0.0,0.0,0.0
8839,2,8839,43,3.39,8.77,3.88,0.-1,0.-9,0.-10,3.37,7.75,90888.20,907.89,0.0,0.0,0.0
8885,2,8885,46,3.45,8.66,4.1,0.1,0.-9,0.-9,3.25,7.76,90882.80,907.89,0.0,0.0,0.0
8936,2,8936,51,3.34,8.69,4.7,0.8,0.-9,0.-8,3.31,7.75,90884.97,908.68,0.0,0.0,0.0
8982,2,8982,46,3.46,8.68,3.41,0.9,0.-5,0.-7,3.31,7.74,90883.92,907.89,0.0,0.0,0.0
9028,2,9028,46,3.48,8.68,3.55,0.4,0.-4,0.-7,3.37,7.75,90884.97,907.99,0.0,0.0,0.0
9074,2,9074,46,3.90,8.65,3.68,0.0,0.-6,0.-10,3.25,7.75,90888.20,907.69,0.0,0.0,0.0
9123,2,9123,49,3.15,8.68,3.88,0.0,0.-8,0.-14,3.31,7.74,90887.14,908.28,0.0,0.0,0.0
9170,2,9170,47,3.24,8.70,4.34,0.7,0.-14,0.-9,3.31,7.75,90881.68,907.78,0.0,0.0,0.0
9216,2,9216,46,3.22,8.71,3.69,0.13,0.-9,0.-5,3.25,7.74,90882.74,907.89,0.0,0.0,0.0
9262,2,9262,46,4.23,8.62,3.68,0.9,0.11,0.0,3.25,7.75,90886.9,908.58,0.0,0.0,0.0
9308,2,9308,46,3.62,8.66,3.74,0.0,0.-1,0.-12,3.31,7.75,90883.92,908.48,0.0,0.0,0.0
9354,2,9354,46,3.42,8.70,3.71,0.-3,0.-19,0.-16,3.31,7.75,90881.68,907.69,0.0,0.0,0.0
9403,2,9403,49,3.26,8.68,3.76,0.-3,0.-13,0.-15,3.25,7.75,90882.80,908.18,0.0,0.0,0.0
9455,2,9455,52,3.22,8.69,3.94,0.-3,0.-9,0.-12,3.37,7.74,90882.80,907.89,0.0,0.0,0.0
9501,2,9501,46,2.85,8.71,4.43,0.0,0.-12,0.-11,3.25,7.74,90882.74,907.89,0.0,0.0,0.0
9547,2,9547,46,3.43,8.70,3.92,0.13,0.-5,0.-4,3.31,7.74,90888.14,907.49,0.0,0.0,0.0
9593,2,9593,46,3.51,8.69,3.56,0.12,0.-2,0.-8,3.31,7.75,90882.80,907.59,0.0,0.0,0.0
9639,2,9639,46,3.56,8.70,3.56,0.4,0.-7,0.-10,3.37,7.76,90881.68,907.30,0.0,0.0,0.0
9692,2,9692,53,3.34,8.70,3.89,0.1,0.-7,0.-12,3.25,7.74,90880.63,907.98,0.0,0.0,0.0
9738,2,9738,46,3.48,8.67,3.98,0.1,0.-8,0.-10,3.25,7.75,90880.63,908.29,0.0,0.0,0.0
9784,2,9784,46,3.57,8.67,3.77,0.0,0.-2,0.-11,3.25,7.76,90888.14,907.89,0.0,0.0,0.0
9830,2,9830,46,3.2,8.67,4.14,0.0,0.-7,0.-12,3.31,7.75,90881.68,908.28,0.0,0.0,0.0
9876,2,9876,46,3.29,8.67,4.0,0.4,0.-9,0.-8,3.25,7.76,90881.68,908.8,0.0,0.0,0.0
9922,2,9922,46,3.45,8.65,3.75,0.4,0.-9,0.-9,3.25,7.76,90882.74,908.9,0.0,0.0,0.0
9981,2,9981,59,3.41,8.68,4.7,0.2,0.-6,0.-8,3.25,7.75,90881.75,907.68,0.0,0.0,0.0
10024,2,10024,43,3.62,8.71,4.22,0.5,0.-9,0.-10,3.25,7.74,90889.32,907.89,0.0,0.0,0.0
10070,2,10070,46,3.27,8.49,3.98,0.2,0.-9,0.-12,3.31,7.75,90879.57,908.38,0.0,0.0,0.0
10116,2,10116,46,3.15,8.66,4.0,0.6,0.-10,0.-9,3.37,7.74,90882.80,907.60,0.0,0.0,0.0
10162,2,10162,46,3.25,8.64,4.25,0.9,0.-9,0.-10,3.31,7.76,90888.20,908.29,0.0,0.0,0.0
10209,2,10209,47,3.45,8.63,3.75,0.10,0.-8,0.-10,3.37,7.75,90884.91,908.9,0.0,0.0,0.0
10255,2,10255,46,3.62,8.74,2.90,0.2,0.-7,0.-9,3.37,7.76,90880.57,907.79,0.0,0.0,0.0
10298,2,10298,43,2.13,8.81,4.50,0.-1,0.-8,0.-5,3.31,7.75,90881.62,907.89,0.0,0.0,0.0
10344,2,10344,46,3.27,8.49,5.7,0.4,0.32,0.12,3.31,7.75,90880.57,907.50,0.0,0.0,0.0
10390,2,10390,46,3.44,8.75,3.71,0.8,0.-9,0.-12,3.37,7.75,90887.9,907.99,0.0,0.0,0.0
10436,2,10436,46,3.22,8.67,4.13,0.9,0.-9,0.-8,3.37,7.76,90888.14,908.59,0.0,0.0,0.0
10489,2,10489,53,3.70,8.60,3.76,0.9,0.-9,0.-8,3.31,7.75,90882.80,907.40,0.0,0.0,0.0
10535,2,10535,46,3.41,8.67,3.68,0.6,0.-10,0.-9,3.37,7.74,90879.51,908.48,0.0,0.0,0.0
