millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Battery_voltage,Z_accel_times_burnoutMass
1114122,3,1114122,36,0.255,0.12,0.256,27.53,-14.209,45.209,0.12,0.28,0.46,-593.400,0.14,0.93,0.420,26.892,-13.826,45.176,0.10,0.26,0.5,-587.0,6.158,91240.812,875.559,6.157,91239.695,875.499,-425384.156,0.1,1.941,-73.628,3.731,0.157
1114162,3,1114162,40,0.272,0.0,0.239,26.986,-14.182,45.229,0.12,0.28,0.33,-593.400,0.100,0.78,0.355,26.658,-14.294,45.74,0.8,0.34,0.25,-587.0,6.159,91240.148,875.723,6.162,91237.437,875.704,-425394.93,0.4,1.859,-75.206,3.731,0.146
1114198,3,1114198,36,0.236,0.31,0.252,27.33,-14.250,45.276,0.11,0.29,0.21,-587.0,0.179,0.150,0.427,26.863,-14.615,45.366,0.8,0.33,0.27,-587.0,6.162,91239.695,875.723,6.171,91240.750,875.908,-425402.968,0.0,2.0,-72.255,3.731,0.154
1114238,3,1114238,40,0.209,0.94,0.384,26.767,-14.247,45.203,0.10,0.30,0.14,-587.0,0.294,0.100,0.399,26.235,-14.323,45.352,0.11,0.30,0.3,-587.0,6.163,91239.671,875.644,6.166,91237.296,875.307,-425415.718,0.1,2.86,-70.628,3.731,0.235
1114274,3,1114274,36,0.132,0.104,0.403,26.641,-14.311,45.235,0.9,0.31,0.5,-587.0,0.71,0.100,0.413,26.556,-14.498,45.206,0.6,0.31,0.20,-587.0,6.163,91240.62,875.605,6.162,91245.125,875.608,-425429.906,0.1,2.39,-71.574,3.731,0.247
1114311,3,1114311,37,0.198,0.120,0.404,26.471,-14.507,45.252,0.8,0.32,0.5,-587.0,0.344,0.172,0.427,26.45,-14.805,45.264,0.7,0.32,0.8,-587.0,6.165,91240.0,875.627,6.166,91239.406,875.608,-425444.843,0.0,1.978,-72.789,3.731,0.248
1114351,3,1114351,40,0.208,0.132,0.420,26.436,-14.665,45.393,0.9,0.31,0.2,-587.0,0.150,0.136,0.434,26.483,-15.83,45.776,0.12,0.28,0.9,-587.0,6.166,91240.421,875.526,6.166,91239.554,875.199,-425461.343,0.2,2.112,-70.241,3.731,0.257
1114387,3,1114387,36,0.213,0.146,0.411,26.427,-14.709,45.384,0.10,0.31,0.2,-587.0,0.208,0.222,0.384,26.819,-14.834,45.323,0.14,0.32,0.29,-587.0,6.166,91240.640,875.548,6.171,91241.812,876.17,-425476.343,0.0,1.978,-72.864,3.731,0.252
1114426,3,1114426,39,0.200,0.145,0.413,26.644,-14.717,45.492,0.10,0.30,0.8,-587.0,0.229,0.93,0.406,27.316,-14.367,45.893,0.11,0.29,0.34,-587.0,6.166,91242.656,875.567,6.166,91247.382,875.404,-425492.437,0.0,1.981,-72.793,3.731,0.253
1114463,3,1114463,37,0.290,0.130,0.416,26.702,-14.802,45.635,0.11,0.30,0.14,-587.0,0.516,0.28,0.427,26.848,-14.922,45.922,0.10,0.27,0.8,-587.0,6.167,91242.656,875.567,6.166,91245.125,875.608,-425507.781,0.0,2.0,-72.409,3.731,0.255
1114502,3,1114502,39,0.308,0.111,0.409,26.974,-14.872,45.735,0.11,0.28,0.16,-587.0,0.437,0.78,0.391,27.404,-15.156,45.761,0.9,0.22,0.0,-587.0,6.168,91243.351,875.548,6.171,91242.867,875.513,-425523.875,0.0,2.19,-72.34,3.731,0.250
1114539,3,1114539,37,0.302,0.114,0.396,27.18,-14.752,45.708,0.11,0.28,0.18,-587.0,0.122,0.150,0.370,26.702,-14.484,45.644,0.10,0.29,0.19,-587.0,6.168,91243.796,875.589,6.166,91241.812,875.404,-425538.781,0.1,1.960,-73.191,3.731,0.242
1114579,3,1114579,40,0.304,0.93,0.400,26.995,-14.758,45.723,0.9,0.27,0.20,-587.0,0.215,0.114,0.406,26.702,-14.864,45.396,0.7,0.30,0.40,-587.0,6.167,91243.796,875.488,6.166,91241.812,875.513,-425554.718,0.2,2.112,-70.274,3.725,0.245
1114627,3,1114627,48,0.284,0.111,0.386,26.968,-14.887,45.685,0.9,0.28,0.14,-587.0,0.129,0.186,0.334,27.185,-15.10,45.703,0.10,0.31,0.4,-587.0,6.168,91242.23,875.406,6.171,91238.492,874.994,-425573.593,0.1,2.89,-70.807,3.725,0.236
1114667,3,1114667,40,0.256,0.122,0.388,27.18,-14.855,45.638,0.9,0.28,0.16,-587.0,0.380,0.78,0.442,27.97,-14.761,45.688,0.10,0.29,0.19,-587.0,6.167,91240.453,875.384,6.162,91237.296,875.499,-425589.93,0.0,2.22,-72.143,3.725,0.238
1114703,3,1114703,36,0.190,0.133,0.391,26.863,-14.808,45.615,0.9,0.29,0.21,-587.0,0.107,0.136,0.406,26.629,-14.922,45.644,0.10,0.26,0.25,-587.0,6.167,91239.132,875.401,6.171,91236.234,875.596,-425603.156,0.0,1.983,-72.911,3.725,0.240
1114740,3,1114740,37,0.209,0.129,0.393,27.15,-14.840,45.586,0.9,0.29,0.20,-587.0,0.215,0.129,0.377,27.462,-14.644,45.498,0.10,0.30,0.12,-587.0,6.167,91238.671,875.442,6.166,91239.554,875.608,-425617.687,0.1,1.960,-73.344,3.725,0.241
1114779,3,1114779,39,0.189,0.132,0.378,27.190,-14.802,45.589,0.9,0.29,0.18,-587.0,0.114,0.129,0.334,27.579,-14.674,45.410,0.6,0.28,0.29,-587.0,6.168,91238.226,875.420,6.171,91239.554,875.404,-425632.750,0.0,2.22,-72.111,3.725,0.232
1114816,3,1114816,37,0.221,0.103,0.394,27.155,-14.752,45.621,0.9,0.28,0.18,-587.0,0.287,0.43,0.413,27.9,-14.761,45.863,0.9,0.25,0.3,-587.0,6.167,91236.875,875.543,6.166,91231.718,875.608,-425647.62,0.3,1.890,-74.717,3.725,0.242
1114855,3,1114855,39,0.170,0.117,0.381,27.88,-14.814,45.641,0.9,0.28,0.14,-587.0,0.129,0.150,0.377,26.761,-15.68,45.790,0.10,0.29,0.3,-587.0,6.168,91237.562,875.565,6.166,91240.750,875.608,-425662.218,0.0,1.978,-72.852,3.725,0.234
1114892,3,1114892,37,0.173,0.123,0.363,27.304,-14.779,45.571,0.9,0.29,0.16,-587.0,0.122,0.165,0.312,27.711,-14.747,45.293,0.8,0.32,0.30,-587.0,6.166,91237.804,875.548,6.162,91237.437,875.513,-425676.0,0.0,2.16,-72.93,3.725,0.222
1114932,3,1114932,40,0.159,0.114,0.367,27.182,-14.855,45.504,0.8,0.29,0.16,-587.0,0.143,0.86,0.399,26.848,-15.24,45.162,0.9,0.29,0.14,-587.0,6.166,91238.257,875.690,6.166,91241.812,876.318,-425690.625,0.3,1.875,-74.889,3.725,0.225
1114968,3,1114968,36,0.199,0.103,0.381,27.56,-14.951,45.548,0.10,0.29,0.7,-587.0,0.315,0.71,0.406,26.951,-15.156,45.629,0.11,0.27,0.15,-587.0,6.165,91239.367,875.649,6.166,91245.125,875.199,-425704.125,0.1,2.42,-71.476,3.725,0.234
1115007,3,1115007,39,0.153,0.111,0.378,27.6,-14.884,45.431,0.10,0.29,0.6,-587.0,0.57,0.86,0.399,26.761,-14.425,45.279,0.10,0.28,0.3,-587.0,6.167,91240.937,875.630,6.176,91239.554,875.513,-425718.968,0.0,2.19,-71.954,3.725,0.232
1115044,3,1115044,37,0.176,0.123,0.370,27.147,-14.799,45.366,0.9,0.30,0.13,-587.0,0.244,0.208,0.334,27.462,-14.644,45.469,0.7,0.34,0.39,-587.0,6.168,91240.453,875.671,6.171,91238.351,875.813,-425732.843,0.1,1.960,-73.109,3.725,0.227
1115081,3,1115081,37,0.212,0.106,0.380,27.47,-14.849,45.320,0.10,0.29,0.6,-587.0,0.301,0.78,0.363,27.214,-14.995,45.59,0.11,0.26,0.3,-587.0,6.169,91240.429,875.731,6.166,91237.296,875.813,-425746.718,0.1,1.943,-73.412,3.725,0.233
1115132,3,1115132,51,0.229,0.103,0.374,27.88,-14.907,45.296,0.9,0.28,0.5,-587.0,0.229,0.71,0.370,27.53,-15.317,45.45,0.8,0.26,0.43,-587.0,6.169,91239.101,875.649,6.166,91235.179,875.908,-425765.968,0.1,2.89,-70.563,3.725,0.229
1115168,3,1115168,36,0.242,0.122,0.361,27.15,-14.843,45.282,0.9,0.28,0.5,-587.0,0.380,0.165,0.341,26.585,-14.834,45.556,0.7,0.26,0.14,-587.0,6.168,91238.195,875.666,6.162,91240.609,875.282,-425779.218,0.0,1.983,-72.646,3.725,0.221
1115208,3,1115208,40,0.249,0.139,0.364,26.954,-14.916,45.401,0.9,0.29,0.0,-587.0,0.93,0.172,0.413,26.454,-14.790,45.878,0.12,0.31,0.20,-587.0,6.167,91237.984,875.707,6.171,91238.492,875.717,-425793.750,0.1,1.960,-73.78,3.725,0.223
1115244,3,1115244,36,0.235,0.129,0.394,26.802,-15.7,45.381,0.10,0.29,0.1,-587.0,0.172,0.157,0.485,26.702,-15.97,45.366,0.11,0.35,0.33,-587.0,6.165,91238.226,875.666,6.162,91239.554,875.608,-425807.406,0.1,2.42,-71.462,3.725,0.242
1115283,3,1115283,39,0.229,0.117,0.394,26.731,-15.100,45.498,0.10,0.31,0.4,-587.0,0.272,0.21,0.363,26.863,-15.463,45.644,0.10,0.35,0.23,-587.0,6.166,91239.585,875.666,6.171,91244.70,875.813,-425822.812,0.0,2.0,-72.314,3.725,0.242
1115320,3,1115320,37,0.238,0.134,0.401,26.658,-15.51,45.548,0.10,0.32,0.12,-587.0,0.272,0.157,0.406,26.688,-15.68,45.293,0.10,0.32,0.0,-587.0,6.168,91240.671,875.627,6.176,91240.609,875.717,-425837.562,0.1,2.39,-71.554,3.725,0.246
1115359,3,1115359,39,0.200,0.120,0.410,26.667,-15.7,45.498,0.10,0.33,0.19,-587.0,0.193,0.93,0.384,26.629,-14.615,45.308,0.9,0.32,0.18,-587.0,6.169,91240.671,875.775,6.166,91240.609,876.17,-425853.406,0.3,1.871,-74.888,3.725,0.251
1115396,3,1115396,37,0.249,0.120,0.403,26.708,-15.36,45.410,0.9,0.32,0.19,-587.0,0.337,0.172,0.377,26.658,-14.937,45.439,0.5,0.28,0.22,-587.0,6.169,91241.328,875.772,6.171,91241.812,875.704,-425868.468,0.0,2.2,-72.151,3.725,0.247
1115435,3,1115435,39,0.268,0.107,0.403,26.653,-14.934,45.407,0.9,0.31,0.14,-587.0,0.265,0.93,0.485,26.425,-14.586,45.352,0.10,0.28,0.8,-587.0,6.172,91242.414,875.772,6.176,91244.984,875.608,-425884.187,0.0,2.0,-72.206,3.725,0.247
1115472,3,1115472,37,0.251,0.130,0.411,26.617,-14.866,45.431,0.10,0.30,0.18,-587.0,0.186,0.136,0.406,26.688,-15.127,45.761,0.14,0.29,0.42,-587.0,6.172,91242.390,875.652,6.171,91243.929,875.212,-425899.281,0.3,2.136,-69.653,3.725,0.252
1115509,3,1115509,37,0.218,0.116,0.436,26.688,-14.846,45.413,0.10,0.29,0.23,-587.0,0.107,0.86,0.528,27.38,-14.966,45.206,0.11,0.30,0.25,-587.0,6.171,91242.171,875.608,6.171,91239.554,875.499,-425914.968,0.1,2.45,-71.457,3.725,0.267
1115548,3,1115548,39,0.226,0.119,0.439,26.688,-14.864,45.469,0.10,0.29,0.22,-587.0,0.236,0.107,0.399,26.629,-14.703,45.586,0.9,0.29,0.13,-587.0,6.171,91241.937,875.548,6.166,91239.406,875.717,-425932.31,0.1,2.63,-71.160,3.725,0.269
1115586,3,1115586,38,0.221,0.104,0.429,26.866,-14.717,45.551,0.11,0.29,0.22,-587.0,0.308,0.100,0.327,27.550,-14.206,45.849,0.11,0.28,0.23,-587.0,6.171,91241.460,875.510,6.171,91239.406,875.513,-425948.531,0.1,2.39,-71.673,3.725,0.263
1115637,3,1115637,51,0.239,0.100,0.371,27.109,-14.735,45.556,0.11,0.29,0.29,-587.0,0.358,0.71,0.198,27.638,-14.674,45.381,0.9,0.29,0.43,-587.0,6.171,91240.164,875.507,6.176,91238.492,875.596,-425968.968,0.0,2.2,-72.420,3.725,0.227
1115673,3,1115673,36,0.261,0.90,0.371,27.220,-14.612,45.445,0.10,0.29,0.30,-587.0,0.294,0.86,0.406,27.243,-14.513,45.206,0.10,0.31,0.47,-587.0,6.169,91239.492,875.627,6.162,91240.609,875.813,-425982.343,0.3,1.892,-74.584,3.731,0.227
1115713,3,1115713,40,0.292,0.103,0.337,27.149,-14.653,45.562,0.10,0.30,0.35,-587.0,0.265,0.150,0.355,26.688,-15.171,45.790,0.9,0.32,0.47,-587.0,6.168,91240.156,875.627,6.166,91242.867,875.499,-425996.531,0.0,2.0,-72.352,3.738,0.206
1115749,3,1115749,36,0.269,0.91,0.335,27.281,-14.624,45.600,0.9,0.31,0.29,-587.0,0.122,0.50,0.391,27.287,-14.557,45.776,0.8,0.32,0.15,-587.0,6.167,91241.62,875.707,6.162,91243.929,876.114,-426008.656,0.2,1.926,-73.787,3.731,0.205
1115788,3,1115788,39,0.254,0.90,0.350,27.149,-14.618,45.551,0.8,0.30,0.15,-587.0,0.229,0.93,0.399,26.892,-14.177,45.600,0.7,0.26,0.48,-587.0,6.167,91240.851,875.666,6.171,91238.351,875.307,-426022.31,0.1,2.42,-71.455,3.731,0.214
1115825,3,1115825,37,0.203,0.122,0.381,27.109,-14.568,45.513,0.8,0.29,0.0,-587.0,0.107,0.229,0.355,27.433,-14.425,45.191,0.8,0.25,0.36,-587.0,6.166,91240.828,875.671,6.171,91238.351,875.621,-426035.562,0.0,1.994,-72.410,3.731,0.234
1115864,3,1115864,39,0.190,0.145,0.371,27.33,-14.516,45.524,0.9,0.30,0.3,-587.0,0.229,0.200,0.355,26.863,-14.250,45.264,0.15,0.32,0.36,-587.0,6.168,91240.828,875.673,6.171,91240.609,875.826,-426050.250,0.0,1.997,-72.361,3.738,0.227
1115901,3,1115901,37,0.153,0.157,0.387,27.120,-14.384,45.413,0.11,0.29,0.1,-587.0,0.78,0.215,0.434,27.126,-14.513,45.235,0.18,0.29,0.69,-587.0,6.169,91239.671,875.717,6.171,91237.148,875.717,-426064.312,0.1,1.958,-73.120,3.731,0.237
1115938,3,1115938,37,0.188,0.155,0.403,27.158,-14.410,45.340,0.13,0.29,0.18,-587.0,0.294,0.35,0.470,27.477,-14.688,45.410,0.16,0.33,0.70,-587.0,6.171,91239.226,875.578,6.171,91241.664,875.416,-426078.937,0.3,2.162,-69.247,3.731,0.247
1115977,3,1115977,39,0.193,0.137,0.397,27.284,-14.486,45.314,0.14,0.29,0.34,-587.0,0.258,0.7,0.370,27.521,-14.557,45.469,0.13,0.29,0.32,-587.0,6.172,91240.578,875.701,6.176,91245.125,875.922,-426094.562,0.3,1.890,-74.559,3.731,0.243
1116014,3,1116014,37,0.231,0.109,0.400,27.170,-14.495,45.472,0.15,0.30,0.42,-587.0,0.294,0.86,0.370,26.863,-14.469,45.980,0.13,0.29,0.3,-587.0,6.173,91241.234,875.742,6.176,91241.664,875.826,-426109.312,0.1,1.960,-73.44,3.731,0.245
1116053,3,1116053,39,0.212,0.83,0.403,27.366,-14.551,45.542,0.13,0.31,0.42,-587.0,0.136,0.71,0.370,27.842,-14.527,45.615,0.6,0.33,0.34,-587.0,6.173,91241.453,875.739,6.171,91241.664,875.813,-426125.0,0.0,2.2,-72.187,3.731,0.247
1116090,3,1116090,37,0.249,0.58,0.396,27.389,-14.562,45.615,0.11,0.32,0.33,-587.0,0.265,0.93,0.399,27.243,-14.571,45.600,0.7,0.37,0.28,-587.0,6.173,91242.804,875.698,6.171,91243.929,875.513,-426139.781,0.1,2.42,-71.424,3.731,0.242
1116134,3,1116134,44,0.238,0.83,0.367,27.243,-14.571,45.632,0.10,0.32,0.28,-587.0,0.236,0.157,0.327,26.746,-14.732,45.498,0.10,0.32,0.45,-587.0,6.172,91242.625,875.676,6.166,91240.750,875.307,-426156.593,0.0,2.22,-71.854,3.731,0.225
1116170,3,1116170,36,0.254,0.93,0.383,27.135,-14.647,45.586,0.9,0.32,0.38,-587.0,0.337,0.57,0.449,26.980,-14.937,45.235,0.9,0.29,0.81,-587.0,6.170,91241.515,875.594,6.166,91239.554,875.513,-426170.93,0.2,2.89,-70.620,3.731,0.235
1116210,3,1116210,40,0.251,0.106,0.384,27.246,-14.709,45.507,0.8,0.31,0.48,-587.0,0.279,0.150,0.377,27.418,-14.776,45.586,0.10,0.24,0.54,-587.0,6.168,91242.445,875.488,6.166,91246.328,875.295,-426185.437,0.2,2.119,-70.148,3.731,0.235
1116246,3,1116246,36,0.234,0.111,0.376,27.35,-14.767,45.413,0.10,0.29,0.43,-587.0,0.50,0.100,0.327,26.790,-14.820,45.147,0.15,0.22,0.7,-587.0,6.167,91241.578,875.466,6.166,91237.296,875.704,-426199.125,0.0,2.22,-72.63,3.731,0.230
1116283,3,1116283,37,0.176,0.142,0.373,26.895,-14.820,45.334,0.11,0.29,0.38,-587.0,0.21,0.244,0.384,26.541,-14.834,45.206,0.13,0.36,0.4,-587.0,6.166,91242.23,875.586,6.166,91246.187,876.114,-426213.0,0.3,1.892,-74.624,3.731,0.228
1116323,3,1116323,40,0.126,0.142,0.380,27.44,-14.866,45.252,0.13,0.32,0.33,-587.0,0.14,0.157,0.363,27.491,-14.966,45.89,0.15,0.47,0.18,-587.0,6.166,91242.898,875.668,6.166,91245.125,875.717,-426228.62,0.2,1.924,-73.872,3.731,0.233
1116359,3,1116359,36,0.170,0.136,0.381,27.147,-14.758,45.203,0.13,0.35,0.24,-587.0,0.559,0.28,0.456,27.491,-14.396,44.986,0.12,0.44,0.39,-587.0,6.168,91242.234,875.546,6.176,91236.234,874.898,-426241.781,0.3,2.140,-69.691,3.731,0.234
1116398,3,1116398,39,0.282,0.130,0.396,27.196,-14.633,45.168,0.12,0.36,0.15,-587.0,0.839,0.122,0.449,27.667,-14.147,45.410,0.7,0.32,0.9,-587.0,6.169,91241.85,875.589,6.171,91240.609,875.513,-426256.937,0.1,1.958,-73.244,3.731,0.242
1116435,3,1116435,37,0.396,0.134,0.410,27.185,-14.545,45.238,0.11,0.35,0.17,-587.0,0.617,0.122,0.399,26.731,-14.381,45.498,0.8,0.18,0.14,-587.0,6.168,91240.164,875.570,6.162,91232.632,875.608,-426271.875,0.0,2.19,-72.18,3.680,0.251
1116667,3,1116667,232,0.528,0.93,0.419,27.418,-14.501,45.299,0.11,0.33,0.25,-587.0,0.638,0.35,0.427,27.711,-14.615,45.513,0.13,0.27,0.46,-587.0,6.167,91239.789,875.366,6.162,91244.304,875.94,-426368.125,0.0,2.256,-67.734,3.712,0.257
1118076,3,1118076,1409,0.666,0.64,0.426,27.430,-14.422,45.431,0.8,0.27,0.24,-587.0,0.674,0.14,0.399,27.550,-14.571,45.746,0.0,0.14,0.12,-587.0,6.152,91238.796,875.455,6.92,91240.218,876.162,-426963.718,0.0,1.918,-74.209,3.712,0.261
1118120,3,1118120,44,0.680,0.90,0.410,27.316,-14.370,45.530,0.5,0.22,0.15,-587.0,0.631,0.157,0.377,26.921,-14.133,45.483,0.0,0.19,0.6,-587.0,6.130,91240.414,875.675,6.64,91244.304,875.997,-426982.125,0.4,1.819,-76.111,3.725,0.251
1118156,3,1118156,36,0.628,0.77,0.403,26.954,-14.422,45.521,0.4,0.18,0.18,-587.0,0.581,0.57,0.413,25.855,-14.410,45.366,0.0,0.11,0.23,-587.0,6.113,91239.734,875.676,6.87,91237.242,875.516,-426996.781,0.0,1.999,-72.302,3.725,0.247
1118196,3,1118196,40,0.555,0.74,0.394,27.79,-14.405,45.483,0.4,0.17,0.12,-587.0,0.251,0.107,0.355,27.360,-14.294,45.308,0.6,0.13,0.15,-587.0,6.100,91239.734,875.703,6.97,91232.585,875.748,-427012.750,0.0,1.972,-72.806,3.731,0.242
1118232,3,1118232,36,0.437,0.116,0.396,26.997,-14.381,45.472,0.2,0.14,0.2,-587.0,0.50,0.244,0.434,27.301,-14.498,45.454,0.4,0.15,0.0,-587.0,6.92,91240.492,875.692,6.120,91248.109,875.38,-427027.0,0.0,2.11,-72.32,3.738,0.242
1118269,3,1118269,37,0.235,0.130,0.401,26.936,-14.393,45.279,0.5,0.19,0.0,-587.0,0.337,0.86,0.427,27.243,-14.630,44.782,0.16,0.36,0.0,-587.0,6.98,91239.328,875.634,6.120,91234.406,875.869,-427041.750,0.1,2.62,-71.83,3.731,0.246
1118308,3,1118308,39,0.93,0.124,0.401,26.945,-14.431,45.258,0.9,0.22,0.3,-587.0,0.78,0.129,0.377,26.965,-14.323,45.381,0.17,0.33,0.10,-587.0,6.112,91239.132,875.507,6.138,91243.296,875.364,-427057.437,0.3,2.144,-69.627,3.731,0.246
1118345,3,1118345,37,0.33,0.123,0.413,27.252,-14.516,45.273,0.11,0.27,0.8,-587.0,0.50,0.50,0.470,27.389,-14.834,45.439,0.14,0.38,0.44,-587.0,6.124,91240.554,875.479,6.143,91244.359,875.377,-427072.531,0.0,2.28,-71.909,3.731,0.253
1118384,3,1118384,39,0.57,0.116,0.433,27.123,-14.586,45.375,0.13,0.32,0.25,-587.0,0.129,0.71,0.456,26.717,-14.644,45.819,0.15,0.39,0.70,-587.0,6.133,91241.335,875.506,6.143,91236.523,875.883,-427089.31,0.0,1.973,-72.995,3.738,0.265
1118421,3,1118421,37,0.25,0.74,0.419,26.916,-14.580,45.285,0.15,0.38,0.28,-587.0,0.208,0.35,0.363,26.264,-14.469,45.1,0.14,0.42,0.16,-587.0,6.138,91239.445,875.596,6.148,91238.640,875.486,-427104.812,0.2,1.917,-74.76,3.731,0.257
1118460,3,1118460,39,0.68,0.83,0.403,26.805,-14.527,45.381,0.14,0.39,0.17,-587.0,0.136,0.129,0.348,26.688,-14.367,45.264,0.9,0.44,0.54,-587.0,6.147,91240.515,875.479,6.162,91239.695,875.282,-427120.843,0.3,2.133,-69.883,3.731,0.247
1118497,3,1118497,37,0.111,0.100,0.401,26.723,-14.545,45.355,0.13,0.40,0.4,-587.0,0.136,0.215,0.370,26.556,-14.410,45.249,0.13,0.37,0.57,-587.0,6.151,91239.578,875.626,6.162,91238.640,876.101,-427135.750,0.3,1.871,-75.34,3.731,0.246
1118537,3,1118537,40,0.166,0.159,0.374,26.501,-14.586,45.279,0.13,0.41,0.5,-587.0,0.222,0.344,0.334,26.278,-15.39,45.59,0.12,0.41,0.1,-587.0,6.152,91238.640,875.587,6.148,91239.695,875.185,-427151.281,0.0,2.40,-71.586,3.731,0.229
1118573,3,1118573,36,0.221,0.155,0.364,26.422,-14.741,45.173,0.13,0.39,0.8,-587.0,0.401,0.50,0.406,26.322,-15.419,45.293,0.16,0.29,0.51,-587.0,6.154,91239.23,875.590,6.152,91238.492,875.896,-427164.593,0.0,1.997,-72.440,3.738,0.223
1118610,3,1118610,37,0.254,0.180,0.381,26.498,-14.814,45.203,0.12,0.37,0.5,-587.0,0.373,0.165,0.449,26.644,-14.834,45.147,0.10,0.35,0.90,-587.0,6.156,91239.687,875.672,6.157,91241.953,875.896,-427178.406,0.2,1.924,-73.866,3.731,0.234
1118661,3,1118661,51,0.235,0.159,0.391,26.527,-14.986,45.249,0.13,0.36,0.32,-587.0,0.43,0.21,0.399,26.834,-15.229,45.498,0.14,0.38,0.76,-587.0,6.155,91239.960,875.732,6.157,91241.39,875.582,-427198.125,0.1,1.943,-73.407,3.731,0.240
1118698,3,1118698,37,0.245,0.127,0.404,26.626,-15.112,45.328,0.12,0.36,0.49,-587.0,0.186,0.57,0.434,27.53,-15.39,45.644,0.6,0.35,0.28,-587.0,6.152,91241.109,875.587,6.148,91244.359,875.377,-427212.875,0.3,2.169,-69.100,3.731,0.248
1118738,3,1118738,40,0.284,0.80,0.413,26.749,-15.89,45.404,0.10,0.34,0.46,-587.0,0.416,0.107,0.377,26.892,-14.922,45.439,0.2,0.34,0.12,-587.0,6.154,91240.898,875.688,6.157,91238.640,875.691,-427229.250,0.2,1.908,-74.190,3.725,0.253
1118774,3,1118774,36,0.76,-1.161,1.712,26.822,-15.103,45.513,0.8,0.34,0.25,-587.0,0.638,-5.455,10.225,26.688,-15.492,45.834,0.10,0.30,0.53,-587.0,6.154,91240.921,875.484,6.152,91238.640,874.872,-427205.843,0.5,2.257,-67.587,3.731,1.50
1118813,3,1118813,39,0.40,-1.174,1.738,26.767,-15.159,45.597,0.8,0.33,0.0,-587.0,0.193,0.229,0.320,26.366,-15.112,45.571,0.8,0.28,0.41,-587.0,6.155,91240.679,875.380,6.162,91240.750,875.377,-427138.531,0.2,2.115,-70.318,3.731,1.66
1118850,3,1118850,37,0.123,-1.185,1.743,26.661,-15.153,45.469,0.6,0.30,0.16,-587.0,0.459,0.78,0.377,26.308,-15.200,44.855,0.4,0.25,0.5,-587.0,6.155,91239.515,875.363,6.157,91235.179,875.499,-427074.125,0.0,2.16,-72.272,3.731,1.68
1118889,3,1118889,39,0.133,-1.205,1.744,26.609,-15.62,45.363,0.7,0.27,0.24,-587.0,0.236,0.157,0.427,26.790,-14.586,45.118,0.13,0.18,0.12,-587.0,6.157,91238.789,875.407,6.157,91240.750,875.596,-427006.125,0.1,1.958,-73.423,3.731,1.69
1118926,3,1118926,37,0.117,-1.226,1.760,26.468,-15.65,45.343,0.8,0.26,0.4,-587.0,0.337,0.208,0.298,26.191,-14.937,45.337,0.3,0.28,0.89,-587.0,6.158,91238.976,875.431,6.162,91239.554,875.813,-426941.281,0.0,1.976,-73.31,3.731,1.79
1118965,3,1118965,39,0.300,0.142,0.358,26.410,-15.16,45.247,0.7,0.25,0.7,-587.0,0.272,0.35,0.370,26.395,-15.244,45.352,0.8,0.27,0.8,-587.0,6.160,91238.734,875.639,6.162,91237.437,875.908,-426913.968,0.5,1.828,-75.974,3.738,0.220
1119002,3,1119002,37,0.341,0.136,0.358,26.311,-14.928,45.223,0.8,0.25,0.10,-587.0,0.401,0.200,0.320,25.869,-14.674,45.454,0.13,0.25,0.30,-587.0,6.159,91238.953,875.928,6.157,91241.812,876.823,-426927.250,0.7,1.775,-76.864,3.731,0.220
1119039,3,1119039,37,0.269,0.143,0.361,26.299,-14.852,45.349,0.9,0.26,0.18,-587.0,0.100,0.114,0.391,26.249,-14.820,45.483,0.8,0.30,0.34,-587.0,6.159,91239.164,875.950,6.157,91236.234,875.608,-426940.593,0.0,1.978,-72.465,3.731,0.221
1119078,3,1119078,39,0.279,0.133,0.366,26.384,-14.881,45.384,0.9,0.29,0.21,-587.0,0.287,0.107,0.449,27.214,-14.732,45.293,0.13,0.34,0.3,-587.0,6.161,91239.132,876.12,6.166,91240.609,875.908,-426954.781,0.1,1.941,-73.174,3.731,0.224
1119116,3,1119116,38,0.242,0.109,0.386,26.463,-14.910,45.413,0.11,0.29,0.5,-587.0,0.150,0.86,0.399,26.585,-15.83,45.483,0.14,0.28,0.8,-587.0,6.162,91238.648,876.53,6.166,91237.148,876.17,-426969.62,0.1,1.960,-72.729,3.731,0.236
1119160,3,1119160,44,0.209,0.142,0.387,26.594,-14.814,45.475,0.12,0.29,0.0,-587.0,0.107,0.200,0.377,27.53,-14.761,45.659,0.11,0.26,0.12,-587.0,6.161,91236.875,876.10,6.157,91228.546,875.691,-426986.93,0.0,2.45,-71.61,3.725,0.237
