millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,BARO_temp,BARO_press,BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,lastInte.x,lastInte.y,lastDiff.x,lastDiff.y,Est_apogee,Z_accel_times_burnoutMass
22505,2,22505,87,-7.975,1.284,-6.331,94.811,-132.724,-2.104,0.15,0.102,0.44,-587.0,10.92,91555.812,847.692,-37025.117,0.5,1.660,22492.0,-6.245,22492.0,846.683,-75.846,-3.865
22593,2,22593,88,-7.788,1.335,-6.381,96.126,-132.285,-3.273,0.25,0.93,0.40,-587.0,10.92,91555.812,846.876,-37572.175,0.6,1.624,22580.0,-6.187,22580.0,847.285,-76.998,-3.896
22680,2,22680,87,-7.817,0.847,-6.503,95.805,-131.935,-4.574,0.2,0.88,0.51,-587.0,10.92,91553.671,846.779,-38117.386,0.11,-101.400,22667.0,-6.345,22667.0,846.275,84.39,-3.971
22767,2,22767,87,-7.903,1.277,-6.259,95.206,-132.870,-4.121,0.84,0.60,0.138,-587.0,10.92,91556.882,847.80,-38652.917,0.9,1.547,22754.0,-5.965,22754.0,847.101,-78.375,-3.822
22855,2,22855,88,-7.702,1.277,-6.611,96.112,-131.511,-5.334,0.2,0.9,0.135,-587.0,10.88,91553.554,846.779,-39205.660,0.5,3.65,22842.0,-6.597,22842.0,846.585,-52.501,-4.36
22945,2,22945,90,-7.695,1.191,-6.396,95.761,-132.285,-6.737,0.111,0.73,0.29,-587.0,10.92,91553.554,846.876,-39794.222,0.2,1.823,22932.0,-6.482,22932.0,846.800,-72.403,-3.905
23032,2,23032,87,-7.752,0.875,-6.704,93.627,-133.703,-7.527,0.40,0.62,0.57,-587.0,10.88,91559.140,847.800,-40360.355,0.6,1.624,23019.0,-6.532,23019.0,847.401,-77.182,-4.93
23120,2,23120,88,-7.659,1.241,-6.762,91.976,-133.703,-8.623,0.29,0.47,0.2,-587.0,10.97,91565.914,847.90,-40948.472,0.4,2.688,23107.0,-6.833,23107.0,846.994,-57.193,-4.128
23207,2,23207,87,-7.530,0.818,-6.403,93.13,-132.826,-9.836,0.83,0.86,0.30,-587.0,10.97,91557.960,846.994,-41513.42,0.6,3.509,23194.0,-6.144,23194.0,846.392,-46.843,-3.909
23295,2,23295,88,-7.853,1.119,-6.934,92.955,-133.206,-9.339,0.153,0.74,0.91,-587.0,10.97,91557.960,846.285,-42085.421,0.3,2.431,23281.0,-7.13,23281.0,846.91,-60.995,-4.234
23383,2,23383,88,-7.200,0.904,-6.869,92.546,-133.455,-9.704,0.20,0.122,0.60,-587.0,10.97,91550.0,847.90,-42683.97,0.5,1.664,23370.0,-6.417,23370.0,846.596,-75.632,-4.194
23480,2,23480,97,-8.161,1.220,-5.871,90.280,-136.12,-9.222,0.43,0.29,0.146,-587.0,10.97,91551.187,847.294,-43272.875,0.10,1.495,23467.0,-5.742,23467.0,847.617,-79.803,-3.585
23567,2,23567,87,-7.695,0.947,-6.546,91.464,-134.697,-9.938,0.44,0.81,0.41,-587.0,10.97,91559.31,847.810,-43804.972,0.9,6.435,23554.0,-6.489,23554.0,846.800,-23.660,-3.997
23655,2,23655,88,-7.932,0.681,-6.252,88.745,-135.969,-9.222,0.16,0.5,0.284,-587.0,10.106,91555.585,846.499,-44368.136,0.2,2.256,23642.0,-6.309,23642.0,846.596,-64.98,-3.817
23742,2,23742,87,-7.207,1.40,-6.948,90.324,-134.258,-12.291,0.110,0.268,0.19,-587.0,10.115,91555.468,847.15,-44928.23,0.3,1.756,23729.0,-6.561,23729.0,846.918,-73.724,-4.242
23829,2,23829,87,-7.838,0.918,-6.518,90.368,-135.48,-11.867,0.42,0.14,0.96,-587.0,10.129,91550.835,846.918,-45492.285,0.6,3.512,23816.0,-6.410,23816.0,846.316,-46.864,-3.979
23917,2,23917,88,-7.594,0.947,-6.668,90.733,-135.18,-12.43,0.16,0.160,0.68,-587.0,10.138,91556.312,847.443,-46071.875,0.5,1.655,23904.0,-6.762,23904.0,846.842,-76.425,-4.71
24006,2,24006,89,-8.18,1.421,-6.568,88.892,-136.290,-10.289,0.32,0.105,0.62,-587.0,10.143,91555.125,847.658,-46667.953,0.3,2.430,23993.0,-6.632,23993.0,846.541,-61.389,-4.10
24093,2,24093,87,-7.573,1.184,-6.589,87.430,-135.925,-10.917,0.79,0.110,0.180,-587.0,10.152,91561.781,846.950,-47242.828,0.1,1.903,24080.0,-6.582,24080.0,846.648,-70.684,-4.23
24182,2,24182,89,-7.795,1.557,-6.453,86.568,-138.278,-9.733,0.1,0.3,0.26,-587.0,10.156,91557.265,847.270,-47828.46,0.1,2.106,24169.0,-6.568,24169.0,846.552,-67.19,-3.940
24269,2,24269,87,-7.781,1.514,-6.324,83.791,-139.403,-7.936,0.152,0.292,0.375,-587.0,10.156,91557.265,847.57,-48390.433,0.2,1.830,24256.0,-6.360,24256.0,846.756,-72.300,-3.861
24357,2,24357,88,-7.860,1.579,-5.965,78.76,-142.984,-3.741,0.170,0.372,0.390,-587.0,10.152,91548.117,847.57,-48927.839,0.1,1.903,24343.0,-5.994,24343.0,846.862,-70.267,-3.642
24445,2,24445,88,-7.953,1.830,-6.58,74.334,-144.387,-1.695,0.84,0.32,0.29,-587.0,10.147,91550.492,847.250,-49458.753,0.0,2.0,24432.0,-5.936,24432.0,846.862,-68.852,-3.699
24539,2,24539,94,-8.204,2.31,-5.958,73.940,-145.629,-1.622,0.102,0.101,0.49,-587.0,10.156,91550.492,847.250,-50016.117,0.4,2.689,24526.0,-5.922,24526.0,846.454,-56.620,-3.638
24626,2,24626,87,-8.18,1.916,-6.130,75.898,-144.928,-3.668,0.65,0.12,0.143,-587.0,10.161,91556.78,846.756,-50524.480,0.2,1.837,24613.0,-5.764,24613.0,846.648,-72.661,-3.743
24714,2,24714,88,-8.140,1.751,-6.302,76.556,-144.416,-4.106,0.24,0.2,0.11,-587.0,10.166,91561.664,847.368,-51039.320,0.2,1.816,24701.0,-5.936,24701.0,846.873,-73.294,-3.848
24801,2,24801,87,-7.989,1.751,-5.907,77.988,-143.963,-4.750,0.11,0.80,0.162,-587.0,10.161,91561.664,847.368,-51553.929,0.2,2.238,24788.0,-5.893,24788.0,846.680,-64.367,-3.607
24888,2,24888,87,-7.939,1.636,-6.44,77.755,-143.569,-5.71,0.13,0.1,0.52,-587.0,10.161,91560.367,846.454,-52067.601,0.5,1.669,24875.0,-5.915,24875.0,847.174,-76.81,-3.690
24976,2,24976,88,-8.25,1.607,-6.87,79.479,-142.926,-6.182,0.52,0.145,0.270,-587.0,10.166,91559.296,847.164,-52595.707,0.10,11.227,24963.0,-6.87,24963.0,846.272,-1.333,-3.716
25066,2,25066,90,-7.917,1.622,-6.259,82.22,-140.952,-7.205,0.14,0.21,0.94,-587.0,10.170,91552.523,847.378,-53142.597,0.6,1.620,25053.0,-6.65,25053.0,846.883,-76.925,-3.822
25153,2,25153,87,-7.975,1.464,-6.324,81.715,-141.84,-7.585,0.40,0.78,0.96,-587.0,10.166,91557.39,847.368,-53681.875,0.2,2.274,25140.0,-6.331,25140.0,846.668,-64.161,-3.861
25241,2,25241,88,-7.810,1.536,-6.29,80.722,-141.55,-7.892,0.7,0.30,0.25,-587.0,10.175,91555.851,846.883,-54226.406,0.5,1.655,25228.0,-6.44,25228.0,847.195,-76.1,-3.681
25328,2,25328,87,-7.968,1.493,-6.252,80.517,-140.792,-7.190,0.24,0.30,0.50,-587.0,10.175,91555.851,846.883,-54764.125,0.7,3.576,25315.0,-6.317,25315.0,846.583,-45.920,-3.817
25416,2,25416,88,-7.953,1.507,-6.180,81.452,-141.610,-6.737,0.5,0.14,0.56,-587.0,10.179,91551.335,847.904,-55307.777,0.4,1.710,25402.0,-6.180,25402.0,846.991,-74.311,-3.773

















































































































































































































































































































































