millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,BARO_temp,BARO_press,BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,lastInte.x,lastInte.y,lastDiff.x,lastDiff.y,Est_apogee,Z_accel_times_burnoutMass
1277,5,1277,1277,0.193,0.7,0.463,35.399,1.446,52.601,0.25,0.26,0.11,-651.0,10.342,90702.515,924.382,0.0,0.0,0.0,1270.0,0.341,1270.0,924.55,-2147483648.2147483647,0.301
1367,5,1367,90,0.122,0.35,0.406,35.457,2.31,52.236,0.17,0.21,0.19,-651.0,10.328,90704.140,924.61,-37.944,0.2,1.800,1361.0,0.492,1361.0,924.305,-84.841,0.263
1452,5,1452,85,0.244,0.71,0.499,35.384,1.446,52.265,0.15,0.13,0.19,-651.0,10.328,90697.109,923.966,-77.353,0.3,2.472,1446.0,0.434,1446.0,923.984,-71.279,0.324
1532,5,1532,80,0.610,0.337,0.463,35.662,1.900,52.104,0.15,0.7,0.23,-619.0,10.319,90706.31,924.97,-106.117,0.10,6.343,1526.0,0.284,1526.0,923.171,-29.921,0.301
1612,5,1612,80,0.114,0.129,0.341,34.799,1.973,51.870,0.27,0.29,0.10,-651.0,10.338,90706.226,923.966,-132.296,0.8,1.582,1606.0,0.370,1606.0,923.889,-90.930,0.221
1698,5,1698,86,0.531,0.21,0.592,35.150,1.826,51.973,0.1,0.59,0.19,-619.0,10.333,90706.875,924.97,-169.700,0.8,4.549,1692.0,0.499,1692.0,923.171,-44.994,0.384
1778,5,1778,80,0.78,0.373,0.815,35.92,1.943,51.826,0.21,0.20,0.3,-619.0,10.338,90704.789,923.889,-188.413,0.0,1.982,1772.0,0.31,1772.0,923.189,-80.318,0.529
1868,5,1868,90,0.86,0.14,0.449,35.223,1.636,51.973,0.12,0.0,0.15,-619.0,10.328,90712.671,923.872,-202.360,0.4,1.715,1862.0,0.341,1862.0,923.587,-87.679,0.291
1947,5,1947,79,0.107,0.229,0.442,35.632,2.16,52.206,0.3,0.20,0.25,-619.0,10.338,90712.671,923.984,-232.465,0.5,1.706,1941.0,0.420,1941.0,924.2,-87.489,0.287
2027,5,2027,80,0.28,0.78,0.485,35.384,1.856,52.294,0.21,0.4,0.18,-619.0,10.338,90708.312,923.474,-261.516,0.8,4.542,2021.0,0.305,2021.0,923.284,-45.157,0.315
2107,5,2107,80,0.193,0.157,0.334,34.624,1.651,52.353,0.14,0.0,0.20,-619.0,10.347,90710.195,924.2,-288.845,0.1,1.913,2101.0,0.377,2101.0,923.379,-83.295,0.217
2187,5,2187,80,0.983,0.107,0.269,35.749,1.344,52.104,0.76,0.27,0.14,-619.0,10.347,90706.875,923.889,-321.54,0.6,1.654,2181.0,0.427,2181.0,923.907,-89.41,0.175
2267,5,2267,80,0.308,0.64,0.399,34.828,1.607,52.119,0.74,0.22,0.55,-619.0,10.338,90704.593,923.681,-351.253,0.0,2.0,2261.0,0.327,2261.0,923.907,-80.337,0.259
2348,5,2348,81,0.222,0.789,0.413,34.931,1.739,52.60,0.94,0.16,0.10,-619.0,10.338,90717.39,923.889,-376.284,0.1,1.913,2341.0,0.298,2341.0,924.2,-82.798,0.268
2437,5,2437,89,0.107,0.394,0.241,35.121,1.461,51.929,0.33,0.39,0.43,-619.0,10.328,90709.351,923.552,-401.537,0.4,2.710,2431.0,0.262,2431.0,923.587,-67.271,0.156
2522,5,2522,85,-2.333,1.98,0.205,35.647,1.432,52.265,0.53,0.104,0.43,-619.0,10.333,90710.585,923.456,-442.776,0.0,2.0,2516.0,0.707,2516.0,923.587,-80.960,0.133
2602,5,2602,80,0.746,0.93,0.505,35.589,1.183,51.826,0.122,0.116,0.21,-619.0,10.352,90710.390,924.2,-497.383,0.0,2.0,2596.0,0.657,2596.0,923.587,-80.553,0.328
2682,5,2682,80,0.272,0.430,0.492,35.355,1.198,52.353,0.105,0.28,0.1,-619.0,10.342,90710.390,923.587,-528.156,0.6,1.654,2676.0,0.111,2676.0,924.115,-88.541,0.319
2768,5,2768,86,0.366,0.552,0.384,35.442,1.23,52.177,0.16,0.63,0.27,-619.0,10.338,90703.554,924.287,-567.103,0.2,2.262,2762.0,0.793,2762.0,923.907,-75.31,0.249
2848,5,2848,80,0.373,0.71,0.219,35.33,1.23,52.133,0.1,0.29,0.97,-619.0,10.342,90706.875,924.115,-618.838,0.1,2.126,2842.0,0.499,2842.0,923.795,-78.63,0.142
2938,5,2938,90,1.636,-2.31,-1.102,35.311,1.286,52.236,0.40,0.44,0.17,-619.0,10.328,90706.875,924.174,-658.627,0.3,1.757,2932.0,0.384,2932.0,924.115,-85.685,0.715
3017,5,3017,79,1.794,0.954,0.628,35.223,0.803,52.31,0.97,0.2,0.21,-619.0,10.338,90704.593,923.984,-688.449,0.6,3.118,3011.0,0.370,3011.0,923.587,-61.517,0.408
3097,5,3097,80,0.129,0.265,0.413,35.545,0.760,51.987,0.55,0.81,0.32,-619.0,10.352,90704.398,923.379,-716.351,0.8,1.609,3091.0,0.327,3091.0,924.227,-89.923,0.268
3177,5,3177,80,0.789,0.344,0.420,35.267,0.920,52.163,0.71,0.2,0.34,-619.0,10.347,90702.320,924.97,-752.6,0.5,2.706,3171.0,0.564,3171.0,923.813,-67.388,0.273
3258,5,3258,81,0.488,0.129,0.320,35.530,1.432,52.396,0.21,0.24,0.31,-619.0,10.347,90713.515,923.699,-780.548,0.1,2.128,3252.0,0.140,3252.0,923.699,-77.904,0.207
3338,5,3338,80,0.653,0.387,0.485,35.282,1.271,52.426,0.38,0.5,0.8,-619.0,10.347,90702.320,924.512,-805.579,0.5,1.697,3332.0,0.485,3332.0,924.133,-87.929,0.315
3419,5,3419,81,0.323,0.114,0.233,35.121,0.701,52.382,0.2,0.4,0.34,-619.0,10.342,90709.156,923.795,-839.798,0.2,1.828,3412.0,0.370,3412.0,924.340,-84.766,0.151
3524,5,3524,105,0.918,0.193,0.513,35.486,0.964,52.75,0.14,0.46,0.19,-619.0,10.319,90714.109,924.269,-883.998,0.7,6.878,3518.0,0.463,3518.0,923.510,-26.621,0.333
3604,5,3604,80,0.990,0.172,0.521,34.814,1.476,52.75,0.30,0.31,0.7,-619.0,10.328,90708.312,923.569,-921.89,0.0,1.944,3598.0,0.463,3598.0,923.569,-81.994,0.338
3684,5,3684,80,0.567,0.122,0.348,35.296,1.256,51.724,0.18,0.33,0.13,-619.0,10.333,90710.390,924.192,-946.694,0.4,2.661,3678.0,0.176,3678.0,923.171,-67.931,0.226
3764,5,3764,80,0.638,0.21,0.413,35.33,1.549,51.636,0.25,0.26,0.17,-619.0,10.338,90711.437,924.192,-972.873,0.7,1.615,3758.0,0.477,3758.0,923.795,-89.774,0.268
3849,5,3849,85,0.380,0.114,0.384,35.121,1.330,52.192,0.15,0.12,0.17,-619.0,10.338,90709.156,924.2,-1004.45,0.1,1.899,3843.0,0.255,3843.0,923.907,-83.9,0.249
3929,5,3929,80,0.323,0.14,0.485,35.4,1.330,51.826,0.22,0.28,0.15,-619.0,10.333,90709.156,923.889,-1029.650,0.1,1.898,3923.0,0.384,3923.0,924.20,-82.404,0.315
4020,5,4020,91,-1.177,-1.256,0.542,34.828,1.783,52.163,0.98,0.112,0.3,-619.0,10.333,90708.312,924.269,-1072.494,0.1,1.913,4014.0,0.556,4014.0,924.115,-81.888,0.352
4106,5,4106,86,0.445,1.148,0.564,35.165,1.271,51.826,0.102,0.89,0.54,-619.0,10.328,90713.914,923.777,-1115.454,0.1,1.913,4100.0,0.442,4100.0,924.209,-82.191,0.366
4186,5,4186,80,0.287,1.241,-1.375,35.311,1.651,51.783,0.225,0.2,0.21,-619.0,10.338,90705.835,923.569,-1150.822,0.7,3.649,4180.0,0.442,4180.0,923.587,-53.908,0.893
4266,5,4266,80,0.739,0.165,0.440,35.413,1.549,51.943,0.28,0.58,0.29,-619.0,10.342,90712.671,923.681,-1221.220,0.1,1.913,4260.0,-1.317,4260.0,923.681,-82.687,0.286
4345,5,4345,79,0.595,0.208,0.635,34.975,1.476,52.31,0.3,0.43,0.33,-619.0,10.324,90704.593,924.80,-1298.962,0.0,2.0,4339.0,0.650,4339.0,923.681,-79.611,0.412
4426,5,4426,81,0.14,0.136,0.729,34.975,1.797,51.987,0.50,0.40,0.18,-619.0,10.333,90705.835,923.681,-1355.578,0.9,1.576,4419.0,0.765,4419.0,924.417,-90.537,0.473
4505,5,4505,79,0.387,0.279,0.305,35.325,1.461,51.826,0.70,0.25,0.12,-619.0,10.338,90706.875,924.512,-1397.838,0.7,3.649,4499.0,0.291,4499.0,923.795,-54.520,0.198
4595,5,4595,90,-1.751,1.902,0.765,35.472,1.505,51.987,0.116,0.155,0.3,-619.0,10.338,90703.554,924.174,-1441.826,0.4,2.659,4589.0,0.686,4589.0,923.397,-68.53,0.496
4675,5,4675,80,0.832,-1.543,1.15,34.960,1.563,52.75,0.153,0.82,0.10,-619.0,10.328,90709.351,923.889,-1492.125,0.2,1.840,4669.0,0.571,4669.0,923.587,-83.549,0.659
4755,5,4755,80,0.703,1.335,0.779,35.325,1.446,51.476,0.11,0.130,0.15,-619.0,10.338,90706.875,924.209,-1537.543,0.4,2.470,4749.0,0.564,4749.0,923.267,-70.967,0.506
4834,5,4834,79,-1.33,-1.507,0.449,35.165,1.651,51.856,0.49,0.98,0.19,-619.0,10.352,90702.320,924.530,-1576.155,0.10,1.541,4828.0,0.413,4828.0,924.115,-92.449,0.291
4914,5,4914,80,-1.557,0.509,0.535,35.282,1.256,51.856,0.26,0.104,0.14,-619.0,10.347,90708.960,923.889,-1618.702,0.5,1.706,4908.0,0.650,4908.0,924.530,-87.254,0.347
4994,5,4994,80,-1.148,0.746,0.434,34.375,1.446,51.841,0.30,0.66,0.7,-619.0,10.342,90706.875,923.795,-1664.120,0.9,4.778,4988.0,0.485,4988.0,923.795,-41.682,0.282
5080,5,5080,86,0.947,0.401,0.370,34.522,1.549,51.710,0.8,0.47,0.17,-619.0,10.342,90702.515,924.115,-1700.288,0.1,1.884,5074.0,0.355,5074.0,923.925,-83.231,0.240
5170,5,5170,90,0.344,0.200,0.248,34.478,0.920,51.622,0.53,0.74,0.22,-619.0,10.328,90703.750,924.382,-1729.94,0.6,3.203,5164.0,0.284,5164.0,923.379,-59.831,0.161
5250,5,5250,80,0.559,0.186,0.463,34.960,1.695,51.943,0.7,0.58,0.18,-619.0,10.338,90708.117,923.587,-1760.442,0.8,1.609,5244.0,0.499,5244.0,924.20,-89.831,0.301
5330,5,5330,80,0.265,0.71,0.341,35.77,1.315,51.870,0.43,0.21,0.0,-619.0,10.347,90711.437,923.474,-1792.77,0.2,2.260,5324.0,0.291,5324.0,923.813,-75.175,0.221
5415,5,5415,85,0.186,0.208,-1.109,35.77,1.812,50.935,0.6,0.58,0.16,-619.0,10.338,90706.875,924.400,-1711.588,0.2,1.840,5409.0,2.185,5409.0,924.2,-83.547,0.720
5496,5,5496,81,0.236,0.258,0.463,34.434,1.549,51.900,0.29,0.34,0.7,-619.0,10.352,90705.640,924.209,-1641.2,0.0,2.83,5489.0,0.420,5489.0,923.925,-78.639,0.301
5575,5,5575,79,0.35,0.57,0.320,34.697,1.593,51.520,0.18,0.41,0.19,-619.0,10.338,90710.390,924.97,-1672.637,0.1,1.913,5569.0,0.370,5569.0,924.20,-82.469,0.207
5661,5,5661,86,0.832,0.114,0.355,34.302,1.710,51.578,0.13,0.40,0.15,-619.0,10.342,90710.195,923.889,-1703.558,0.4,2.708,5655.0,0.348,5655.0,923.605,-67.357,0.231
5767,5,5767,106,0.897,0.373,0.327,34.302,1.432,51.578,0.32,0.54,0.14,-619.0,10.333,90704.984,924.382,-1747.757,0.2,1.815,5761.0,0.485,5761.0,923.830,-85.96,0.212
5847,5,5847,80,0.646,0.43,0.406,35.77,1.286,51.461,0.8,0.37,0.18,-619.0,10.328,90706.31,923.777,-1785.135,0.0,2.37,5841.0,0.449,5841.0,923.795,-79.239,0.263
5927,5,5927,80,0.739,0.57,0.499,34.902,1.753,51.768,0.13,0.28,0.10,-619.0,10.338,90707.914,924.305,-1821.77,0.0,1.982,5921.0,0.449,5921.0,923.813,-81.139,0.324
6007,5,6007,80,0.531,0.7,0.427,35.165,1.549,51.651,0.24,0.31,0.12,-619.0,10.342,90704.593,924.305,-1852.999,0.1,1.899,6001.0,0.348,6001.0,923.925,-81.980,0.277
6087,5,6087,80,0.739,0.14,0.377,34.799,1.271,52.367,0.11,0.28,0.16,-619.0,10.342,90704.593,924.625,-1885.209,0.4,1.715,6081.0,0.456,6081.0,924.322,-87.137,0.245
6166,5,6166,79,0.294,0.172,0.377,34.492,1.578,52.148,0.17,0.1,0.18,-619.0,10.352,90707.718,924.115,-1920.985,0.0,2.82,6160.0,0.449,6160.0,924.246,-78.244,0.245
6257,5,6257,91,-3.86,-1.837,0.786,34.843,1.870,52.163,0.19,0.4,0.10,-619.0,10.338,90706.875,924.417,-1925.615,0.1,1.913,6251.0,0.347,6251.0,924.340,-82.265,0.510
6337,5,6337,80,0.64,0.287,0.470,34.653,2.75,51.929,0.6,0.9,0.28,-619.0,10.342,90706.875,924.115,-1923.367,0.0,2.18,6331.0,0.291,6331.0,924.322,-79.819,0.305
6423,5,6423,86,0.244,0.186,0.456,34.595,1.856,52.46,0.31,0.17,0.21,-619.0,10.347,90703.359,924.512,-1953.54,0.7,3.531,6417.0,0.399,6417.0,923.717,-55.758,0.296
6504,5,6504,81,0.208,0.78,0.341,34.25,1.183,52.163,0.12,0.24,0.17,-619.0,10.338,90705.835,924.2,-1984.689,0.8,1.582,6497.0,0.391,6497.0,924.435,-90.272,0.221
6583,5,6583,79,0.150,0.157,0.456,34.726,1.125,52.426,0.29,0.23,0.14,-619.0,10.342,90707.914,924.322,-2014.888,0.6,3.40,6577.0,0.363,6577.0,923.925,-61.673,0.296
6663,5,6663,80,0.35,0.64,0.355,33.966,1.490,52.60,0.15,0.26,0.10,-619.0,10.352,90704.593,924.625,-2042.216,0.3,1.768,6657.0,0.320,6657.0,924.227,-85.91,0.231
6747,5,6747,84,0.251,0.136,0.442,34.931,1.622,52.426,0.15,0.44,0.23,-619.0,10.352,90705.640,924.2,-2073.624,0.2,2.261,6741.0,0.427,6741.0,924.20,-74.848,0.287
6837,5,6837,90,0.423,0.35,0.327,34.346,1.841,52.60,0.25,0.39,0.16,-619.0,10.342,90709.156,924.720,-2115.998,0.0,2.0,6831.0,0.513,6831.0,924.20,-80.19,0.212
6917,5,6917,80,0.265,0.50,0.442,34.712,1.315,52.703,0.14,0.35,0.14,-619.0,10.338,90700.234,923.474,-2153.950,0.2,1.828,6911.0,0.434,6911.0,924.227,-84.262,0.287
7003,5,7003,86,0.524,0.78,0.111,35.822,1.330,51.753,0.41,0.52,0.10,-619.0,10.342,90695.281,924.625,-2223.146,0.12,-25.511,6997.0,-1.174,6997.0,923.189,30.889,0.72
7083,5,7083,80,0.610,0.14,0.399,35.442,1.534,52.60,0.11,0.38,0.15,-619.0,10.347,90703.359,924.2,-2286.941,0.14,1.464,7077.0,0.420,7077.0,924.340,-94.52,0.259
7163,5,7163,80,0.380,0.150,0.406,35.457,1.739,51.987,0.24,0.23,0.11,-619.0,10.352,90706.679,924.945,-2323.170,0.2,2.261,7157.0,0.485,7157.0,924.133,-75.154,0.263
7242,5,7242,79,0.323,0.50,0.477,35.501,1.359,51.520,0.19,0.29,0.17,-619.0,10.347,90707.914,924.435,-2356.678,0.9,4.549,7236.0,0.363,7236.0,923.415,-44.350,0.310
7322,5,7322,80,0.229,0.122,0.363,35.662,1.651,51.973,0.20,0.30,0.12,-587.0,10.342,90704.398,924.435,-2388.601,0.9,1.576,7316.0,0.434,7316.0,924.151,-90.714,0.235
7412,5,7412,90,0.222,0.43,0.399,35.413,1.388,52.499,0.29,0.40,0.15,-619.0,10.338,90700.39,924.720,-2427.97,0.8,4.785,7406.0,0.420,7406.0,923.415,-43.87,0.259
7493,5,7493,81,0.480,0.93,0.470,35.369,1.403,51.841,0.14,0.48,0.14,-619.0,10.342,90698.796,924.417,-2464.361,0.12,1.495,7487.0,0.499,7487.0,924.435,-92.238,0.305
7574,5,7574,81,0.602,0.14,0.434,34.741,1.870,51.885,0.25,0.26,0.14,-619.0,10.342,90705.640,924.625,-2505.759,0.1,2.127,7567.0,0.535,7567.0,924.322,-76.698,0.282
7653,5,7653,79,0.71,0.93,0.312,35.48,1.622,52.543,0.20,0.17,0.11,-619.0,10.342,90706.875,924.512,-2541.988,0.1,2.105,7647.0,0.370,7647.0,924.227,-77.555,0.203
7737,5,7737,84,0.150,0.64,0.470,35.4,1.242,52.265,0.19,0.34,0.14,-619.0,10.333,90705.835,924.209,-2572.190,0.6,1.662,7731.0,0.348,7731.0,924.737,-88.0,0.305
7817,5,7817,80,0.330,0.100,0.456,34.551,1.432,52.265,0.23,0.37,0.15,-619.0,10.347,90703.554,924.625,-2603.538,0.1,2.105,7811.0,0.434,7811.0,924.642,-77.676,0.296
7897,5,7897,80,0.394,0.43,0.442,35.106,1.125,52.236,0.19,0.40,0.11,-619.0,10.347,90702.320,924.512,-2639.193,0.2,2.261,7891.0,0.456,7891.0,924.435,-74.126,0.287
8004,5,8004,107,0.200,0.21,0.413,34.887,1.651,51.900,0.21,0.45,0.14,-619.0,10.328,90707.265,924.382,-2687.650,0.1,1.828,7998.0,0.449,7998.0,924.642,-83.905,0.268
8089,5,8089,85,0.466,0.21,0.355,35.33,1.213,52.46,0.21,0.40,0.11,-619.0,10.324,90703.750,923.984,-2722.788,0.0,2.36,8083.0,0.377,8083.0,924.607,-79.867,0.231
8169,5,8169,80,0.466,0.21,0.391,35.647,1.783,51.651,0.20,0.32,0.19,-619.0,10.342,90705.835,924.512,-2753.848,0.6,2.969,8163.0,0.399,8163.0,924.115,-63.38,0.254
8249,5,8249,80,0.358,0.78,0.506,35.486,1.578,51.680,0.14,0.29,0.21,-619.0,10.338,90705.835,924.400,-2785.771,0.3,1.767,8243.0,0.399,8243.0,924.417,-85.339,0.329
8335,5,8335,86,0.394,0.78,0.384,36.27,1.330,51.783,0.20,0.32,0.13,-619.0,10.333,90706.875,924.512,-2817.0,0.1,2.105,8329.0,0.327,8329.0,924.322,-77.173,0.249
8415,5,8415,80,0.495,0.14,0.463,36.27,1.446,51.461,0.24,0.29,0.12,-619.0,10.342,90710.390,924.530,-2846.626,0.4,1.757,8409.0,0.413,8409.0,924.642,-85.666,0.301
8506,5,8506,91,0.509,0.14,0.521,35.4,1.666,51.636,0.20,0.35,0.17,-619.0,10.333,90706.875,924.607,-2887.183,0.11,-25.815,8500.0,0.477,8500.0,923.605,32.13,0.338
8586,5,8586,80,0.344,0.143,0.341,35.486,1.140,51.680,0.14,0.15,0.17,-619.0,10.347,90703.359,923.795,-2931.750,0.7,1.616,8579.0,0.650,8579.0,924.227,-89.32,0.221
8665,5,8665,79,0.107,0.157,0.399,35.676,1.490,51.783,0.29,0.51,0.17,-619.0,10.338,90701.78,924.512,-2972.861,0.1,2.126,8659.0,0.377,8659.0,924.115,-77.143,0.259
8745,5,8745,80,-1.356,0.423,0.434,35.486,1.549,51.973,0.22,0.13,0.25,-619.0,10.347,90704.593,925.135,-3007.942,0.7,1.616,8739.0,0.499,8739.0,924.737,-89.31,0.282
8825,5,8825,80,0.21,0.50,0.320,35.705,1.812,51.885,0.20,0.14,0.21,-619.0,10.342,90703.554,924.209,-3047.330,0.2,2.261,8819.0,0.485,8819.0,924.530,-74.216,0.207
8905,5,8905,80,0.308,0.165,0.218,35.238,1.826,51.520,0.20,0.30,0.12,-619.0,10.338,90703.359,924.833,-3090.450,0.0,2.0,8899.0,0.592,8899.0,924.530,-79.807,0.141
8985,5,8985,80,0.279,0.179,0.391,35.676,1.622,51.841,0.6,0.38,0.17,-619.0,10.347,90704.398,923.587,-3135.7,0.0,1.982,8979.0,0.521,8979.0,924.548,-80.412,0.254
9080,5,9080,95,0.330,0.150,0.363,35.150,1.841,51.651,0.41,0.31,0.9,-619.0,10.347,90696.718,924.607,-3175.642,0.3,2.433,9074.0,0.334,9074.0,924.246,-72.46,0.235
9160,5,9160,80,0.667,0.265,0.470,35.252,1.783,51.739,0.20,0.65,0.14,-619.0,10.333,90702.320,924.512,-3208.713,0.1,2.150,9154.0,0.492,9154.0,924.115,-77.36,0.305
9240,5,9240,80,0.165,0.488,-2.322,34.565,1.578,51.929,0.2,0.47,0.11,-619.0,10.352,90703.359,923.813,-3252.982,0.2,2.234,9234.0,0.614,9234.0,923.925,-75.475,-1.508
9320,5,9320,80,0.545,0.122,0.370,34.975,1.593,52.163,0.17,0.6,0.15,-619.0,10.347,90707.914,924.417,-3295.816,0.3,1.768,9314.0,0.456,9314.0,924.227,-85.517,0.240
9406,5,9406,86,0.545,0.107,0.370,35.662,2.104,52.31,0.18,0.29,0.18,-619.0,10.338,90705.640,924.115,-3334.145,0.2,1.815,9400.0,0.434,9400.0,924.453,-83.719,0.240
9486,5,9486,80,0.875,0.43,0.743,35.223,1.900,51.607,0.31,0.4,0.15,-587.0,10.347,90716.843,924.2,-3372.958,0.4,2.470,9480.0,0.535,9480.0,924.133,-70.770,0.482
9576,5,9576,90,0.308,0.315,0.463,34.434,1.753,51.783,0.15,0.2,0.22,-619.0,10.333,90706.875,923.664,-3397.565,0.2,1.828,9570.0,0.11,9570.0,924.340,-84.70,0.301
9662,5,9662,86,0.710,0.71,0.370,34.361,1.710,51.710,0.32,0.58,0.11,-619.0,10.338,90695.476,924.625,-3418.974,0.8,4.778,9655.0,0.492,9655.0,923.605,-41.889,0.240
9741,5,9741,79,0.969,0.57,0.528,35.574,1.315,52.133,0.11,0.35,0.21,-619.0,10.342,90705.640,924.115,-3457.500,0.2,1.827,9735.0,0.470,9735.0,923.813,-84.264,0.343
9821,5,9821,80,0.495,0.215,0.427,35.428,1.388,52.250,0.27,0.38,0.10,-619.0,10.342,90704.593,923.813,-3493.442,0.6,1.662,9815.0,0.427,9815.0,924.322,-88.422,0.277
9901,5,9901,80,0.674,0.122,0.499,35.618,1.66,51.636,0.25,0.30,0.15,-619.0,10.352,90712.281,924.737,-3527.662,0.7,3.531,9895.0,0.427,9895.0,923.717,-55.627,0.324
9981,5,9981,80,0.279,0.172,0.449,35.267,1.271,52.16,0.12,0.13,0.16,-619.0,10.352,90704.398,924.737,-3555.564,0.8,1.582,9975.0,0.269,9975.0,924.435,-89.740,0.291
10061,5,10061,80,0.531,0.35,0.427,35.764,1.490,51.622,0.13,0.38,0.17,-619.0,10.347,90707.718,924.20,-3580.595,0.3,2.432,10055.0,0.355,10055.0,924.133,-71.748,0.277
10167,5,10167,106,0.272,0.100,0.887,34.682,1.330,51.505,0.18,0.21,0.17,-619.0,10.319,90703.554,924.684,-3542.615,0.0,2.0,10161.0,1.72,10161.0,924.133,-80.46,0.576
10247,5,10247,80,0.552,0.100,0.420,35.19,1.593,51.417,0.13,0.64,0.13,-587.0,10.338,90702.320,924.115,-3520.555,0.3,1.778,10241.0,0.521,10241.0,924.417,-85.279,0.273
10327,5,10327,80,0.753,0.114,0.420,35.179,1.885,51.929,0.22,0.42,0.7,-619.0,10.352,90709.156,924.192,-3559.369,0.1,2.105,10321.0,0.449,10321.0,924.322,-78.488,0.273
10406,5,10406,79,0.653,0.57,0.413,35.559,1.403,51.373,0.22,0.31,0.6,-619.0,10.352,90700.39,924.833,-3593.728,0.2,2.261,10400.0,0.420,10400.0,924.115,-75.348,0.268
10486,5,10486,80,0.789,0.7,0.492,35.515,1.622,51.710,0.17,0.50,0.13,-619.0,10.352,90714.757,923.587,-3631.393,0.0,1.982,10480.0,0.521,10480.0,924.133,-81.30,0.319
10566,5,10566,80,0.818,0.186,0.513,35.296,1.432,51.666,0.11,0.21,0.20,-619.0,10.352,90703.164,923.795,-3667.622,0.6,3.42,10560.0,0.384,10560.0,923.623,-61.770,0.333
10664,5,10664,98,0.538,0.7,0.470,35.545,1.8,51.256,0.7,0.41,0.15,-619.0,10.342,90709.351,924.192,-3706.328,0.7,1.582,10657.0,0.413,10657.0,924.340,-90.279,0.305
10743,5,10743,79,0.473,0.7,0.391,34.536,1.520,51.651,0.15,0.38,0.16,-619.0,10.338,90709.351,924.97,-3750.884,0.4,2.511,10737.0,0.700,10737.0,924.2,-70.280,0.254
10823,5,10823,80,0.574,0.50,0.355,34.258,1.651,50.935,0.19,0.13,0.16,-587.0,10.347,90700.39,924.305,-3794.5,0.4,1.757,10817.0,0.377,10817.0,924.322,-85.350,0.231
10903,5,10903,80,0.531,-1.773,0.413,34.668,1.724,50.891,0.22,0.52,0.10,-619.0,10.352,90705.640,923.587,-3824.778,0.2,1.815,10897.0,0.391,10897.0,924.548,-84.256,0.268
10988,5,10988,85,0.488,0.35,0.269,35.545,1.768,51.753,0.20,0.37,0.13,-619.0,10.342,90705.640,924.512,-3869.69,0.8,4.778,10982.0,0.650,10982.0,923.813,-41.680,0.175
11068,5,11068,80,0.380,0.35,0.585,34.828,1.914,51.505,0.12,0.24,0.16,-619.0,10.352,90703.359,924.530,-3915.61,0.4,1.757,11062.0,0.499,11062.0,924.133,-85.982,0.380
11158,5,11158,90,0.509,0.208,0.406,35.472,1.505,52.119,0.15,0.20,0.18,-619.0,10.338,90702.515,924.400,-3950.4,0.5,3.118,11152.0,0.276,11152.0,923.605,-60.700,0.263
11244,5,11244,86,0.50,0.93,0.363,34.551,1.417,51.695,0.47,0.48,0.7,-619.0,10.333,90697.757,924.512,-3989.877,0.10,1.519,11238.0,0.650,11238.0,924.530,-92.465,0.235
11324,5,11324,80,0.71,0.122,0.305,34.580,1.81,51.943,0.18,0.21,0.13,-619.0,10.352,90709.156,924.209,-4027.542,0.1,1.899,11318.0,0.291,11318.0,924.642,-82.994,0.198
11404,5,11404,80,0.35,0.143,0.298,34.419,2.148,52.31,0.20,0.42,0.21,-587.0,10.347,90700.39,924.400,-4057.741,0.10,6.312,11398.0,0.463,11398.0,923.830,-30.346,0.193
11489,5,11489,85,0.122,0.0,0.528,34.960,1.826,51.885,0.13,0.35,0.23,-619.0,10.333,90717.39,924.2,-4093.184,0.1,2.151,11483.0,0.370,11483.0,923.699,-77.328,0.343
11569,5,11569,80,0.301,0.143,0.513,34.112,1.900,51.520,0.32,0.54,0.7,-619.0,10.342,90710.195,923.889,-4127.690,0.4,1.757,11563.0,0.492,11563.0,924.20,-86.303,0.333
11659,5,11659,90,0.789,0.43,0.312,34.492,1.110,51.651,0.36,0.36,0.5,-587.0,10.338,90711.437,924.80,-4176.847,0.4,2.708,11653.0,0.600,11653.0,923.605,-66.761,0.203
11741,5,11741,82,0.638,-2.778,0.248,34.142,1.490,51.534,0.14,0.40,0.10,-619.0,10.333,90701.273,924.97,-4073.398,0.2,1.840,11734.0,3.154,11734.0,923.795,-84.586,0.161
11820,5,11820,79,0.753,0.7,0.894,34.551,1.929,51.271,0.23,0.54,0.11,-619.0,10.347,90701.273,924.512,-3950.553,0.3,1.767,11814.0,0.83,11814.0,924.97,-85.731,0.580
11900,5,11900,80,0.782,0.43,0.707,34.565,2.2,51.505,0.21,0.39,0.11,-587.0,10.347,90705.640,923.587,-3969.267,0.2,2.235,11894.0,0.384,11894.0,923.907,-76.186,0.459
11979,5,11979,79,0.251,0.107,0.391,35.238,1.578,51.549,0.24,0.4,0.17,-619.0,10.347,90706.679,924.400,-3997.671,0.5,2.656,11973.0,0.334,11973.0,923.510,-67.583,0.254
12059,5,12059,80,0.480,0.35,0.147,34.814,2.2,51.476,0.51,0.13,0.11,-619.0,10.342,90704.398,924.322,-4023.563,0.11,1.519,12053.0,0.312,12053.0,924.435,-92.218,0.95
