millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,BARO_temp,BARO_press,BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,lastInte.x,lastInte.y,lastDiff.x,lastDiff.y,Est_apogee,Z_accel_times_burnoutMass
575621,2,575621,82,0.294,0.71,0.391,9.427,16.194,47.120,0.25,0.21,0.24,-459.0,11.915,90626.664,931.195,-293168.843,0.1,1.897,575612.0,0.434,575612.0,931.329,-1007.143,0.254
575704,2,575704,83,0.179,0.86,0.434,8.871,16.661,46.579,0.27,0.29,0.21,-459.0,11.915,90621.54,931.499,-293205.250,0.1,2.104,575695.0,0.442,575695.0,931.235,-1002.474,0.282
575787,2,575787,83,0.21,0.50,0.413,8.944,16.501,46.843,0.25,0.21,0.24,-459.0,11.910,90624.375,931.215,-293238.656,0.2,2.263,575778.0,0.363,575778.0,931.26,-1000.81,0.268
575880,2,575880,93,0.114,0.100,0.348,9.47,16.486,46.653,0.26,0.23,0.20,-459.0,11.905,90627.914,931.499,-293276.781,0.1,2.105,575871.0,0.456,575871.0,930.931,-1002.674,0.226
575963,2,575963,83,0.35,0.43,0.370,9.222,16.559,47.149,0.25,0.25,0.24,-459.0,11.905,90627.914,931.101,-293311.687,0.1,2.152,575954.0,0.384,575954.0,930.798,-1001.153,0.240
576046,2,576046,83,0.100,0.7,0.463,9.704,16.778,46.784,0.28,0.21,0.19,-459.0,11.915,90632.273,931.195,-293342.437,0.3,1.756,576037.0,0.355,576037.0,931.121,-1010.539,0.301
576128,2,576128,82,0.57,0.28,0.406,9.485,16.866,47.369,0.30,0.18,0.32,-459.0,11.910,90625.414,931.423,-293373.93,0.1,1.897,576119.0,0.391,576119.0,931.235,-1007.8,0.263
576211,2,576211,83,0.114,0.35,0.528,8.842,16.822,46.784,0.25,0.20,0.21,-459.0,11.910,90627.914,931.215,-293404.437,0.3,2.436,576202.0,0.363,576202.0,930.931,-995.78,0.343
576295,2,576295,84,0.35,0.43,0.456,9.500,16.121,46.974,0.23,0.25,0.28,-459.0,11.910,90624.375,931.7,-293438.437,0.4,1.725,576285.0,0.456,576285.0,931.309,-1011.220,0.296
576388,2,576388,93,0.86,0.57,0.485,8.754,16.617,46.813,0.24,0.23,0.27,-459.0,11.901,90625.625,932.143,-293480.0,0.0,1.980,576379.0,0.427,576379.0,931.329,-1005.771,0.315
576471,2,576471,83,0.122,0.64,0.399,8.477,17.158,47.237,0.29,0.25,0.26,-459.0,11.910,90627.703,931.82,-293514.0,0.2,2.295,576462.0,0.391,576462.0,931.101,-998.750,0.259
576554,2,576554,83,0.114,0.28,0.506,9.587,17.85,47.193,0.26,0.23,0.27,-459.0,11.905,90628.953,931.821,-293545.31,0.0,1.980,576545.0,0.355,576545.0,931.121,-1005.150,0.329
576636,2,576636,82,0.150,0.50,0.427,9.105,16.311,47.398,0.29,0.24,0.25,-459.0,11.910,90622.85,931.403,-293575.406,0.1,2.104,576627.0,0.384,576627.0,931.26,-1001.848,0.277
576719,2,576719,83,0.122,0.7,0.434,9.193,16.851,47.62,0.28,0.26,0.21,-459.0,11.924,90631.23,931.309,-293610.0,0.0,2.0,576710.0,0.449,576710.0,931.26,-1005.130,0.282
576802,2,576802,83,0.129,0.28,0.384,8.754,16.997,47.62,0.26,0.24,0.19,-459.0,11.919,90625.414,931.727,-293644.0,0.7,1.615,576793.0,0.370,576793.0,931.651,-1013.721,0.249
576916,2,576916,114,-10.782,-17.343,-1.45,8.930,16.764,47.208,0.22,0.7,0.37,-459.0,11.891,90623.554,931.896,-293689.906,0.4,3.223,576907.0,0.434,576907.0,931.101,-983.397,0.678
576999,2,576999,83,0.14,0.57,0.355,8.813,16.939,46.886,0.25,0.24,0.25,-459.0,11.901,90623.554,931.385,-293725.718,0.2,1.827,576990.0,0.427,576990.0,931.309,-1008.78,0.231
577082,2,577082,83,0.93,0.100,0.463,8.930,16.910,46.696,0.25,0.14,0.19,-459.0,11.910,90625.625,931.915,-293763.0,0.2,2.232,577073.0,0.470,577073.0,931.121,-999.868,0.301
577165,2,577165,83,0.136,0.71,0.384,9.310,16.866,46.916,0.28,0.30,0.28,-459.0,11.910,90627.703,931.518,-293800.875,0.8,1.581,577156.0,0.442,577156.0,931.841,-1014.740,0.249
577248,2,577248,83,0.7,0.64,0.427,9.383,16.442,46.901,0.27,0.28,0.29,-459.0,11.905,90628.953,931.612,-293837.281,0.12,-42.229,577239.0,0.434,577239.0,930.817,-870.278,0.277
577332,2,577332,84,0.64,0.43,0.384,8.725,16.778,46.886,0.28,0.21,0.24,-459.0,11.915,90623.335,931.612,-293871.281,0.6,1.661,577322.0,0.384,577322.0,931.329,-1013.189,0.249
577424,2,577424,92,0.165,0.107,0.434,9.368,16.807,46.799,0.27,0.26,0.30,-459.0,11.910,90628.125,931.707,-293912.62,0.0,2.0,577415.0,0.492,577415.0,931.329,-1004.922,0.282
577507,2,577507,83,0.28,0.7,0.449,9.573,17.261,47.369,0.25,0.19,0.24,-459.0,11.910,90626.664,931.612,-293951.750,0.2,2.263,577498.0,0.463,577498.0,931.121,-999.148,0.291
577590,2,577590,83,0.57,0.43,0.449,9.792,16.954,47.91,0.26,0.20,0.23,-459.0,11.915,90629.992,931.101,-293988.156,0.10,1.545,577581.0,0.413,577581.0,931.954,-1016.173,0.291
577673,2,577673,83,0.157,0.64,0.341,9.792,16.515,47.398,0.29,0.25,0.22,-459.0,11.910,90623.335,931.403,-294023.62,0.14,-3.304,577664.0,0.427,577664.0,930.722,-982.992,0.221
577756,2,577756,83,0.86,0.86,0.434,9.704,16.720,46.989,0.28,0.28,0.26,-459.0,11.910,90625.414,932.10,-294057.375,0.8,1.581,577747.0,0.399,577747.0,931.443,-1014.445,0.282
577839,2,577839,83,0.64,0.64,0.449,9.3,16.530,47.120,0.25,0.28,0.17,-459.0,11.919,90626.453,931.403,-294091.93,0.5,2.774,577830.0,0.413,577830.0,931.7,-990.807,0.291
577931,2,577931,92,0.14,0.93,0.399,9.675,16.442,47.33,0.25,0.20,0.26,-459.0,11.905,90623.335,931.82,-294126.812,0.2,1.814,577922.0,0.363,577922.0,931.235,-1009.8,0.259
578014,2,578014,83,0.21,0.100,0.406,9.368,16.617,47.208,0.28,0.16,0.27,-459.0,11.910,90627.914,931.403,-294159.31,0.2,1.841,578005.0,0.413,578005.0,931.423,-1008.570,0.263
578097,2,578097,83,0.114,0.107,0.463,8.433,16.223,47.749,0.27,0.22,0.27,-459.0,11.915,90622.85,931.632,-294193.625,0.2,2.232,578088.0,0.420,578088.0,931.235,-1000.270,0.301
578180,2,578180,83,0.107,0.28,0.413,8.477,16.997,47.325,0.28,0.25,0.28,-459.0,11.915,90626.664,931.727,-294227.31,0.0,2.0,578171.0,0.384,578171.0,931.235,-1004.299,0.268
578263,2,578263,83,0.122,0.71,0.434,8.696,16.866,47.237,0.30,0.25,0.30,-459.0,11.910,90623.335,931.101,-294257.781,0.0,2.0,578254.0,0.355,578254.0,931.235,-1004.605,0.282
578347,2,578347,84,0.57,0.71,0.434,8.608,17.436,47.252,0.26,0.21,0.25,-459.0,11.919,90621.54,931.215,-294290.312,0.0,2.0,578337.0,0.427,578337.0,931.235,-1005.213,0.282
578441,2,578441,94,0.21,0.43,0.377,9.339,17.158,47.62,0.27,0.20,0.28,-459.0,11.910,90625.625,931.215,-294330.281,0.3,1.767,578432.0,0.413,578432.0,931.537,-1010.461,0.245
578524,2,578524,83,0.136,0.452,0.894,9.266,17.246,47.33,0.24,0.20,0.22,-459.0,11.910,90631.23,931.612,-295862.156,0.1,1.913,578515.0,-36.499,578515.0,931.632,-1006.542,0.580
578607,2,578607,83,0.186,0.21,0.399,9.412,17.27,47.500,0.24,0.26,0.24,-459.0,11.910,90623.125,931.309,-297393.156,0.7,3.537,578598.0,0.391,578598.0,931.26,-980.419,0.259
578694,2,578694,87,0.200,0.7,0.442,8.930,17.363,46.916,0.26,0.29,0.22,-459.0,11.919,90625.414,931.309,-297428.812,0.2,1.841,578685.0,0.427,578685.0,931.215,-1008.686,0.287
578777,2,578777,83,0.208,0.50,0.384,9.120,17.217,46.843,0.23,0.27,0.18,-459.0,11.915,90623.125,931.518,-297461.625,0.0,1.980,578768.0,0.363,578768.0,931.235,-1004.736,0.249
578860,2,578860,83,0.93,0.143,0.427,9.529,16.924,46.799,0.24,0.19,0.23,-459.0,11.915,90627.703,931.309,-297496.531,0.0,2.0,578851.0,0.477,578851.0,931.235,-1005.326,0.277
578971,2,578971,111,0.93,0.14,0.399,9.748,16.807,47.106,0.26,0.22,0.17,-459.0,11.891,90627.85,931.62,-297547.593,0.2,1.767,578962.0,0.442,578962.0,931.537,-1010.78,0.259
579054,2,579054,83,0.0,0.43,0.413,9.617,17.246,46.886,0.25,0.20,0.25,-459.0,11.910,90626.875,931.499,-297584.875,0.5,2.774,579045.0,0.456,579045.0,931.101,-990.414,0.268
579137,2,579137,83,0.50,0.107,0.449,8.783,17.407,46.711,0.25,0.20,0.28,-459.0,11.910,90627.703,931.518,-297621.281,0.1,2.103,579128.0,0.420,579128.0,931.7,-1003.306,0.291
579219,2,579219,82,0.136,0.21,0.377,9.207,16.939,46.813,0.28,0.22,0.29,-459.0,11.919,90625.414,931.215,-297656.62,0.5,1.696,579210.0,0.427,579210.0,931.443,-1011.945,0.245
579302,2,579302,83,0.179,0.57,0.442,8.769,16.676,46.945,0.28,0.21,0.23,-459.0,11.910,90625.203,931.841,-297689.781,0.6,3.132,579293.0,0.384,579293.0,930.912,-984.722,0.287
579386,2,579386,84,0.215,0.28,0.449,9.310,17.261,46.930,0.25,0.30,0.22,-459.0,11.915,90626.453,931.821,-297722.906,0.3,1.756,579376.0,0.413,579376.0,931.235,-1010.629,0.291
579479,2,579479,93,0.14,0.35,0.456,9.32,16.793,47.179,0.27,0.18,0.31,-459.0,11.901,90623.335,931.403,-297762.93,0.1,2.128,579470.0,0.420,579470.0,931.121,-1001.553,0.296
579562,2,579562,83,0.86,0.43,0.434,9.646,17.187,47.33,0.28,0.23,0.29,-459.0,11.915,90623.125,931.707,-297796.406,0.2,2.263,579553.0,0.406,579553.0,930.912,-999.359,0.282
579645,2,579645,83,0.122,0.78,0.384,8.871,17.231,46.799,0.27,0.27,0.22,-459.0,11.915,90631.23,931.935,-297832.812,0.5,1.705,579636.0,0.470,579636.0,931.329,-1012.4,0.249
579727,2,579727,82,0.186,0.71,0.391,8.593,17.363,46.843,0.25,0.23,0.24,-459.0,11.915,90629.992,931.309,-297866.406,0.0,2.82,579718.0,0.348,579718.0,931.253,-1003.551,0.254
579810,2,579810,83,0.215,0.107,0.413,8.652,17.670,47.164,0.27,0.24,0.21,-459.0,11.919,90628.953,931.632,-297900.406,0.2,1.840,579801.0,0.470,579801.0,931.443,-1008.479,0.268
579893,2,579893,83,0.64,0.78,0.355,8.652,17.41,46.667,0.27,0.24,0.23,-459.0,11.910,90619.585,931.423,-297936.218,0.5,2.715,579884.0,0.391,579884.0,931.26,-991.229,0.231
579987,2,579987,94,0.57,0.43,0.456,9.3,17.392,46.901,0.25,0.20,0.23,-459.0,11.915,90623.335,930.684,-297974.406,0.4,1.705,579978.0,0.420,579978.0,931.443,-1011.620,0.296
580070,2,580070,83,0.21,0.93,0.355,9.47,16.997,46.813,0.25,0.21,0.26,-459.0,11.915,90629.992,932.29,-298009.906,0.2,2.263,580061.0,0.434,580061.0,931.235,-999.472,0.231
580153,2,580153,83,0.57,0.7,0.406,9.251,16.866,46.959,0.25,0.21,0.25,-459.0,11.910,90629.992,931.632,-298045.406,0.1,2.128,580144.0,0.420,580144.0,931.121,-1002.582,0.263
580235,2,580235,82,0.86,0.50,0.463,8.681,17.392,47.500,0.26,0.17,0.27,-459.0,11.924,90627.703,930.703,-298080.187,0.5,1.696,580226.0,0.427,580226.0,931.557,-1011.960,0.301
580318,2,580318,83,0.107,0.43,0.456,9.32,16.705,47.325,0.25,0.26,0.26,-459.0,11.915,90619.796,931.7,-298115.687,0.7,3.675,580309.0,0.427,580309.0,930.931,-977.892,0.296
580402,2,580402,84,0.28,0.35,0.355,8.798,16.515,46.989,0.27,0.25,0.26,-459.0,11.929,90622.85,931.935,-298152.687,0.0,2.0,580392.0,0.463,580392.0,930.931,-1005.3,0.231
580495,2,580495,93,0.172,0.50,0.406,8.550,16.924,46.828,0.27,0.27,0.28,-459.0,11.915,90623.335,930.986,-298193.906,0.9,1.518,580486.0,0.413,580486.0,931.860,-1016.732,0.263
580578,2,580578,83,0.71,0.86,0.427,8.272,16.793,47.62,0.26,0.24,0.22,-459.0,11.915,90631.23,930.986,-298228.218,0.7,3.668,580569.0,0.413,580569.0,931.235,-977.881,0.277
580661,2,580661,83,0.35,1.794,0.391,8.170,16.617,46.623,0.27,0.19,0.29,-459.0,11.924,90629.992,930.798,-298262.531,0.1,1.913,580652.0,0.413,580652.0,931.329,-1007.66,0.254
580743,2,580743,82,0.86,0.114,0.406,9.32,16.764,46.726,0.28,0.21,0.27,-459.0,11.919,90628.742,931.727,-298295.531,0.1,2.104,580734.0,0.391,580734.0,931.235,-1002.575,0.263
580826,2,580826,83,0.215,0.78,0.434,8.564,17.41,46.959,0.28,0.25,0.21,-459.0,11.919,90627.484,931.632,-298329.843,0.3,1.756,580817.0,0.434,580817.0,931.557,-1010.630,0.282
580909,2,580909,83,0.100,0.129,0.463,9.222,16.676,46.784,0.23,0.21,0.26,-459.0,11.924,90620.835,931.537,-298365.62,0.6,3.132,580900.0,0.413,580900.0,931.26,-984.834,0.301
581024,2,581024,115,0.7,0.57,0.406,8.228,16.983,47.62,0.26,0.27,0.25,-459.0,11.891,90625.835,931.479,-298413.843,0.1,2.295,581015.0,0.434,581015.0,930.798,-998.997,0.263
581107,2,581107,83,0.50,0.57,0.377,8.915,16.807,46.784,0.27,0.15,0.24,-459.0,11.910,90625.625,931.821,-298450.531,0.2,2.263,581098.0,0.449,581098.0,930.590,-999.281,0.245
581190,2,581190,83,0.186,0.86,0.420,8.798,16.384,46.843,0.28,0.26,0.29,-459.0,11.910,90631.23,931.935,-298489.593,0.5,1.696,581181.0,0.492,581181.0,931.26,-1012.374,0.273
581273,2,581273,83,0.122,0.71,0.456,8.740,16.354,46.623,0.25,0.26,0.23,-459.0,11.915,90624.164,931.746,-298529.875,0.2,1.827,581264.0,0.477,581264.0,931.235,-1009.94,0.296
581356,2,581356,83,0.78,0.50,0.370,8.213,16.501,47.62,0.28,0.29,0.22,-459.0,11.924,90626.664,931.518,-298567.468,0.1,1.897,581347.0,0.427,581347.0,931.348,-1007.221,0.240
581440,2,581440,84,0.14,0.78,0.406,9.207,16.530,47.354,0.25,0.14,0.25,-459.0,11.910,90625.414,931.841,-298602.62,0.1,2.128,581430.0,0.406,581430.0,931.235,-1002.381,0.263
581532,2,581532,92,0.380,0.129,0.485,8.857,17.173,46.682,0.29,0.31,0.33,-459.0,11.915,90629.992,931.612,-298640.843,0.3,2.436,581523.0,0.427,581523.0,930.931,-996.739,0.315
581615,2,581615,83,0.43,0.50,0.434,8.287,17.144,46.492,0.29,0.23,0.26,-459.0,11.915,90632.273,931.632,-298679.312,0.4,1.715,581606.0,0.499,581606.0,931.329,-1011.795,0.282
581698,2,581698,83,0.165,0.35,0.284,8.783,16.574,46.623,0.25,0.11,0.19,-459.0,11.915,90633.312,931.443,-298649.281,0.4,1.745,581689.0,1.223,581689.0,931.670,-1010.907,0.184
581781,2,581781,83,0.172,0.14,0.477,8.520,16.837,47.296,0.26,0.29,0.31,-459.0,11.919,90625.414,931.329,-298617.468,0.6,3.132,581772.0,0.456,581772.0,931.139,-985.446,0.310
581864,2,581864,83,0.64,0.28,0.485,8.886,16.515,46.579,0.27,0.25,0.19,-459.0,11.910,90619.585,932.49,-298655.937,0.5,2.715,581855.0,0.470,581855.0,930.722,-990.709,0.315
581947,2,581947,83,0.50,0.7,0.456,8.857,16.442,47.339,0.29,0.26,0.25,-459.0,11.919,90636.640,931.215,-298695.312,0.6,1.653,581938.0,0.477,581938.0,931.253,-1013.305,0.296
582039,2,582039,92,0.114,0.100,0.298,9.3,17.12,47.281,0.25,0.17,0.29,-459.0,11.915,90628.953,931.612,-298740.281,0.6,3.664,582030.0,0.499,582030.0,930.629,-978.867,0.193
582122,2,582122,83,0.387,0.14,0.391,8.389,16.968,46.258,0.25,0.27,0.29,-459.0,11.919,90626.664,931.309,-298777.875,0.7,1.622,582113.0,0.406,582113.0,931.235,-1013.905,0.254
582205,2,582205,83,0.179,0.57,0.370,8.623,16.179,46.550,0.27,0.31,0.23,-459.0,11.919,90625.203,931.518,-298808.312,0.0,2.0,582196.0,0.327,582196.0,931.235,-1005.639,0.240
582288,2,582288,83,0.28,0.14,0.413,8.944,16.515,47.18,0.26,0.27,0.25,-459.0,11.919,90624.164,931.423,-298839.937,0.2,2.263,582279.0,0.434,582279.0,931.26,-999.760,0.268
582371,2,582371,83,0.143,0.50,0.463,8.886,17.27,46.536,0.26,0.21,0.27,-459.0,11.924,90625.414,931.139,-298872.750,0.0,1.981,582362.0,0.355,582362.0,931.45,-1005.335,0.301
582455,2,582455,84,0.50,0.43,0.420,9.3,16.544,46.740,0.24,0.25,0.22,-459.0,11.915,90631.23,931.632,-298903.781,0.3,1.756,582445.0,0.391,582445.0,931.368,-1010.638,0.273
582547,2,582547,92,0.78,0.28,0.363,9.61,17.144,46.813,0.28,0.22,0.25,-459.0,11.915,90631.242,931.195,-298940.218,0.6,3.667,582538.0,0.391,582538.0,930.743,-978.191,0.235
582630,2,582630,83,0.64,0.14,0.312,8.725,16.881,46.433,0.27,0.21,0.25,-459.0,11.915,90633.312,931.632,-298971.843,0.8,1.594,582621.0,0.370,582621.0,931.423,-1014.166,0.203
582713,2,582713,83,0.129,0.7,0.377,9.500,16.954,46.726,0.26,0.22,0.25,-459.0,11.919,90628.742,931.7,-299004.62,0.0,1.980,582704.0,0.406,582704.0,931.443,-1004.930,0.245
582796,2,582796,83,0.78,0.43,0.334,9.397,17.348,47.76,0.29,0.23,0.27,-459.0,11.924,90627.484,931.537,-299038.968,0.1,2.128,582787.0,0.434,582787.0,931.329,-1001.442,0.217
582879,2,582879,83,0.86,0.64,0.420,8.915,17.114,46.989,0.29,0.25,0.26,-459.0,11.915,90626.453,931.309,-299076.250,0.4,1.745,582870.0,0.463,582870.0,931.670,-1011.720,0.273
582962,2,582962,83,0.143,1.823,0.384,9.222,16.881,46.711,0.27,0.21,0.29,-459.0,11.924,90626.453,931.235,-299112.62,0.10,7.806,582953.0,0.399,582953.0,930.817,-944.807,0.249
583073,2,583073,111,0.64,0.50,0.434,9.178,16.968,46.959,0.24,0.22,0.31,-459.0,11.896,90626.875,931.82,-299155.156,0.2,1.756,583064.0,0.377,583064.0,931.139,-1009.931,0.282
583156,2,583156,83,0.129,0.28,0.391,8.915,17.12,46.872,0.27,0.20,0.25,-459.0,11.915,90626.664,931.309,-299186.187,0.4,2.517,583147.0,0.370,583147.0,930.798,-995.89,0.254
583239,2,583239,83,0.150,0.71,0.363,8.915,16.954,46.828,0.29,0.28,0.29,-459.0,11.919,90627.703,930.798,-299218.718,0.9,1.568,583230.0,0.413,583230.0,931.557,-1016.535,0.235
583427,3,3,188,-4.414,0.387,115.619,11.5,16.18,43.203,0.19,0.14,0.420,-459.0,11.859,90596.953,933.808,0.0,0.27,0.227,583312.0,92.38,583312.0,929.263,-1097.272,75.83
583518,20,94,91,7.113,-2.239,112.747,10.508,16.237,44.358,0.212,0.20,0.146,-459.0,11.887,90568.648,938.57,17440.652,0.32,1.141,583501.0,92.519,583501.0,935.327,-1021.753,73.218
583618,20,194,100,0.208,-2.81,95.139,11.867,12.379,46.828,-1.158,0.337,0.755,-459.0,11.910,90395.617,953.829,27266.494,0.77,1.113,583602.0,102.52,583602.0,943.104,-1007.100,61.783
583708,20,284,90,-1.227,-8.599,89.726,10.464,7.863,48.173,-1.347,1.180,0.488,-459.0,11.915,90220.523,970.480,36134.285,0.196,1.53,583692.0,95.9,583692.0,960.745,-993.716,58.268
583797,20,373,89,-4.694,-5.477,73.567,5.817,3.200,47.398,0.591,0.885,0.516,-459.0,11.915,90037.531,986.815,43645.265,0.184,1.57,583781.0,73.776,583781.0,977.200,-977.290,47.775
583886,20,462,89,-3.696,-7.745,65.355,3.697,1.973,48.173,0.840,0.22,0.234,-459.0,11.924,89921.101,998.119,49993.796,0.147,1.70,583870.0,68.887,583870.0,990.285,-965.261,42.442
583980,20,556,94,0.782,3.294,53.1,4.998,6.606,45.644,0.467,0.91,-2.111,-459.0,11.915,89860.375,1000.731,55890.269,0.125,1.77,583964.0,56.569,583964.0,1002.127,-962.70,34.419
584069,20,645,89,-5.757,2.411,35.522,10.70,15.200,47.281,0.459,0.379,-7.585,-459.0,11.905,89750.820,1012.185,60648.300,0.55,1.168,584053.0,50.352,584053.0,1007.70,-947.439,23.68
584169,20,745,100,-7.149,-7.953,24.352,24.451,20.841,46.287,0.380,0.415,-10.8,-459.0,11.896,89594.500,1026.532,64872.406,0.109,1.84,584153.0,34.129,584153.0,1017.975,-937.548,15.814
584264,20,840,95,0.129,0.179,23.476,39.315,8.900,49.561,0.544,0.68,-10.8,-459.0,11.882,89532.750,1032.635,67205.992,0.103,1.92,584248.0,14.998,584248.0,1027.816,-933.290,15.245
584353,20,929,89,-21.822,-5.268,-19.558,24.890,-12.554,52.528,0.452,0.545,-10.8,-459.0,11.887,89495.132,1034.949,66770.859,0.42,1.208,584337.0,-24.777,584337.0,1031.604,-925.841,-12.701
584442,20,1018,89,-32.195,1.177,-49.327,-6.80,-12.774,53.390,0.197,0.474,-10.8,-491.0,11.882,89524.867,1033.781,64128.382,0.13,1.461,584426.0,-34.604,584426.0,1032.772,-916.876,-32.33
584537,20,1113,95,-17.802,-4.342,-53.907,15.463,12.101,52.981,0.63,0.588,-10.8,-459.0,11.887,89504.281,1035.887,60498.367,0.24,1.303,584520.0,-42.629,584520.0,1035.67,-920.971,-35.7
584626,20,1202,89,0.452,-15.146,-38.990,32.812,-6.299,52.864,0.616,0.297,-10.8,-459.0,11.877,89480.390,1036.634,56801.867,0.17,1.386,584610.0,-39.514,584610.0,1036.657,-917.692,-25.320
584732,20,1308,106,12.38,4.91,-32.292,11.137,-25.796,54.530,0.271,0.554,-10.8,-459.0,11.868,89448.609,1039.140,52848.453,0.0,2.105,584716.0,-35.78,584716.0,1036.562,-896.690,-20.971
584821,20,1397,89,8.463,-5.886,-27.196,-3.697,-6.708,53.478,0.355,0.464,-10.8,-459.0,11.877,89440.250,1040.309,49446.660,0.32,1.256,584805.0,-41.366,584805.0,1039.467,-918.683,-17.661
584910,20,1486,89,-11.76,10.789,-32.91,11.93,9.690,53.551,0.290,0.467,-10.8,-459.0,11.882,89419.664,1040.941,46415.421,0.7,1.604,584894.0,-26.751,584894.0,1040.120,-906.893,-20.840
584998,20,1574,88,-2.907,-1.787,-34.8,29.567,2.177,53.507,0.244,0.272,-10.8,-459.0,11.877,89416.117,1042.533,43865.804,0.22,1.331,584982.0,-31.194,584982.0,1042.133,-912.498,-22.85
585087,20,1663,89,-4.228,-7.300,-30.519,29.859,-16.501,54.486,0.253,0.278,-10.8,-459.0,11.882,89386.390,1045.272,41088.523,0.15,1.420,585071.0,-31.216,585071.0,1043.514,-907.972,-19.819
585176,20,1752,89,-9.317,-4.414,-29.278,16.135,-27.272,55.305,0.266,0.552,-9.999,-459.0,11.887,89379.765,1045.809,38339.992,0.22,1.334,585160.0,-30.548,585160.0,1045.504,-909.936,-19.13
585299,20,1875,123,-9.66,0.904,-28.301,-1.695,-18.137,54.750,0.113,0.308,-9.392,-459.0,11.864,89346.960,1048.63,34700.390,0.10,1.445,585283.0,-28.631,585283.0,1046.747,-903.182,-18.379
585388,20,1964,89,0.725,-2.749,-23.312,-2.937,-3.390,55.173,0.169,0.386,-8.135,-459.0,11.877,89345.460,1049.44,32316.21,0.24,1.312,585372.0,-24.949,585372.0,1048.950,-906.651,-15.139
585477,20,2053,89,1.593,7.314,-24.224,4.618,8.9,54.223,0.300,0.29,-7.41,-459.0,11.877,89315.734,1051.363,30066.457,0.16,1.400,585461.0,-25.602,585461.0,1050.447,-903.25,-15.731
585573,20,2149,96,1.866,0.35,-24.863,15.375,11.356,53.186,0.321,0.139,-5.254,-459.0,11.877,89302.7,1051.901,27785.941,0.6,1.612,585556.0,-22.408,585556.0,1051.80,-895.148,-16.146
585662,20,2238,89,4.106,8.377,-20.154,23.764,10.304,53.624,0.314,0.48,-4.758,-459.0,11.877,89290.578,1052.861,25709.765,0.5,1.649,585646.0,-23.729,585646.0,1051.618,-892.464,-13.88
585751,20,2327,89,-1.48,1.450,-18.732,31.555,5.773,53.697,0.320,0.86,-4.306,-459.0,11.887,89280.406,1055.582,23707.449,0.24,1.312,585735.0,-21.266,585735.0,1053.822,-900.927,-12.165
585856,20,2432,105,-8.571,0.559,-21.44,34.536,0.686,53.887,0.303,0.62,-3.743,-459.0,11.877,89262.109,1056.730,21454.833,0.15,1.385,585840.0,-21.640,585840.0,1055.415,-897.376,-13.666
585945,20,2521,89,0.459,0.186,-17.957,35.705,-6.986,54.253,0.297,0.126,-3.283,-459.0,11.877,89241.289,1058.19,19695.931,0.21,1.347,585929.0,-17.885,585929.0,1057.291,-896.935,-11.661
586040,20,2616,95,6.108,2.383,-18.424,35.881,-11.780,51.958,0.318,0.104,-2.958,-459.0,11.873,89220.953,1059.918,17989.281,0.23,1.312,586024.0,-18.43,586024.0,1059.495,-895.747,-11.964
586129,20,2705,89,-5.893,-4.27,-17.634,33.250,-16.47,53.390,0.244,0.21,-2.533,-491.0,11.882,89216.132,1062.240,16404.156,0.12,1.481,586113.0,-17.577,586113.0,1060.573,-890.3,-11.451
586218,20,2794,89,-5.168,-3.323,-15.236,31.335,-18.766,55.422,0.125,0.138,-2.62,-491.0,11.882,89194.531,1063.506,14804.974,0.14,1.441,586202.0,-18.359,586202.0,1061.840,-889.446,-9.894
586306,20,2882,88,-5.125,-1.76,-19.723,28.997,-21.192,53.156,0.8,0.72,-1.596,-491.0,11.882,89178.523,1064.750,13248.713,0.22,1.331,586290.0,-17.10,586290.0,1063.856,-891.523,-12.808
586406,20,2982,100,-1.572,0.200,-14.325,26.483,-23.998,56.65,0.68,0.61,-1.782,-459.0,11.877,89155.656,1066.440,11655.31,0.7,1.571,586390.0,-14.863,586390.0,1064.607,-882.484,-9.302
586495,20,3071,89,0.258,0.287,-14.598,24.349,-25.942,55.144,0.198,0.117,-1.682,-459.0,11.868,89142.960,1067.307,10373.375,0.20,1.350,586479.0,-13.937,586479.0,1066.463,-888.15,-9.479
586586,20,3162,91,0.911,0.337,-13.463,21.981,-28.18,55.130,0.228,0.158,-1.309,-491.0,11.877,89125.929,1068.880,9115.113,0.20,1.356,586569.0,-14.23,586569.0,1068.268,-886.255,-8.743
586675,20,3251,89,0.21,0.7,-12.853,19.760,-29.903,55.159,0.252,0.135,-1.106,-459.0,11.877,89123.398,1069.419,7886.893,0.8,1.563,586659.0,-13.270,586659.0,1069.42,-878.830,-8.347
586764,20,3340,89,0.782,0.624,-13.686,17.962,-31.43,53.741,0.281,0.203,0.792,-491.0,11.882,89103.62,1071.321,6767.193,0.4,1.714,586748.0,-11.891,586748.0,1069.442,-873.803,-8.887
586858,20,3434,94,2.770,-2.813,-15.28,16.720,-32.8,53.156,0.304,0.242,0.389,-491.0,11.887,89094.937,1072.260,5775.214,0.20,1.344,586842.0,-9.214,586842.0,1071.342,-883.406,-9.759
