millis(),currentState,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude
0.-31,9.49,-3.-27,0.6,0.-6,0.-8,-3.-68,0.72,93473.67,674.71
2557,2,0.-67,9.30,-3.-88,0.4,0.-6,0.-6,-3.-68,0.74,93476.98,675.18
2601,2,0.-6,8.89,-5.-74,0.1,0.-2,0.-10,-3.-62,0.75,93477.10,674.51
2645,2,0.-62,9.12,-4.-3,0.3,0.-1,0.-12,-3.-56,0.76,93481.45,674.21
2689,2,-1.-89,9.23,-2.-80,0.15,0.-12,0.-1,-3.-56,0.77,93478.21,674.41
2775,2,0.28,11.54,-5.-36,0.16,0.-17,0.-8,-3.-56,0.76,93472.95,674.97
2819,2,1.66,9.66,-4.-82,0.-2,0.-5,0.-13,-3.-50,0.79,93474.17,674.67
2863,2,0.-52,4.43,-3.-48,0.-19,0.-4,0.-15,-3.-50,0.82,93476.44,674.56
2907,2,0.-71,9.88,-3.-63,0.2,0.-4,0.-7,-3.-50,0.83,93479.81,674.74
2951,2,-1.-6,9.15,-3.-47,0.4,0.-12,0.-7,-3.-50,0.84,93480.97,674.83
2995,2,0.-99,9.28,-3.-90,0.4,0.-10,0.-7,-3.-43,0.85,93474.55,674.83
3039,2,0.-55,10.20,-3.-8,0.6,0.-4,0.-5,-3.-43,0.86,93478.89,674.92
3083,2,0.-8,9.90,-2.-92,0.10,0.-10,0.-6,-3.-43,0.85,93480.78,674.55
3168,2,0.-23,9.30,-4.-18,0.6,0.-5,0.-10,-3.-43,0.82,93477.60,674.75
3212,2,0.-59,10.2,-3.-76,0.11,0.-7,0.-10,-3.-43,0.83,93476.57,674.84
3256,2,-1.-31,8.45,-4.-42,0.5,0.-9,0.-14,-3.-43,0.83,93476.57,674.84
3300,2,-1.-61,10.25,-3.-88,0.7,0.-7,0.-8,-3.-43,0.83,93471.12,674.94
3344,2,0.-58,9.55,-3.-78,0.6,0.-9,0.-7,-3.-37,0.82,93481.89,675.3
3388,2,0.-37,9.25,-4.-6,0.7,0.-11,0.-9,-3.-43,0.83,93482.92,675.22
3432,2,-1.-13,9.23,-4.-35,0.6,0.-13,0.-9,-3.-31,0.82,93479.50,675.5
3519,2,0.-15,9.22,-4.-43,0.7,0.-11,0.-15,-3.-37,0.79,93470.93,674.48
3563,2,-1.-67,9.27,-4.-18,0.6,0.-14,0.-13,-3.-37,0.80,93474.17,674.57
3607,2,-1.-8,9.37,-4.-8,0.4,0.-8,0.-10,-3.-37,0.80,93469.96,675.4
3651,2,0.-88,8.76,-3.-78,0.3,0.-7,0.-9,-3.-37,0.81,93469.96,674.76
3695,2,0.-98,9.48,-3.-59,0.5,0.-10,0.-10,-3.-37,0.81,93478.52,674.66
3739,2,-1.-50,9.0,-4.-86,0.0,0.-5,0.-10,-3.-37,0.81,93481.76,674.38
3783,2,-1.-18,9.23,-3.-46,0.-2,0.-14,0.-5,-3.-37,0.81,93478.58,675.14
3827,2,0.-13,9.33,-2.-78,0.2,0.-19,0.-7,-3.-37,0.80,93484.75,674.69
3913,2,0.-86,9.16,-4.-17,0.2,0.-21,0.-9,-3.-31,0.78,93484.82,674.96
3957,2,-1.-66,9.3,-3.-83,0.0,0.-13,0.-9,-3.-31,0.79,93479.50,674.39
4001,2,-1.-84,9.30,-3.-41,0.2,0.-14,0.-5,-3.-37,0.79,93476.32,674.20
4045,2,0.-22,9.30,-4.-3,0.0,0.-9,0.-6,-3.-37,0.80,93469.89,674.77
4089,2,0.-91,9.27,-3.-53,0.0,0.-13,0.-9,-3.-31,0.80,93478.52,674.9
4133,2,-1.-30,9.37,-3.-23,0.0,0.-9,0.-7,-3.-37,0.81,93474.24,674.95
4177,2,0.-98,9.29,-3.-92,0.3,0.-11,0.-7,-3.-31,0.80,93484.75,674.78
4270,2,0.-89,9.28,-3.-18,0.1,0.1,0.-6,-3.-31,0.77,93478.39,675.25
4314,2,0.-73,8.5,-4.-13,0.4,0.-15,0.-8,-3.-31,0.80,93483.84,675.5
4358,2,0.-12,10.66,-2.-1,0.7,0.-20,0.-7,-3.-37,0.80,93474.24,674.66
4402,2,0.-87,9.98,-3.-74,0.9,0.-3,0.-9,-3.-31,0.81,93479.68,674.75
4446,2,0.-96,9.15,-3.-38,0.6,0.-9,0.-9,-3.-37,0.82,93477.54,674.75
4490,2,-1.-20,5.55,-5.-23,0.5,0.-8,0.-8,-3.-31,0.82,93477.54,674.85
4535,2,-2.-6,9.55,-4.-62,0.2,0.-12,0.-6,-3.-31,0.83,93478.64,674.75
4579,2,-1.-19,9.28,-2.-74,0.-5,0.-10,0.-2,-3.-31,0.82,93480.60,674.19
4664,2,0.-50,9.58,-7.-7,0.0,0.-15,0.-8,-3.-31,0.81,93475.28,674.95
4708,2,-2.-73,9.14,-4.-82,0.-13,0.-5,0.-5,-3.-37,0.81,93477.48,674.95
4752,2,-1.-63,9.29,-3.-97,0.-16,0.-11,0.0,-3.-31,0.82,93474.36,674.47
4796,2,0.23,9.39,-2.-92,0.-15,0.-14,0.-1,-3.-31,0.83,93479.75,674.84
4840,2,0.-7,9.48,-4.-3,0.-11,0.-14,0.-6,-3.-37,0.83,93477.60,674.93
4884,2,-2.-95,9.28,-6.-34,0.-22,0.-24,0.-4,-3.-31,0.83,93476.57,675.3
4928,2,0.71,9.60,-2.-11,0.-32,0.-5,0.-2,-3.-31,0.82,93483.84,674.75
5012,2,-2.-46,9.45,-3.-23,0.-24,0.-1,0.-12,-3.-31,0.81,93477.54,674.95
5056,2,0.-16,9.60,0.-56,0.-19,0.-16,0.-9,-3.-25,0.82,93473.26,674.75
5100,2,0.-98,9.77,0.-90,0.-11,0.-29,0.-13,-3.-25,0.83,93482.99,676.8
5144,2,-1.-11,9.37,-2.-42,0.-4,0.-14,0.-11,-3.-31,0.83,93478.64,674.55
5188,2,-1.-99,9.61,-2.-75,0.-1,0.-27,0.-13,-3.-31,0.83,93479.81,674.93
5232,2,-1.-79,9.47,0.-97,0.3,0.-17,0.-4,-3.-25,0.83,93473.32,674.93
5276,2,0.-48,9.74,-2.-49,0.9,0.-4,0.-7,-3.-31,0.84,93477.67,674.74
5320,2,-1.-76,9.66,-1.-3,0.16,0.-18,0.-1,-3.-31,0.84,93478.77,674.93
5360,2,-1.-47,9.71,-1.-4,0.21,0.0,0.-6,-3.-31,0.85,93477.73,675.2
5404,2,-3.-53,10.6,3.21,0.38,0.-25,0.4,-3.-31,0.85,93482.1,675.2
5448,2,0.57,9.63,0.-58,0.58,0.-31,0.-9,-3.-31,0.84,93473.45,674.64
5492,2,0.-56,9.32,-1.-3,0.78,0.-42,0.-8,-3.-25,0.85,93482.1,674.25
5537,2,-1.-28,8.94,-2.-58,0.88,0.-3,0.-14,-3.-25,0.85,93474.55,674.92
5581,2,-1.-29,8.67,-3.-60,0.92,0.-21,0.-12,-3.-25,0.86,93483.17,674.83
5625,2,-2.-86,8.38,-4.-90,0.90,0.-2,0.-8,-3.-25,0.85,93476.69,674.54
5665,2,0.33,8.46,-5.-10,0.81,0.47,0.-8,-3.-31,0.85,93475.65,675.2
5709,2,-1.-8,8.32,-7.-83,0.73,0.1,0.-10,-3.-25,0.86,93479.87,674.54
5753,2,0.-14,8.23,-7.-81,0.56,0.6,0.-9,-3.-31,0.86,93476.69,675.49
5797,2,0.-35,8.34,-7.0,0.40,0.-6,0.-18,-3.-31,0.86,93481.3,674.64
5841,2,-1.-43,8.44,-6.-58,0.31,0.-9,0.-18,-3.-31,0.85,93481.3,674.92
5885,2,-1.-11,8.42,-5.-56,0.24,0.-9,0.-17,-3.-31,0.85,93477.79,674.54
5929,2,-1.-78,8.40,-6.-10,0.20,0.-5,0.-16,-3.-25,0.85,93475.65,674.73
5973,2,-1.-13,8.31,-6.-15,0.14,0.-1,0.-14,-3.-31,0.86,93475.65,674.34
6013,2,-1.-38,8.27,-6.-31,0.9,0.-7,0.-12,-3.-31,0.86,93478.89,674.73
6057,2,-1.-32,8.31,-5.-88,0.4,0.-8,0.-11,-3.-31,0.87,93474.61,674.72
6101,2,-1.-65,8.15,-6.-8,0.1,0.-8,0.-10,-3.-37,0.87,93470.33,674.82
6145,2,-1.-85,8.48,-5.-11,0.-1,0.-8,0.-8,-3.-31,0.87,93478.89,674.82
6189,2,-1.-49,8.32,-5.-79,0.-1,0.-5,0.-5,-3.-31,0.86,93480.0,674.63
6233,2,-1.-45,8.26,-6.-71,0.-8,0.-9,0.-3,-3.-31,0.86,93472.47,674.91
6277,2,-1.-32,8.32,-7.-14,0.-16,0.-6,0.0,-3.-25,0.86,93473.39,675.12
6362,2,0.-80,8.46,-4.-92,0.-35,0.-14,0.-3,-3.-31,0.84,93479.87,675.2
6406,2,-1.-26,8.52,-4.-91,0.-35,0.-7,0.-2,-3.-31,0.85,93482.7,675.59
6450,2,-1.-6,8.74,-3.-26,0.-27,0.-13,0.-3,-3.-31,0.86,93477.79,675.21
6494,2,0.-89,8.85,-3.-89,0.-25,0.-6,0.-2,-3.-25,0.86,93483.24,674.82
6539,2,0.-41,8.95,-4.-29,0.-22,0.-14,0.-4,-3.-25,0.86,93476.75,674.63
6583,2,-1.-53,8.95,-3.-68,0.-19,0.-12,0.-6,-3.-31,0.87,93474.67,674.72
6627,2,0.61,9.18,-3.-70,0.-17,0.-12,0.-10,-3.-25,0.87,93481.10,674.82
6673,2,0.-84,9.1,-4.-27,0.-14,0.-27,0.-16,-3.-25,0.88,93483.24,674.72
6717,2,-1.-55,9.18,-3.-25,0.-13,0.-2,0.-13,-3.-18,0.88,93483.24,674.72
6761,2,0.-87,9.4,-4.-9,0.-10,0.-24,0.-12,-3.-25,0.87,93483.24,674.62
6805,2,-1.-83,9.7,-3.-65,0.-10,0.-13,0.-13,-3.-25,0.87,93480.6,674.91
6849,2,0.-82,9.51,-3.-26,0.-12,0.-16,0.-15,-3.-31,0.87,93476.88,675.58
6893,2,0.-62,9.42,-3.-79,0.-5,0.-12,0.-12,-3.-25,0.88,93472.59,674.62
6937,2,-1.-42,9.21,-3.-75,0.-7,0.-9,0.-10,-3.-18,0.89,93472.59,674.61
6981,2,-1.-28,9.20,-4.-44,0.-8,0.-7,0.-7,-3.-25,0.90,93473.82,674.42
7021,2,-2.-91,9.17,-3.-85,0.-13,0.6,0.-4,-3.-25,0.91,93476.2,674.89
7065,2,-1.-58,9.11,-3.-79,0.-10,0.-11,0.6,-3.-31,0.90,93481.40,674.69
7109,2,-1.-50,9.24,-4.-23,0.-13,0.-8,0.6,-3.-18,0.92,93481.46,674.40
7153,2,-1.-4,9.37,-3.-90,0.-18,0.-6,0.9,-3.-25,0.92,93480.42,674.69
7197,2,0.-62,9.43,-3.-46,0.-18,0.-18,0.10,-3.-25,0.93,93471.85,674.97
7241,2,0.18,9.29,-4.-74,0.-17,0.-58,0.0,-3.-25,0.94,93477.30,675.35
7285,2,0.-89,9.36,-3.-30,0.-26,0.-29,0.0,-3.-25,0.95,93475.22,674.86
7325,2,-1.-12,9.44,-3.-46,0.-30,0.-14,0.-1,-3.-25,0.96,93476.32,674.86
7369,2,-1.-53,9.33,-3.-37,0.-30,0.-16,0.0,-3.-25,0.97,93475.28,674.86
7413,2,-1.-87,9.62,-4.-11,0.-35,0.5,0.3,-3.-25,0.97,93476.39,674.38
7457,2,0.-52,9.74,-3.-2,0.-39,0.-7,0.7,-3.-31,0.97,93476.44,674.66
7501,2,-1.-42,9.3,-1.-53,0.-37,0.-23,0.6,-3.-25,0.97,93478.59,674.85
7546,2,-1.-58,9.45,0.-73,0.-31,0.-16,0.11,-3.-25,0.97,93480.78,675.71
7590,2,0.-60,9.74,-1.-19,0.-22,0.-18,0.13,-3.-25,0.98,93473.26,675.3
7634,2,0.-19,9.86,-1.-35,0.-20,0.-13,0.13,-3.-25,0.99,93476.57,674.65
7674,2,0.-13,9.73,-1.-82,0.-16,0.-12,0.9,-3.-25,0.99,93475.46,674.93
7718,2,-1.-29,9.74,-1.-26,0.-12,0.-11,0.12,-3.-25,0.99,93475.46,675.22
7762,2,0.19,9.91,0.13,0.-5,0.-16,0.16,-3.-25,1.1,93473.39,674.65
7806,2,0.15,10.21,-1.-16,0.-6,0.-3,0.18,-3.-25,1.0,93479.81,674.74
7850,2,1.75,10.41,0.-64,0.-2,0.41,0.10,-3.-25,1.1,93469.10,675.31
7894,2,2.88,13.33,-1.-77,0.-4,0.36,0.-6,-3.-31,1.1,93477.67,674.93
7938,2,0.-43,10.33,-2.-56,0.-24,0.1,0.-19,-3.-31,1.1,93473.39,674.92
7978,2,0.-96,9.95,-2.-1,0.-38,0.30,0.-10,-3.-25,1.2,93472.40,674.73
8022,2,-1.-21,7.23,-2.-14,0.-50,0.0,0.0,-3.-31,1.2,93472.40,675.2
8066,2,0.-21,8.9,0.-58,0.-64,0.7,0.10,-3.-31,1.2,93468.12,674.73
8110,2,0.46,9.56,0.45,0.-58,0.-34,0.9,-3.-31,1.2,93475.64,674.63
8154,2,2.45,11.98,4.23,0.2,0.26,0.-11,-3.-18,1.3,93480.97,674.44
8198,2,0.23,9.62,0.-56,0.34,0.-23,0.-32,-3.-25,1.3,93476.75,674.44
8242,2,-1.-87,8.43,-3.-22,0.21,0.-15,0.-26,-3.-31,1.3,93472.40,675.30
8286,2,-2.-63,7.62,-2.-48,0.-7,0.-32,0.-9,-3.-31,1.3,93478.95,674.81
8326,2,-2.0,9.4,-1.-72,0.-23,0.9,0.10,-3.-31,1.4,93471.42,674.91
8370,2,1.23,12.12,0.-14,0.5,0.45,0.-6,-3.-25,1.3,93473.57,674.63
8414,2,0.22,9.63,-2.-38,0.-4,0.-14,0.-6,-3.-25,1.4,93474.60,674.5
8458,2,-1.-4,9.99,0.-89,0.-10,0.6,0.-9,-3.-31,1.4,93480.5,675.29
8502,2,0.26,9.89,0.-56,0.-13,0.-18,0.-1,-3.-25,1.4,93475.76,675.77
8547,2,0.93,9.71,0.21,0.-13,0.-23,0.-5,-3.-25,1.4,93475.76,674.72
8591,2,0.33,10.75,0.87,0.-7,0.-30,0.-13,-3.-31,1.4,93474.72,674.81
8637,2,0.22,11.24,0.55,0.-2,0.-18,0.-13,-3.-25,1.4,93472.52,674.72
8681,2,0.-30,10.12,1.34,0.4,0.-12,0.-15,-3.-25,1.4,93473.62,674.53
8725,2,0.-85,9.98,0.-19,0.8,0.-9,0.-13,-3.-18,1.4,93470.44,674.34
8769,2,0.-29,10.5,0.90,0.9,0.-7,0.-8,-3.-25,1.4,93480.5,674.90
8813,2,0.33,10.3,0.8,0.14,0.-1,0.-9,-3.-25,1.4,93479.7,674.80
8857,2,0.-42,9.98,0.-76,0.12,0.-8,0.-12,-3.-25,1.5,93480.10,675.10
8901,2,0.-62,10.1,0.-1,0.10,0.-10,0.-10,-3.-18,1.4,93476.86,675.10
8945,2,0.-42,10.8,0.4,0.10,0.-7,0.-7,-3.-25,1.5,93480.10,674.61
8991,2,0.29,10.0,0.1,0.12,0.-7,0.-8,-3.-25,1.6,93479.7,674.61
9035,2,0.-64,10.0,0.-18,0.14,0.-9,0.-10,-3.-31,1.5,93474.78,674.80
9079,2,0.-11,10.7,0.-51,0.14,0.-3,0.-8,-3.-31,1.5,93473.68,674.61
9123,2,0.-19,10.4,0.-61,0.13,0.-13,0.-7,-3.-18,1.5,93476.92,674.80
9167,2,0.-21,10.5,0.17,0.12,0.-5,0.-7,-3.-25,1.5,93475.89,675.66
9211,2,0.-53,10.3,0.-5,0.16,0.-12,0.-6,-3.-18,1.6,93483.41,674.99
9255,2,0.23,10.1,0.-21,0.17,0.1,0.-6,-3.-25,1.4,93475.82,674.99
9299,2,0.32,9.97,0.-81,0.18,0.-5,0.-10,-3.-25,1.6,93475.89,674.80
9339,2,0.-28,9.97,0.-46,0.16,0.-4,0.-10,-3.-25,1.6,93474.84,675.9
9383,2,0.-15,10.2,-1.-14,0.16,0.-8,0.-10,-3.-25,1.5,93476.99,675.56
9427,2,0.-99,9.76,-1.-39,0.12,0.-13,0.-10,-3.-18,1.6,93479.13,675.9
9471,2,0.-68,9.93,0.-26,0.10,0.-2,0.-8,-3.-25,1.5,93473.75,675.9
9515,2,0.-47,10.3,0.-40,0.11,0.-5,0.-6,-3.-25,1.5,93479.7,674.71
9560,2,0.-48,10.4,0.-57,0.13,0.-8,0.-5,-3.-25,1.7,93478.3,674.80
9604,2,0.-55,10.4,0.-86,0.15,0.-6,0.-2,-3.-25,1.6,93472.70,674.90
9648,2,0.-6,9.95,-2.-6,0.8,0.-10,0.-3,-3.-25,1.7,93478.9,674.22
9688,2,0.17,10.1,-1.-31,0.3,0.-8,0.-3,-3.-25,1.6,93469.52,674.89
9732,2,0.39,10.5,0.-11,0.3,0.-11,0.-8,-3.-18,1.6,93475.94,675.9
9776,2,0.-62,9.95,0.-55,0.7,0.-10,0.-10,-3.-18,1.6,93474.84,674.90
9820,2,0.31,9.95,0.-52,0.4,0.-5,0.-11,-3.-18,1.6,93478.3,675.37
9864,2,-1.-8,10.4,0.-46,0.7,0.-10,0.-10,-3.-18,1.7,93477.4,674.32
9908,2,0.-32,10.1,-1.-27,0.7,0.-6,0.-5,-3.-18,1.6,93472.70,674.61
9952,2,0.-3,10.5,0.-90,0.4,0.-7,0.-6,-3.-25,1.6,93480.23,674.99
9996,2,0.-40,10.0,0.-37,0.5,0.-8,0.-6,-3.-25,1.7,93478.14,674.98
10209,2,0.-44,10.2,0.-46,0.7,0.-6,0.-8,-3.-12,0.98,93471.12,675.3
10253,2,0.-22,10.1,-1.0,0.9,0.-7,0.-7,-3.-18,1.0,93485.19,674.73
10297,2,0.-12,9.93,0.-94,0.5,0.-13,0.-9,-3.-25,1.2,93481.9,675.29
10341,2,0.-47,9.98,0.-56,0.4,0.-8,0.-8,-3.-18,1.4,93474.72,674.81
10385,2,0.6,9.97,0.-53,0.7,0.-8,0.-7,-3.-25,1.5,93473.68,674.80
10429,2,0.10,10.2,0.-50,0.9,0.-7,0.-10,-3.-25,1.5,93474.78,675.9
10473,2,0.-19,9.97,-1.-38,0.9,0.-6,0.-12,-3.-25,1.6,93479.7,674.90
10517,2,0.4,10.3,0.-21,0.9,0.-6,0.-13,-3.-18,1.6,93478.9,674.90
10558,2,0.-27,10.1,0.-43,0.13,0.-7,0.-14,-3.-18,1.7,93484.51,675.9
10603,2,0.-22,9.78,-1.-14,0.12,0.-4,0.-14,-3.-25,1.7,93474.90,674.51
10647,2,0.-47,9.93,0.-66,0.14,0.-9,0.-13,-3.-25,1.7,93480.28,674.41
10691,2,0.-20,10.0,-1.-35,0.14,0.-3,0.-14,-3.-25,1.7,93479.13,674.60
10735,2,0.-34,10.6,0.-62,0.13,0.-12,0.-14,-3.-25,1.7,93479.18,675.17
10779,2,0.-17,10.10,0.-47,0.14,0.-6,0.-15,-3.-18,1.7,93476.0,675.46
10823,2,0.-53,9.80,-1.-19,0.16,0.-16,0.-15,-3.-18,1.7,93474.90,675.36
10864,2,0.-79,9.95,0.-88,0.19,0.-11,0.-15,-3.-25,1.7,93478.14,674.79
10908,2,0.-59,9.93,-1.-10,0.20,0.-7,0.-13,-3.-18,1.8,93474.96,674.89
10952,2,0.-78,10.5,0.-75,0.20,0.-34,0.-10,-3.-25,1.8,93471.72,674.60
10996,2,-1.-3,9.76,-1.-98,0.22,0.-20,0.-7,-3.-18,1.8,93477.10,675.8
11040,2,0.-45,9.86,-1.-74,0.17,0.-6,0.-7,-3.-18,1.8,93474.96,675.36
11084,2,0.-91,9.91,-1.-47,0.17,0.-8,0.-8,-3.-18,1.7,93476.0,674.79
11128,2,0.-85,9.82,-1.-87,0.14,0.0,0.-5,-3.-18,1.8,93479.25,674.70
11172,2,0.-49,9.79,-2.-9,0.13,0.-7,0.-3,-3.-25,1.8,93478.21,675.8
11212,2,0.-57,9.89,-2.-5,0.10,0.-7,0.-3,-3.-25,1.9,93473.92,674.69
11256,2,0.-36,9.88,-1.-85,0.7,0.-9,0.-3,-3.-18,1.8,93479.25,674.98
11300,2,0.-47,9.99,-2.-7,0.4,0.-12,0.-3,-3.-18,1.8,93470.67,674.89
11344,2,0.-30,9.85,-1.-39,0.3,0.-11,0.-3,-3.-12,1.8,93476.0,674.98
11388,2,0.-33,9.85,-1.-52,0.5,0.-10,0.-4,-3.-18,1.9,93478.21,675.27
11432,2,0.-2,9.92,-1.-71,0.4,0.-6,0.-5,-3.-18,1.8,93477.10,674.70
11476,2,0.-27,9.89,-1.-68,0.4,0.-7,0.-7,-3.-18,1.8,93477.16,674.98
11522,2,0.-21,9.90,-1.-66,0.3,0.-9,0.-7,-3.-25,1.9,93480.35,674.98
11566,2,0.-24,9.95,-1.-64,0.2,0.-8,0.-8,-3.-25,1.9,93474.96,674.89
11611,2,0.-56,9.90,-1.-96,0.1,0.-8,0.-9,-3.-12,1.9,93471.72,674.98
11655,2,0.-50,9.91,-1.-56,0.0,0.-7,0.-7,-3.-18,1.7,93477.16,674.79
11699,2,0.-60,9.91,-1.-67,0.-1,0.-5,0.-7,-3.-18,1.8,93470.67,674.69
11743,2,0.-17,10.0,-1.-31,0.-1,0.-10,0.-6,-3.-18,1.8,93468.53,675.7
11787,2,0.-33,9.93,0.-84,0.0,0.-7,0.-8,-3.-18,1.9,93479.31,674.79
11831,2,0.-26,9.92,-1.-49,0.2,0.-6,0.-8,-3.-18,1.9,93477.22,675.7
11871,2,0.-29,9.91,-1.-3,0.1,0.-10,0.-10,-3.-12,1.10,93477.16,674.88
11915,2,0.-36,9.95,-1.-20,0.5,0.-6,0.-10,-3.-18,1.9,93480.41,674.79
11959,2,0.-36,9.93,-1.-58,0.5,0.-5,0.-12,-3.-18,1.9,93472.88,675.7
12003,2,0.-66,9.90,-1.-90,0.3,0.-12,0.-10,-3.-18,1.9,93473.98,675.54
12047,2,0.-59,9.88,-1.-21,0.1,0.-11,0.-8,-3.-25,1.9,93478.26,674.88
12091,2,0.-70,9.88,-1.0,0.2,0.-9,0.-8,-3.-12,1.10,93481.50,674.78
12135,2,0.-68,9.93,0.-86,0.5,0.-8,0.-8,-3.-25,1.10,93476.18,675.45
12179,2,0.-22,9.97,-1.-7,0.8,0.-7,0.-8,-3.-18,1.10,93476.12,674.88
12219,2,0.-25,9.93,-1.-49,0.9,0.-8,0.-8,-3.-25,1.10,93476.12,675.16
12263,2,0.-40,9.88,-1.-77,0.8,0.-9,0.-10,-3.-18,1.10,93477.28,675.16
12307,2,0.-70,9.89,-1.-36,0.6,0.-9,0.-11,-3.-12,1.10,93476.12,675.7
12351,2,0.-54,9.82,-1.-70,0.5,0.-5,0.-10,-3.-18,1.10,93474.4,674.21
12395,2,0.-37,9.88,-1.-45,0.4,0.-8,0.-9,-3.-18,1.10,93481.57,674.88
12439,2,0.-52,9.95,-1.-27,0.5,0.-7,0.-9,-3.-25,1.10,93473.98,675.7
12483,2,0.-36,9.82,0.-82,0.8,0.-9,0.-10,-3.-25,1.11,93468.65,675.6
12523,2,0.-84,9.90,-1.-6,0.11,0.-7,0.-9,-3.-18,1.11,93472.94,675.44
12567,2,0.-76,9.82,-2.-41,0.10,0.-6,0.-7,-3.-18,1.11,93477.22,675.25
12612,2,0.-72,9.83,-2.-15,0.6,0.-8,0.-6,-3.-18,1.10,93476.12,674.78
12656,2,0.-33,9.93,-1.-36,0.3,0.-9,0.-6,-3.-18,1.11,93479.36,674.88
12700,2,0.-29,9.93,-1.-33,0.4,0.-8,0.-7,-3.-12,1.11,93475.8,674.87
12744,2,0.-73,9.88,-1.-50,0.5,0.-10,0.-8,-3.-25,1.10,93477.28,674.88
12788,2,0.-47,9.91,-1.-62,0.4,0.-9,0.-8,-3.-18,1.11,93480.46,674.78
12832,2,0.-59,9.87,-1.-71,0.4,0.-7,0.-9,-3.-18,1.11,93473.0,675.6
12872,2,0.-42,9.95,-1.-64,0.3,0.-9,0.-8,-3.-18,1.11,93472.94,675.6
12916,2,0.-39,9.88,-1.-50,0.2,0.-8,0.-10,-3.-25,1.11,93471.89,674.77
12960,2,0.-61,10.7,-1.-58,0.2,0.-5,0.-12,-3.-25,1.11,93472.94,674.77
13004,2,0.-52,9.87,-1.-18,0.2,0.-9,0.-13,-3.-25,1.11,93481.50,674.87
13048,2,0.-97,10.31,-1.-39,0.3,0.-7,0.-13,-3.-18,1.10,93479.42,674.97
13092,2,0.-87,9.86,-1.-55,0.3,0.-10,0.-11,-3.-25,1.10,93479.42,675.44
13136,2,0.-76,9.89,-1.-36,0.3,0.-8,0.-11,-3.-18,1.11,93479.48,674.39
13176,2,0.-67,9.83,-1.-53,0.3,0.-9,0.-10,-3.-25,1.11,93475.14,674.77
13220,2,-1.-1,9.94,-1.-46,0.1,0.-8,0.-10,-3.-25,1.11,93480.53,674.78
13264,2,0.-56,9.87,-1.-15,0.2,0.-10,0.-11,-3.-12,1.11,93466.57,675.6
13308,2,-1.-11,9.88,-1.-24,0.3,0.-9,0.-10,-3.-18,1.11,93476.24,674.96
13352,2,0.-84,9.88,-1.-12,0.5,0.-12,0.-9,-3.-18,1.11,93478.39,674.77
13396,2,-1.-2,9.88,-1.-47,0.5,0.-7,0.-8,-3.-18,1.11,93475.14,675.15
13440,2,0.-91,9.89,-1.-22,0.5,0.-7,0.-6,-3.-18,1.11,93478.39,675.6
13486,2,0.-90,9.92,-1.-27,0.6,0.-8,0.-6,-3.-12,1.11,93474.16,675.15
13530,2,0.-79,9.84,-1.-48,0.7,0.-8,0.-5,-3.-18,1.12,93473.0,674.77
13574,2,0.-20,9.94,-1.-63,0.7,0.-11,0.-6,-3.-12,1.11,93478.39,674.77
13619,2,-1.-25,9.91,-1.-21,0.6,0.-9,0.-9,-3.-18,1.11,93475.20,674.96
13663,2,-1.-38,9.88,-1.-25,0.10,0.-5,0.-2,-3.-18,1.11,93476.30,674.67
13707,2,0.-75,9.87,-1.-53,0.7,0.-8,0.-3,-3.-18,1.11,93475.20,674.29
13751,2,0.-50,9.91,-1.-53,0.6,0.-6,0.-3,-3.-18,1.11,93477.34,674.58
13795,2,0.-62,9.92,-1.-51,0.7,0.-12,0.-4,-3.-18,1.11,93479.42,675.6
13835,2,0.-76,9.82,-1.-38,0.7,0.-16,0.-5,-3.-12,1.11,93471.96,675.25
13879,2,0.-84,9.89,-1.-53,0.6,0.-9,0.-4,-3.-18,1.11,93476.24,674.96
13923,2,0.-26,9.83,-1.-43,0.7,0.-15,0.-5,-3.-18,1.11,93477.28,675.34
13967,2,0.-73,9.82,-1.-86,0.6,0.-10,0.-6,-3.-18,1.11,93480.53,676.1
14011,2,0.-44,9.93,-1.-12,0.5,0.-8,0.-7,-3.-18,1.11,93477.28,675.15
14055,2,0.-55,9.86,-1.-43,0.5,0.-7,0.-9,-3.-18,1.11,93473.0,675.6
14099,2,0.-67,9.93,-1.-48,0.5,0.-13,0.-9,-3.-18,1.11,93479.42,675.25
14145,2,-1.-6,9.86,-1.-43,0.3,0.-4,0.-7,-3.-18,1.11,93477.28,674.87
14189,2,0.-83,9.87,-1.-37,0.5,0.-9,0.-8,-3.-18,1.11,93472.94,675.6
14233,2,0.-74,9.90,-1.-36,0.5,0.-10,0.-6,-3.-18,1.11,93470.79,675.44
14277,2,0.-66,9.85,-1.-53,0.6,0.-10,0.-5,-3.-18,1.11,93479.48,674.58
14321,2,0.-32,9.91,0.-71,0.2,0.14,0.-9,-3.-12,1.11,93485.91,674.97
14365,2,-1.-73,9.86,0.-46,0.7,0.-15,0.-7,-3.-18,1.11,93478.32,674.77
14409,2,-1.-21,9.86,0.-90,0.4,0.3,0.-7,-3.-18,1.10,93483.71,674.69
14453,2,0.-89,9.88,-1.-59,0.8,0.-18,0.-4,-3.-12,1.11,93477.22,674.69
