millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,BARO_temp,BARO_press,BARO_alt,Orientation_roll,Orientation_pitch,Orientation_yaw
698,2,698,698,9.29,-0.31,3.13,0.4,-0.10,-0.9,5.12,9.64,92894.39,726.81,0.0,0.0,0.0
750,2,750,52,9.29,-0.28,3.17,0.4,-0.8,-0.9,5.31,9.66,92893.21,727.20,0.0,0.0,0.0
796,2,796,46,9.60,-0.7,3.30,0.4,-0.8,-0.11,5.25,9.68,92886.59,726.82,0.0,0.0,0.0
839,2,839,43,8.86,-0.36,2.85,0.4,-0.8,-0.9,5.25,9.69,92897.47,727.31,0.0,0.0,0.0
885,2,885,46,9.24,-0.34,2.88,0.4,-0.10,-0.10,5.25,9.70,92886.52,727.22,0.0,0.0,0.0
931,2,931,46,9.80,-0.37,2.75,0.5,-0.9,-0.11,5.31,9.71,92896.32,726.83,0.0,0.0,0.0
977,2,977,46,9.93,-0.54,2.44,0.0,-0.8,-0.11,5.25,9.70,92893.3,726.73,0.0,0.0,0.0
1024,2,1024,47,9.57,-0.28,3.43,0.0,-0.8,-0.12,5.25,9.72,92897.36,726.73,0.0,0.0,0.0
1070,2,1070,46,9.54,-0.41,3.93,0.2,-0.9,-0.10,5.31,9.72,92893.0,727.22,0.0,0.0,0.0
1113,2,1113,43,9.31,-0.46,3.38,0.3,-0.9,-0.9,5.25,9.71,92890.82,727.3,0.0,0.0,0.0
1159,2,1159,46,9.56,-0.35,3.31,0.4,-0.10,-0.9,5.31,9.72,92892.96,726.74,0.0,0.0,0.0
1205,2,1205,46,9.37,-0.31,3.21,0.4,-0.8,-0.10,5.25,9.72,92884.23,727.13,0.0,0.0,0.0
1256,2,1256,51,9.28,-0.34,3.26,0.4,-0.8,-0.10,5.31,9.72,92890.78,726.93,0.0,0.0,0.0
1302,2,1302,46,9.17,-0.31,3.14,0.4,-0.10,-0.10,5.31,9.73,92890.78,726.94,0.0,0.0,0.0
1348,2,1348,46,9.39,-0.36,3.11,0.4,-0.9,-0.10,5.31,9.72,92895.14,727.42,0.0,0.0,0.0
1391,2,1391,43,9.41,-0.32,3.16,0.4,-0.9,-0.10,5.31,9.72,92891.85,727.42,0.0,0.0,0.0
1437,2,1437,46,9.32,-0.32,3.8,0.4,-0.10,-0.9,5.31,9.72,92892.92,727.3,0.0,0.0,0.0
1483,2,1483,46,9.30,-0.33,3.8,0.4,-0.9,-0.10,5.43,9.73,92894.0,727.33,0.0,0.0,0.0
1529,2,1529,46,9.10,-0.30,3.23,0.4,-0.11,-0.8,5.37,9.73,92894.0,726.74,0.0,0.0,0.0
1575,2,1575,46,9.38,-0.38,3.13,0.6,-0.6,-0.9,5.37,9.74,92891.82,727.3,0.0,0.0,0.0
1621,2,1621,46,9.14,-0.27,3.13,0.6,-0.10,-0.8,5.37,9.73,92887.45,726.64,0.0,0.0,0.0
1664,2,1664,43,9.39,-0.39,3.23,0.4,-0.6,-0.10,5.43,9.74,92899.40,727.13,0.0,0.0,0.0
1710,2,1710,46,9.31,-0.30,3.20,0.3,-0.6,-0.9,5.43,9.75,92889.63,727.13,0.0,0.0,0.0
1761,2,1761,51,9.37,-0.33,3.40,0.5,-0.12,-0.10,5.43,9.74,92889.63,727.43,0.0,0.0,0.0
1807,2,1807,46,9.33,-0.34,3.22,0.5,-0.11,-0.10,5.50,9.74,92889.63,727.23,0.0,0.0,0.0
1853,2,1853,46,9.40,-0.35,3.15,0.3,-0.6,-0.8,5.56,9.75,92896.10,727.14,0.0,0.0,0.0
1899,2,1899,46,9.35,-0.35,3.13,0.3,-0.6,-0.11,5.43,9.75,92886.37,727.43,0.0,0.0,0.0
1942,2,1942,43,9.28,-0.38,3.7,0.4,-0.11,-0.10,5.50,9.75,92891.78,726.94,0.0,0.0,0.0
1988,2,1988,46,9.30,-0.41,3.1,0.4,-0.9,-0.10,5.50,9.75,92893.96,726.94,0.0,0.0,0.0
2035,2,2035,47,9.44,-0.33,3.3,0.3,-0.9,-0.10,5.50,9.76,92892.85,727.14,0.0,0.0,0.0
2081,2,2081,46,9.41,-0.34,3.33,0.4,-0.10,-0.10,5.56,9.77,92890.67,727.14,0.0,0.0,0.0
2127,2,2127,46,9.44,-0.31,3.26,0.4,-0.8,-0.10,5.56,9.76,92884.8,726.46,0.0,0.0,0.0
2173,2,2173,46,9.28,-0.30,3.20,0.4,-0.10,-0.9,5.62,9.77,92896.7,727.14,0.0,0.0,0.0
2216,2,2216,43,8.97,-0.34,2.78,0.4,-0.8,-0.9,5.56,9.77,92896.7,727.14,0.0,0.0,0.0
2267,2,2267,51,9.30,-0.27,3.10,0.4,-0.9,-0.10,5.62,9.77,92888.45,727.33,0.0,0.0,0.0
2313,2,2313,46,9.45,-0.31,3.21,0.4,-0.7,-0.10,5.56,9.77,92896.7,727.14,0.0,0.0,0.0
2359,2,2359,46,9.45,-0.36,3.36,0.5,-0.8,-0.11,5.56,9.77,92890.63,726.36,0.0,0.0,0.0
2405,2,2405,46,9.42,-0.19,3.50,0.2,-0.10,-0.5,5.56,9.76,92888.45,726.75,0.0,0.0,0.0
2451,2,2451,46,9.66,-0.51,3.30,0.6,-0.6,-0.13,5.56,9.77,92892.78,726.17,0.0,0.0,0.0
2494,2,2494,43,9.92,0.38,2.73,0.5,-0.27,-0.9,5.56,9.78,92896.3,727.5,0.0,0.0,0.0
2540,2,2540,46,9.80,-0.38,3.5,0.1,-0.9,-0.10,5.56,9.77,92886.22,726.66,0.0,0.0,0.0
2586,2,2586,46,9.34,-0.36,3.48,0.3,-0.8,-0.11,5.56,9.78,92894.96,727.44,0.0,0.0,0.0
2632,2,2632,46,9.51,-0.34,3.46,0.3,-0.9,-0.10,5.56,9.78,92892.78,726.75,0.0,0.0,0.0
2678,2,2678,46,9.37,-0.33,3.6,0.4,-0.10,-0.9,5.62,9.78,92894.96,727.73,0.0,0.0,0.0
2724,2,2724,46,9.36,-0.31,3.24,0.4,-0.8,-0.10,5.56,9.77,92890.59,726.85,0.0,0.0,0.0
2788,2,2788,64,9.45,-0.33,3.18,0.4,-0.9,-0.9,5.56,9.76,92893.92,726.75,0.0,0.0,0.0
2834,2,2834,46,9.26,-0.32,3.19,0.4,-0.7,-0.9,5.50,9.77,92893.89,726.66,0.0,0.0,0.0
2880,2,2880,46,9.32,-0.33,3.18,0.4,-0.9,-0.10,5.56,9.77,92894.96,726.95,0.0,0.0,0.0
2926,2,2926,46,9.35,-0.34,3.40,0.4,-0.10,-0.11,5.56,9.78,92890.59,727.44,0.0,0.0,0.0
2972,2,2972,46,9.42,-0.33,3.13,0.3,-0.7,-0.9,5.50,9.78,92899.29,726.66,0.0,0.0,0.0
3018,2,3018,46,9.22,-0.31,3.44,0.4,-0.10,-0.10,5.62,9.79,92890.56,726.95,0.0,0.0,0.0
3067,2,3067,49,9.50,-0.35,3.41,0.4,-0.8,-0.9,5.62,9.78,92887.30,726.66,0.0,0.0,0.0
3113,2,3113,46,9.24,-0.29,3.6,0.5,-0.10,-0.10,5.56,9.78,92890.56,727.15,0.0,0.0,0.0
3159,2,3159,46,9.49,-0.31,3.24,0.3,-0.7,-0.9,5.62,9.78,92899.29,727.5,0.0,0.0,0.0
3205,2,3205,46,9.32,-0.36,3.2,0.4,-0.5,-0.10,5.62,9.78,92896.3,726.95,0.0,0.0,0.0
3251,2,3251,46,9.20,-0.24,3.1,0.4,-0.9,-0.10,5.62,9.79,92890.56,727.24,0.0,0.0,0.0
3303,2,3303,52,8.54,-0.68,4.27,0.4,-0.10,-0.8,5.62,9.77,92891.67,727.53,0.0,0.0,0.0
3352,2,3352,49,9.35,-0.32,3.2,0.4,-0.9,-0.9,5.68,9.78,92882.97,727.5,0.0,0.0,0.0
3398,2,3398,46,9.32,-0.29,3.29,0.5,-0.10,-0.10,5.62,9.78,92887.30,727.54,0.0,0.0,0.0
3444,2,3444,46,9.16,-0.15,3.3,0.4,-0.10,-0.10,5.62,9.79,92891.67,727.44,0.0,0.0,0.0
3490,2,3490,46,10.30,-0.55,3.72,0.4,-0.8,-0.8,5.68,9.79,92887.30,727.5,0.0,0.0,0.0
3536,2,3536,46,9.35,-0.27,3.66,0.4,-0.8,-0.9,5.68,9.78,92894.92,726.95,0.0,0.0,0.0
3582,2,3582,46,9.36,-0.10,3.4,0.4,-0.9,-0.10,5.68,9.79,92898.18,727.34,0.0,0.0,0.0
3631,2,3631,49,9.38,-0.34,3.10,0.4,-0.9,-0.10,5.62,9.79,92891.63,726.56,0.0,0.0,0.0
3677,2,3677,46,8.96,-0.18,3.43,0.5,-0.8,-0.7,5.62,9.79,92896.0,726.96,0.0,0.0,0.0
3723,2,3723,46,9.50,-1.45,1.92,0.2,-0.7,-0.11,5.68,9.79,92887.30,726.67,0.0,0.0,0.0
3769,2,3769,46,9.25,-0.28,3.11,0.4,-0.8,-0.10,5.62,9.79,92899.25,727.24,0.0,0.0,0.0
3820,2,3820,51,9.50,-0.27,2.79,0.5,-0.15,-0.11,5.68,9.79,92892.74,727.15,0.0,0.0,0.0
3866,2,3866,46,9.11,-0.27,3.16,0.4,-0.9,-0.9,5.62,9.79,92887.26,727.5,0.0,0.0,0.0
3912,2,3912,46,9.38,-0.31,3.15,0.4,-0.10,-0.9,5.62,9.78,92894.96,726.66,0.0,0.0,0.0
3955,2,3955,43,9.39,-0.33,3.20,0.4,-0.9,-0.9,5.62,9.79,92890.56,726.86,0.0,0.0,0.0
4001,2,4001,46,9.60,-0.72,3.27,0.4,-0.8,-0.12,5.62,9.79,92889.48,727.5,0.0,0.0,0.0
4047,2,4047,46,9.77,-0.31,3.34,0.3,-0.10,-0.9,5.68,9.79,92891.63,727.73,0.0,0.0,0.0
4094,2,4094,47,9.78,-0.38,3.46,0.6,-0.7,-0.13,5.62,9.79,92893.82,726.96,0.0,0.0,0.0
4140,2,4140,46,9.53,-0.38,3.4,0.3,-0.8,-0.8,5.56,9.79,92899.25,726.86,0.0,0.0,0.0
4186,2,4186,46,9.33,-0.31,3.61,0.3,-0.8,-0.9,5.62,9.79,92891.67,726.95,0.0,0.0,0.0
4229,2,4229,43,9.32,-0.31,2.79,0.5,-0.12,-0.10,5.62,9.79,92894.92,726.37,0.0,0.0,0.0
4275,2,4275,46,9.53,-0.40,3.46,0.6,-0.7,-0.12,5.68,9.79,92888.33,726.86,0.0,0.0,0.0
4326,2,4326,51,9.14,-0.32,3.20,0.6,-0.8,-0.12,5.56,9.78,92896.0,726.86,0.0,0.0,0.0
4372,2,4372,46,9.17,-0.64,3.14,0.6,-0.10,-0.10,5.62,9.79,92892.74,726.47,0.0,0.0,0.0
4418,2,4418,46,9.37,-0.1,2.87,0.3,-0.9,-0.5,5.62,9.78,92885.8,726.86,0.0,0.0,0.0
4464,2,4464,46,10.3,-0.48,2.92,0.0,-0.7,-0.3,5.56,9.79,92887.26,726.76,0.0,0.0,0.0
4507,2,4507,43,9.37,-0.18,3.25,0.5,-0.9,-0.13,5.56,9.79,92889.45,727.5,0.0,0.0,0.0
4553,2,4553,46,9.44,-0.49,3.24,0.4,-0.8,-0.10,5.62,9.79,92885.4,727.15,0.0,0.0,0.0
4599,2,4599,46,9.67,-0.39,3.2,0.2,-0.8,-0.7,5.62,9.79,92893.82,727.35,0.0,0.0,0.0
4645,2,4645,46,9.14,-0.32,3.89,0.4,-0.10,-0.10,5.68,9.79,92887.22,727.5,0.0,0.0,0.0
4691,2,4691,46,9.28,-0.33,3.25,0.4,-0.10,-0.9,5.68,9.80,92889.41,727.5,0.0,0.0,0.0
4737,2,4737,46,9.39,-0.31,2.96,0.5,-0.7,-0.10,5.75,9.80,92896.0,727.15,0.0,0.0,0.0
4780,2,4780,43,10.83,-0.69,2.48,0.2,-0.5,-0.6,5.62,9.79,92892.67,726.57,0.0,0.0,0.0
4831,2,4831,51,9.33,-0.40,3.34,0.5,-0.5,-0.11,5.68,9.79,92891.59,726.96,0.0,0.0,0.0
4877,2,4877,46,9.54,-0.41,2.43,0.0,0.8,-0.12,5.68,9.79,92892.70,726.67,0.0,0.0,0.0
4923,2,4923,46,9.73,-0.38,3.13,0.3,-0.14,-0.6,5.68,9.79,92895.96,727.15,0.0,0.0,0.0
4969,2,4969,46,9.8,-0.27,2.99,0.5,-0.15,-0.8,5.68,9.80,92889.41,726.67,0.0,0.0,0.0
5015,2,5015,46,9.14,-0.36,3.14,0.6,-0.10,-0.12,5.62,9.80,92891.63,726.27,0.0,0.0,0.0
5059,2,5059,44,9.7,-0.24,3.34,0.3,-0.5,-0.9,5.68,9.79,92887.22,727.45,0.0,0.0,0.0
5106,2,5106,47,9.32,-0.39,3.27,0.3,-0.10,-0.8,5.68,9.79,92889.41,726.47,0.0,0.0,0.0
5152,2,5152,46,9.44,-0.27,3.18,0.4,-0.7,-0.10,5.68,9.80,92886.11,726.96,0.0,0.0,0.0
5198,2,5198,46,9.35,-0.31,3.21,0.4,-0.8,-0.10,5.68,9.80,92890.48,727.25,0.0,0.0,0.0
5244,2,5244,46,9.16,-0.33,3.23,0.3,-0.12,-0.9,5.75,9.81,92895.92,726.86,0.0,0.0,0.0
5290,2,5290,46,9.28,-0.32,3.32,0.4,-0.8,-0.10,5.68,9.79,92894.85,727.15,0.0,0.0,0.0
5347,2,5347,57,9.40,-0.34,3.17,0.4,-0.8,-0.10,5.68,9.79,92892.74,726.57,0.0,0.0,0.0
5393,2,5393,46,9.38,-0.32,3.28,0.4,-0.9,-0.10,5.68,9.79,92895.96,726.76,0.0,0.0,0.0
5439,2,5439,46,9.39,-0.33,3.30,0.4,-0.9,-0.9,5.68,9.79,92890.52,727.54,0.0,0.0,0.0
5485,2,5485,46,9.42,-0.32,3.21,0.4,-0.9,-0.9,5.68,9.80,92887.22,727.74,0.0,0.0,0.0
5531,2,5531,46,9.30,-0.29,3.10,0.4,-0.10,-0.10,5.75,9.81,92887.22,726.76,0.0,0.0,0.0
5577,2,5577,46,9.39,-0.31,3.16,0.4,-0.9,-0.9,5.75,9.80,92895.96,726.76,0.0,0.0,0.0
5621,2,5621,44,9.27,-0.29,3.20,0.4,-0.8,-0.9,5.62,9.80,92892.67,726.96,0.0,0.0,0.0
5667,2,5667,46,9.35,-0.33,3.24,0.4,-0.9,-0.9,5.68,9.80,92894.81,727.15,0.0,0.0,0.0
5713,2,5713,46,9.42,-0.33,3.17,0.4,-0.9,-0.9,5.68,9.80,92891.56,726.76,0.0,0.0,0.0
5759,2,5759,46,9.37,-0.33,3.24,0.4,-0.9,-0.10,5.68,9.81,92891.56,726.38,0.0,0.0,0.0
5805,2,5805,46,9.37,-0.32,3.14,0.4,-0.9,-0.9,5.56,9.80,92894.81,726.96,0.0,0.0,0.0
5856,2,5856,51,9.40,-0.31,3.21,0.4,-0.9,-0.9,5.62,9.80,92893.78,727.25,0.0,0.0,0.0
5899,2,5899,43,9.39,-0.30,3.21,0.4,-0.9,-0.9,5.56,9.80,92899.21,727.45,0.0,0.0,0.0
5945,2,5945,46,9.40,-0.33,3.22,0.4,-0.9,-0.9,5.62,9.79,92885.0,726.86,0.0,0.0,0.0
5991,2,5991,46,9.40,-0.33,3.18,0.4,-0.9,-0.9,5.62,9.81,92895.92,726.77,0.0,0.0,0.0
6037,2,6037,46,9.48,-0.36,3.30,0.4,-0.9,-0.9,5.56,9.80,92894.81,727.16,0.0,0.0,0.0
6083,2,6083,46,9.38,-0.38,3.23,0.4,-0.9,-0.9,5.68,9.81,92886.7,726.96,0.0,0.0,0.0
6130,2,6130,47,9.21,-0.27,3.18,0.4,-0.8,-0.9,5.68,9.81,92896.96,727.16,0.0,0.0,0.0
6173,2,6173,43,9.57,-0.36,3.27,0.4,-0.9,-0.10,5.56,9.81,92891.52,727.16,0.0,0.0,0.0
6219,2,6219,46,9.4,-0.24,3.12,0.4,-0.9,-0.10,5.56,9.82,92890.44,726.67,0.0,0.0,0.0
6265,2,6265,46,9.22,-0.33,3.17,0.4,-0.9,-0.9,5.62,9.81,92890.41,727.35,0.0,0.0,0.0
6311,2,6311,46,8.87,-0.22,3.0,0.4,-0.9,-0.10,5.56,9.81,92898.7,726.48,0.0,0.0,0.0
6362,2,6362,51,9.29,-0.38,3.20,0.4,-0.9,-0.9,5.56,9.81,92888.26,727.45,0.0,0.0,0.0
6408,2,6408,46,9.27,-0.32,3.32,0.4,-0.8,-0.9,5.56,9.81,92890.44,725.80,0.0,0.0,0.0
6451,2,6451,43,9.21,-0.26,3.0,0.4,-0.10,-0.9,5.68,9.82,92890.41,726.97,0.0,0.0,0.0
6497,2,6497,46,9.46,-0.26,2.80,0.5,-0.8,-0.10,5.56,9.81,92892.59,726.87,0.0,0.0,0.0
6543,2,6543,46,8.94,-0.41,3.10,0.4,-0.8,-0.9,5.56,9.82,92891.52,727.55,0.0,0.0,0.0
6589,2,6589,46,9.51,-0.35,3.11,0.3,-0.9,-0.10,5.56,9.81,92893.66,726.48,0.0,0.0,0.0
6635,2,6635,46,9.35,-0.39,3.48,0.2,-0.8,-0.10,5.56,9.81,92888.22,727.35,0.0,0.0,0.0
6681,2,6681,46,9.47,-0.25,3.10,0.3,-0.8,-0.10,5.56,9.82,92883.82,726.38,0.0,0.0,0.0
6724,2,6724,43,9.25,-0.37,3.11,0.3,-0.10,-0.9,5.56,9.82,92893.66,726.68,0.0,0.0,0.0
6770,2,6770,46,9.36,-0.33,3.20,0.4,-0.11,-0.10,5.56,9.81,92887.15,726.77,0.0,0.0,0.0
6816,2,6816,46,9.38,-0.34,3.38,0.3,-0.9,-0.10,5.56,9.82,92894.78,726.87,0.0,0.0,0.0
6867,2,6867,51,9.50,-0.23,3.8,0.3,-0.9,-0.10,5.62,9.81,92884.96,726.87,0.0,0.0,0.0
6913,2,6913,46,9.25,-0.31,3.47,0.3,-0.9,-0.10,5.56,9.81,92891.48,727.36,0.0,0.0,0.0
6959,2,6959,46,9.53,-0.33,3.16,0.3,-0.7,-0.10,5.56,9.82,92890.41,727.6,0.0,0.0,0.0
7008,2,7008,49,9.32,-0.22,2.86,0.2,-0.9,-0.11,5.56,9.81,92891.52,727.6,0.0,0.0,0.0
7054,2,7054,46,9.31,-0.33,2.97,0.1,-0.9,-0.11,5.56,9.82,92886.4,726.87,0.0,0.0,0.0
7100,2,7100,46,9.49,-0.28,3.49,0.2,-0.7,-0.12,5.56,9.81,92894.78,726.87,0.0,0.0,0.0
7147,2,7147,47,10.33,-0.23,3.9,0.4,-0.10,-0.15,5.62,9.82,92894.78,727.65,0.0,0.0,0.0
7193,2,7193,46,9.93,-0.62,3.16,0.2,-0.11,-0.24,5.50,9.82,92887.15,727.46,0.0,0.0,0.0
7239,2,7239,46,9.95,-0.31,3.12,0.1,-0.10,-0.28,5.50,9.82,92891.52,726.87,0.0,0.0,0.0
7305,2,7305,66,8.45,-0.41,2.33,0.4,-0.12,-0.34,5.50,9.81,92895.92,726.96,0.0,0.0,0.0
7351,2,7351,46,8.88,0.39,3.62,0.6,-0.12,-0.34,5.50,9.80,92889.37,726.57,0.0,0.0,0.0
7412,2,7412,61,9.4,0.26,2.79,0.5,-0.10,-0.27,5.50,9.80,92894.81,726.76,0.0,0.0,0.0
7458,2,7458,46,8.87,0.25,2.73,0.0,-0.12,-0.22,5.50,9.81,92888.30,726.96,0.0,0.0,0.0
7504,2,7504,46,8.78,0.30,3.68,0.0,-0.10,-0.19,5.50,9.81,92897.0,726.96,0.0,0.0,0.0
7550,2,7550,46,8.93,0.44,2.90,0.2,-0.10,-0.16,5.50,9.81,92883.89,727.16,0.0,0.0,0.0
7598,2,7598,48,9.38,0.26,3.42,0.2,-0.10,-0.14,5.56,9.82,92888.26,726.77,0.0,0.0,0.0
7644,2,7644,46,9.57,0.21,3.49,0.4,-0.8,-0.10,5.43,9.82,92890.44,727.7,0.0,0.0,0.0
7690,2,7690,46,9.13,0.37,2.77,0.6,-0.10,-0.10,5.50,9.81,92899.14,727.16,0.0,0.0,0.0
7736,2,7736,46,8.78,0.22,4.49,0.5,-0.7,-0.7,5.50,9.82,92886.7,727.16,0.0,0.0,0.0
7782,2,7782,46,8.10,0.92,3.31,0.5,-0.4,-0.7,5.50,9.81,92887.15,726.77,0.0,0.0,0.0
7828,2,7828,46,10.50,0.25,3.27,0.3,-0.14,-0.10,5.50,9.82,92895.85,726.77,0.0,0.0,0.0
7877,2,7877,49,8.96,0.30,3.84,0.7,-0.8,-0.10,5.56,9.82,92892.59,727.6,0.0,0.0,0.0
7929,2,7929,52,9.12,-0.7,2.5,0.7,-0.8,-0.6,5.50,9.81,92890.44,727.6,0.0,0.0,0.0
7975,2,7975,46,9.59,0.38,2.99,0.2,-0.9,-0.7,5.50,9.81,92886.7,727.6,0.0,0.0,0.0
8021,2,8021,46,9.71,0.34,3.2,0.0,-0.9,-0.7,5.62,9.81,92894.78,727.16,0.0,0.0,0.0
8067,2,8067,46,9.40,0.36,3.75,0.4,-0.9,-0.9,5.56,9.82,92900.21,727.55,0.0,0.0,0.0
8113,2,8113,46,9.19,0.29,3.8,0.6,-0.10,-0.9,5.56,9.81,92892.59,726.68,0.0,0.0,0.0
8160,2,8160,47,9.83,0.40,3.32,0.5,-0.6,-0.10,5.56,9.81,92893.70,727.16,0.0,0.0,0.0
8203,2,8203,43,9.43,0.23,2.66,0.4,-0.10,-0.12,5.56,9.82,92893.70,727.94,0.0,0.0,0.0
8249,2,8249,46,9.0,0.39,3.10,0.1,-0.8,-0.12,5.50,9.82,92889.33,726.87,0.0,0.0,0.0
8295,2,8295,46,8.68,0.26,2.56,0.0,-0.8,-0.9,5.56,9.82,92895.89,727.7,0.0,0.0,0.0
8341,2,8341,46,10.9,0.41,3.0,-0.4,-0.7,-0.10,5.56,9.82,92891.48,727.36,0.0,0.0,0.0
8387,2,8387,46,9.21,0.56,3.56,-0.3,-0.9,-0.12,5.62,9.82,92890.41,727.45,0.0,0.0,0.0
8438,2,8438,51,9.16,0.33,3.50,-0.1,-0.10,-0.11,5.56,9.82,92897.0,726.96,0.0,0.0,0.0
8481,2,8481,43,10.10,0.48,3.44,0.0,-0.10,-0.7,5.56,9.82,92890.44,727.25,0.0,0.0,0.0
8527,2,8527,46,9.48,0.23,3.51,0.0,-0.9,-0.9,5.56,9.82,92890.41,726.87,0.0,0.0,0.0
8573,2,8573,46,9.57,0.21,3.34,0.3,-0.6,-0.10,5.56,9.81,92895.85,727.16,0.0,0.0,0.0
8619,2,8619,46,9.60,0.27,2.85,0.4,-0.7,-0.11,5.56,9.82,92899.10,726.87,0.0,0.0,0.0
8665,2,8665,46,9.42,0.48,3.11,0.3,-0.6,-0.12,5.56,9.82,92893.66,726.97,0.0,0.0,0.0
8711,2,8711,46,8.54,0.20,4.17,0.8,-0.10,-0.13,5.62,9.82,92899.14,727.55,0.0,0.0,0.0
8754,2,8754,43,10.6,-0.10,3.2,0.11,-0.10,-0.10,5.56,9.82,92893.66,727.7,0.0,0.0,0.0
8800,2,8800,46,9.32,0.67,2.79,0.9,-0.10,-0.8,5.56,9.81,92896.96,727.26,0.0,0.0,0.0
8846,2,8846,46,9.9,0.41,2.83,0.6,-0.10,-0.8,5.56,9.82,92892.55,726.87,0.0,0.0,0.0
8892,2,8892,46,9.15,0.28,3.11,0.5,-0.9,-0.6,5.56,9.83,92899.10,727.26,0.0,0.0,0.0
8943,2,8943,51,9.98,0.30,3.42,0.5,-0.9,-0.6,5.56,9.83,92894.74,727.65,0.0,0.0,0.0
8989,2,8989,46,9.30,0.40,3.41,0.6,-0.8,-0.10,5.56,9.82,92893.66,727.55,0.0,0.0,0.0
9032,2,9032,43,9.41,0.33,3.14,0.7,-0.8,-0.10,5.56,9.82,92888.22,727.46,0.0,0.0,0.0
9078,2,9078,46,9.26,0.49,2.89,0.8,-0.9,-0.10,5.56,9.83,92890.37,727.7,0.0,0.0,0.0
9124,2,9124,46,9.49,0.50,2.70,0.5,-0.9,-0.10,5.56,9.83,92884.92,727.46,0.0,0.0,0.0
9171,2,9171,47,9.39,0.49,2.57,0.3,-0.10,-0.10,5.56,9.83,92894.74,727.16,0.0,0.0,0.0
9217,2,9217,46,9.56,0.36,3.23,0.0,-0.10,-0.12,5.50,9.83,92890.37,726.48,0.0,0.0,0.0
9263,2,9263,46,9.41,0.20,3.56,0.0,-0.9,-0.12,5.50,9.82,92886.4,727.46,0.0,0.0,0.0
9306,2,9306,43,9.68,0.51,2.12,0.0,-0.11,-0.10,5.50,9.82,92892.55,727.26,0.0,0.0,0.0
9352,2,9352,46,9.60,0.40,3.12,-0.3,-0.8,-0.14,5.50,9.83,92893.63,726.87,0.0,0.0,0.0
9398,2,9398,46,10.41,-0.19,4.14,-0.3,-0.8,-0.11,5.56,9.83,92888.18,727.55,0.0,0.0,0.0
9449,2,9449,51,9.34,0.57,3.99,0.0,-0.8,-0.12,5.56,9.82,92890.41,727.46,0.0,0.0,0.0
9495,2,9495,46,10.23,0.45,1.78,0.9,-0.8,-0.15,5.50,9.83,92896.92,727.16,0.0,0.0,0.0
9541,2,9541,46,9.23,0.53,3.23,0.6,-0.9,-0.12,5.56,9.82,92887.15,726.58,0.0,0.0,0.0
9586,2,9586,45,8.80,0.34,3.84,0.7,-0.9,-0.9,5.56,9.82,92890.41,726.97,0.0,0.0,0.0
9632,2,9632,46,9.37,0.27,2.96,0.12,-0.9,-0.5,5.56,9.82,92893.66,727.7,0.0,0.0,0.0
9678,2,9678,46,9.70,0.41,3.16,0.9,-0.9,-0.7,5.62,9.82,92886.0,726.68,0.0,0.0,0.0
9724,2,9724,46,9.74,0.30,2.53,0.8,-0.9,-0.8,5.56,9.83,92892.55,727.46,0.0,0.0,0.0
9770,2,9770,46,9.91,0.88,2.10,0.5,-0.10,-0.10,5.56,9.83,92890.37,727.7,0.0,0.0,0.0
9816,2,9816,46,9.67,0.59,3.9,0.3,-0.8,-0.11,5.56,9.84,92888.18,726.78,0.0,0.0,0.0
9860,2,9860,44,8.96,0.29,3.31,0.3,-0.9,-0.11,5.56,9.84,92890.37,727.55,0.0,0.0,0.0
9906,2,9906,46,9.47,0.45,3.24,0.4,-0.10,-0.10,5.56,9.84,92893.63,727.17,0.0,0.0,0.0
9967,2,9967,61,9.10,0.51,3.17,0.8,-0.9,-0.8,5.62,9.83,92891.48,726.68,0.0,0.0,0.0
10013,2,10013,46,9.99,0.30,2.16,0.6,-0.9,-0.8,5.56,9.83,92888.22,726.97,0.0,0.0,0.0
10059,2,10059,46,9.77,0.61,3.33,0.5,-0.9,-0.14,5.50,9.83,92892.55,726.87,0.0,0.0,0.0
10105,2,10105,46,8.93,0.40,3.48,0.8,-0.12,-0.11,5.56,9.83,92892.55,727.36,0.0,0.0,0.0
10148,2,10148,43,9.47,0.60,2.16,0.7,-0.10,-0.10,5.62,9.83,92889.26,726.87,0.0,0.0,0.0
10195,2,10195,47,10.13,0.50,2.21,0.1,-0.10,-0.11,5.56,9.84,92893.63,726.97,0.0,0.0,0.0
10241,2,10241,46,9.24,0.46,3.45,0.0,-0.8,-0.12,5.56,9.84,92893.59,727.17,0.0,0.0,0.0
10287,2,10287,46,9.8,0.56,3.29,0.2,-0.9,-0.10,5.56,9.83,92884.89,726.88,0.0,0.0,0.0
10333,2,10333,46,10.14,0.49,2.92,0.3,-0.9,-0.11,5.50,9.85,92889.26,726.78,0.0,0.0,0.0
10379,2,10379,46,9.35,0.66,2.50,0.0,-0.11,-0.10,5.50,9.84,92892.48,726.49,0.0,0.0,0.0
10422,2,10422,43,9.4,0.43,3.12,0.0,-0.9,-0.8,5.62,9.85,92891.36,727.46,0.0,0.0,0.0
10473,2,10473,51,9.52,0.37,3.91,0.7,-0.9,-0.7,5.50,9.84,92881.64,727.27,0.0,0.0,0.0
