millis(),currentState,calculatedFlightTime,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
1105866,2,1105866,0.24,10.2,0.21,0.4,0.-9,0.-8,9.43,11.97,92549.14,757.70,0.0,0.0,0.0
1105913,2,1105913,0.26,9.98,0.20,0.4,0.-9,0.-9,9.43,11.97,92546.95,757.0,0.0,0.0,0.0
1105959,2,1105959,0.21,10.1,0.18,0.4,0.-9,0.-8,9.37,11.97,92550.28,757.89,0.0,0.0,0.0
1106002,2,1106002,0.21,10.2,0.20,0.4,0.-9,0.-8,9.37,11.97,92552.40,757.79,0.0,0.0,0.0
1106048,2,1106048,0.16,9.98,0.23,0.4,0.-9,0.-8,9.43,11.97,92549.8,757.79,0.0,0.0,0.0
1106094,2,1106094,0.22,9.97,0.22,0.4,0.-9,0.-9,9.43,11.97,92552.40,758.18,0.0,0.0,0.0
1106140,2,1106140,0.30,10.0,0.17,0.4,0.-9,0.-9,9.37,11.97,92550.21,757.50,0.0,0.0,0.0
1106186,2,1106186,0.19,10.1,0.18,0.4,0.-9,0.-8,9.43,11.97,92552.40,757.59,0.0,0.0,0.0
1106232,2,1106232,0.25,10.4,0.20,0.4,0.-9,0.-8,9.37,11.97,92551.34,757.69,0.0,0.0,0.0
1106275,2,1106275,0.19,9.98,0.20,0.4,0.-9,0.-9,9.43,11.96,92552.40,757.49,0.0,0.0,0.0
1106321,2,1106321,0.25,10.0,0.17,0.4,0.-9,0.-9,9.43,11.96,92549.8,757.30,0.0,0.0,0.0
1106367,2,1106367,0.18,10.3,0.22,0.4,0.-9,0.-8,9.43,11.97,92542.56,758.8,0.0,0.0,0.0
1106413,2,1106413,0.23,9.99,0.19,0.4,0.-9,0.-8,9.43,11.97,92550.21,757.20,0.0,0.0,0.0
1106459,2,1106459,0.27,9.99,0.19,0.4,0.-9,0.-9,9.37,11.97,92556.72,758.18,0.0,0.0,0.0
1106505,2,1106505,0.25,9.99,0.18,0.4,0.-9,0.-8,9.43,11.97,92553.53,757.98,0.0,0.0,0.0
1106548,2,1106548,0.29,9.99,0.18,0.4,0.-9,0.-9,9.37,11.96,92549.8,757.69,0.0,0.0,0.0
1106594,2,1106594,0.18,10.2,0.24,0.4,0.-9,0.-8,9.43,11.97,92551.27,757.59,0.0,0.0,0.0
1106640,2,1106640,0.16,10.4,0.20,0.4,0.-9,0.-9,9.43,11.97,92541.50,757.79,0.0,0.0,0.0
1106686,2,1106686,0.19,10.4,0.21,0.4,0.-9,0.-9,9.43,11.97,92553.46,757.69,0.0,0.0,0.0
1106732,2,1106732,0.21,10.1,0.22,0.4,0.-9,0.-8,9.50,11.97,92553.46,757.40,0.0,0.0,0.0
1106778,2,1106778,0.30,10.0,0.18,0.4,0.-9,0.-8,9.43,11.97,92549.14,757.79,0.0,0.0,0.0
1106821,2,1106821,0.28,9.98,0.19,0.4,0.-9,0.-8,9.37,11.96,92544.69,757.10,0.0,0.0,0.0
1106867,2,1106867,0.27,9.95,0.17,0.4,0.-10,0.-9,9.43,11.98,92548.1,758.18,0.0,0.0,0.0
1106914,2,1106914,0.22,10.0,0.17,0.4,0.-9,0.-8,9.37,11.97,92550.21,758.48,0.0,0.0,0.0
1106960,2,1106960,0.27,9.96,0.21,0.4,0.-9,0.-8,9.37,11.98,92546.95,757.30,0.0,0.0,0.0
1107006,2,1107006,0.12,10.0,0.17,0.4,0.-9,0.-9,9.43,11.96,92550.14,757.50,0.0,0.0,0.0
1107052,2,1107052,0.30,9.96,0.19,0.4,0.-9,0.-8,9.37,11.97,92552.40,757.69,0.0,0.0,0.0
1107095,2,1107095,0.22,10.1,0.17,0.4,0.-9,0.-9,9.43,11.96,92553.53,757.79,0.0,0.0,0.0
1107141,2,1107141,0.29,10.1,0.20,0.4,0.-9,0.-8,9.43,11.97,92552.34,757.59,0.0,0.0,0.0
1107187,2,1107187,0.16,10.4,0.22,0.4,0.-9,0.-9,9.31,11.97,92553.46,757.99,0.0,0.0,0.0
1107233,2,1107233,0.27,9.99,0.24,0.4,0.-9,0.-9,9.43,11.98,92551.27,757.70,0.0,0.0,0.0
1107279,2,1107279,0.23,10.1,0.18,0.4,0.-9,0.-8,9.43,11.98,92551.27,757.99,0.0,0.0,0.0
1107325,2,1107325,0.27,9.96,0.16,0.4,0.-9,0.-9,9.43,11.98,92551.34,757.40,0.0,0.0,0.0
1107368,2,1107368,0.20,10.2,0.20,0.4,0.-9,0.-9,9.43,11.96,92544.75,757.59,0.0,0.0,0.0
1107414,2,1107414,0.24,9.96,0.17,0.4,0.-9,0.-9,9.37,11.98,92551.40,757.30,0.0,0.0,0.0
1107460,2,1107460,0.21,9.99,0.22,0.3,0.-8,0.-8,9.50,11.97,92549.8,758.9,0.0,0.0,0.0
1107506,2,1107506,0.27,10.0,0.19,0.4,0.-9,0.-8,9.43,11.97,92549.8,757.60,0.0,0.0,0.0
1107552,2,1107552,0.20,10.0,0.21,0.4,0.-9,0.-9,9.43,11.98,92546.89,757.59,0.0,0.0,0.0
1107598,2,1107598,0.28,9.99,0.19,0.4,0.-9,0.-9,9.43,11.97,92548.1,757.59,0.0,0.0,0.0
1107641,2,1107641,0.20,10.0,0.23,0.4,0.-9,0.-9,9.43,11.97,92557.85,757.49,0.0,0.0,0.0
1107687,2,1107687,0.28,9.99,0.19,0.4,0.-9,0.-8,9.43,11.98,92549.8,758.28,0.0,0.0,0.0
1107733,2,1107733,0.21,10.1,0.20,0.4,0.-9,0.-9,9.43,11.98,92553.46,757.40,0.0,0.0,0.0
1107779,2,1107779,0.18,10.3,0.23,0.4,0.-9,0.-9,9.31,11.98,92543.63,757.79,0.0,0.0,0.0
1107825,2,1107825,0.17,9.99,0.23,0.4,0.-9,0.-8,9.43,11.97,92551.27,757.79,0.0,0.0,0.0
1107871,2,1107871,0.22,10.0,0.26,0.4,0.-9,0.-8,9.37,11.97,92548.1,757.69,0.0,0.0,0.0
1107915,2,1107915,0.16,10.3,0.18,0.4,0.-9,0.-8,9.43,11.97,92546.89,757.59,0.0,0.0,0.0
1107961,2,1107961,0.28,9.94,0.17,0.4,0.-9,0.-8,9.37,11.97,92551.27,757.99,0.0,0.0,0.0
1108007,2,1108007,0.20,10.2,0.18,0.4,0.-9,0.-8,9.37,11.97,92550.21,757.99,0.0,0.0,0.0
1108053,2,1108053,0.28,9.97,0.19,0.4,0.-9,0.-8,9.43,11.97,92555.66,757.89,0.0,0.0,0.0
1108099,2,1108099,0.16,10.4,0.22,0.4,0.-9,0.-9,9.37,11.97,92543.63,757.40,0.0,0.0,0.0
1108145,2,1108145,0.30,10.0,0.19,0.4,0.-9,0.-8,9.43,11.96,92549.14,757.79,0.0,0.0,0.0
1108188,2,1108188,0.20,10.4,0.21,0.4,0.-9,0.-9,9.43,11.97,92548.1,758.8,0.0,0.0,0.0
1108234,2,1108234,0.28,9.99,0.20,0.4,0.-9,0.-8,9.43,11.97,92552.34,757.59,0.0,0.0,0.0
1108280,2,1108280,0.19,10.4,0.22,0.4,0.-9,0.-9,9.37,11.96,92549.14,758.8,0.0,0.0,0.0
1108326,2,1108326,0.27,9.98,0.17,0.4,0.-9,0.-9,9.43,11.97,92546.89,757.30,0.0,0.0,0.0
1108372,2,1108372,0.17,10.3,0.21,0.3,0.-9,0.-8,9.37,11.98,92545.82,757.89,0.0,0.0,0.0
1108418,2,1108418,0.22,10.1,0.22,0.4,0.-9,0.-8,9.43,11.96,92550.28,757.20,0.0,0.0,0.0
1108461,2,1108461,0.18,10.4,0.20,0.4,0.-9,0.-8,9.43,11.97,92549.14,757.69,0.0,0.0,0.0
1108507,2,1108507,0.27,9.99,0.19,0.4,0.-9,0.-9,9.37,11.97,92544.75,757.79,0.0,0.0,0.0
1108553,2,1108553,0.26,9.95,0.19,0.4,0.-9,0.-8,9.37,11.96,92548.1,757.50,0.0,0.0,0.0
1108599,2,1108599,0.31,10.2,0.18,0.4,0.-9,0.-8,9.37,11.98,92546.89,758.8,0.0,0.0,0.0
1108645,2,1108645,0.18,10.1,0.20,0.4,0.-9,0.-8,9.43,11.97,92549.8,757.70,0.0,0.0,0.0
1108691,2,1108691,0.29,9.96,0.19,0.4,0.-9,0.-9,9.37,11.96,92551.34,757.40,0.0,0.0,0.0
1108734,2,1108734,0.16,10.6,0.22,0.4,0.-9,0.-9,9.43,11.97,92544.75,757.50,0.0,0.0,0.0
1108780,2,1108780,0.29,10.0,0.19,0.4,0.-9,0.-9,9.43,11.98,92552.40,757.79,0.0,0.0,0.0
1108826,2,1108826,0.16,10.2,0.23,0.4,0.-9,0.-9,9.43,11.97,92542.50,757.59,0.0,0.0,0.0
1108872,2,1108872,0.27,9.98,0.17,0.4,0.-9,0.-9,9.43,11.97,92544.69,757.30,0.0,0.0,0.0
1108919,2,1108919,0.23,10.2,0.20,0.4,0.-9,0.-8,9.43,11.97,92555.66,757.50,0.0,0.0,0.0
1108965,2,1108965,0.27,10.2,0.18,0.4,0.-9,0.-9,9.37,11.96,92545.89,757.30,0.0,0.0,0.0
1109008,2,1109008,0.22,10.2,0.18,0.4,0.-9,0.-8,9.43,11.97,92548.1,757.99,0.0,0.0,0.0
1109054,2,1109054,0.30,9.99,0.19,0.4,0.-9,0.-9,9.43,11.97,92544.75,757.59,0.0,0.0,0.0
1109100,2,1109100,0.22,9.99,0.17,0.4,0.-9,0.-9,9.37,11.98,92550.14,757.49,0.0,0.0,0.0
1109146,2,1109146,0.26,9.98,0.19,0.4,0.-9,0.-8,9.43,11.97,92553.46,757.21,0.0,0.0,0.0
1109192,2,1109192,0.16,10.1,0.20,0.4,0.-9,0.-9,9.37,11.98,92553.53,757.50,0.0,0.0,0.0
1109238,2,1109238,0.25,9.99,0.20,0.4,0.-9,0.-9,9.31,11.97,92549.14,758.8,0.0,0.0,0.0
1109281,2,1109281,0.22,10.3,0.18,0.4,0.-9,0.-8,9.37,11.97,92552.40,757.59,0.0,0.0,0.0
1109327,2,1109327,0.27,10.1,0.22,0.4,0.-9,0.-8,9.43,11.96,92550.28,757.40,0.0,0.0,0.0
1109373,2,1109373,0.21,10.3,0.20,0.4,0.-9,0.-9,9.43,11.98,92552.40,757.31,0.0,0.0,0.0
1109419,2,1109419,0.27,9.98,0.21,0.4,0.-9,0.-9,9.37,11.98,92546.89,757.40,0.0,0.0,0.0
1109465,2,1109465,0.19,10.4,0.20,0.4,0.-9,0.-8,9.37,11.97,92547.95,757.59,0.0,0.0,0.0
1109511,2,1109511,0.27,9.99,0.20,0.4,0.-9,0.-8,9.37,11.97,92550.28,757.50,0.0,0.0,0.0
1109554,2,1109554,0.19,10.1,0.15,0.4,0.-9,0.-8,9.43,11.96,92550.21,757.40,0.0,0.0,0.0
1109600,2,1109600,0.27,9.98,0.19,0.4,0.-9,0.-9,9.43,11.97,92550.21,757.70,0.0,0.0,0.0
1109646,2,1109646,0.14,10.1,0.22,0.4,0.-9,0.-9,9.37,11.97,92552.34,757.98,0.0,0.0,0.0
1109692,2,1109692,0.28,10.0,0.9,0.4,0.-9,0.-8,9.43,11.98,92548.1,757.40,0.0,0.0,0.0
1109738,2,1109738,0.24,10.0,0.19,0.4,0.-9,0.-9,9.37,11.97,92552.40,757.79,0.0,0.0,0.0
1109784,2,1109784,0.19,10.1,0.23,0.4,0.-9,0.-9,9.43,11.97,92552.40,757.69,0.0,0.0,0.0
1109827,2,1109827,0.23,10.4,0.21,0.4,0.-9,0.-9,9.43,11.96,92552.40,757.70,0.0,0.0,0.0
1109873,2,1109873,0.26,10.1,0.17,0.4,0.-9,0.-8,9.37,11.97,92555.66,758.9,0.0,0.0,0.0
1109920,2,1109920,0.22,10.1,0.19,0.4,0.-9,0.-9,9.37,11.97,92553.46,758.9,0.0,0.0,0.0
1109966,2,1109966,0.26,10.2,0.18,0.4,0.-9,0.-8,9.50,11.97,92553.46,757.59,0.0,0.0,0.0
1110012,2,1110012,0.27,10.0,0.17,0.4,0.-9,0.-8,9.37,11.97,92545.82,757.30,0.0,0.0,0.0
1110058,2,1110058,0.22,10.1,0.22,0.4,0.-9,0.-8,9.43,11.97,92551.34,757.50,0.0,0.0,0.0
1110101,2,1110101,0.20,10.3,0.16,0.4,0.-9,0.-8,9.37,11.97,92554.60,757.79,0.0,0.0,0.0
1110147,2,1110147,0.26,9.99,0.20,0.4,0.-9,0.-9,9.37,11.97,92552.40,757.21,0.0,0.0,0.0
1110193,2,1110193,0.24,10.2,0.18,0.4,0.-9,0.-8,9.37,11.97,92546.95,757.30,0.0,0.0,0.0
1110239,2,1110239,0.27,9.96,0.20,0.4,0.-9,0.-8,9.31,11.98,92550.21,757.60,0.0,0.0,0.0
1110285,2,1110285,0.25,9.99,0.18,0.4,0.-9,0.-9,9.43,11.98,92551.27,757.89,0.0,0.0,0.0
1110331,2,1110333,0.22,10.1,0.18,0.4,0.-9,0.-9,9.37,11.97,92552.40,757.11,0.0,0.0,0.0
1110374,2,1110374,0.25,10.2,0.19,0.4,0.-9,0.-9,9.43,11.96,92555.66,757.20,0.0,0.0,0.0
1110420,2,1110420,0.22,9.98,0.13,0.4,0.-9,0.-9,9.37,11.97,92550.21,757.0,0.0,0.0,0.0
1110466,2,1110466,0.20,10.5,0.22,0.4,0.-9,0.-9,9.37,11.97,92552.46,757.49,0.0,0.0,0.0
1110512,2,1110512,0.25,10.3,0.18,0.4,0.-9,0.-9,9.43,11.97,92550.21,757.10,0.0,0.0,0.0
1110558,2,1110558,0.29,10.1,0.20,0.4,0.-9,0.-8,9.43,11.97,92548.1,757.99,0.0,0.0,0.0
1110604,2,1110606,0.24,9.98,0.16,0.4,0.-9,0.-8,9.37,11.97,92555.72,757.89,0.0,0.0,0.0
1110647,2,1110647,0.29,10.1,0.19,0.4,0.-9,0.-8,9.43,11.97,92545.82,757.10,0.0,0.0,0.0
1110693,2,1110693,0.25,9.98,0.18,0.4,0.-9,0.-9,9.43,11.96,92553.53,758.18,0.0,0.0,0.0
1110739,2,1110739,0.27,9.99,0.19,0.4,0.-9,0.-8,9.43,11.97,92557.85,758.18,0.0,0.0,0.0
1110785,2,1110785,0.24,10.0,0.17,0.4,0.-9,0.-9,9.37,11.97,92547.95,757.69,0.0,0.0,0.0
1110831,2,1110831,0.19,10.2,0.22,0.4,0.-9,0.-8,9.43,11.97,92552.40,757.59,0.0,0.0,0.0
1110877,2,1110879,0.26,9.99,0.20,0.4,0.-9,0.-9,9.43,11.97,92546.95,757.59,0.0,0.0,0.0
1110921,2,1110921,0.19,10.3,0.21,0.4,0.-9,0.-9,9.37,11.98,92560.11,757.59,0.0,0.0,0.0
1110967,2,1110967,0.25,9.98,0.16,0.4,0.-9,0.-8,9.37,11.98,92552.40,757.50,0.0,0.0,0.0
1111013,2,1111013,0.23,10.4,0.22,0.4,0.-9,0.-8,9.43,11.97,92546.95,757.59,0.0,0.0,0.0
1111059,2,1111059,0.27,9.97,0.18,0.4,0.-9,0.-9,9.37,11.97,92545.82,757.30,0.0,0.0,0.0
1111105,2,1111105,0.22,9.99,0.22,0.4,0.-9,0.-8,9.37,11.98,92555.72,758.8,0.0,0.0,0.0
1111153,2,1111153,0.28,9.99,0.19,0.4,0.-9,0.-9,9.37,11.98,92551.34,757.40,0.0,0.0,0.0
1111199,2,1111199,0.22,10.0,0.21,0.4,0.-9,0.-8,9.43,11.98,92544.75,757.79,0.0,0.0,0.0
1111245,2,1111245,0.23,10.2,0.19,0.4,0.-9,0.-9,9.43,11.97,92548.8,756.81,0.0,0.0,0.0
1111291,2,1111291,0.24,9.96,0.19,0.4,0.-9,0.-8,9.43,11.97,92548.1,757.99,0.0,0.0,0.0
1111337,2,1111337,0.26,10.0,0.18,0.4,0.-9,0.-8,9.37,11.98,92550.14,757.59,0.0,0.0,0.0
1111383,2,1111383,0.17,10.0,0.28,0.4,0.-9,0.-8,9.43,11.97,92542.50,757.50,0.0,0.0,0.0
1111431,2,1111431,0.18,10.7,0.20,0.4,0.-9,0.-9,9.43,11.97,92544.75,757.99,0.0,0.0,0.0
1111477,2,1111477,0.19,10.0,0.22,0.4,0.-9,0.-9,9.43,11.97,92553.46,757.30,0.0,0.0,0.0
1111523,2,1111523,0.29,9.99,0.17,0.4,0.-9,0.-9,9.43,11.97,92558.92,757.59,0.0,0.0,0.0
1111569,2,1111569,0.26,10.3,0.14,0.4,0.-9,0.-8,9.37,11.97,92541.43,757.79,0.0,0.0,0.0
1111615,2,1111615,0.26,10.3,0.18,0.4,0.-9,0.-9,9.43,11.97,92551.34,757.89,0.0,0.0,0.0
1111661,2,1111661,0.22,10.4,0.21,0.4,0.-9,0.-8,9.37,11.97,92550.14,757.50,0.0,0.0,0.0
1111709,2,1111709,0.18,10.4,0.21,0.4,0.-9,0.-8,9.37,11.97,92544.69,757.30,0.0,0.0,0.0
1111755,2,1111755,0.27,10.1,0.26,0.4,0.-9,0.-8,9.43,11.97,92545.82,757.99,0.0,0.0,0.0
1111801,2,1111801,0.26,9.99,0.19,0.4,0.-9,0.-8,9.37,11.98,92550.14,757.40,0.0,0.0,0.0
1111847,2,1111847,0.18,10.3,0.23,0.4,0.-9,0.-9,9.43,11.98,92554.53,757.70,0.0,0.0,0.0
1111893,2,1111893,0.26,10.0,0.17,0.4,0.-10,0.-9,9.37,11.98,92555.66,757.80,0.0,0.0,0.0
1111940,2,1111940,0.19,10.3,0.20,0.4,0.-9,0.-8,9.37,11.97,92552.40,757.79,0.0,0.0,0.0
1111988,2,1111988,0.24,10.2,0.21,0.4,0.-9,0.-8,9.37,11.97,92548.1,757.59,0.0,0.0,0.0
1112034,2,1112034,0.26,9.95,0.20,0.4,0.-9,0.-9,9.37,11.98,92549.8,757.60,0.0,0.0,0.0
1112080,2,1112080,0.28,9.99,0.18,0.4,0.-9,0.-9,9.37,11.97,92546.89,757.11,0.0,0.0,0.0
1112126,2,1112126,0.22,9.97,0.20,0.4,0.-9,0.-9,9.43,11.98,92548.1,757.40,0.0,0.0,0.0
1112172,2,1112172,0.22,9.99,0.23,0.4,0.-9,0.-8,9.43,11.96,92550.21,757.70,0.0,0.0,0.0
1112218,2,1112218,0.18,9.99,0.25,0.4,0.-9,0.-9,9.43,11.98,92550.14,758.9,0.0,0.0,0.0
1112266,2,1112266,0.19,10.4,0.23,0.4,0.-9,0.-8,9.37,11.97,92545.82,757.70,0.0,0.0,0.0
1112312,2,1112312,0.23,9.93,0.25,0.4,0.-9,0.-9,9.37,11.98,92546.89,757.80,0.0,0.0,0.0
1112358,2,1112358,0.26,10.2,0.16,0.4,0.-9,0.-8,9.43,11.97,92548.1,757.1,0.0,0.0,0.0
1112404,2,1112404,0.23,9.97,0.17,0.4,0.-9,0.-8,9.37,11.97,92548.1,757.89,0.0,0.0,0.0
1112450,2,1112450,0.23,10.2,0.20,0.4,0.-9,0.-8,9.43,11.97,92549.14,757.69,0.0,0.0,0.0
1112496,2,1112496,0.20,10.0,0.22,0.4,0.-9,0.-9,9.31,11.97,92545.82,757.50,0.0,0.0,0.0
1112544,2,1112544,0.30,9.99,0.19,0.4,0.-9,0.-8,9.37,11.97,92544.69,757.70,0.0,0.0,0.0
1112590,2,1112590,0.17,10.5,0.22,0.4,0.-9,0.-8,9.43,11.98,92554.53,757.50,0.0,0.0,0.0
1112636,2,1112636,0.28,10.0,0.20,0.4,0.-9,0.-8,9.37,11.97,92549.8,758.48,0.0,0.0,0.0
1112682,2,1112682,0.21,9.99,0.22,0.4,0.-9,0.-8,9.43,11.98,92546.89,757.99,0.0,0.0,0.0
1112728,2,1112728,0.30,9.98,0.17,0.4,0.-9,0.-9,9.37,11.98,92546.89,757.40,0.0,0.0,0.0
1112774,2,1112774,0.19,10.1,0.19,0.3,0.-8,0.-8,9.43,11.97,92555.66,757.11,0.0,0.0,0.0
1112822,2,1112822,0.29,10.1,0.18,0.4,0.-9,0.-9,9.37,11.97,92549.8,757.40,0.0,0.0,0.0
1112868,2,1112868,0.15,10.2,0.21,0.4,0.-9,0.-8,9.37,11.98,92551.27,757.40,0.0,0.0,0.0
1112914,2,1112914,0.21,9.99,0.22,0.4,0.-9,0.-9,9.37,11.98,92561.5,757.30,0.0,0.0,0.0
1112961,2,1112961,0.21,10.3,0.22,0.4,0.-9,0.-8,9.43,11.97,92552.40,757.20,0.0,0.0,0.0
1113007,2,1113007,0.25,10.2,0.19,0.4,0.-9,0.-8,9.37,11.97,92548.1,757.30,0.0,0.0,0.0
1113053,2,1113053,0.23,10.2,0.18,0.4,0.-10,0.-9,9.37,11.97,92553.46,757.69,0.0,0.0,0.0
1113101,2,1113101,0.26,9.99,0.18,0.4,0.-9,0.-9,9.43,11.97,92550.14,757.70,0.0,0.0,0.0
1113147,2,1113147,0.19,10.6,0.21,0.4,0.-9,0.-9,9.43,11.97,92548.1,757.79,0.0,0.0,0.0
1113193,2,1113193,0.25,9.98,0.12,0.4,0.-9,0.-8,9.37,11.96,92553.53,757.0,0.0,0.0,0.0
1113239,2,1113239,0.22,10.0,0.20,0.4,0.-9,0.-9,9.31,11.98,92552.40,757.69,0.0,0.0,0.0
1113285,2,1113285,0.25,10.1,0.22,0.4,0.-9,0.-9,9.37,11.97,92550.21,757.80,0.0,0.0,0.0
1113331,2,1113331,0.23,9.99,0.15,0.4,0.-9,0.-8,9.43,11.98,92551.27,757.70,0.0,0.0,0.0
1113374,2,1113374,0.29,10.1,0.18,0.4,0.-9,0.-9,9.43,11.97,92549.8,756.81,0.0,0.0,0.0
1113420,2,1113420,0.22,10.2,0.16,0.4,0.-9,0.-8,9.37,11.97,92550.21,758.8,0.0,0.0,0.0
1113466,2,1113466,0.26,10.1,0.19,0.4,0.-9,0.-9,9.37,11.97,92551.27,757.40,0.0,0.0,0.0
1113512,2,1113512,0.18,10.3,0.22,0.4,0.-9,0.-9,9.37,11.98,92549.14,757.70,0.0,0.0,0.0
1113558,2,1113558,0.21,10.0,0.22,0.4,0.-9,0.-8,9.43,11.97,92552.40,757.89,0.0,0.0,0.0
1113604,2,1113604,0.22,10.1,0.13,0.4,0.-9,0.-8,9.43,11.98,92549.8,757.51,0.0,0.0,0.0
1113647,2,1113647,0.28,9.99,0.19,0.4,0.-9,0.-8,9.43,11.97,92551.21,757.60,0.0,0.0,0.0
1113693,2,1113693,0.22,9.98,0.14,0.4,0.-9,0.-9,9.37,11.97,92551.21,757.99,0.0,0.0,0.0
1113739,2,1113739,0.23,10.0,0.24,0.4,0.-9,0.-8,9.37,11.97,92549.1,758.18,0.0,0.0,0.0
1113785,2,1113785,0.24,10.4,0.19,0.4,0.-9,0.-9,9.37,11.98,92550.14,757.99,0.0,0.0,0.0
1113831,2,1113831,0.25,9.98,0.21,0.4,0.-9,0.-9,9.37,11.97,92544.69,757.60,0.0,0.0,0.0
1113877,2,1113877,0.21,9.99,0.18,0.4,0.-9,0.-9,9.37,11.97,92545.75,756.92,0.0,0.0,0.0
1113920,2,1113920,0.28,10.1,0.18,0.4,0.-9,0.-8,9.37,11.97,92546.89,757.70,0.0,0.0,0.0
1113967,2,1113967,0.26,9.98,0.13,0.4,0.-9,0.-8,9.37,11.97,92549.8,757.89,0.0,0.0,0.0
1114013,2,1114013,0.21,10.0,0.22,0.4,0.-9,0.-8,9.37,11.97,92548.1,757.40,0.0,0.0,0.0
1114059,2,1114059,0.33,10.0,0.18,0.4,0.-9,0.-8,9.43,11.97,92549.14,757.59,0.0,0.0,0.0
1114105,2,1114105,0.26,10.0,0.17,0.4,0.-9,0.-9,9.37,11.97,92551.27,757.89,0.0,0.0,0.0
1114151,2,1114151,0.23,10.0,0.17,0.4,0.-9,0.-9,9.37,11.97,92557.85,757.40,0.0,0.0,0.0
1114194,2,1114194,0.22,10.2,0.20,0.4,0.-9,0.-9,9.43,11.98,92546.89,757.89,0.0,0.0,0.0
1114240,2,1114240,0.25,9.97,0.16,0.4,0.-9,0.-9,9.43,11.98,92544.75,758.9,0.0,0.0,0.0
1114286,2,1114286,0.25,10.3,0.21,0.3,0.-9,0.-8,9.37,11.97,92560.5,757.89,0.0,0.0,0.0
1114332,2,1114332,0.25,9.98,0.20,0.4,0.-9,0.-8,9.31,11.97,92550.14,757.30,0.0,0.0,0.0
1114392,2,1114392,0.31,10.0,0.18,0.4,0.-9,0.-8,9.37,11.97,92547.1,757.49,0.0,0.0,0.0
1114438,2,1114438,0.22,10.3,0.14,0.4,0.-9,0.-8,9.37,11.97,92549.14,757.20,0.0,0.0,0.0
1114481,2,1114481,0.24,10.2,0.18,0.4,0.-9,0.-9,9.37,11.96,92554.60,757.59,0.0,0.0,0.0
1114527,2,1114527,0.14,10.6,0.23,0.4,0.-9,0.-9,9.37,11.97,92556.72,757.89,0.0,0.0,0.0
1114573,2,1114573,0.26,9.98,0.19,0.4,0.-9,0.-9,9.37,11.98,92547.95,757.0,0.0,0.0,0.0
1114619,2,1114619,0.18,10.1,0.22,0.4,0.-9,0.-8,9.37,11.97,92543.63,757.50,0.0,0.0,0.0
1114665,2,1114665,0.26,9.98,0.21,0.4,0.-9,0.-8,9.43,11.98,92553.46,757.99,0.0,0.0,0.0
1114711,2,1114711,0.24,10.0,0.20,0.4,0.-9,0.-9,9.43,11.98,92556.72,757.79,0.0,0.0,0.0
1114754,2,1114754,0.28,9.98,0.17,0.4,0.-9,0.-9,9.37,11.97,92551.27,757.60,0.0,0.0,0.0
1114800,2,1114800,0.20,9.98,0.21,0.4,0.-9,0.-9,9.37,11.97,92545.75,757.30,0.0,0.0,0.0
1114846,2,1114846,0.23,9.98,0.21,0.4,0.-9,0.-8,9.37,11.97,92557.85,757.20,0.0,0.0,0.0
1114892,2,1114892,0.16,10.5,0.22,0.4,0.-9,0.-9,9.37,11.97,92553.46,757.70,0.0,0.0,0.0
1114938,2,1114938,0.23,10.1,0.18,0.4,0.-9,0.-9,9.37,11.97,92553.46,757.99,0.0,0.0,0.0
1114985,2,1114985,0.20,10.2,0.20,0.4,0.-9,0.-8,9.37,11.97,92550.21,757.69,0.0,0.0,0.0
1115028,2,1115028,0.26,9.99,0.21,0.4,0.-9,0.-8,9.37,11.96,92550.28,757.89,0.0,0.0,0.0
1115074,2,1115074,0.25,9.99,0.18,0.4,0.-9,0.-9,9.31,11.97,92555.66,757.79,0.0,0.0,0.0
1115120,2,1115120,0.30,9.99,0.21,0.4,0.-9,0.-9,9.37,11.96,92546.95,757.70,0.0,0.0,0.0
1115166,2,1115166,0.19,10.4,0.21,0.3,0.-8,0.-8,9.43,11.98,92558.92,757.11,0.0,0.0,0.0
1115212,2,1115212,0.30,9.98,0.20,0.4,0.-9,0.-8,9.43,11.97,92545.82,757.59,0.0,0.0,0.0
1115258,2,1115258,0.12,10.1,0.24,0.4,0.-9,0.-9,9.43,11.97,92551.34,757.49,0.0,0.0,0.0
1115301,2,1115301,0.25,10.0,0.18,0.4,0.-9,0.-9,9.43,11.97,92551.27,757.69,0.0,0.0,0.0
1115347,2,1115347,0.22,10.0,0.19,0.4,0.-9,0.-8,9.37,11.97,92546.95,757.69,0.0,0.0,0.0
1115393,2,1115393,0.30,10.0,0.17,0.4,0.-9,0.-8,9.43,11.98,92549.14,757.69,0.0,0.0,0.0
1115439,2,1115439,0.22,10.0,0.21,0.4,0.-9,0.-9,9.37,11.97,92556.79,757.60,0.0,0.0,0.0
1115485,2,1115485,0.27,10.2,0.20,0.4,0.-9,0.-9,9.37,11.97,92552.40,757.49,0.0,0.0,0.0
1115531,2,1115531,0.21,10.1,0.21,0.4,0.-8,0.-8,9.43,11.97,92544.75,757.10,0.0,0.0,0.0
