millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,IMU_maRaw_g_Y,IMU_mag_Raw_Z,Raw_IMU_gyro_X,IMU_gyro_Raw_Y,IMU_gyro_Raw_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_lastUpdate,Velocity_lastZAccel,Velocity_lastAlt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Air_brake_angle,Battery_voltage,Z_accel_times_burnoutMass
1053382,3,1053382,360,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.643,91586.93,844.397,6.612,91585.984,844.258,1053382,-9.810,844.397,-2147483648.2147483647,0.255,1.992,26633.722,0.0,3.660,-6.82
1053940,3,1053940,558,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.624,91584.890,844.244,6.575,91579.484,843.837,1053940,-9.810,844.244,-2147483648.2147483647,0.274,2.8,26633.11,0.0,3.660,-6.82
1053991,3,1053991,51,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.603,91584.906,844.158,6.565,91582.242,843.875,1053991,-9.810,844.158,-2147483648.2147483647,-1.679,2.53,26631.27,0.0,3.654,-6.82
1054027,3,1054027,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.584,91584.414,844.202,6.579,91586.625,844.514,1054027,-9.810,844.202,-2147483648.2147483647,1.208,1.965,26629.544,0.0,3.660,-6.82
1054067,3,1054067,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.588,91585.39,844.223,6.607,91590.859,844.635,1054067,-9.810,844.223,-2147483648.2147483647,0.541,1.984,26629.800,0.0,3.660,-6.82
1054103,3,1054103,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.590,91584.640,844.222,6.621,91583.937,844.252,1054103,-9.810,844.222,-2147483648.2147483647,0.32,2.0,26630.142,0.0,3.660,-6.82
1054143,3,1054143,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.601,91584.585,844.406,6.630,91579.273,844.757,1054143,-9.810,844.406,-2147483648.2147483647,4.600,1.878,26631.439,0.0,3.660,-6.82
1054182,3,1054182,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.616,91585.109,844.503,6.640,91584.851,844.360,1054182,-9.810,844.503,-2147483648.2147483647,2.488,1.930,26632.828,0.0,3.660,-6.82
1054218,3,1054218,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.629,91585.664,844.413,6.644,91589.375,844.60,1054218,-9.810,844.413,-2147483648.2147483647,-2.517,2.81,26633.845,0.0,3.660,-6.82
1054258,3,1054258,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.636,91585.93,844.442,6.644,91588.31,844.782,1054258,-9.810,844.442,-2147483648.2147483647,0.735,1.978,26634.792,0.0,3.660,-6.82
1054294,3,1054294,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.642,91585.671,844.447,6.654,91586.835,844.277,1054294,-9.810,844.447,-2147483648.2147483647,0.137,1.995,26635.292,0.0,3.660,-6.82
1054334,3,1054334,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.648,91587.179,844.392,6.658,91586.835,844.481,1054334,-9.810,844.392,-2147483648.2147483647,-1.373,2.42,26635.394,0.0,3.667,-6.82
1054370,3,1054370,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.652,91588.39,844.416,6.658,91589.93,844.481,1054370,-9.810,844.416,-2147483648.2147483647,0.671,1.980,26635.576,0.0,3.660,-6.82
1054410,3,1054410,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.655,91587.289,844.544,6.658,91585.632,844.699,1054410,-9.810,844.544,-2147483648.2147483647,3.192,1.912,26636.240,0.0,3.667,-6.82
1054447,3,1054447,37,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.658,91586.359,844.465,6.663,91583.367,844.385,1054447,-9.810,844.465,-2147483648.2147483647,-2.141,2.68,26636.828,0.0,3.667,-6.82
1054491,3,1054491,44,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.661,91586.562,844.448,6.668,91587.890,844.195,1054491,-9.810,844.448,-2147483648.2147483647,0.374,2.11,26637.85,0.0,3.667,-6.82
1054530,3,1054530,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.662,91586.562,844.571,6.663,91586.835,845.94,1054530,-9.810,844.571,-2147483648.2147483647,3.142,1.913,26637.357,0.0,3.667,-6.82
1054566,3,1054566,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.663,91585.664,844.554,6.663,91584.570,844.399,1054566,-9.810,844.554,-2147483648.2147483647,0.459,2.13,26637.740,0.0,3.667,-6.82
1054606,3,1054606,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.664,91586.328,844.492,6.663,91588.953,844.385,1054606,-9.810,844.492,-2147483648.2147483647,-1.567,2.49,26637.644,0.0,3.667,-6.82
1054642,3,1054642,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.664,91587.226,844.473,6.663,91587.890,844.291,1054642,-9.810,844.473,-2147483648.2147483647,0.528,2.16,26637.427,0.0,3.673,-6.82
1054682,3,1054682,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.663,91586.531,844.574,6.663,91584.429,844.699,1054682,-9.810,844.574,-2147483648.2147483647,2.522,1.929,26637.703,0.0,3.673,-6.82
1054718,3,1054718,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.663,91586.500,844.475,6.663,91586.687,844.603,1054718,-9.810,844.475,-2147483648.2147483647,-2.729,2.89,26637.673,0.0,3.667,-6.82
1054758,3,1054758,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.665,91586.476,844.475,6.672,91584.429,844.399,1054758,-9.810,844.475,-2147483648.2147483647,0.0,2.0,26637.917,0.0,3.667,-6.82
1054794,3,1054794,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.664,91585.601,844.456,6.658,91584.570,844.291,1054794,-9.810,844.456,-2147483648.2147483647,0.525,2.16,26638.121,0.0,3.667,-6.82
1054834,3,1054834,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.666,91585.359,844.519,6.672,91586.687,844.603,1054834,-9.810,844.519,-2147483648.2147483647,1.562,1.955,26638.486,0.0,3.673,-6.82
1054873,3,1054873,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.665,91586.265,844.519,6.658,91588.953,844.699,1054873,-9.810,844.519,-2147483648.2147483647,0.0,2.0,26638.208,0.0,3.667,-6.82
1054909,3,1054909,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.665,91585.578,844.497,6.663,91583.226,844.495,1054909,-9.810,844.497,-2147483648.2147483647,0.601,2.18,26638.441,0.0,3.673,-6.82
1054949,3,1054949,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.665,91585.789,844.516,6.672,91585.492,844.495,1054949,-9.810,844.516,-2147483648.2147483647,0.477,1.985,26638.464,0.0,3.673,-6.82
1054997,3,1054997,48,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.668,91585.765,844.473,6.672,91584.429,844.73,1054997,-9.810,844.473,-2147483648.2147483647,0.906,2.27,26638.761,0.0,3.667,-6.82
1055036,3,1055036,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.665,91585.546,844.408,6.658,91585.632,844.277,1055036,-9.810,844.408,-2147483648.2147483647,-1.672,2.52,26638.566,0.0,3.673,-6.82
1055072,3,1055072,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.666,91584.882,844.307,6.663,91585.632,844.195,1055072,-9.810,844.307,-2147483648.2147483647,-2.799,2.91,26638.798,0.0,3.667,-6.82
1055112,3,1055112,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.667,91585.820,844.287,6.668,91587.890,844.399,1055112,-9.810,844.287,-2147483648.2147483647,0.483,2.14,26638.666,0.0,3.667,-6.82
1055148,3,1055148,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.666,91586.484,844.266,6.668,91588.812,844.385,1055148,-9.810,844.266,-2147483648.2147483647,0.605,2.18,26638.427,0.0,3.673,-6.82
1055188,3,1055188,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.664,91586.921,844.249,6.663,91586.687,843.990,1055188,-9.810,844.249,-2147483648.2147483647,0.411,2.12,26638.181,0.0,3.667,-6.82
1055224,3,1055224,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.667,91587.375,844.173,6.672,91587.890,843.894,1055224,-9.810,844.173,-2147483648.2147483647,-2.127,2.68,26638.292,0.0,3.673,-6.82
1055264,3,1055264,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.666,91586.921,844.192,6.658,91583.367,844.291,1055264,-9.810,844.192,-2147483648.2147483647,0.480,1.985,26638.417,0.0,3.673,-6.82
1055303,3,1055303,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.668,91586.453,844.252,6.677,91585.492,844.699,1055303,-9.810,844.252,-2147483648.2147483647,1.539,1.955,26638.847,0.0,3.673,-6.82
1055339,3,1055339,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.668,91585.335,844.194,6.672,91583.226,844.98,1055339,-9.810,844.194,-2147483648.2147483647,-1.597,2.50,26639.251,0.0,3.667,-6.82
1055379,3,1055379,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.671,91584.640,844.336,6.677,91583.226,844.699,1055379,-9.810,844.336,-2147483648.2147483647,3.544,1.903,26639.914,0.0,3.667,-6.82
1055415,3,1055415,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.672,91584.828,844.497,6.677,91588.812,844.699,1055415,-9.810,844.497,-2147483648.2147483647,4.467,1.881,26640.164,0.0,3.667,-6.82
1055456,3,1055456,41,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.676,91584.343,844.437,6.677,91580.968,843.990,1055456,-9.810,844.437,-2147483648.2147483647,-1.466,2.46,26640.654,0.0,3.667,-6.82
1055504,3,1055504,48,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.675,91583.492,844.252,6.672,91581.250,843.773,1055504,-9.810,844.252,-2147483648.2147483647,-3.854,2.130,26640.705,0.0,3.660,-6.82
1055543,3,1055543,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.673,91585.93,844.432,6.663,91591.210,844.999,1055543,-9.810,844.432,-2147483648.2147483647,4.618,1.878,26640.322,0.0,3.667,-6.82
1055579,3,1055579,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.669,91584.882,844.413,6.658,91582.164,844.603,1055579,-9.810,844.413,-2147483648.2147483647,0.532,2.16,26640.76,0.0,3.660,-6.82
1055619,3,1055619,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.666,91585.359,844.312,6.658,91591.210,844.195,1055619,-9.810,844.312,-2147483648.2147483647,-2.522,2.81,26639.560,0.0,3.667,-6.82
1055658,3,1055658,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.665,91587.859,844.375,6.672,91593.476,844.303,1055658,-9.810,844.375,-2147483648.2147483647,1.608,1.953,26638.894,0.0,3.667,-6.82
1055694,3,1055694,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.664,91588.500,844.560,6.668,91584.429,844.699,1055694,-9.810,844.560,-2147483648.2147483647,5.140,1.866,26638.871,0.0,3.660,-6.82
1055734,3,1055734,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.664,91588.679,844.257,6.663,91592.132,843.486,1055734,-9.810,844.257,-2147483648.2147483647,-7.566,2.293,26638.582,0.0,3.667,-6.82
1055770,3,1055770,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.668,91589.109,844.53,6.677,91584.289,843.581,1055770,-9.810,844.53,-2147483648.2147483647,-5.677,2.205,26638.658,0.0,3.667,-6.82
1055810,3,1055810,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.669,91587.750,844.72,6.668,91584.429,844.291,1055810,-9.810,844.72,-2147483648.2147483647,0.482,1.985,26639.300,0.0,3.667,-6.82
1055846,3,1055846,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.668,91587.265,844.72,6.668,91591.70,844.303,1055846,-9.810,844.72,-2147483648.2147483647,0.3,2.0,26639.412,0.0,3.667,-6.82
1055886,3,1055886,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.668,91587.234,843.973,6.663,91584.289,844.207,1055886,-9.810,843.973,-2147483648.2147483647,-2.456,2.79,26639.296,0.0,3.667,-6.82
1055922,3,1055922,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.670,91586.820,844.115,6.677,91590.15,844.195,1055922,-9.810,844.115,-2147483648.2147483647,3.936,1.894,26639.875,0.0,3.660,-6.82
1055962,3,1055962,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.669,91588.625,844.300,6.672,91593.335,844.507,1055962,-9.810,844.300,-2147483648.2147483647,4.631,1.878,26639.527,0.0,3.667,-6.82
1056010,3,1056010,48,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.671,91589.78,844.279,6.677,91586.687,844.182,1056010,-9.810,844.279,-2147483648.2147483647,0.451,2.13,26639.628,0.0,3.660,-6.82
1056049,3,1056049,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.670,91587.546,844.339,6.663,91583.367,844.603,1056049,-9.810,844.339,-2147483648.2147483647,1.536,1.955,26640.101,0.0,3.660,-6.82
1056088,3,1056088,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.671,91588.23,844.456,6.668,91586.687,844.794,1056088,-9.810,844.456,-2147483648.2147483647,3.11,1.917,26640.232,0.0,3.660,-6.82
1056124,3,1056124,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.668,91587.804,844.375,6.658,91588.953,843.786,1056124,-9.810,844.375,-2147483648.2147483647,-2.268,2.73,26639.925,0.0,3.660,-6.82
1056164,3,1056164,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.667,91586.929,844.271,6.668,91588.953,843.990,1056164,-9.810,844.271,-2147483648.2147483647,-2.587,2.84,26640.48,0.0,3.660,-6.82
1056200,3,1056200,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.665,91586.664,844.254,6.668,91585.343,844.98,1056200,-9.810,844.254,-2147483648.2147483647,0.464,2.14,26639.996,0.0,3.660,-6.82
1056240,3,1056240,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.667,91587.296,844.194,6.672,91586.546,844.303,1056240,-9.810,844.194,-2147483648.2147483647,-1.498,2.47,26639.994,0.0,3.667,-6.82
1056276,3,1056276,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.667,91587.710,844.96,6.668,91588.812,844.303,1056276,-9.810,844.96,-2147483648.2147483647,-2.731,2.89,26639.839,0.0,3.660,-6.82
1056316,3,1056316,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.670,91586.578,844.200,6.677,91583.226,844.303,1056316,-9.810,844.200,-2147483648.2147483647,2.587,1.927,26640.669,0.0,3.667,-6.82
1056352,3,1056352,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.670,91586.328,844.243,6.668,91587.750,844.207,1056352,-9.810,844.243,-2147483648.2147483647,1.207,1.965,26640.843,0.0,3.667,-6.82
1056392,3,1056392,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.670,91587.62,844.284,6.668,91588.953,844.303,1056392,-9.810,844.284,-2147483648.2147483647,1.22,1.970,26640.740,0.0,3.660,-6.82
1056433,3,1056433,41,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.670,91586.632,844.385,6.672,91584.429,844.807,1056433,-9.810,844.385,-2147483648.2147483647,2.460,1.931,26641.31,0.0,3.667,-6.82
1056470,3,1056470,37,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.672,91585.992,844.303,6.677,91585.632,843.894,1056470,-9.810,844.303,-2147483648.2147483647,-2.208,2.70,26641.363,0.0,3.667,-6.82
1057553,3,1057553,1083,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.673,91586.359,844.229,6.681,91585.70,843.933,1057553,-9.810,844.229,-2147483648.2147483647,0.68,2.2,26643.35,0.0,3.660,-6.82
1057595,3,1057595,42,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.653,91585.539,844.285,6.565,91583.585,844.488,1057595,-9.810,844.285,-2147483648.2147483647,1.336,1.961,26641.494,0.0,3.660,-6.82
1057634,3,1057634,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.635,91586.421,844.265,6.579,91593.406,844.201,1057634,-9.810,844.265,-2147483648.2147483647,0.522,2.15,26639.652,0.0,3.660,-6.82
1057670,3,1057670,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.621,91586.351,844.230,6.603,91584.78,844.635,1057670,-9.810,844.230,-2147483648.2147483647,0.957,2.29,26638.406,0.0,3.660,-6.82
1057710,3,1057710,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.610,91585.773,844.299,6.621,91582.734,844.239,1057710,-9.810,844.299,-2147483648.2147483647,1.724,1.950,26637.667,0.0,3.660,-6.82
1057746,3,1057746,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.599,91585.492,844.466,6.626,91583.656,844.769,1057746,-9.810,844.466,-2147483648.2147483647,4.648,1.877,26636.945,0.0,3.660,-6.82
1057786,3,1057786,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.614,91585.296,844.563,6.640,91582.593,844.973,1057786,-9.810,844.563,-2147483648.2147483647,2.424,1.932,26638.537,0.0,3.660,-6.82
1057825,3,1057825,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.628,91585.601,844.658,6.649,91594.960,844.673,1057825,-9.810,844.658,-2147483648.2147483647,2.421,1.932,26639.900,0.0,3.660,-6.82
1057861,3,1057861,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,6.638,91584.585,844.545,6.654,91578.992,844.73,1057861,-9.810,844.545,-2147483648.2147483647,-3.124,2.103,26641.82,0.0,3.667,-6.82
