millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,IMU_maRaw_g_Y,IMU_mag_Raw_Z,Raw_IMU_gyro_X,IMU_gyro_Raw_Y,IMU_gyro_Raw_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_lastUpdate,Velocity_lastZAccel,Velocity_lastAlt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Air_brake_angle,Battery_voltage,Z_accel_times_burnoutMass
2,4027,4027,-9.53,2.127,-6.604,-299.918,41.441,-32.408,0.8,0.43,0.3,-779.0,-9.44,2.182,-6.594,-299.561,41.610,-32.81,0.7,0.44,0.0,-779.0,2.552,91603.210,842.967,2.563,91600.7,843.298,4027,-6.604,842.967,0.0,0.0,0.0,-2147483648.2147483647,0.0,4.157,-4.94
4069,2,4069,42,-9.44,2.132,-6.589,-299.959,41.420,-32.379,0.7,0.43,0.2,-779.0,-9.23,2.132,-6.579,-299.546,41.479,-32.329,0.6,0.40,0.3,-779.0,2.556,91602.468,842.914,2.559,91602.46,842.507,4069,-6.589,842.914,-277070.562,-1.251,2.39,11669.417,0.0,4.150,-4.85
4108,2,4108,39,-9.41,2.130,-6.588,-299.944,41.476,-32.291,0.8,0.43,0.3,-779.0,-9.52,2.88,-6.615,-299.561,41.625,-32.329,0.9,0.44,0.3,-779.0,2.562,91601.726,842.920,2.573,91604.187,842.410,4108,-6.588,842.920,-534042.437,0.139,1.995,12596.278,0.0,4.150,-4.84
4144,2,4144,36,-9.54,2.114,-6.589,-299.666,41.499,-32.338,0.8,0.44,0.3,-779.0,-9.87,2.88,-6.543,-299.634,41.332,-32.417,0.9,0.47,0.6,-779.0,2.568,91601.835,842.968,2.587,91600.679,843.229,4144,-6.589,842.968,-771247.187,1.327,1.961,13115.554,0.0,4.150,-4.85
4184,2,4184,40,-9.47,2.116,-6.581,-299.710,41.482,-32.262,0.8,0.44,0.3,-779.0,-9.30,2.88,-6.572,-300.248,41.362,-32.154,0.7,0.43,0.3,-779.0,2.577,91601.734,842.855,2.601,91601.742,842.834,4184,-6.581,842.855,-1034664.500,-2.806,2.91,13530.726,0.0,4.150,-4.80
4220,2,4220,36,-9.44,2.111,-6.582,-299.812,41.473,-32.253,0.8,0.43,0.5,-779.0,-9.30,2.160,-6.601,-300.73,41.566,-32.37,0.7,0.43,0.9,-779.0,2.587,91602.726,842.643,2.615,91604.953,842.235,4220,-6.582,842.643,-1271610.875,-5.905,2.215,13822.35,0.0,4.150,-4.81
4260,2,4260,40,-9.54,2.113,-6.571,-299.850,41.438,-32.253,0.9,0.44,0.5,-779.0,-9.73,2.139,-6.522,-299.736,41.303,-32.329,0.11,0.43,0.5,-779.0,2.597,91603.70,842.831,2.610,91603.781,843.450,4260,-6.571,842.831,-1534683.625,4.716,1.876,14088.198,0.0,4.150,-4.74
4296,2,4296,36,-9.62,2.114,-6.576,-299.818,41.379,-32.353,0.8,0.44,0.5,-779.0,-9.87,2.96,-6.644,-299.400,41.332,-32.826,0.7,0.43,0.3,-779.0,2.604,91601.882,842.858,2.610,91598.234,842.543,4296,-6.576,842.858,-1771345.750,0.739,1.978,14291.290,0.0,4.150,-4.77
4336,2,4336,40,-9.50,2.104,-6.578,-299.880,41.379,-32.417,0.9,0.43,0.4,-779.0,-9.30,2.38,-6.550,-299.941,41.332,-32.738,0.12,0.44,0.0,-779.0,2.610,91602.265,842.783,2.615,91602.609,842.852,4336,-6.578,842.783,-2034447.125,-1.882,2.59,14487.1,0.0,4.150,-4.78
4372,2,4372,36,-9.56,2.124,-6.594,-299.734,41.379,-32.455,0.9,0.43,0.4,-779.0,-9.59,2.189,-6.651,-299.517,41.362,-32.344,0.7,0.44,0.4,-779.0,2.615,91603.765,842.807,2.624,91609.234,842.958,4372,-6.594,842.807,-2271548.500,0.688,1.979,14642.711,0.0,4.150,-4.88
4412,2,4412,40,-9.66,2.100,-6.588,-299.576,41.376,-32.592,0.9,0.43,0.4,-779.0,-9.80,2.38,-6.572,-299.283,41.552,-32.724,0.9,0.41,0.8,-779.0,2.616,91602.617,842.933,2.624,91599.203,842.861,4412,-6.588,842.933,-2535195.500,3.128,1.914,14798.183,0.0,4.150,-4.84
4448,2,4448,36,-9.64,2.101,-6.595,-299.584,41.555,-32.598,0.9,0.43,0.4,-779.0,-9.66,2.146,-6.558,-299.780,42.195,-32.358,0.10,0.42,0.6,-779.0,2.620,91601.937,842.896,2.629,91600.367,843.266,4448,-6.595,842.896,-2772503.750,-1.22,2.31,14924.811,0.0,4.150,-4.89
4488,2,4488,40,-9.60,2.110,-6.578,-299.643,41.578,-32.557,0.10,0.42,0.4,-779.0,-9.66,2.139,-6.558,-299.693,41.449,-32.622,0.10,0.41,0.1,-779.0,2.623,91603.23,843.62,2.624,91603.679,843.372,4488,-6.578,843.62,-3035978.500,4.142,1.889,15053.163,0.0,4.150,-4.78
4524,2,4524,36,-9.69,2.126,-6.576,-299.695,41.674,-32.429,0.8,0.42,0.5,-779.0,-9.73,2.117,-6.543,-300.204,41.815,-32.95,0.6,0.42,0.5,-779.0,2.625,91602.789,843.23,2.624,91601.437,842.658,4524,-6.576,843.23,-3272769.750,-1.74,2.33,15159.323,0.0,4.157,-4.77
4564,2,4564,40,-9.76,2.119,-6.555,-299.655,41.730,-32.490,0.8,0.42,0.5,-779.0,-9.95,2.153,-6.543,-299.313,41.639,-32.651,0.6,0.43,0.5,-779.0,2.625,91600.984,843.4,2.624,91600.265,842.861,4564,-6.555,843.4,-3535411.750,0.480,2.14,15268.608,0.0,4.157,-4.64
4612,2,4612,48,-9.69,2.129,-6.561,-299.707,41.800,-32.470,0.8,0.42,0.4,-779.0,-9.44,2.88,-6.601,-299.546,41.902,-32.622,0.8,0.41,0.3,-779.0,2.626,91602.125,842.922,2.629,91604.851,842.455,4612,-6.561,842.922,-3850203.250,-1.689,2.53,15388.860,0.0,4.150,-4.67
4651,2,4651,39,-9.79,2.134,-6.575,-299.675,41.750,-32.546,0.8,0.42,0.4,-779.0,-9.116,2.175,-6.629,-299.619,41.946,-32.738,0.11,0.43,0.4,-779.0,2.625,91603.234,842.820,2.624,91605.921,842.755,4651,-6.575,842.820,-4106363.250,-2.619,2.85,15479.499,0.0,4.150,-4.76
4687,2,4687,36,-9.87,2.137,-6.578,-299.669,41.762,-32.499,0.9,0.42,0.4,-779.0,-9.109,2.153,-6.572,-299.663,41.508,-32.388,0.12,0.39,0.1,-779.0,2.625,91603.0,842.699,2.624,91602.507,842.764,4687,-6.578,842.699,-4343128.500,-3.373,2.112,15558.583,0.0,4.157,-4.78
4727,2,4727,40,-9.79,2.130,-6.598,-299.520,41.739,-32.446,0.9,0.42,0.4,-779.0,-9.30,2.81,-6.644,-299.459,41.698,-31.832,0.8,0.42,0.8,-779.0,2.627,91602.765,842.780,2.633,91600.265,843.63,4727,-6.598,842.780,-4606660.500,2.26,1.942,15641.998,0.0,4.157,-4.90
4763,2,4763,36,-9.64,2.130,-6.608,-299.541,41.818,-32.376,0.9,0.41,0.4,-779.0,-9.23,2.153,-6.594,-299.415,42.34,-32.300,0.7,0.41,0.3,-779.0,2.629,91602.757,842.720,2.633,91600.265,842.561,4763,-6.608,842.720,-4844382.0,-1.666,2.52,15713.102,0.0,4.157,-4.97
4803,2,4803,40,-9.69,2.134,-6.605,-299.622,41.756,-32.271,0.9,0.41,0.4,-779.0,-9.66,2.110,-6.586,-299.956,41.596,-32.95,0.8,0.38,0.2,-779.0,2.630,91602.273,842.701,2.638,91602.406,842.359,4803,-6.605,842.701,-5108660.500,0.480,2.14,15788.284,0.0,4.150,-4.95
4839,2,4839,36,-9.54,2.119,-6.583,-299.736,41.683,-32.195,0.9,0.40,0.4,-779.0,-9.44,2.96,-6.522,-300.190,41.581,-32.358,0.9,0.40,0.6,-779.0,2.633,91601.335,842.743,2.638,91601.234,842.967,4839,-6.583,842.743,-5346072.0,1.174,1.965,15852.788,0.0,4.157,-4.82
4879,2,4879,40,-9.57,2.103,-6.591,-299.760,41.800,-32.183,0.9,0.41,0.4,-779.0,-9.123,2.74,-6.608,-299.780,42.92,-32.329,0.11,0.43,0.1,-779.0,2.636,91600.203,842.683,2.638,91596.859,842.465,4879,-6.591,842.683,-5609575.500,-1.496,2.47,15921.23,0.0,4.150,-4.86
4915,2,4915,36,-9.59,2.110,-6.586,-299.915,41.771,-32.350,0.9,0.42,0.4,-779.0,-9.37,2.117,-6.622,-300.233,41.552,-32.665,0.12,0.46,0.7,-779.0,2.636,91599.312,842.606,2.633,91595.789,842.677,4915,-6.586,842.606,-5846780.500,-2.148,2.68,15979.588,0.0,4.150,-4.83
4955,2,4955,40,-9.102,2.107,-6.601,-299.894,41.651,-32.338,0.10,0.41,0.5,-779.0,-9.238,2.139,-6.665,-299.313,41.435,-32.242,0.8,0.37,0.8,-779.0,2.638,91599.757,842.669,2.642,91602.507,842.879,4955,-6.601,842.669,-6110542.500,1.588,1.954,16042.2,0.0,4.150,-4.92
4991,2,4991,36,-9.109,2.98,-6.629,-299.842,41.639,-32.399,0.9,0.41,0.5,-779.0,-9.102,2.67,-6.730,-299.693,41.537,-32.402,0.7,0.36,0.2,-779.0,2.639,91601.85,842.691,2.642,91609.31,842.465,4991,-6.629,842.691,-6348703.500,0.590,1.982,16095.855,0.0,4.150,-4.110
5031,2,5031,40,-9.119,2.114,-6.642,-299.868,41.639,-32.353,0.9,0.42,0.5,-779.0,-9.95,2.175,-6.586,-300.321,41.581,-32.125,0.7,0.47,0.6,-779.0,2.641,91600.640,842.652,2.647,91598.992,842.773,5031,-6.642,842.652,-6614159.500,0.971,2.30,16153.851,0.0,4.157,-4.118
5068,2,5068,37,-9.109,2.106,-6.650,-299.786,41.531,-32.323,0.8,0.41,0.6,-779.0,-9.73,2.31,-6.644,-299.371,41.552,-32.183,0.8,0.41,0.6,-779.0,2.642,91601.273,842.754,2.647,91600.62,842.976,5068,-6.650,842.754,-6860078.0,2.766,1.923,16205.510,0.0,4.157,-4.123
5635,2,5635,567,-9.119,2.104,-6.645,-299.774,41.654,-32.432,0.7,0.41,0.5,-779.0,-9.87,2.110,-6.601,-300.175,42.166,-33.206,0.4,0.43,0.5,-779.0,2.645,91601.921,842.774,2.647,91599.39,842.778,5635,-6.645,842.774,-10629429.0,0.35,1.998,16824.82,0.0,4.157,-4.120
6193,2,6193,558,-9.67,2.103,-6.635,-299.845,41.715,-32.508,0.7,0.41,0.5,-779.0,-8.980,2.132,-6.615,-299.663,41.742,-32.622,0.10,0.37,0.6,-779.0,2.628,91601.664,842.816,2.554,91601.179,843.87,6193,-6.635,842.816,-14334944.0,0.74,1.997,17245.523,0.0,4.150,-4.114
6246,2,6246,53,-9.64,2.109,-6.615,-299.780,41.759,-32.613,0.8,0.42,0.5,-779.0,-9.87,2.96,-6.629,-299.371,41.756,-32.928,0.10,0.43,0.2,-779.0,2.612,91600.31,842.984,2.563,91600.875,843.307,6246,-6.615,842.984,-14686102.0,3.180,1.912,17279.216,0.0,4.150,-4.101
6282,2,6282,36,-9.54,2.96,-6.625,-299.397,41.788,-32.803,0.7,0.40,0.4,-779.0,-9.44,2.110,-6.637,-298.406,41.727,-33.75,0.6,0.38,0.5,-779.0,2.599,91600.828,842.954,2.582,91603.15,842.621,6282,-6.625,842.954,-14924444.0,0.844,2.25,17300.996,0.0,4.150,-4.107
6322,2,6322,40,-9.128,2.98,-6.654,-299.280,41.780,-32.952,0.8,0.39,0.5,-779.0,-9.439,2.45,-6.787,-298.786,41.508,-32.928,0.9,0.34,0.8,-779.0,2.589,91600.703,842.887,2.596,91599.406,842.640,6322,-6.654,842.887,-15190044.0,-1.681,2.53,17325.246,0.0,4.157,-4.125
6358,2,6358,36,-9.120,2.123,-6.657,-299.73,41.598,-32.873,0.9,0.38,0.4,-779.0,-9.52,2.232,-6.615,-299.137,41.259,-32.812,0.10,0.37,0.1,-779.0,2.582,91602.78,842.782,2.615,91605.921,842.253,6358,-6.657,842.782,-15429652.0,-2.916,2.95,17346.601,0.0,4.157,-4.127
6398,2,6398,40,-9.202,2.127,-6.657,-299.14,41.546,-32.896,0.9,0.36,0.4,-779.0,-9.389,2.153,-6.615,-299.371,41.479,-32.738,0.12,0.29,0.3,-779.0,2.597,91602.351,842.758,2.629,91602.507,842.967,6398,-6.657,842.758,-15695941.0,0.601,2.18,17371.585,0.0,4.157,-4.127
6434,2,6434,36,-9.199,2.152,-6.668,-299.44,41.479,-32.943,0.10,0.36,0.4,-779.0,-9.73,2.218,-6.687,-299.517,41.420,-33.162,0.12,0.44,0.3,-779.0,2.612,91603.101,842.692,2.638,91604.648,842.976,6434,-6.668,842.692,-15935808.0,-1.837,2.58,17393.701,0.0,4.144,-4.134
6474,2,6474,40,-9.237,2.160,-6.681,-299.190,41.370,-32.838,0.11,0.36,0.5,-779.0,-9.231,2.153,-6.701,-299.137,41.186,-32.548,0.11,0.37,0.11,-779.0,2.625,91602.742,842.681,2.647,91601.234,842.571,6474,-6.681,842.681,-16202815.0,0.251,2.7,17418.11,0.0,4.157,-4.142
6510,2,6510,36,-9.158,2.165,-6.632,-299.248,41.376,-32.864,0.11,0.37,0.4,-779.0,-9.44,2.67,-6.543,-299.79,41.537,-33.60,0.12,0.38,0.1,-779.0,2.635,91602.875,842.608,2.647,91600.62,842.272,6510,-6.632,842.608,-16442475.0,-2.48,2.65,17439.267,0.0,4.150,-4.112
6550,2,6550,40,-9.149,2.144,-6.632,-299.380,41.487,-32.940,0.11,0.39,0.5,-779.0,-9.8,2.132,-6.615,-299.795,41.815,-33.192,0.7,0.46,0.5,-779.0,2.642,91602.171,842.652,2.652,91602.406,842.475,6550,-6.632,842.652,-16707787.0,1.107,1.967,17462.500,0.0,4.150,-4.112
6586,2,6586,36,-9.85,2.132,-6.624,-299.380,41.432,-33.86,0.10,0.42,0.5,-779.0,-9.66,2.88,-6.572,-299.371,41.201,-33.469,0.6,0.44,0.3,-779.0,2.648,91601.890,842.555,2.656,91601.132,842.483,6586,-6.624,842.555,-16946414.0,-2.685,2.87,17482.824,0.0,4.150,-4.107
6626,2,6626,40,-9.16,2.117,-6.562,-299.365,41.467,-33.162,0.9,0.42,0.4,-779.0,-8.729,2.146,-6.378,-299.444,41.596,-33.542,0.9,0.43,0.2,-779.0,2.652,91602.85,842.679,2.656,91605.617,843.592,6626,-6.562,842.679,-17210148.0,3.80,1.915,17504.949,0.0,4.150,-4.68
6662,2,6662,36,-8.970,2.120,-6.522,-299.298,41.578,-33.168,0.8,0.41,0.1,-779.0,-9.1,2.167,-6.500,-298.801,41.742,-32.578,0.5,0.34,0.5,-779.0,2.653,91602.968,842.702,2.652,91605.617,842.686,6662,-6.522,842.702,-17445674.0,0.637,1.981,17524.64,0.0,4.150,-4.43
6702,2,6702,40,-8.931,2.136,-6.506,-299.418,41.642,-33.86,0.7,0.41,0.2,-779.0,-8.851,2.146,-6.464,-299.678,41.859,-32.651,0.7,0.37,0.7,-779.0,2.654,91603.414,842.945,2.652,91602.304,843.486,6702,-6.506,842.945,-17706248.0,6.74,1.845,17545.224,0.0,4.157,-4.34
6743,2,6743,41,-8.997,2.133,-6.502,-299.406,41.610,-32.966,0.8,0.37,0.4,-779.0,-9.339,2.117,-6.594,-299.736,41.654,-32.592,0.10,0.28,0.14,-779.0,2.654,91602.953,843.6,2.652,91600.62,842.783,6743,-6.502,843.6,-17972924.0,1.503,1.956,17566.486,0.0,4.157,-4.31
6782,2,6782,39,-9.16,2.144,-6.499,-299.427,41.733,-32.806,0.8,0.37,0.5,-779.0,-9.159,2.146,-6.558,-299.473,41.815,-32.665,0.7,0.43,0.10,-779.0,2.652,91602.500,843.64,2.647,91598.890,842.773,6782,-6.499,843.64,-18226452.0,1.485,1.957,17586.296,0.0,4.150,-4.29
6818,2,6818,36,-9.82,2.140,-6.539,-299.377,41.824,-32.557,0.7,0.37,0.6,-779.0,-9.59,2.124,-6.579,-299.196,42.49,-32.300,0.6,0.43,0.6,-779.0,2.652,91603.398,842.800,2.656,91610.101,842.272,6818,-6.539,842.800,-18461150.0,-7.332,2.282,17603.939,0.0,4.150,-4.54
6858,2,6858,40,-9.72,2.143,-6.562,-299.561,41.867,-32.627,0.7,0.40,0.6,-779.0,-8.951,2.182,-6.615,-299.722,41.961,-32.928,0.6,0.48,0.6,-779.0,2.651,91601.859,842.960,2.647,91597.921,843.486,6858,-6.562,842.960,-18723190.0,3.996,1.892,17624.232,0.0,4.150,-4.68
6894,2,6894,36,-9.92,2.144,-6.582,-299.538,41.780,-32.683,0.7,0.42,0.4,-779.0,-8.951,2.153,-6.565,-299.561,41.420,-32.928,0.7,0.49,0.2,-779.0,2.649,91600.62,842.858,2.642,91593.343,842.976,6894,-6.582,842.858,-18959800.0,-2.834,2.92,17642.83,0.0,4.150,-4.81
6934,2,6934,40,-9.27,2.162,-6.591,-299.418,41.835,-32.627,0.7,0.45,0.3,-779.0,-9.16,2.203,-6.637,-299.137,41.932,-32.315,0.10,0.44,0.11,-779.0,2.648,91600.750,843.18,2.647,91603.476,843.583,6934,-6.591,843.18,-19223274.0,4.3,1.892,17661.554,0.0,4.150,-4.86
6970,2,6970,36,-9.21,2.160,-6.602,-299.257,41.724,-32.668,0.7,0.43,0.5,-779.0,-9.131,2.139,-6.615,-298.669,41.259,-32.870,0.9,0.32,0.17,-779.0,2.648,91600.984,843.37,2.647,91600.62,842.870,6970,-6.602,843.37,-19460764.0,0.539,1.984,17678.873,0.0,4.157,-4.93
7010,2,7010,40,-8.997,1.893,-6.674,-299.725,41.645,-32.280,0.7,0.43,0.5,-779.0,-8.937,0.789,-6.938,-301.534,41.654,-30.356,0.7,0.41,0.9,-779.0,2.647,91599.875,843.159,2.652,91604.546,842.879,7010,-6.674,843.159,-19726306.0,3.38,1.916,17698.287,0.0,4.150,-4.138
7046,2,7046,36,-9.17,1.867,-6.681,-299.658,41.520,-32.271,0.8,0.41,0.8,-779.0,-9.52,2.53,-6.651,-299.386,41.332,-32.885,0.8,0.38,0.8,-779.0,2.646,91599.187,843.78,2.642,91594.515,843.82,7046,-6.681,843.78,-19966716.0,-2.246,2.72,17715.384,0.0,4.157,-4.142
7086,2,7086,40,-9.36,1.847,-6.680,-299.646,41.549,-32.177,0.9,0.40,0.8,-779.0,-9.44,2.53,-6.558,-299.503,41.566,-32.461,0.10,0.44,0.2,-779.0,2.648,91601.429,843.140,2.652,91604.546,843.284,7086,-6.680,843.140,-20233952.0,1.541,1.955,17733.923,0.0,4.144,-4.141
7122,2,7122,36,-9.29,1.843,-6.675,-299.824,41.473,-32.206,0.9,0.40,0.6,-779.0,-8.980,2.182,-6.615,-300.29,41.552,-32.461,0.10,0.44,0.3,-779.0,2.649,91601.875,843.61,2.652,91605.718,843.188,7122,-6.675,843.61,-20474362.0,-2.197,2.70,17750.501,0.0,4.150,-4.139
7162,2,7162,40,-8.980,1.853,-6.675,-300.32,41.560,-32.128,0.10,0.42,0.3,-779.0,-8.886,2.189,-6.615,-299.707,41.698,-32.475,0.13,0.44,0.5,-779.0,2.648,91601.421,843.62,2.642,91597.820,842.879,7162,-6.675,843.62,-20741398.0,0.42,1.998,17768.833,0.0,4.157,-4.139
7198,2,7198,36,-9.1,2.124,-6.594,-299.637,41.502,-32.510,0.10,0.43,0.2,-779.0,-9.44,2.146,-6.529,-299.561,41.362,-32.271,0.11,0.46,0.5,-779.0,2.647,91601.0,843.22,2.647,91602.406,842.677,7198,-6.594,843.22,-20980256.0,-1.122,2.34,17784.986,0.0,4.150,-4.88
7239,2,7239,41,-8.973,2.132,-6.568,-299.830,41.572,-32.455,0.10,0.44,0.2,-779.0,-8.908,2.88,-6.522,-300.350,41.683,-32.607,0.8,0.42,0.5,-779.0,2.649,91601.898,842.960,2.652,91598.992,842.773,7239,-6.568,842.960,-21250082.0,-1.505,2.47,17802.921,0.0,4.150,-4.72
7287,2,7287,48,-8.977,2.156,-6.583,-299.921,41.584,-32.423,0.10,0.43,0.4,-779.0,-9.66,2.175,-6.637,-299.956,41.625,-32.300,0.9,0.40,0.7,-779.0,2.649,91601.921,842.837,2.652,91604.648,842.667,7287,-6.583,842.837,-21565734.0,-2.572,2.83,17823.619,0.0,4.150,-4.82
7326,2,7326,39,-8.991,2.137,-6.585,-299.763,41.593,-32.420,0.9,0.42,0.6,-779.0,-9.52,2.88,-6.622,-299.239,41.596,-32.446,0.7,0.39,0.6,-779.0,2.648,91602.148,842.754,2.647,91606.890,842.773,7326,-6.585,842.754,-21822538.0,-2.128,2.68,17840.156,0.0,4.157,-4.82
7362,2,7362,36,-9.33,2.111,-6.582,-299.701,41.531,-32.475,0.8,0.40,0.6,-779.0,-9.95,2.60,-6.601,-299.400,41.391,-32.753,0.6,0.36,0.9,-779.0,2.648,91602.171,842.793,2.642,91597.921,843.73,7362,-6.582,842.793,-22059562.0,1.79,1.968,17855.449,0.0,4.157,-4.81
7402,2,7402,40,-9.44,2.103,-6.602,-299.573,41.566,-32.522,0.8,0.39,0.6,-779.0,-9.102,2.103,-6.629,-298.918,41.537,-32.505,0.9,0.40,0.3,-779.0,2.646,91601.281,842.852,2.638,91597.921,842.976,7402,-6.602,842.852,-22323266.0,1.493,1.957,17872.343,0.0,4.157,-4.93
7438,2,7438,36,-9.93,2.94,-6.629,-299.356,41.461,-32.458,0.8,0.39,0.6,-779.0,-9.152,2.45,-6.658,-299.269,41.157,-32.285,0.9,0.41,0.5,-779.0,2.645,91601.718,842.914,2.647,91601.234,843.82,7438,-6.629,842.914,-22561452.0,1.715,1.951,17887.255,0.0,4.150,-4.110
7478,2,7478,40,-9.76,2.96,-6.625,-299.313,41.324,-32.613,0.8,0.41,0.4,-779.0,-8.980,2.182,-6.615,-299.736,40.938,-33.75,0.10,0.47,0.0,-779.0,2.643,91601.250,843.78,2.642,91602.304,843.486,7478,-6.625,843.78,-22826564.0,4.93,1.890,17903.892,0.0,4.150,-4.107
7514,2,7514,36,-9.85,2.119,-6.604,-299.374,41.277,-32.680,0.9,0.41,0.5,-779.0,-9.95,2.203,-6.515,-299.546,41.362,-32.782,0.10,0.43,0.7,-779.0,2.642,91600.578,843.199,2.638,91603.476,843.380,7514,-6.604,843.199,-23064700.0,3.373,1.908,17918.681,0.0,4.157,-4.94
7554,2,7554,40,-9.66,2.127,-6.599,-299.289,41.254,-32.592,0.9,0.43,0.3,-779.0,-9.1,2.103,-6.579,-298.976,41.274,-32.315,0.9,0.43,0.0,-779.0,2.642,91599.914,843.323,2.642,91594.617,843.689,7554,-6.599,843.323,-23328778.0,3.83,1.915,17935.11,0.0,4.157,-4.91
7590,2,7590,36,-9.59,2.132,-6.595,-299.421,41.93,-32.598,0.9,0.44,0.3,-779.0,-9.66,2.124,-6.608,-299.576,40.733,-32.534,0.6,0.47,0.2,-779.0,2.643,91601.0,843.386,2.647,91603.375,843.294,7590,-6.595,843.386,-23566292.0,1.766,1.949,17949.292,0.0,4.150,-4.89
7630,2,7630,40,-9.39,2.165,-6.581,-299.482,40.990,-32.624,0.9,0.44,0.3,-779.0,-9.52,2.210,-6.586,-299.576,40.646,-32.417,0.11,0.42,0.5,-779.0,2.644,91600.531,843.346,2.652,91598.890,842.879,7630,-6.581,843.346,-23829824.0,-1.16,2.31,17965.103,0.0,4.157,-4.80
7666,2,7666,36,-9.54,2.154,-6.579,-299.406,41.40,-32.455,0.8,0.43,0.5,-779.0,-9.59,2.132,-6.608,-299.356,41.186,-32.227,0.6,0.39,0.8,-779.0,2.645,91600.531,843.186,2.647,91602.304,842.686,7666,-6.579,843.186,-24066718.0,-4.445,2.153,17978.974,0.0,4.157,-4.79
7706,2,7706,40,-9.44,2.130,-6.596,-299.400,40.982,-32.394,0.8,0.42,0.5,-779.0,-9.44,2.81,-6.601,-299.517,41.69,-32.475,0.8,0.39,0.10,-779.0,2.647,91600.750,843.47,2.647,91604.546,842.686,7706,-6.596,843.47,-24330250.0,-3.472,2.116,17994.292,0.0,4.157,-4.90
7742,2,7742,36,-9.53,2.130,-6.609,-299.582,41.81,-32.437,0.8,0.43,0.5,-779.0,-9.44,2.103,-6.644,-299.883,41.771,-32.534,0.10,0.49,0.0,-779.0,2.648,91601.148,842.906,2.647,91596.648,842.985,7742,-6.609,842.906,-24567972.0,-3.911,2.132,18007.869,0.0,4.150,-4.98
7793,2,7793,51,-9.57,2.133,-6.618,-299.614,41.259,-32.470,0.9,0.43,0.5,-779.0,-9.87,2.139,-6.651,-299.736,41.625,-32.695,0.12,0.49,0.1,-779.0,2.648,91602.289,842.784,2.647,91609.31,842.686,7793,-6.618,842.784,-24905294.0,-2.381,2.76,18026.792,0.0,4.157,-4.103
7829,2,7829,36,-9.63,2.119,-6.622,-299.599,41.391,-32.478,0.9,0.42,0.5,-779.0,-9.80,2.139,-6.608,-299.503,41.303,-32.461,0.9,0.37,0.9,-779.0,2.647,91602.976,842.806,2.647,91602.304,842.985,7829,-6.622,842.806,-25143636.0,0.591,1.982,18040.78,0.0,4.150,-4.106
7869,2,7869,40,-9.66,2.123,-6.611,-299.573,41.411,-32.516,0.9,0.42,0.5,-779.0,-9.73,2.153,-6.550,-299.225,41.289,-32.417,0.8,0.38,0.6,-779.0,2.648,91602.523,842.763,2.652,91600.62,842.475,7869,-6.611,842.763,-25408316.0,-1.60,2.32,18054.968,0.0,4.150,-4.98
7905,2,7905,36,-9.69,2.134,-6.606,-299.573,41.511,-32.619,0.9,0.43,0.5,-779.0,-9.59,2.139,-6.579,-299.517,41.566,-32.987,0.8,0.41,0.10,-779.0,2.648,91601.835,842.802,2.647,91601.132,842.879,7905,-6.606,842.802,-25646244.0,1.69,1.968,18068.304,0.0,4.157,-4.96
7945,2,7945,40,-9.62,2.146,-6.598,-299.517,41.520,-32.551,0.9,0.40,0.6,-779.0,-9.8,2.160,-6.601,-299.605,41.815,-32.198,0.7,0.38,0.3,-779.0,2.649,91602.289,842.742,2.652,91598.890,842.686,7945,-6.598,842.742,-25910350.0,-1.492,2.46,18082.687,0.0,4.157,-4.90
7981,2,7981,36,-9.70,2.129,-6.576,-299.567,41.414,-32.540,0.8,0.38,0.7,-779.0,-9.131,2.53,-6.543,-299.985,41.99,-32.636,0.5,0.39,0.7,-779.0,2.651,91599.804,842.762,2.656,91596.648,842.783,7981,-6.576,842.762,-26147504.0,0.537,1.984,18096.164,0.0,4.157,-4.77
8021,2,8021,40,-9.37,2.124,-6.559,-299.541,41.502,-32.534,0.8,0.40,0.5,-779.0,-8.915,2.117,-6.522,-299.371,41.742,-32.432,0.12,0.43,0.0,-779.0,2.651,91600.39,842.881,2.647,91603.476,843.583,8021,-6.559,842.881,-26410232.0,2.990,1.917,18110.361,0.0,4.150,-4.66
8060,2,8060,39,-9.23,2.96,-6.562,-299.649,41.525,-32.396,0.9,0.41,0.3,-779.0,-9.1,2.9,-6.565,-299.766,41.406,-31.730,0.11,0.46,0.3,-779.0,2.650,91600.273,842.943,2.647,91601.234,842.783,8060,-6.562,842.943,-26666112.0,1.582,1.954,18123.937,0.0,4.144,-4.68
8096,2,8096,36,-9.14,2.101,-6.562,-299.690,41.657,-32.353,0.9,0.42,0.1,-779.0,-9.16,2.167,-6.579,-299.722,42.224,-32.768,0.8,0.41,0.2,-779.0,2.648,91599.851,842.984,2.638,91598.992,843.82,8096,-6.562,842.984,-26902360.0,1.129,1.967,18136.400,0.0,4.150,-4.68
