millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_lastUpdate,Velocity_lastZAccel,Velocity_lastAlt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Target_air_brake_angle,Air_brake_angle,Air_brake_error,Battery_voltage,Z_accel_times_burnoutMass
4317,2,4317,4317,0.749,0.768,0.225,37.3,19.979,52.505,0.30,0.23,0.79,-395.0,-1.55,0.825,0.68,37.65,19.906,52.586,0.114,0.296,0.3,-395.0,14.410,92232.867,785.835,14.413,92232.265,786.425,4317,0.225,786.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.135
4366,2,4366,49,0.970,0.694,0.367,37.193,19.883,52.405,0.15,0.46,0.113,-395.0,-1.485,1.177,0.650,37.883,19.409,52.206,0.17,0.23,0.228,-395.0,14.414,92233.23,785.698,14.423,92232.125,785.536,4366,0.367,785.536,-14522.447,-18.137,3.193,0.0,0.0,0.0,0.0,4.47,0.221
4408,2,4408,42,0.511,0.440,0.891,37.135,20.546,52.98,0.424,0.349,0.21,-395.0,0.696,-4.651,-3.169,37.35,23.253,51.169,2.60,1.505,0.211,-395.0,14.421,92233.117,785.870,14.436,92234.117,785.753,4408,0.891,785.753,-40959.660,5.166,1.865,0.0,0.0,0.0,0.0,4.54,0.537
4444,2,4444,36,0.318,0.875,0.974,36.936,21.370,51.794,0.392,0.291,0.1,-395.0,0.86,-1.679,0.994,36.173,24.57,50.993,0.90,0.138,0.68,-395.0,14.426,92233.218,785.861,14.441,92235.187,785.671,4444,0.974,785.671,-74551.500,-2.290,2.73,0.0,0.0,0.0,0.0,4.60,0.587
4486,2,4486,42,0.681,1.989,-1.263,36.957,22.43,51.560,0.204,0.200,0.53,-395.0,-1.651,14.277,-1.432,36.626,23.589,50.847,0.818,0.90,0.185,-395.0,14.434,92231.921,785.937,14.455,92225.921,786.298,4486,-1.263,786.298,-121550.718,14.947,1.690,0.0,0.0,0.0,0.0,4.54,0.761
4523,2,4523,37,0.779,1.961,0.558,37.3,22.698,51.31,0.295,0.335,0.33,-395.0,-1.543,0.681,3.455,37.299,23.180,49.941,0.340,0.377,0.106,-395.0,14.443,92232.23,786.12,14.459,92232.757,786.804,4523,0.558,786.804,-155252.296,13.653,1.709,0.0,0.0,0.0,0.0,4.60,0.336
4566,2,4566,43,0.670,1.880,0.480,36.731,23.338,50.923,0.296,0.333,0.24,-395.0,0.940,0.775,0.262,36.524,22.610,51.666,0.12,0.11,0.60,-395.0,14.452,92231.640,786.64,14.469,92230.195,785.793,4566,0.480,785.793,-177596.250,-23.509,4.393,0.0,0.0,0.0,0.0,4.54,0.289
4602,2,4602,36,-1.108,2.911,0.2,36.503,23.139,50.914,0.113,0.27,0.3,-395.0,-1.493,0.502,0.750,35.895,22.259,51.125,0.14,0.25,0.69,-395.0,14.458,92231.335,786.216,14.469,92232.617,786.516,4602,0.2,786.516,-186198.406,20.92,1.623,0.0,0.0,0.0,0.0,4.60,0.1
4644,2,4644,42,-1.92,4.232,0.359,36.635,22.759,51.2,0.207,0.14,0.34,-395.0,0.165,4.924,0.785,36.831,22.157,51.432,0.560,0.344,0.121,-395.0,14.465,92230.828,786.364,14.473,92232.617,786.407,4644,0.359,786.407,-178596.750,-2.596,2.84,0.0,0.0,0.0,0.0,4.60,0.216
4680,2,4680,36,-2.304,0.143,1.415,36.568,22.519,51.90,0.59,0.115,0.129,-395.0,-7.709,-6.166,3.850,36.290,22.391,51.286,0.517,0.560,0.291,-395.0,14.469,92232.796,786.265,14.478,92235.820,785.805,4680,1.415,785.805,-146652.46,-16.715,3.5,0.0,0.0,0.0,0.0,4.60,0.852
4723,2,4723,43,-2.236,0.50,0.822,36.24,22.437,51.385,0.91,0.581,0.231,-395.0,-1.205,0.215,-7.735,34.580,22.771,51.417,0.497,2.703,0.613,-395.0,14.472,92232.984,786.125,14.473,92233.687,786.106,4723,0.822,786.106,-133899.750,7.3,1.826,0.0,0.0,0.0,0.0,4.54,0.495
4759,2,4759,36,-1.760,0.122,-1.12,34.755,22.636,51.341,0.112,0.812,0.253,-395.0,1.442,1.134,-1.210,30.181,23.604,51.446,0.92,1.170,0.171,-395.0,14.474,92235.234,786.191,14.478,92241.445,786.119,4759,-1.12,786.119,-166923.46,0.345,1.989,0.0,0.0,0.0,0.0,4.41,0.609
4807,2,4807,48,-1.363,0.195,0.951,33.311,23.86,51.292,0.102,0.857,0.237,-395.0,0.488,0.868,0.449,28.675,24.510,50.876,0.32,0.198,0.12,-395.0,14.477,92234.296,785.907,14.482,92227.914,785.96,4807,0.951,785.96,-214055.218,-21.317,3.774,0.0,0.0,0.0,0.0,4.47,0.573
4843,2,4843,36,-1.124,0.519,-1.217,31.508,23.618,51.242,0.219,0.953,0.253,-395.0,1.363,1.349,0.542,27.813,24.817,51.183,0.22,0.131,0.203,-395.0,14.478,92233.359,785.909,14.478,92227.914,786.420,4843,-1.217,786.420,-253099.828,36.788,1.475,0.0,0.0,0.0,0.0,4.41,0.733
4913,2,4913,70,0.473,1.26,-2.117,29.649,24.142,51.46,0.129,0.869,0.220,-395.0,0.279,1.564,0.650,26.995,25.7,50.306,0.67,0.143,0.127,-395.0,14.479,92231.132,785.969,14.482,92224.710,786.106,4913,-2.117,786.106,-369822.312,-4.479,2.155,0.0,0.0,0.0,0.0,4.41,-1.275
4949,2,4949,36,1.263,0.664,-1.58,28.140,24.612,50.800,0.103,0.521,0.154,-395.0,2.742,-1.593,-2.437,27.38,25.124,50.190,0.367,0.961,0.283,-395.0,14.477,92230.7,786.10,14.464,92228.54,786.311,4949,-1.58,786.311,-426982.500,5.681,1.854,0.0,0.0,0.0,0.0,4.41,0.637
4992,2,4992,43,0.515,0.882,0.944,27.471,25.51,50.494,0.52,0.286,0.270,-395.0,-2.297,2.225,0.643,26.834,25.796,49.912,0.164,0.0,0.751,-395.0,14.476,92227.296,786.68,14.473,92227.914,786.407,4992,0.944,786.407,-470038.500,2.234,1.937,0.0,0.0,0.0,0.0,4.47,0.569
5028,2,5028,36,0.766,0.681,0.990,27.68,25.299,50.397,0.61,0.246,0.273,-395.0,1.744,0.136,0.678,26.658,25.752,50.394,0.11,0.3,0.0,-395.0,14.474,92227.945,786.376,14.473,92231.117,786.638,5028,0.990,786.638,-504870.781,6.405,1.838,0.0,0.0,0.0,0.0,4.54,0.596
5070,2,5070,42,0.928,0.433,0.857,26.989,25.340,50.333,0.37,0.131,0.255,-395.0,2.175,0.107,0.124,27.418,25.21,50.862,0.93,0.443,0.112,-395.0,14.474,92228.609,786.376,14.478,92231.257,786.420,5070,0.857,786.420,-543669.312,-5.180,2.184,0.0,0.0,0.0,0.0,4.54,0.516
5106,2,5106,36,0.683,0.203,-1.118,27.325,25.428,50.494,0.61,0.153,0.241,-395.0,0.947,0.416,-1.956,28.675,25.445,51.110,0.186,-1.281,0.59,-395.0,14.474,92229.437,786.280,14.482,92228.835,785.627,5106,-1.118,785.627,-579225.187,-22.35,3.950,0.0,0.0,0.0,0.0,4.60,0.673
5149,2,5149,43,0.519,0.908,0.252,27.860,25.679,50.651,0.136,0.331,0.180,-395.0,1.923,1.931,1.890,29.713,26.381,50.979,0.620,0.69,0.23,-395.0,14.479,92229.593,786.305,14.487,92228.835,786.433,5149,0.252,786.433,-608699.500,18.751,1.639,0.0,0.0,0.0,0.0,4.60,0.152
5185,2,5185,36,1.105,0.468,0.61,28.289,25.741,50.850,0.135,0.279,0.213,-395.0,0.631,0.21,0.311,28.982,26.103,50.906,0.163,0.262,0.918,-395.0,14.481,92229.109,786.370,14.487,92225.484,786.734,5185,0.61,786.734,-614355.625,8.365,1.799,0.0,0.0,0.0,0.0,4.60,0.37
5227,2,5227,42,0.541,0.74,0.676,28.745,26.62,50.888,0.126,0.283,0.212,-395.0,-1.76,-2.849,3.10,28.938,27.360,50.584,0.60,0.25,0.5,-395.0,14.484,92228.406,786.269,14.487,92227.625,786.133,5227,0.676,786.133,-601447.625,-14.315,2.752,0.0,0.0,0.0,0.0,4.54,0.407
5263,2,5263,36,0.710,0.113,0.772,29.52,26.480,50.888,0.103,0.188,0.188,-395.0,3.22,1.48,0.605,28.953,27.111,50.862,0.18,0.33,0.5,-395.0,14.487,92227.476,786.253,14.492,92226.554,786.337,5263,0.772,786.337,-575369.187,5.667,1.854,0.0,0.0,0.0,0.0,4.41,0.465
5306,2,5306,43,0.841,0.94,1.150,29.137,26.822,50.771,0.138,0.70,0.181,-395.0,0.294,0.624,0.68,29.99,27.155,50.526,0.12,0.13,0.21,-395.0,14.489,92227.468,786.395,14.492,92228.835,786.337,5306,1.150,786.337,-534033.687,0.0,2.0,0.0,0.0,0.0,0.0,4.54,0.692
5342,2,5342,36,0.580,0.367,0.979,29.102,27.24,50.666,0.27,0.62,0.195,-395.0,0.617,0.567,1.36,29.538,27.389,50.453,0.67,0.29,0.49,-395.0,14.489,92229.750,786.272,14.487,92240.234,785.819,5342,0.979,785.819,-495705.906,-14.378,2.758,0.0,0.0,0.0,0.0,4.41,0.589
5385,2,5385,43,0.473,-5.782,2.325,28.994,27.275,50.613,0.118,0.295,0.155,-395.0,-4.637,-27.55,7.45,28.441,27.360,50.643,0.569,-1.527,0.718,-395.0,14.490,92230.875,786.253,14.492,92231.117,786.638,5385,2.325,786.638,-424645.93,19.28,1.636,0.0,0.0,0.0,0.0,4.47,1.401
5432,2,5432,47,0.749,-4.420,1.893,29.14,27.187,50.777,0.97,0.238,0.145,-395.0,5.39,3.962,0.850,29.41,26.921,51.403,0.46,0.255,0.57,-395.0,14.491,92232.265,786.313,14.492,92234.609,786.433,5432,1.893,786.433,-325482.343,-4.351,2.150,0.0,0.0,0.0,0.0,4.60,1.140
5475,2,5475,43,2.163,-9.26,1.590,29.307,27.199,50.891,0.183,0.262,0.155,-395.0,10.92,-21.980,0.908,30.415,27.170,51.432,0.447,0.84,0.45,-395.0,14.488,92232.757,786.351,14.478,92228.976,786.529,5475,1.590,786.529,-250563.93,2.232,1.937,0.0,0.0,0.0,0.0,4.60,0.958
5512,2,5512,37,2.121,-9.263,1.676,29.529,27.129,51.99,0.175,0.215,0.153,-395.0,0.502,-1.808,0.361,30.210,26.805,51.563,0.23,0.245,0.12,-395.0,14.486,92233.703,786.349,14.482,92233.539,786.324,5512,1.676,786.324,-190108.296,-5.542,2.199,0.0,0.0,0.0,0.0,4.60,1.10
5554,2,5554,42,1.941,-9.277,1.388,29.555,26.939,51.414,0.186,0.191,0.144,-395.0,0.287,0.495,0.406,29.669,26.439,52.31,0.14,0.151,0.3,-395.0,14.486,92229.859,786.512,14.487,92221.70,786.638,5554,1.388,786.638,-125735.15,7.466,1.817,0.0,0.0,0.0,0.0,4.60,0.836
5590,2,5590,36,2.242,-4.782,0.44,29.821,26.889,51.692,0.93,0.143,0.6,-395.0,-3.129,-4.579,0.325,29.771,27.111,52.31,0.104,0.146,0.28,-395.0,14.484,92229.164,786.491,14.482,92227.625,786.529,5590,0.44,786.529,-99940.820,-3.14,2.99,0.0,0.0,0.0,0.0,4.60,0.26
5634,2,5634,44,1.293,-5.524,0.21,29.976,26.968,51.750,0.108,0.103,0.17,-395.0,0.294,0.251,0.735,29.815,27.316,51.695,0.26,0.58,0.1,-395.0,14.484,92228.31,786.469,14.492,92228.976,786.324,5634,0.21,786.324,-98483.750,-4.660,2.162,0.0,0.0,0.0,0.0,4.60,0.13
5670,2,5670,36,0.679,-1.92,0.114,29.774,27.21,51.786,0.22,0.130,0.5,-395.0,0.229,0.179,0.442,29.406,27.433,51.607,0.19,0.49,0.16,-395.0,14.485,92228.7,786.370,14.482,92228.835,786.36,5670,0.114,786.36,-96025.328,-7.988,2.315,0.0,0.0,0.0,0.0,4.47,0.69
5712,2,5712,42,0.625,0.618,0.22,29.634,27.155,51.733,0.28,0.84,0.3,-395.0,0.236,0.559,0.327,29.508,27.477,51.300,0.8,0.16,0.2,-395.0,14.485,92226.851,786.474,14.482,92227.765,786.843,5712,0.22,786.843,-94091.796,19.198,1.634,0.0,0.0,0.0,0.0,4.60,0.13
5748,2,5748,36,0.545,0.696,0.12,29.570,27.427,51.631,0.25,0.62,0.6,-395.0,0.114,0.107,0.355,29.348,27.798,51.520,0.29,0.38,0.20,-395.0,14.486,92227.953,786.534,14.492,92226.554,786.938,5748,0.12,786.938,-94734.468,2.653,1.926,0.0,0.0,0.0,0.0,4.60,0.7
5791,2,5791,43,0.126,0.274,0.137,29.330,27.480,51.537,0.2,0.31,0.0,-395.0,0.229,0.272,0.298,28.573,27.375,51.563,0.35,0.3,0.3,-395.0,14.488,92227.523,786.414,14.492,92225.484,785.928,5791,0.137,785.928,-97971.500,-23.497,4.388,0.0,0.0,0.0,0.0,4.60,0.82
5827,2,5827,36,0.55,0.192,0.332,29.318,27.509,51.560,0.15,0.22,0.0,-395.0,0.57,0.157,0.241,29.757,27.462,51.812,0.40,0.12,0.3,-395.0,14.488,92227.953,786.438,14.492,92231.117,786.447,5827,0.332,786.447,-106444.445,14.409,1.698,0.0,0.0,0.0,0.0,4.60,0.200
5869,2,5869,42,0.40,0.137,0.298,29.321,27.430,51.578,0.20,0.13,0.4,-395.0,0.150,0.93,0.269,29.421,27.38,51.695,0.6,0.4,0.5,-395.0,14.491,92227.953,786.460,14.496,92228.835,786.145,5869,0.298,786.145,-119706.304,-7.170,2.274,0.0,0.0,0.0,0.0,4.54,0.179
5905,2,5905,36,0.58,0.27,0.261,29.190,27.281,51.698,0.21,0.13,0.3,-395.0,0.143,0.7,0.140,28.851,26.731,51.900,0.0,0.15,0.2,-395.0,14.492,92228.164,786.378,14.487,92228.835,786.433,5905,0.261,786.433,-129781.484,7.988,1.806,0.0,0.0,0.0,0.0,4.66,0.157
5977,2,5977,72,0.90,0.155,0.255,29.219,27.129,51.777,0.17,0.3,0.46,-395.0,0.272,0.746,0.327,29.494,27.38,51.914,0.6,0.9,0.228,-395.0,14.492,92227.562,786.231,14.496,92223.500,786.202,5977,0.255,786.202,-148381.296,-3.211,2.106,0.0,0.0,0.0,0.0,4.60,0.153
6013,2,6013,36,0.401,0.226,0.304,29.529,27.114,51.838,0.10,0.3,0.115,-395.0,1.787,0.631,0.542,30.122,27.301,51.870,0.2,0.41,0.350,-395.0,14.489,92228.257,786.310,14.473,92228.976,786.324,6013,0.304,786.324,-158456.484,3.392,1.907,0.0,0.0,0.0,0.0,4.73,0.183
6060,2,6060,47,0.265,0.106,0.347,29.684,27.30,51.756,0.6,0.15,0.147,-395.0,0.739,0.760,0.456,30.532,27.38,51.403,0.48,0.109,0.160,-395.0,14.487,92226.921,786.307,14.482,92224.421,786.433,6060,0.347,786.433,-173769.468,2.320,1.934,0.0,0.0,0.0,0.0,4.60,0.209
6096,2,6096,36,0.492,0.182,0.381,29.868,27.50,51.674,0.1,0.39,0.171,-395.0,1.284,0.287,0.442,30.342,27.141,51.286,0.50,0.121,0.115,-395.0,14.484,92226.703,786.387,14.482,92227.765,786.542,6096,0.381,786.542,-186894.62,3.14,1.917,0.0,0.0,0.0,0.0,4.60,0.229
6144,2,6144,48,0.472,0.142,0.384,30.143,27.185,51.660,0.2,0.30,0.195,-395.0,0.244,0.193,0.154,30.225,27.404,51.826,0.21,0.29,0.122,-395.0,14.484,92227.859,786.346,14.487,92234.609,786.228,6144,0.384,786.228,-205289.390,-6.534,2.243,0.0,0.0,0.0,0.0,4.60,0.231
6180,2,6180,36,0.353,0.7,0.417,30.257,27.179,51.610,0.5,0.22,0.207,-395.0,0.323,0.0,0.492,30.64,27.9,51.666,0.43,0.49,0.289,-395.0,14.482,92228.921,786.392,14.487,92228.835,786.433,6180,0.417,786.433,-219731.953,5.698,1.854,0.0,0.0,0.0,0.0,4.54,0.251
6224,2,6224,44,-1.98,0.338,0.745,30.374,27.158,51.610,0.0,0.8,0.155,-395.0,-5.469,2.361,-2.179,30.707,27.199,51.870,0.19,0.194,0.89,-395.0,14.485,92228.671,786.332,14.487,92227.765,786.23,6224,0.745,786.23,-245311.859,-9.323,2.388,0.0,0.0,0.0,0.0,4.60,0.448
6260,2,6260,36,0.989,2.490,0.238,30.458,27.220,51.666,0.9,0.16,0.145,-395.0,0.193,9.999,2.77,30.955,27.345,51.680,0.4,0.67,0.109,-395.0,14.487,92229.562,786.414,14.492,92228.835,786.843,6260,0.238,786.843,-263010.562,22.774,1.594,0.0,0.0,0.0,0.0,4.66,0.143
6302,2,6302,42,-2.106,2.801,0.620,30.575,27.304,51.739,0.6,0.25,0.134,-395.0,-4.299,1.837,3.850,30.926,27.565,51.651,0.32,0.78,0.62,-395.0,14.489,92230.234,786.414,14.492,92231.117,786.542,6302,0.620,786.542,-254986.812,-7.170,2.274,0.0,0.0,0.0,0.0,4.60,0.373
6338,2,6338,36,-1.864,2.726,0.554,30.821,27.529,51.528,0.10,0.4,0.130,-395.0,0.961,0.567,0.485,31.452,28.529,50.774,0.2,0.76,0.100,-395.0,14.491,92229.531,786.356,14.496,92231.117,785.940,6338,0.554,785.940,-233844.265,-16.701,3.4,0.0,0.0,0.0,0.0,4.60,0.333
6381,2,6381,43,-1.550,2.381,0.674,31.107,27.582,51.540,0.1,0.7,0.72,-395.0,1.249,-1.722,0.110,31.496,27.272,51.724,0.16,0.10,0.1,-395.0,14.492,92228.835,786.419,14.496,92225.343,786.747,6381,0.674,786.747,-207417.703,18.751,1.639,0.0,0.0,0.0,0.0,4.60,0.406
6418,2,6418,37,0.420,1.952,1.86,31.245,27.831,51.444,0.1,0.50,0.54,-395.0,0.179,0.215,0.119,31.394,28.441,51.388,0.3,0.19,0.3,-395.0,14.495,92227.898,786.443,14.501,92223.62,786.145,6418,1.86,786.145,-174824.687,-16.248,2.951,0.0,0.0,0.0,0.0,4.60,0.654
6488,2,6488,70,0.752,0.103,0.315,31.178,27.866,51.482,0.16,0.24,0.33,-395.0,-1.852,0.753,-1.777,30.619,27.521,51.870,0.74,0.62,0.5,-395.0,14.497,92229.296,786.318,14.501,92235.820,786.215,6488,0.315,786.215,-125724.554,1.0,1.970,0.0,0.0,0.0,0.0,4.54,0.190
6524,2,6524,36,0.391,0.221,0.528,31.216,27.755,51.499,0.18,0.19,0.18,-395.0,1.421,0.215,0.370,31.116,27.9,51.739,0.41,0.54,0.12,-395.0,14.495,92229.562,786.296,14.482,92232.468,786.433,6524,0.528,786.433,-129545.851,6.44,1.846,0.0,0.0,0.0,0.0,4.54,0.318
6566,2,6566,42,0.96,0.658,0.759,30.970,27.579,51.581,0.0,0.47,0.118,-395.0,-1.478,3.833,-1.640,30.225,27.652,51.183,0.97,0.212,0.585,-395.0,14.493,92230.718,786.291,14.487,92236.890,785.914,6566,0.759,785.914,-156586.46,-12.350,2.588,0.0,0.0,0.0,0.0,4.60,0.457
6602,2,6602,36,0.202,0.536,0.749,30.467,27.413,51.654,0.27,0.55,0.283,-395.0,0.717,-2.333,0.160,28.982,26.439,52.90,0.153,0.51,0.823,-395.0,14.492,92231.656,786.106,14.487,92230.46,785.819,6602,0.749,785.819,-183743.109,-2.638,2.85,0.0,0.0,0.0,0.0,4.54,0.451
6646,2,6646,44,0.269,0.759,0.780,29.883,27.27,51.841,0.31,0.102,0.303,-395.0,2.541,1.328,0.276,28.471,26.512,52.323,0.21,0.254,0.101,-395.0,14.489,92232.382,786.141,14.487,92226.703,786.324,6646,0.780,786.324,-217408.859,11.469,1.744,0.0,0.0,0.0,0.0,4.54,0.470
6682,2,6682,36,1.454,1.280,0.515,29.505,26.989,51.938,0.45,0.125,0.314,-395.0,4.70,3.359,0.449,28.734,27.331,52.353,0.3,0.53,0.48,-395.0,14.486,92231.656,786.226,14.487,92232.179,786.638,6682,0.515,786.638,-240741.234,8.711,1.792,0.0,0.0,0.0,0.0,4.54,0.310
6724,2,6724,42,1.513,1.563,0.310,29.263,27.38,51.920,0.54,0.76,0.203,-395.0,1.715,1.629,0.656,29.903,27.258,51.651,0.3,0.187,0.538,-395.0,14.488,92231.835,786.84,14.492,92233.398,785.723,6724,0.310,785.723,-258073.281,-21.780,3.885,0.0,0.0,0.0,0.0,4.60,0.186
6761,2,6761,37,0.63,0.73,0.23,29.333,26.986,52.22,0.64,0.16,0.152,-395.0,-9.360,-4.350,0.24,30.575,27.389,51.695,0.145,0.255,-1.194,-395.0,14.488,92230.898,786.127,14.487,92232.179,786.133,6761,0.23,786.133,-263381.875,11.85,1.750,0.0,0.0,0.0,0.0,4.54,0.13
6803,2,6803,42,0.650,-1.55,0.58,29.888,27.269,52.8,0.25,0.8,0.488,-395.0,4.285,-7.243,0.340,31.759,27.857,52.16,0.295,0.178,0.861,-395.0,14.490,92229.984,786.231,14.496,92225.484,786.337,6803,0.58,786.337,-261659.406,4.858,1.872,0.0,0.0,0.0,0.0,4.41,0.35
6839,2,6839,36,0.211,-1.223,0.437,30.660,27.167,52.72,0.93,0.89,0.575,-395.0,-1.765,0.488,-2.760,32.329,26.1,52.645,0.316,0.234,0.332,-395.0,14.491,92230.171,786.173,14.492,92227.625,786.36,6839,0.437,786.36,-268478.437,-8.349,2.334,0.0,0.0,0.0,0.0,4.54,0.263
6882,2,6882,43,0.887,-1.473,0.508,31.558,26.881,52.84,0.69,0.126,0.614,-395.0,0.689,2.110,0.801,33.221,25.898,52.411,0.117,0.133,0.145,-395.0,14.492,92229.484,786.113,14.496,92228.687,786.337,6882,0.508,786.337,-288816.31,6.990,1.826,0.0,0.0,0.0,0.0,4.60,0.306
6918,2,6918,36,0.859,-1.900,0.337,32.145,26.755,52.259,0.15,0.56,0.446,-395.0,1.852,0.509,1.510,32.841,26.629,52.528,0.270,0.164,0.303,-395.0,14.492,92228.328,786.195,14.492,92227.625,786.133,6918,0.337,786.133,-304033.875,-5.667,2.204,0.0,0.0,0.0,0.0,4.54,0.203
6988,2,6988,70,1.254,0.610,0.526,32.662,26.582,52.373,0.37,0.1,0.198,-395.0,1.213,2.103,0.923,33.162,26.527,52.265,0.37,0.18,0.44,-395.0,14.492,92227.15,786.212,14.487,92225.632,786.215,6988,0.526,786.215,-334277.343,1.178,1.965,0.0,0.0,0.0,0.0,4.54,0.317
7024,2,7024,36,0.379,1.348,0.720,32.785,26.337,52.531,0.15,0.34,0.24,-395.0,0.93,2.548,0.628,32.373,26.629,52.806,0.30,0.12,0.7,-395.0,14.490,92226.585,786.269,14.482,92223.351,786.625,7024,0.720,786.625,-356731.62,11.364,1.745,0.0,0.0,0.0,0.0,4.47,0.434
7203,2,7203,179,0.822,1.290,0.235,32.654,26.492,52.475,0.76,0.23,0.42,-395.0,0.452,0.200,0.334,31.672,26.775,52.367,0.9,0.57,0.1,-395.0,14.488,92227.484,786.333,14.482,92232.125,786.355,7203,0.235,786.355,-442291.562,-1.506,2.47,0.0,0.0,0.0,0.0,4.60,0.141
7240,2,7240,37,0.716,0.857,0.144,32.402,26.749,52.481,0.50,0.52,0.73,-395.0,0.157,0.57,0.348,31.964,27.185,52.440,0.17,0.7,0.9,-395.0,14.475,92227.898,786.257,14.432,92230.765,785.958,7240,0.144,785.958,-449326.562,-10.719,2.473,0.0,0.0,0.0,0.0,4.54,0.87
7419,2,7419,179,0.399,1.56,0.584,32.426,26.746,52.446,0.4,0.22,0.14,-395.0,0.265,0.488,0.686,32.958,26.615,52.353,0.4,0.15,0.10,-395.0,14.467,92226.546,786.340,14.450,92220.867,786.547,7419,0.584,786.547,-514584.937,3.291,1.910,0.0,0.0,0.0,0.0,4.54,0.351
7563,2,7563,144,0.203,0.719,0.498,32.309,26.869,52.370,0.12,0.21,0.6,-395.0,0.236,0.416,0.492,32.578,27.141,51.885,0.1,0.13,0.4,-395.0,14.455,92227.203,786.284,14.427,92228.921,785.933,7563,0.498,785.933,-592512.312,-4.269,2.146,0.0,0.0,0.0,0.0,4.60,0.300
7605,2,7605,42,0.213,0.206,0.426,32.247,26.948,52.262,0.7,0.22,0.6,-395.0,0.43,0.14,0.269,32.66,27.24,52.265,0.2,0.18,0.5,-395.0,14.443,92226.898,786.150,14.423,92221.796,785.958,7605,0.426,785.958,-611924.687,0.607,1.982,0.0,0.0,0.0,0.0,4.60,0.256
7642,2,7642,37,0.130,0.215,0.452,32.323,27.18,52.192,0.6,0.19,0.6,-395.0,0.35,0.244,0.463,32.52,27.126,52.16,0.6,0.39,0.3,-395.0,14.435,92226.812,786.177,14.441,92231.695,786.489,7642,0.452,786.489,-628176.125,14.356,1.698,0.0,0.0,0.0,0.0,4.54,0.272
7684,2,7684,42,0.139,0.279,0.447,32.277,26.980,52.145,0.3,0.23,0.5,-395.0,0.200,0.265,0.327,31.730,26.995,52.206,0.0,0.30,0.5,-395.0,14.440,92226.62,786.245,14.459,92226.992,786.298,7684,0.447,786.298,-647075.937,-4.547,2.157,0.0,0.0,0.0,0.0,4.60,0.269
7720,2,7720,36,0.93,0.203,0.377,32.139,27.30,52.154,0.2,0.24,0.5,-395.0,0.35,0.107,0.334,32.271,26.863,52.396,0.3,0.19,0.7,-395.0,14.445,92227.710,786.261,14.473,92229.125,786.625,7720,0.377,786.625,-661932.0,9.58,1.786,0.0,0.0,0.0,0.0,4.60,0.227
7763,2,7763,43,0.44,0.107,0.231,31.970,26.974,52.221,0.3,0.27,0.5,-395.0,0.7,0.64,0.239,31.730,26.863,52.221,0.3,0.29,0.3,-395.0,14.455,92228.171,786.484,14.478,92231.257,787.48,7763,0.231,787.48,-675015.750,9.842,1.772,0.0,0.0,0.0,0.0,4.66,0.139
7800,2,7800,37,0.50,0.196,0.205,31.999,26.857,52.174,0.2,0.31,0.4,-395.0,0.14,0.430,0.140,32.212,26.439,52.31,0.1,0.35,0.0,-395.0,14.467,92229.125,786.639,14.482,92226.554,786.734,7800,0.205,786.734,-683086.625,-8.475,2.340,0.0,0.0,0.0,0.0,4.66,0.123
7841,2,7841,41,0.48,0.159,0.88,32.11,26.907,52.183,0.2,0.27,0.4,-395.0,0.28,0.57,0.117,32.110,27.375,52.60,0.4,0.21,0.3,-395.0,14.476,92228.101,786.568,14.487,92226.554,786.133,7841,0.88,786.133,-689116.250,-14.664,2.785,0.0,0.0,0.0,0.0,4.60,0.53
7877,2,7877,36,0.45,0.202,0.2,32.72,26.834,52.90,0.3,0.25,0.4,-395.0,0.186,0.480,0.103,32.37,26.629,51.739,0.6,0.18,0.5,-395.0,14.483,92228.460,786.657,14.496,92228.835,786.747,7877,0.2,786.747,-690766.750,17.47,1.661,0.0,0.0,0.0,0.0,4.60,0.1
7922,2,7922,45,0.0,0.159,0.11,32.98,26.767,52.16,0.2,0.27,0.3,-395.0,0.193,0.107,0.377,32.402,26.527,52.31,0.0,0.33,0.2,-395.0,14.487,92227.953,786.561,14.492,92226.554,786.145,7922,0.11,786.145,-691085.562,-13.359,2.668,0.0,0.0,0.0,0.0,4.60,0.6
7985,2,7985,63,0.45,0.254,0.126,32.291,26.699,51.891,0.3,0.27,0.3,-395.0,0.222,0.409,0.334,32.695,26.527,51.593,0.8,0.30,0.4,-395.0,14.492,92230.234,786.436,14.501,92242.656,786.420,7985,0.126,786.420,-695421.187,4.357,1.884,0.0,0.0,0.0,0.0,4.66,0.76
