millis(),currentState,Calculated flight time,Time since last log,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
1113836,21,49778,35,0.85,11.87,-1.-46,0.-18,-5.-64,0.80,8.56,11.79,89680.32,1018.21,-179.-93,72.78,-26.-36
1113871,21,49813,35,0.22,12.40,-1.-47,0.-34,-5.-49,0.45,8.56,11.79,89678.12,1018.61,-11.-17,57.61,127.9
1113909,21,49851,38,0.-14,12.95,-1.-38,0.-65,-5.-48,0.24,8.56,11.79,89679.16,1018.30,-11.-17,57.61,127.9
1113944,21,49886,35,-1.-88,12.86,0.-60,0.-71,-5.-54,0.35,8.56,11.79,89682.50,1017.90,-18.-56,3.89,107.5
1113979,21,49921,35,-1.-42,11.16,0.34,0.-18,-5.-53,0.83,8.62,11.79,89689.8,1017.50,-18.-56,3.89,107.5
1114014,21,49956,35,-1.-54,10.71,0.-21,0.45,-5.-44,1.3,8.62,11.79,89691.27,1017.0,41.43,-34.-53,145.76
1114049,21,49991,35,-1.-67,10.35,0.-57,1.7,-5.-40,1.6,8.68,11.80,89692.31,1016.89,41.43,-34.-53,145.76
1114093,21,50035,44,-1.-73,11.88,-1.-49,1.19,-5.-58,0.93,8.62,11.79,89691.39,1015.90,-34.-3,-70.-78,-53.-55
1114128,21,50070,35,-2.-29,12.90,-1.-75,0.88,-6.-5,0.89,8.68,11.79,89702.23,1016.29,-34.-3,-70.-78,-53.-55
1114163,21,50105,35,-2.-71,13.12,0.-93,0.61,-6.-61,1.9,8.75,11.79,89701.7,1015.78,-1.-19,-36.-43,-27.-85
1114198,21,50140,35,-2.-33,12.54,0.-22,0.64,-6.-85,1.24,8.75,11.79,89704.42,1016.10,-1.-19,-36.-43,-27.-85
1114233,21,50175,35,-1.-72,11.92,0.59,1.3,-6.-93,1.13,8.75,11.79,89712.3,1014.58,39.18,12.18,10.83
1114271,21,50213,38,-1.-9,11.17,0.45,1.38,-6.-86,0.77,8.81,11.78,89713.32,1015.9,39.18,12.18,10.83
1114306,21,50248,35,-1.-10,11.12,0.41,1.48,-6.-75,0.4,8.87,11.79,89715.39,1014.77,17.97,-10.-96,93.88
1114341,21,50283,35,-1.-94,11.92,0.55,1.31,-6.-75,0.-37,8.81,11.79,89716.42,1014.19,17.97,-10.-96,93.88
1114376,21,50318,35,-2.-19,12.38,1.2,1.7,-6.-88,0.-58,8.81,11.80,89721.96,1014.8,-35.0,13.52,156.60
1114411,21,50353,35,-1.-92,12.72,2.33,1.6,-7.0,0.-53,8.81,11.79,89726.22,1013.88,-35.0,13.52,156.60
1114443,21,50385,32,-1.-58,12.51,2.13,1.40,-6.-98,0.-60,8.81,11.80,89731.76,1013.48,-3.-12,74.79,-90.-73
1114478,21,50420,35,-1.-32,12.47,1.58,1.54,-6.-92,0.-86,8.81,11.80,89727.50,1014.8,-3.-12,74.79,-90.-73
1114513,21,50455,35,0.-39,11.93,1.18,1.37,-6.-82,-1.-42,8.87,11.80,89729.57,1013.18,1.2,17.75,30.56
1114548,21,50490,35,0.-99,11.66,0.71,0.91,-6.-80,-1.-81,8.81,11.80,89730.73,1013.8,1.2,17.75,30.56
1114583,21,50525,35,-1.-53,10.80,1.33,0.19,-6.-94,-1.-78,8.87,11.79,89741.69,1012.57,-94.-88,54.73,47.41
1114638,21,50580,55,-1.-42,11.71,2.44,0.1,-6.-89,-1.-22,8.81,11.79,89741.81,1012.25,-94.-88,54.73,47.41
1114673,21,50615,35,0.4,12.15,2.23,0.47,-6.-69,0.-82,8.68,11.78,89745.16,1012.36,149.73,62.24,-23.-14
1114708,21,50650,35,0.66,12.28,1.31,0.74,-6.-51,0.-88,8.68,11.78,89746.19,1010.95,149.73,62.24,-23.-14
1114743,21,50685,35,0.93,11.58,0.-5,0.45,-6.-37,-1.-18,8.62,11.79,89749.42,1011.65,59.75,40.47,-48.-96
1114778,21,50720,35,0.54,12.26,0.-52,0.-9,-6.-40,-1.-35,8.56,11.79,89748.39,1011.6,59.75,40.47,-48.-96
1114816,21,50758,38,0.10,11.79,0.-52,-1.-7,-6.-66,-1.-26,8.56,11.78,89756.0,1011.16,-156.-42,74.87,151.75
1114851,21,50793,35,0.-8,11.41,0.69,-1.-59,-6.-85,0.-63,8.56,11.78,89747.35,1011.15,-156.-42,74.87,151.75
1114886,21,50828,35,0.40,11.24,0.70,-1.-43,-6.-78,0.-18,8.56,11.79,89759.22,1010.75,-113.-70,-4.-97,-170.-79
1114921,21,50863,35,1.8,11.31,1.1,0.-93,-6.-59,0.6,8.56,11.79,89765.80,1010.15,-113.-70,-4.-97,-170.-79
1114956,21,50898,35,1.81,11.10,0.0,0.-56,-6.-35,0.-8,8.62,11.79,89765.80,1010.45,-121.-1,-36.-31,-160.-26
1114994,21,50936,38,1.65,11.23,0.-78,0.-54,-5.-91,0.-59,8.68,11.79,89765.92,1009.85,-121.-1,-36.-31,-160.-26
1115029,21,50971,35,0.92,11.11,-1.-12,0.-94,-5.-71,0.-85,8.68,11.79,89768.11,1009.44,126.10,-32.-75,-85.-19
1115064,21,51006,35,0.-25,11.70,-1.-20,-1.-34,-5.-77,0.-75,8.75,11.79,89774.57,1009.75,126.10,-32.-75,-85.-19
1115099,21,51041,35,-1.-33,12.19,0.-36,-1.-53,-5.-97,0.-2,8.68,11.79,89776.76,1009.4,114.28,51.3,-54.-61
1115143,21,51085,44,0.-82,11.85,0.13,0.-99,-5.-94,0.77,8.75,11.78,89778.3,1008.64,114.28,51.3,-54.-61
1115178,21,51120,35,0.-15,11.36,0.-10,0.-17,-5.-80,1.11,8.81,11.79,89783.46,1008.73,132.56,62.73,-104.-71
1115213,21,51155,35,0.81,11.67,0.-95,0.26,-5.-67,0.98,8.75,11.79,89791.7,1008.73,132.56,62.73,-104.-71
1115248,21,51190,35,0.25,11.98,-2.-7,0.16,-5.-38,0.34,8.75,11.79,89785.64,1008.14,66.55,48.80,154.54
1115283,21,51225,35,0.-16,11.95,-2.-17,0.-22,-5.-30,0.-2,8.75,11.80,89788.88,1008.2,66.55,48.80,154.54
1115321,21,51263,38,0.-53,11.14,-1.-93,0.-89,-5.-42,0.-22,8.75,11.79,89792.22,1007.83,-26.-39,24.82,73.43
1115356,21,51298,35,-1.-55,11.68,0.-82,-1.-26,-5.-59,0.-4,8.81,11.79,89797.64,1007.13,-26.-39,24.82,73.43
1115391,21,51333,35,-1.-92,11.0,0.18,-1.-1,-5.-61,0.36,8.81,11.79,89800.87,1007.4,-24.-73,-37.-10,49.82
1115426,21,51368,35,-1.-73,11.2,0.77,0.-28,-5.-56,0.75,8.81,11.79,89799.83,1007.3,-24.-73,-37.-10,49.82
1115461,21,51403,35,-1.-33,10.90,0.92,0.38,-5.-53,0.83,8.81,11.79,89803.18,1006.83,-18.-43,-54.-5,116.19
1115499,21,51441,38,0.-80,11.41,0.-53,0.92,-5.-45,0.51,8.75,11.79,89802.3,1005.83,-18.-43,-54.-5,116.19
1115534,21,51476,35,-1.-27,11.27,0.-48,0.73,-5.-44,0.5,8.75,11.79,89808.60,1006.61,-86.-4,-47.-26,-139.-40
1115569,21,51511,35,-1.-79,11.66,0.-51,0.43,-5.-59,0.-12,8.75,11.79,89804.22,1006.32,-86.-4,-47.-26,-139.-40
1115604,21,51546,35,-2.-60,12.13,0.-12,0.-2,-5.-96,0.-1,8.81,11.79,89807.57,1006.22,-107.-19,-46.-71,-112.-54
1115645,21,51587,41,-2.-55,11.95,1.12,0.-5,-6.-16,0.44,8.75,11.80,89814.26,1005.20,-107.-19,-46.-71,-112.-54
1115683,21,51625,38,-1.-30,12.6,1.78,0.26,-6.-20,0.72,8.68,11.78,89825.10,1005.62,-64.-98,-30.-85,-112.-57
1115718,21,51660,35,0.-67,12.3,1.62,0.60,-6.-16,0.61,8.68,11.78,89827.29,1005.20,-64.-98,-30.-85,-112.-57
1115753,21,51695,35,0.-32,11.40,0.86,0.76,-6.0,0.13,8.62,11.78,89830.52,1005.22,-58.-88,3.41,-80.-60
1115788,21,51730,35,0.22,10.63,0.87,0.58,-5.-88,0.-31,8.68,11.79,89828.33,1004.71,-58.-88,3.41,-80.-60
1115823,21,51765,35,0.-11,10.72,0.92,0.19,-5.-76,0.-82,8.62,11.79,89827.41,1004.31,-102.-95,-3.-37,-49.-92
1115861,21,51803,38,0.-80,10.94,1.66,0.-6,-5.-75,0.-86,8.56,11.79,89828.33,1004.31,-102.-95,-3.-37,-49.-92
1115896,21,51838,35,0.-23,11.79,2.15,0.2,-5.-71,0.-64,8.56,11.78,89836.6,1003.80,-138.-60,5.36,-18.-58
1115931,21,51873,35,0.-21,11.94,2.8,0.47,-5.-60,0.-39,8.62,11.78,89839.29,1004.1,-138.-60,5.36,-18.-58
1115966,21,51908,35,0.32,11.30,1.60,0.78,-5.-50,0.-32,8.62,11.79,89833.87,1003.41,-130.-42,64.54,-7.-35
1116001,21,51943,35,0.66,11.7,0.78,0.94,-5.-38,0.-48,8.68,11.79,89837.21,1003.10,-130.-42,64.54,-7.-35
1116040,21,51982,39,0.66,11.14,0.-36,0.55,-5.-36,0.-75,8.68,11.79,89845.86,1002.60,-24.-35,52.25,131.86
1116075,21,52017,35,0.29,11.47,0.-15,0.3,-5.-46,0.-84,8.68,11.78,89850.25,1002.60,-24.-35,52.25,131.86
1116110,21,52052,35,0.-3,11.64,0.-51,0.-60,-5.-69,0.-70,8.68,11.78,89852.44,1002.90,-81.-77,6.50,120.23
1116161,21,52103,51,0.-16,11.89,0.56,0.-88,-5.-80,0.-13,8.75,11.79,89854.87,1002.19,-81.-77,6.50,120.23
1116196,21,52138,35,0.45,11.16,0.72,0.-69,-5.-76,0.13,8.75,11.78,89861.33,1001.58,-92.-10,-32.-63,149.50
1116234,21,52176,38,0.85,10.56,0.44,0.-25,-5.-65,0.21,8.81,11.77,89855.79,1001.48,-92.-10,-32.-63,149.50
1116269,21,52211,35,1.48,10.55,0.-11,0.6,-5.-40,0.-9,8.75,11.78,89859.14,1001.9,-119.-90,-16.-67,-157.-31
1116304,21,52246,35,1.50,10.41,0.-46,0.6,-5.-16,0.-51,8.81,11.78,89867.90,1000.67,-119.-90,-16.-67,-157.-31
1116339,21,52281,35,1.29,10.18,0.-41,0.-17,-4.-96,0.-91,8.81,11.78,89866.75,1001.9,-177.-11,20.74,-90.-41
1116377,21,52319,38,0.-12,10.90,0.-64,0.-48,-4.-95,-1.-2,8.81,11.79,89873.32,1000.79,-177.-11,20.74,-90.-41
1116412,21,52354,35,0.-84,11.13,0.-26,0.-61,-5.-3,0.-72,8.81,11.79,89877.71,1000.58,-142.-81,75.74,20.68
1116447,21,52389,35,-1.-2,10.82,0.-4,0.-43,-5.-6,0.-15,8.81,11.79,89870.10,1000.8,-142.-81,75.74,20.68
1116482,21,52424,35,-1.-13,10.83,0.7,0.-12,-5.-4,0.23,8.75,11.78,89881.6,1000.19,-4.-51,29.69,156.76
1116517,21,52459,35,0.-92,10.83,0.-35,0.36,-4.-99,0.51,8.81,11.78,89880.94,999.49,-4.-51,29.69,156.76
1116549,21,52491,32,0.-26,10.66,-1.-10,0.49,-4.-97,0.48,8.81,11.79,89878.75,999.57,42.16,-45.-62,173.26
1116584,21,52526,35,0.-57,10.42,-1.-36,0.30,-5.-1,0.15,8.87,11.79,89882.9,999.38,42.16,-45.-62,173.26
1116619,21,52561,35,0.-33,10.70,-1.-83,0.-3,-5.-9,0.-4,8.87,11.78,89883.13,999.29,129.91,-47.-72,63.59
1116661,21,52603,42,-1.-33,10.79,-1.-2,0.-60,-5.-28,0.-18,8.81,11.78,89887.51,999.28,129.91,-47.-72,63.59
1116696,21,52638,35,-1.-21,10.81,0.-81,0.-78,-5.-42,0.3,8.75,11.78,89890.98,999.47,116.38,12.83,46.38
1116734,21,52676,38,-1.-35,10.71,0.28,0.-64,-5.-44,0.27,8.75,11.77,89888.67,998.27,116.38,12.83,46.38
1116769,21,52711,35,-1.-20,10.71,0.76,0.-23,-5.-38,0.39,8.75,11.78,89896.40,998.77,108.88,36.75,-6.-1
1116804,21,52746,35,0.-61,11.16,0.62,0.29,-5.-29,0.29,8.68,11.79,89896.40,997.67,108.88,36.75,-6.-1
1116839,21,52781,35,0.-45,10.71,0.17,0.52,-5.-19,0.2,8.75,11.79,89895.25,997.47,91.22,17.3,-78.-65
1116874,21,52816,35,0.-80,10.55,0.26,0.56,-5.-7,0.-36,8.68,11.78,89907.25,997.56,91.22,17.3,-78.-65
1116906,21,52848,32,-1.-15,10.39,0.20,0.49,-5.-6,0.-57,8.68,11.78,89907.25,998.7,68.61,-2.-85,-149.-33
1116941,21,52883,35,-1.-59,9.87,0.35,0.29,-5.-10,0.-60,8.62,11.79,89904.1,997.37,68.61,-2.-85,-149.-33
1116976,21,52918,35,-1.-87,9.66,0.86,0.27,-5.-14,0.-48,8.62,11.78,89907.25,997.27,69.80,-27.-11,146.10
1117011,21,52953,35,-1.-72,9.78,1.52,0.38,-5.-16,0.-22,8.62,11.79,89901.82,997.17,69.80,-27.-11,146.10
1117046,21,52988,35,-1.-66,9.95,1.36,0.58,-5.-16,0.-8,8.56,11.79,89913.82,996.97,139.75,-39.-90,61.89
1117084,21,53026,38,-1.-32,10.35,1.8,0.88,-5.-12,0.-8,8.50,11.79,89909.55,996.27,139.75,-39.-90,61.89
1117119,21,53061,35,0.-86,9.91,0.73,0.87,-5.-11,0.-25,8.62,11.78,89916.13,996.18,-178.-97,13.16,3.8
1117159,21,53101,40,0.-45,9.81,0.98,0.62,-5.-17,0.-47,8.62,11.78,89917.28,995.65,-178.-97,13.16,3.8
1117194,21,53136,35,-1.-22,9.81,0.64,0.39,-5.-23,0.-54,8.62,11.78,89919.47,995.66,135.11,72.6,-32.-22
1117229,21,53171,35,-1.-18,10.39,1.10,0.9,-5.-36,0.-42,8.62,11.77,89929.28,995.35,135.11,72.6,-32.-22
1117267,21,53209,38,0.-82,10.31,1.64,0.6,-5.-39,0.-32,8.68,11.78,89919.35,996.26,6.74,49.23,-149.-74
1117302,21,53244,35,0.-43,10.33,1.68,0.21,-5.-34,0.-28,8.68,11.78,89930.32,994.65,6.74,49.23,-149.-74
1117337,21,53279,35,0.-4,10.49,1.56,0.43,-5.-26,0.-24,8.75,11.79,89934.70,994.36,6.51,-10.-17,-144.-5
1117372,21,53314,35,0.16,10.62,1.29,0.55,-5.-17,0.-27,8.75,11.77,89932.63,994.56,6.51,-10.-17,-144.-5
1117407,21,53349,35,0.55,10.45,0.68,0.54,-5.-9,0.-38,8.81,11.78,89932.63,994.55,-21.-48,-79.-18,-109.-76
1117446,21,53388,39,0.54,9.87,0.37,0.23,-5.-10,0.-49,8.75,11.78,89932.63,994.15,-21.-48,-79.-18,-109.-76
1117481,21,53423,35,0.49,9.70,0.33,0.-1,-5.-14,0.-46,8.81,11.79,89941.28,993.64,157.30,-34.-77,46.67
1117516,21,53458,35,0.47,9.73,0.35,0.-23,-5.-16,0.-34,8.81,11.79,89944.62,993.84,157.30,-34.-77,46.67
1117551,21,53493,35,0.65,9.87,0.49,0.-29,-5.-14,0.-24,8.75,11.79,89940.24,993.75,133.48,29.78,30.75
1117586,21,53528,35,0.77,10.35,0.75,0.-13,-5.-4,0.-16,8.75,11.78,89945.66,993.65,133.48,29.78,30.75
1117624,21,53566,38,0.97,10.44,0.22,0.0,-4.-95,0.-25,8.75,11.78,89956.62,993.5,49.2,44.27,-69.-53
1117687,21,53629,63,0.97,10.4,0.-38,0.-6,-4.-71,0.-52,8.81,11.78,89965.50,992.72,49.2,44.27,-69.-53
1117722,21,53664,35,0.74,9.95,0.-54,0.-31,-4.-71,0.-59,8.81,11.76,89960.20,992.92,-14.-24,-28.-7,-128.-33
1117757,21,53699,35,0.34,10.7,0.-61,0.-64,-4.-78,0.-47,8.81,11.76,89964.46,992.43,-14.-24,-28.-7,-128.-33
1117792,21,53734,35,0.21,10.25,0.-42,0.-84,-4.-86,0.-26,8.81,11.77,89964.46,992.23,133.40,-66.-35,31.93
1117830,21,53772,38,0.11,10.72,0.-19,0.-88,-4.-94,0.11,8.81,11.77,89972.8,991.64,133.40,-66.-35,31.93
1117865,21,53807,35,0.-9,11.2,0.-39,0.-65,-4.-95,0.41,8.81,11.77,89969.89,991.24,150.80,7.86,-5.-69
1117900,21,53842,35,0.8,10.82,0.-42,0.-47,-4.-95,0.56,8.81,11.78,89965.50,990.82,150.80,7.86,-5.-69
1117935,21,53877,35,0.34,11.7,0.-69,0.-21,-4.-90,0.56,8.68,11.78,89977.50,991.73,113.22,63.36,-87.-74
1117970,21,53912,35,0.27,10.83,0.-98,0.-13,-4.-82,0.40,8.75,11.78,89979.69,990.53,113.22,63.36,-87.-74
1118008,21,53950,38,0.-2,10.73,-1.-16,0.-21,-4.-78,0.18,8.68,11.78,89978.66,990.82,23.19,14.41,162.22
1118043,21,53985,35,0.-41,11.10,-1.-8,0.-41,-4.-82,0.12,8.62,11.78,89989.50,990.82,23.19,14.41,162.22
1118078,21,54020,35,0.-81,11.68,0.-75,0.-47,-4.-88,0.25,8.62,11.78,89982.92,990.23,37.20,-53.-78,110.89
1118113,21,54055,35,-1.-78,12.15,0.-3,0.-24,-4.-92,0.56,8.68,11.78,89985.23,989.63,37.20,-53.-78,110.89
1118148,21,54090,35,-1.-21,11.26,0.-15,0.14,-4.-90,0.86,8.56,11.79,89990.77,989.63,-148.-9,-38.-39,-22.-16
1118192,21,54134,44,0.-73,10.68,0.-49,0.81,-4.-84,1.1,8.50,11.78,89986.27,989.71,-148.-9,-38.-39,-22.-16
1118227,21,54169,35,-1.0,10.62,0.-99,1.4,-4.-83,0.92,8.56,11.77,89991.81,989.22,-39.-63,41.74,13.53
1118262,21,54204,35,-1.-54,10.55,-1.-27,0.91,-5.0,0.73,8.56,11.77,89997.23,989.43,-39.-63,41.74,13.53
1118297,21,54239,35,-1.-63,10.91,-1.-62,0.63,-5.-28,0.69,8.56,11.77,89992.85,989.43,40.14,-2.-46,65.8
1118332,21,54274,35,-2.-6,10.89,-1.-11,0.26,-5.-66,0.78,8.56,11.77,89999.42,989.12,40.14,-2.-46,65.8
1118370,21,54312,38,-2.0,10.37,0.-45,0.32,-5.-88,1.10,8.56,11.78,89998.27,988.72,106.21,-40.-50,74.92
1118405,21,54347,35,-1.-87,10.33,0.31,0.63,-5.-89,1.23,8.62,11.77,90000.57,988.61,106.21,-40.-50,74.92
1118440,21,54382,35,-1.-51,9.74,0.88,1.25,-5.-84,1.13,8.62,11.78,90007.3,988.12,-80.-61,-46.-28,-35.-87
1118475,21,54417,35,-1.-9,9.56,0.26,1.62,-5.-80,0.83,8.68,11.78,90003.81,988.13,-80.-61,-46.-28,-35.-87
1118510,21,54452,35,-1.-21,9.60,0.-2,1.82,-5.-74,0.29,8.68,11.79,90006.0,987.72,-28.-45,41.58,23.19
1118548,21,54490,38,-1.-97,10.44,0.22,1.73,-5.-81,0.-10,8.75,11.77,90014.88,987.42,-28.-45,41.58,23.19
1118583,21,54525,35,-2.-48,10.47,0.73,1.67,-5.-91,0.-20,8.75,11.78,90008.19,987.30,32.64,2.0,122.10
1118618,21,54560,35,-2.-89,10.64,0.96,1.70,-5.-99,0.-5,8.75,11.78,90022.50,987.2,32.64,2.0,122.10
1118653,21,54595,35,-2.-72,10.69,1.65,1.94,-5.-97,0.14,8.81,11.78,90025.61,987.62,-5.-65,-48.-38,-119.-30
1118695,21,54637,42,-1.-69,9.96,1.74,2.45,-5.-88,0.10,8.81,11.78,90026.88,986.20,-5.-65,-48.-38,-119.-30
1118733,21,54675,38,-1.-40,10.39,0.94,2.75,-5.-81,0.-38,8.75,11.78,90030.11,986.10,-35.-54,19.82,37.6
1118768,21,54710,35,-1.-12,10.70,0.43,2.59,-5.-77,-1.-2,8.75,11.77,90035.64,985.40,-35.-54,19.82,37.6
1118803,21,54745,35,-1.-44,11.32,0.53,2.20,-5.-83,-1.-44,8.75,11.77,90039.92,985.71,-46.-13,-6.-37,159.2
1118838,21,54780,35,-1.-90,11.38,1.5,1.65,-5.-93,-1.-64,8.75,11.78,90029.7,984.81,-46.-13,-6.-37,159.2
1118873,21,54815,35,-1.-88,10.96,1.74,1.45,-5.-94,-1.-62,8.87,11.77,90034.61,985.10,-105.-37,25.76,-120.-87
1118912,21,54854,39,-1.-15,10.56,2.53,1.59,-5.-85,-1.-63,8.81,11.78,90041.7,985.31,-105.-37,25.76,-120.-87
1118947,21,54889,35,0.-25,10.79,2.57,1.88,-5.-73,-1.-94,8.81,11.77,90041.7,984.21,-34.-31,45.79,34.90
1118982,21,54924,35,0.-68,11.31,1.96,1.97,-5.-62,-2.-33,8.68,11.77,90048.80,984.1,-34.-31,45.79,34.90
1119017,21,54959,35,0.-79,11.49,1.46,1.75,-5.-51,-2.-81,8.81,11.77,90044.42,984.1,-108.-52,-12.-49,123.7
1119054,21,54996,37,0.-90,11.71,1.63,1.30,-5.-48,-3.-8,8.75,11.78,90050.88,983.60,-108.-52,-12.-49,123.7
1119089,21,55031,35,-1.-28,12.11,1.65,0.98,-5.-46,-3.-3,8.68,11.78,90049.84,983.30,116.64,42.21,166.52
1119124,21,55066,35,-1.-30,11.65,1.94,0.71,-5.-41,-2.-75,8.62,11.78,90062.88,983.70,116.64,42.21,166.52
1119159,21,55101,35,0.-78,11.81,2.30,0.67,-5.-34,-2.-50,8.56,11.78,90055.38,982.70,-47.-36,19.51,96.20
1119209,21,55151,50,0.38,11.66,1.88,0.70,-5.-14,-2.-49,8.50,11.78,90066.45,982.48,-47.-36,19.51,96.20
1119247,21,55189,38,0.65,11.35,1.50,0.46,-4.-90,-2.-89,8.43,11.78,90069.68,982.7,160.93,-30.-46,161.16
1119282,21,55224,35,0.81,11.45,1.33,0.3,-4.-66,-3.-24,8.50,11.76,90067.49,982.28,160.93,-30.-46,161.16
1119317,21,55259,35,0.43,11.37,1.62,0.-29,-4.-49,-3.-41,8.43,11.76,90073.3,981.88,-77.-52,61.86,108.19
1119352,21,55294,35,0.38,11.54,2.11,0.-54,-4.-33,-3.-45,8.50,11.77,90076.25,981.49,-77.-52,61.86,108.19
1119387,21,55329,35,0.42,12.4,2.45,0.-51,-4.-23,-3.-39,8.56,11.77,90078.57,981.40,102.93,-19.-84,-148.-38
1119425,21,55367,38,0.29,12.78,2.64,0.-24,-4.-10,-3.-32,8.62,11.78,90083.87,981.18,102.93,-19.-84,-148.-38
1119460,21,55402,35,0.64,12.90,1.98,0.-3,-3.-94,-3.-41,8.62,11.78,90087.10,980.38,-99.-60,20.19,83.61
1119495,21,55437,35,0.31,12.7,1.54,0.-6,-3.-82,-3.-48,8.68,11.78,90089.41,980.38,-99.-60,20.19,83.61
1119530,21,55472,35,0.-26,11.75,1.38,0.-33,-3.-74,-3.-42,8.68,11.78,90095.87,979.98,100.4,0.37,-128.-72
1119565,21,55507,35,0.-63,12.59,1.54,0.-55,-3.-73,-3.-22,8.68,11.77,90100.14,980.39,100.4,0.37,-128.-72
1119597,21,55539,32,0.-49,13.4,1.63,0.-64,-3.-72,-2.-90,8.68,11.77,90092.64,979.78,-107.-37,-23.-68,94.46
1119632,21,55574,35,0.-16,12.32,1.62,0.-65,-3.-64,-2.-53,8.68,11.78,90102.45,979.9,-107.-37,-23.-68,94.46
1119667,21,55609,35,0.18,11.66,1.73,0.-60,-3.-57,-2.-34,8.68,11.78,90098.7,979.48,123.90,59.92,-115.-45
1119709,21,55651,42,0.70,10.31,1.47,0.-52,-3.-40,-2.-31,8.75,11.78,90113.41,978.98,123.90,59.92,-115.-45
1119744,21,55686,35,0.62,9.74,1.47,0.-52,-3.-30,-2.-35,8.81,11.77,90109.14,979.7,-144.-96,-64.-10,134.58
1119782,21,55724,38,0.44,11.22,1.72,0.-50,-3.-17,-2.-37,8.81,11.76,90104.75,978.87,-144.-96,-64.-10,134.58
1119817,21,55759,35,0.39,11.38,1.91,0.-38,-3.-7,-2.-34,8.75,11.78,90114.56,978.8,-119.-88,64.64,7.75
1119852,21,55794,35,0.37,11.87,1.69,0.-20,-2.-94,-2.-34,8.81,11.77,90109.14,978.28,-119.-88,64.64,7.75
1119887,21,55829,35,0.52,11.73,1.50,0.-13,-2.-81,-2.-37,8.75,11.77,90117.90,978.27,130.94,-60.-43,-132.-92
1119922,21,55864,35,0.60,11.45,1.32,0.-14,-2.-73,-2.-39,8.81,11.78,90116.75,977.97,130.94,-60.-43,-132.-92
1119960,21,55902,38,0.51,11.21,1.8,0.-28,-2.-64,-2.-45,8.81,11.77,90129.90,977.67,-96.-90,29.7,34.22
1119995,21,55937,35,0.-1,10.0,1.25,0.-46,-2.-61,-2.-45,8.87,11.77,90130.94,976.66,-96.-90,29.7,34.22
1120030,21,55972,35,0.-24,10.51,1.74,0.-57,-2.-59,-2.-23,8.81,11.78,90130.94,977.37,148.84,0.1,-110.-82
1120065,21,56007,35,0.15,10.86,2.8,0.-27,-2.-50,-1.-89,8.81,11.77,90128.86,975.86,148.84,0.1,-110.-82
1120100,21,56042,35,0.37,11.51,2.10,0.5,-2.-42,-1.-75,8.81,11.77,90127.71,975.97,-62.-75,-32.-88,42.78
1120138,21,56080,38,0.94,11.66,1.78,0.43,-2.-26,-1.-83,8.75,11.77,90140.86,976.26,-62.-75,-32.-88,42.78
1120173,21,56115,35,1.36,11.53,1.19,0.52,-2.-7,-2.-13,8.75,11.76,90143.6,975.87,141.32,22.50,-62.-83
1120213,21,56155,40,0.80,11.18,0.82,0.22,-1.-79,-2.-67,8.81,11.77,90143.17,976.6,141.32,22.50,-62.-83
1120248,21,56190,35,0.17,11.24,0.85,0.-13,-1.-68,-2.-93,8.81,11.76,90145.36,975.96,-42.-46,-50.-35,9.54
1120283,21,56225,35,0.-88,10.85,1.50,0.-34,-1.-71,-2.-75,8.81,11.77,90142.13,974.86,-42.-46,-50.-35,9.54
1120322,21,56264,39,-1.-8,10.81,2.23,0.-23,-1.-71,-2.-31,8.81,11.77,90145.36,974.67,-149.-79,35.82,-43.-7
1120357,21,56299,35,-1.-3,11.11,2.39,0.22,-1.-61,-1.-66,8.75,11.77,90152.98,974.86,-149.-79,35.82,-43.-7
1120392,21,56334,35,0.-52,10.47,2.24,0.76,-1.-50,-1.-21,8.75,11.77,90152.98,974.66,104.27,-42.-26,-88.-1
1120427,21,56369,35,0.33,9.96,1.77,1.8,-1.-40,-1.-15,8.75,11.77,90157.36,974.36,104.27,-42.-26,-88.-1
1120462,21,56404,35,0.75,9.80,1.4,1.17,-1.-21,-1.-50,8.75,11.77,90157.47,973.86,-103.-61,-26.-20,18.58
1120500,21,56442,38,0.86,9.75,0.85,1.5,-1.-4,-1.-86,8.68,11.78,90168.43,973.56,-103.-61,-26.-20,18.58
1120535,21,56477,35,0.52,9.97,0.92,0.78,0.-84,-2.-35,8.75,11.76,90169.36,972.96,113.60,2.48,-38.-22
1120570,21,56512,35,0.-28,10.50,1.60,0.66,0.-74,-2.-68,8.68,11.77,90166.13,972.56,113.60,2.48,-38.-22
1120605,21,56547,35,0.-69,11.16,2.22,0.82,0.-74,-2.-58,8.68,11.77,90172.60,972.56,-70.0,-48.-9,-1.-21
1120640,21,56582,35,-1.-40,12.24,2.65,1.39,0.-69,-2.-18,8.68,11.77,90179.28,972.95,-70.0,-48.-9,-1.-21
1120678,21,56620,38,-1.-40,12.33,2.39,1.93,0.-65,-1.-75,8.62,11.77,90179.28,972.56,133.82,54.33,-34.-75
1120729,21,56671,51,0.-56,11.69,1.42,2.53,0.-60,-1.-29,8.62,11.76,90180.54,971.83,133.82,54.33,-34.-75
