millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_lastUpdate,Velocity_lastZAccel,Velocity_lastAlt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Target_air_brake_angle,Air_brake_angle,Air_brake_error,Battery_voltage,Z_accel_times_burnoutMass
55994,2,55994,36,0.417,0.51,0.367,42.19,-10.0,61.166,0.2,0.25,0.4,-427.0,0.229,0.86,0.420,41.610,-10.260,61.93,0.7,0.44,0.3,-427.0,15.18,92218.109,787.172,15.25,92211.171,787.309,55994,0.367,787.309,-22428234.0,3.44,1.916,0.0,0.0,0.0,0.0,4.189,0.221
56036,2,56036,42,0.480,0.41,0.391,42.125,-10.43,61.192,0.1,0.29,0.4,-427.0,0.961,0.14,0.420,41.522,-10.406,61.444,0.3,0.38,0.5,-427.0,15.21,92216.671,787.238,15.25,92215.585,787.911,56036,0.391,787.911,-22444180.0,14.328,1.699,0.0,0.0,0.0,0.0,4.189,0.236
56072,2,56072,36,0.588,0.74,0.421,42.206,-10.73,61.31,0.3,0.26,0.3,-427.0,0.947,0.215,0.456,41.581,-10.143,60.859,0.12,0.5,0.0,-427.0,15.23,92216.625,787.386,15.29,92220.148,787.418,56072,0.421,787.418,-22458830.0,-13.671,2.695,0.0,0.0,0.0,0.0,4.176,0.254
56115,2,56115,43,0.486,0.91,0.421,42.151,-10.184,61.46,0.6,0.21,0.2,-427.0,0.35,0.251,0.370,41.259,-10.377,61.166,0.19,0.4,0.3,-427.0,15.26,92216.828,787.489,15.29,92215.734,787.610,56115,0.421,787.610,-22476976.0,4.455,1.882,0.0,0.0,0.0,0.0,4.189,0.254
56151,2,56151,36,0.446,0.66,0.401,40.730,-10.339,61.49,0.1,0.31,0.3,-427.0,0.129,0.35,0.341,37.679,-10.508,60.684,0.18,0.62,0.1,-427.0,15.26,92218.390,787.473,15.25,92229.281,787.118,56151,0.401,787.118,-22491806.0,-13.673,2.695,0.0,0.0,0.0,0.0,4.189,0.242
56194,2,56194,43,0.551,0.25,0.390,40.672,-10.233,61.93,0.3,0.30,0.3,-427.0,0.753,0.287,0.363,41.318,-9.733,61.312,0.0,0.40,0.5,-427.0,15.28,92220.640,787.473,15.34,92222.437,787.309,56194,0.390,787.309,-22508840.0,4.442,1.882,0.0,0.0,0.0,0.0,4.183,0.235
56230,2,56230,36,0.509,0.70,0.396,40.672,-10.134,61.46,0.5,0.23,0.3,-427.0,0.753,0.208,0.449,41.522,-9.909,61.210,0.12,0.4,0.9,-427.0,15.30,92220.179,787.375,15.34,92213.304,787.418,56230,0.396,787.418,-22522998.0,3.44,1.916,0.0,0.0,0.0,0.0,4.189,0.238
56273,2,56273,43,0.376,0.122,0.366,40.727,-10.67,61.122,0.4,0.27,0.4,-427.0,0.279,0.473,0.305,41.859,-9.807,61.239,0.8,0.24,0.2,-427.0,15.31,92219.960,787.353,15.34,92219.85,787.309,56273,0.366,787.309,-22539384.0,-2.549,2.82,0.0,0.0,0.0,0.0,4.202,0.220
56335,2,56335,62,0.515,0.87,0.363,40.681,-9.961,61.125,0.1,0.29,0.4,-427.0,0.660,0.78,0.355,41.26,-9.850,61.180,0.6,0.17,0.4,-427.0,15.31,92219.789,787.290,15.29,92214.820,787.296,56335,0.363,787.296,-22561988.0,0.209,2.6,0.0,0.0,0.0,0.0,4.195,0.218
56378,2,56378,43,0.491,0.97,0.350,41.528,-9.842,61.201,0.7,0.21,0.4,-427.0,0.7,0.14,0.276,41.917,-9.909,61.64,0.10,0.18,0.0,-427.0,15.29,92215.984,787.306,15.15,92210.257,787.199,56378,0.350,787.199,-22577326.0,-2.246,2.72,0.0,0.0,0.0,0.0,4.189,0.210
56414,2,56414,36,0.433,0.139,0.351,41.672,-9.894,61.145,0.7,0.21,0.5,-427.0,0.466,0.78,0.370,42.34,-9.997,61.34,0.1,0.43,0.9,-427.0,15.27,92214.640,787.265,15.25,92215.734,787.104,56414,0.351,787.104,-22589960.0,-2.653,2.86,0.0,0.0,0.0,0.0,4.183,0.211
56456,2,56456,42,0.400,0.124,0.388,41.715,-9.929,61.122,0.6,0.23,0.4,-427.0,0.588,0.136,0.635,41.742,-10.84,61.93,0.4,0.15,0.4,-427.0,15.25,92215.125,787.284,15.25,92215.734,787.514,56456,0.388,787.514,-22605514.0,9.768,1.773,0.0,0.0,0.0,0.0,4.189,0.234
56493,2,56493,37,0.452,0.41,0.396,41.520,-9.947,61.55,0.7,0.26,0.4,-427.0,0.538,0.57,0.341,40.879,-9.894,60.903,0.16,0.37,0.2,-427.0,15.23,92214.0,787.325,15.20,92213.453,787.514,56493,0.396,787.514,-22620040.0,0.0,2.0,0.0,0.0,0.0,0.0,4.189,0.238
56535,2,56535,42,0.450,0.4,0.442,41.584,-10.52,61.26,0.8,0.30,0.4,-427.0,0.653,0.150,0.585,41.347,-10.377,61.34,0.7,0.39,0.7,-427.0,15.22,92213.937,787.369,15.25,92214.523,787.514,56535,0.442,787.514,-22637644.0,0.0,2.0,0.0,0.0,0.0,0.0,4.189,0.266
56571,2,56571,36,0.541,0.20,0.489,41.473,-10.99,61.5,0.7,0.28,0.6,-427.0,0.459,0.64,0.513,41.362,-10.143,60.961,0.7,0.7,0.7,-427.0,15.22,92215.500,787.473,15.15,92218.15,787.719,56571,0.489,787.719,-22654412.0,5.683,1.854,0.0,0.0,0.0,0.0,4.189,0.294
56613,2,56613,42,0.455,0.27,0.489,41.356,-9.982,61.46,0.8,0.22,0.5,-427.0,0.35,0.157,0.370,41.449,-9.412,61.239,0.4,0.14,0.3,-427.0,15.22,92217.539,787.511,15.25,92225.929,787.296,56613,0.489,787.296,-22674970.0,-10.64,2.432,0.0,0.0,0.0,0.0,4.183,0.294
56649,2,56649,36,0.380,0.2,0.442,41.245,-9.994,60.973,0.6,0.29,0.5,-427.0,0.215,0.14,0.399,41.186,-10.143,60.727,0.1,0.49,0.4,-427.0,15.21,92219.148,787.451,15.20,92223.796,787.213,56649,0.442,787.213,-22691738.0,-2.292,2.73,0.0,0.0,0.0,0.0,4.189,0.266
56693,2,56693,44,0.391,0.51,0.489,41.271,-10.23,61.8,0.3,0.26,0.5,-427.0,0.595,0.186,0.578,41.11,-10.40,61.78,0.0,0.22,0.2,-427.0,15.23,92219.843,787.511,15.29,92216.953,787.815,56693,0.489,787.815,-22712232.0,13.677,1.709,0.0,0.0,0.0,0.0,4.189,0.294
56729,2,56729,36,0.360,0.5,0.456,41.192,-9.991,61.46,0.3,0.21,0.5,-427.0,0.495,0.78,0.420,40.952,-10.216,61.224,0.6,0.14,0.6,-427.0,15.22,92221.0,787.550,15.20,92220.304,787.705,56729,0.456,787.705,-22729258.0,-3.44,2.100,0.0,0.0,0.0,0.0,4.189,0.274
56771,2,56771,42,0.337,0.41,0.430,41.31,-9.982,61.110,0.2,0.27,0.4,-427.0,0.344,0.172,0.384,40.558,-10.99,61.283,0.3,0.34,0.5,-427.0,15.23,92220.335,787.506,15.20,92214.671,787.500,56771,0.430,787.500,-22747886.0,-4.884,2.171,0.0,0.0,0.0,0.0,4.189,0.259
56807,2,56807,36,0.963,0.620,0.749,40.955,-10.131,61.230,0.2,0.31,0.3,-427.0,3.165,3.50,5.530,41.69,-10.157,61.838,0.5,0.34,0.1,-427.0,15.22,92219.914,787.528,15.20,92223.796,787.405,56807,0.749,787.405,-22742146.0,-2.651,2.86,0.0,0.0,0.0,0.0,4.189,0.451
56877,2,56877,70,1.32,0.660,0.766,40.929,-10.67,61.256,0.3,0.26,0.3,-427.0,0.559,0.186,0.312,41.55,-9.821,60.859,0.3,0.24,0.3,-427.0,15.23,92219.515,787.580,15.25,92221.820,787.474,56877,0.766,787.474,-22689076.0,0.992,1.971,0.0,0.0,0.0,0.0,4.189,0.461
56913,2,56913,36,1.13,0.687,0.804,40.809,-9.953,61.227,0.5,0.26,0.3,-427.0,0.502,0.50,0.391,40.412,-9.470,60.932,0.8,0.23,0.1,-427.0,15.17,92220.703,787.553,15.2,92222.882,787.679,56913,0.804,787.679,-22660800.0,5.698,1.854,0.0,0.0,0.0,0.0,4.189,0.484
56956,2,56956,43,0.980,0.694,0.821,40.803,-9.865,61.254,0.5,0.27,0.2,-427.0,0.330,0.114,0.334,40.923,-9.777,61.356,0.4,0.21,0.4,-427.0,15.14,92220.296,787.507,15.6,92218.320,787.474,56956,0.821,787.474,-22625854.0,-4.770,2.167,0.0,0.0,0.0,0.0,4.183,0.494
56992,2,56992,36,1.7,0.677,0.838,40.894,-9.643,61.286,0.4,0.26,0.2,-427.0,0.480,0.86,0.298,41.11,-8.988,61.444,0.2,0.26,0.4,-427.0,15.12,92219.875,787.526,15.6,92212.539,787.597,56992,0.838,787.597,-22595976.0,3.406,1.907,0.0,0.0,0.0,0.0,4.195,0.505
57034,2,57034,42,0.513,0.74,0.355,40.865,-9.549,61.72,0.4,0.25,0.2,-427.0,0.696,0.35,0.442,40.923,-9.690,60.771,0.4,0.30,0.0,-427.0,15.11,92218.984,787.542,15.15,92219.382,787.487,57034,0.355,787.487,-22585842.0,-2.609,2.84,0.0,0.0,0.0,0.0,4.189,0.214
57070,2,57070,36,0.528,0.28,0.374,40.795,-9.561,61.137,0.4,0.25,0.4,-427.0,0.631,0.43,0.406,40.704,-9.880,61.180,0.5,0.26,0.9,-427.0,15.8,92218.46,787.526,15.11,92217.101,787.391,57070,0.374,787.391,-22598992.0,-2.668,2.87,0.0,0.0,0.0,0.0,4.189,0.225
57113,2,57113,43,0.473,0.53,0.361,40.973,-9.614,61.113,0.4,0.25,0.4,-427.0,0.229,0.71,0.327,41.303,-9.733,60.815,0.5,0.23,0.5,-427.0,15.11,92219.382,787.548,15.15,92229.578,787.789,57113,0.361,787.789,-22614822.0,9.239,1.782,0.0,0.0,0.0,0.0,4.189,0.217
57149,2,57149,36,0.493,0.34,0.361,40.982,-9.625,61.40,0.3,0.28,0.4,-427.0,0.430,0.21,0.334,40.967,-9.836,60.990,0.0,0.35,0.3,-427.0,15.14,92220.718,787.531,15.20,92225.15,787.391,57149,0.361,787.391,-22627844.0,-11.35,2.494,0.0,0.0,0.0,0.0,4.195,0.217
57186,2,57186,37,0.519,0.21,0.376,41.113,-9.815,60.990,0.3,0.28,0.4,-427.0,0.610,0.21,0.370,41.669,-9.938,61.195,0.4,0.26,0.5,-427.0,15.14,92221.843,787.531,15.6,92218.171,787.597,57186,0.376,787.597,-22641492.0,5.559,1.857,0.0,0.0,0.0,0.0,4.189,0.226
57228,2,57228,42,0.486,0.18,0.367,41.49,-9.874,60.958,0.4,0.26,0.5,-427.0,0.531,0.21,0.399,40.602,-9.982,60.610,0.7,0.20,0.3,-427.0,15.14,92221.609,787.493,15.20,92218.171,787.296,57228,0.367,787.296,-22657106.0,-7.170,2.274,0.0,0.0,0.0,0.0,4.189,0.221
57264,2,57264,36,0.435,0.30,0.374,41.66,-10.17,61.61,0.4,0.26,0.4,-427.0,0.373,0.14,0.442,40.792,-10.596,61.692,0.3,0.28,0.3,-427.0,15.14,92221.578,787.537,15.11,92216.953,787.610,57264,0.374,787.610,-22670464.0,8.728,1.792,0.0,0.0,0.0,0.0,4.189,0.225
57307,2,57307,43,0.486,0.15,0.397,41.5,-10.146,61.137,0.3,0.27,0.4,-427.0,0.488,0.0,0.442,40.996,-10.377,61.195,0.2,0.28,0.6,-427.0,15.15,92219.296,787.558,15.20,92218.171,787.898,57307,0.397,787.898,-22687066.0,6.688,1.832,0.0,0.0,0.0,0.0,4.183,0.239
57354,2,57354,47,0.512,0.25,0.394,41.116,-10.187,61.119,0.4,0.26,0.5,-427.0,0.559,0.71,0.320,41.522,-10.40,60.903,0.5,0.29,0.7,-427.0,15.14,92217.750,787.698,15.15,92217.250,788.89,57354,0.394,788.89,-22705686.0,4.64,1.891,0.0,0.0,0.0,0.0,4.189,0.237
57396,2,57396,42,0.508,0.18,0.413,41.31,-10.181,61.137,0.4,0.25,0.5,-427.0,0.588,0.14,0.463,41.245,-9.909,61.283,0.5,0.22,0.6,-427.0,15.14,92218.226,787.714,15.6,92220.601,787.679,57396,0.413,787.679,-22722656.0,-9.742,2.412,0.0,0.0,0.0,0.0,4.189,0.249
57432,2,57432,36,0.480,0.22,0.404,41.242,-10.154,61.218,0.4,0.27,0.5,-427.0,0.394,0.43,0.355,41.654,-9.850,61.20,0.5,0.28,0.3,-427.0,15.12,92217.585,787.753,15.6,92214.968,787.487,57432,0.404,787.487,-22737382.0,-5.337,2.190,0.0,0.0,0.0,0.0,4.189,0.243
57475,2,57475,43,0.526,0.20,0.394,41.227,-10.26,61.128,0.4,0.26,0.5,-427.0,0.602,0.0,0.391,40.719,-9.953,61.239,0.1,0.25,0.3,-427.0,15.13,92216.953,787.791,15.15,92213.750,787.802,57475,0.394,787.802,-22754572.0,7.319,1.819,0.0,0.0,0.0,0.0,4.189,0.237
57512,2,57512,37,0.524,0.37,0.383,41.180,-9.938,61.69,0.4,0.25,0.5,-427.0,0.473,0.86,0.384,40.762,-9.938,60.903,0.5,0.20,0.7,-427.0,15.9,92217.640,787.687,15.2,92221.664,787.378,57512,0.383,787.378,-22768964.0,-11.469,2.524,0.0,0.0,0.0,0.0,4.189,0.230
57554,2,57554,42,0.518,0.53,0.399,41.201,-9.932,61.104,0.4,0.25,0.5,-427.0,0.531,0.150,0.399,41.625,-10.11,61.78,0.3,0.28,0.4,-427.0,15.5,92217.859,787.567,14.997,92218.320,787.487,57554,0.399,787.487,-22785392.0,2.609,1.927,0.0,0.0,0.0,0.0,4.195,0.240
57590,2,57590,36,0.499,0.66,0.391,41.289,-9.985,61.157,0.4,0.26,0.5,-427.0,0.495,0.50,0.427,41.683,-10.172,61.546,0.4,0.29,0.10,-427.0,15.4,92218.773,787.446,15.2,92225.164,787.78,57590,0.391,787.78,-22799628.0,-11.381,2.518,0.0,0.0,0.0,0.0,4.189,0.236
57634,2,57634,44,0.546,0.51,0.401,41.242,-9.964,61.134,0.3,0.26,0.6,-427.0,0.631,0.28,0.406,41.420,-9.748,60.903,0.4,0.26,0.6,-427.0,15.4,92217.671,787.523,15.6,92209.484,787.870,57634,0.401,787.870,-22817090.0,18.19,1.649,0.0,0.0,0.0,0.0,4.189,0.242
57670,2,57670,36,0.515,0.57,0.406,41.274,-10.29,61.134,0.4,0.25,0.6,-427.0,0.445,0.28,0.413,40.879,-10.274,61.239,0.3,0.24,0.3,-427.0,14.998,92217.484,787.375,14.983,92212.835,787.64,57670,0.406,787.64,-22831636.0,-22.415,4.53,0.0,0.0,0.0,0.0,4.189,0.244
57713,2,57713,43,0.542,0.40,0.400,41.487,-10.11,61.134,0.3,0.27,0.6,-427.0,0.610,0.0,0.355,41.829,-9.850,60.903,0.3,0.30,0.7,-427.0,14.997,92216.390,787.392,14.997,92216.187,787.460,57713,0.400,787.460,-22848980.0,9.226,1.783,0.0,0.0,0.0,0.0,4.189,0.241
57749,2,57749,36,0.559,0.10,0.383,41.423,-10.11,61.58,0.4,0.25,0.6,-427.0,0.617,0.0,0.312,41.303,-10.11,60.698,0.7,0.18,0.6,-427.0,14.996,92216.453,787.386,14.992,92218.617,787.460,57749,0.383,787.460,-22863086.0,0.0,2.0,0.0,0.0,0.0,0.0,4.189,0.230
57792,2,57792,43,0.554,0.4,0.376,41.318,-10.38,60.973,0.4,0.26,0.5,-427.0,0.466,0.21,0.391,41.157,-10.304,61.122,0.4,0.31,0.3,-427.0,14.993,92213.109,787.562,14.988,92208.421,787.953,57792,0.376,787.953,-22879410.0,11.458,1.744,0.0,0.0,0.0,0.0,4.195,0.226
57828,2,57828,36,0.536,0.8,0.357,41.312,-10.23,60.964,0.3,0.26,0.4,-427.0,0.545,0.7,0.312,41.391,-9.675,60.859,0.0,0.26,0.2,-427.0,14.988,92214.265,787.477,14.979,92215.265,787.447,57828,0.357,787.447,-22892612.0,-14.65,2.729,0.0,0.0,0.0,0.0,4.189,0.215
57897,2,57897,69,0.518,0.38,0.354,41.262,-9.891,60.833,0.4,0.26,0.5,-427.0,0.351,0.179,0.399,40.631,-9.617,60.581,0.8,0.25,0.6,-427.0,14.990,92213.960,787.627,14.992,92211.304,787.816,57897,0.354,787.816,-22917174.0,5.356,1.861,0.0,0.0,0.0,0.0,4.189,0.213
57933,2,57933,36,0.513,0.53,0.327,41.148,-9.795,60.815,0.4,0.26,0.4,-427.0,0.588,0.71,0.219,41.259,-9.368,60.815,0.1,0.30,0.6,-427.0,14.982,92213.171,787.660,14.960,92212.218,787.625,57933,0.327,787.625,-22929446.0,-5.320,2.189,0.0,0.0,0.0,0.0,4.189,0.197
57975,2,57975,42,0.486,0.63,0.374,41.262,-9.815,60.897,0.2,0.27,0.4,-427.0,0.480,0.50,0.549,41.873,-10.114,61.107,0.0,0.25,0.3,-427.0,14.976,92213.500,787.773,14.960,92220.281,788.22,57975,0.374,788.22,-22944186.0,9.457,1.778,0.0,0.0,0.0,0.0,4.189,0.225
58011,2,58011,36,0.512,0.58,0.361,41.201,-9.763,60.847,0.2,0.27,0.5,-427.0,0.595,0.0,0.327,40.850,-10.40,60.874,0.3,0.29,0.7,-427.0,14.969,92213.835,787.666,14.956,92210.85,787.420,58011,0.361,787.420,-22957440.0,-16.732,3.7,0.0,0.0,0.0,0.0,4.189,0.217
58054,2,58054,43,0.522,0.58,0.368,41.157,-9.847,60.795,0.4,0.26,0.4,-427.0,0.595,0.7,0.348,41.172,-10.99,60.596,0.7,0.21,0.0,-427.0,14.966,92213.492,787.803,14.960,92213.585,788.131,58054,0.368,788.131,-22973148.0,16.544,1.668,0.0,0.0,0.0,0.0,4.195,0.222
58090,2,58090,36,0.522,0.27,0.358,41.306,-9.877,60.798,0.3,0.25,0.5,-427.0,0.351,0.21,0.348,41.376,-9.763,60.596,0.2,0.22,0.7,-427.0,14.957,92214.164,787.721,14.951,92214.648,787.406,58090,0.358,787.406,-22986246.0,-20.124,3.523,0.0,0.0,0.0,0.0,4.189,0.216
58132,2,58132,42,0.521,0.28,0.401,41.236,-9.950,60.727,0.3,0.25,0.3,-427.0,0.581,0.78,0.434,40.909,-9.733,60.464,0.3,0.27,0.0,-427.0,14.957,92213.734,787.677,14.960,92210.85,787.406,58132,0.401,787.406,-23002222.0,0.0,2.0,0.0,0.0,0.0,0.0,4.189,0.242
58168,2,58168,36,0.528,0.58,0.371,40.970,-9.880,60.654,0.4,0.25,0.3,-427.0,0.516,0.200,0.399,40.543,-9.763,60.742,0.4,0.26,0.2,-427.0,14.957,92211.734,787.677,14.956,92210.234,788.22,58168,0.371,788.22,-23016148.0,17.94,1.661,0.0,0.0,0.0,0.0,4.195,0.223
58212,2,58212,44,0.531,0.74,0.381,41.5,-9.807,60.584,0.4,0.25,0.2,-427.0,0.610,0.78,0.377,41.26,-9.675,60.523,0.6,0.29,0.1,-427.0,14.957,92212.671,787.568,14.956,92214.796,786.874,58212,0.381,786.874,-23032726.0,-26.96,5.606,0.0,0.0,0.0,0.0,4.189,0.229
58248,2,58248,36,0.495,0.66,0.400,40.912,-9.760,60.672,0.4,0.26,0.3,-427.0,0.416,0.50,0.442,40.704,-9.865,61.34,0.5,0.26,0.6,-427.0,14.953,92213.375,787.401,14.942,92217.78,787.297,58248,0.400,787.297,-23046806.0,11.771,1.739,0.0,0.0,0.0,0.0,4.189,0.241
58290,2,58290,42,0.511,0.64,0.414,40.751,-9.827,60.751,0.4,0.26,0.2,-427.0,0.430,0.14,0.420,40.572,-10.99,60.990,0.2,0.24,0.3,-427.0,14.951,92213.640,787.418,14.942,92216.15,787.490,58290,0.414,787.490,-23063926.0,4.574,1.879,0.0,0.0,0.0,0.0,4.195,0.249
58326,2,58326,36,0.518,0.64,0.417,40.868,-9.938,60.748,0.4,0.27,0.3,-427.0,0.617,0.78,0.449,41.493,-10.289,60.450,0.5,0.28,0.5,-427.0,14.947,92215.500,787.434,14.942,92219.367,787.490,58326,0.417,787.490,-23078912.0,0.0,2.0,0.0,0.0,0.0,0.0,4.202,0.251
58369,2,58369,43,0.528,0.38,0.423,41.31,-9.926,60.625,0.5,0.27,0.4,-427.0,0.567,0.71,0.427,41.362,-9.704,60.128,0.7,0.29,0.6,-427.0,14.945,92217.328,787.388,14.942,92219.367,787.790,58369,0.423,787.790,-23096996.0,6.990,1.826,0.0,0.0,0.0,0.0,4.189,0.255
58431,2,58431,62,0.519,0.54,0.417,40.988,-10.23,60.578,0.4,0.27,0.5,-427.0,0.567,0.157,0.348,40.806,-10.157,60.289,0.3,0.25,0.5,-427.0,14.941,92217.625,787.528,14.937,92216.312,787.571,58431,0.417,787.571,-23123070.0,-3.527,2.118,0.0,0.0,0.0,0.0,4.189,0.251
58473,2,58473,42,0.549,0.76,0.409,40.903,-10.76,60.499,0.4,0.28,0.4,-427.0,0.567,0.57,0.399,40.280,-10.128,60.640,0.4,0.33,0.1,-427.0,14.938,92218.601,787.643,14.928,92221.945,787.873,58473,0.409,787.873,-23140432.0,7.171,1.822,0.0,0.0,0.0,0.0,4.195,0.246
58509,2,58509,36,0.569,0.67,0.404,40.979,-10.70,60.447,0.5,0.28,0.5,-427.0,0.531,0.28,0.399,40.952,-10.70,60.727,0.4,0.27,0.6,-427.0,14.934,92218.875,787.763,14.923,92217.382,788.91,58509,0.404,788.91,-23155082.0,6.59,1.846,0.0,0.0,0.0,0.0,4.202,0.243
58551,2,58551,42,0.539,0.58,0.399,40.806,-9.856,60.537,0.4,0.28,0.3,-427.0,0.466,0.35,0.420,40.631,-9.222,60.903,0.4,0.25,0.0,-427.0,14.934,92218.453,787.883,14.937,92217.234,788.91,58551,0.399,788.91,-23171962.0,0.0,2.0,0.0,0.0,0.0,0.0,4.189,0.240
58587,2,58587,36,0.539,0.76,0.377,40.660,-9.903,60.657,0.4,0.28,0.4,-427.0,0.567,0.157,0.320,40.631,-9.938,60.727,0.6,0.28,0.7,-427.0,14.934,92217.109,787.943,14.942,92212.664,788.91,58587,0.377,788.91,-23185940.0,0.0,2.0,0.0,0.0,0.0,0.0,4.202,0.227
58630,2,58630,43,0.511,0.54,0.376,40.727,-9.827,60.760,0.4,0.29,0.4,-427.0,0.423,0.50,0.341,41.142,-9.777,60.800,0.4,0.32,0.5,-427.0,14.934,92217.500,788.9,14.937,92218.296,787.899,58630,0.376,787.899,-23202142.0,-4.454,2.154,0.0,0.0,0.0,0.0,4.195,0.226
58667,2,58667,37,0.508,0.44,0.368,40.806,-9.760,60.920,0.5,0.27,0.5,-427.0,0.552,0.7,0.363,40.675,-9.792,61.444,0.5,0.25,0.5,-427.0,14.934,92214.734,787.891,14.933,92208.101,787.284,58667,0.368,787.284,-23215924.0,-16.632,2.995,0.0,0.0,0.0,0.0,4.195,0.222
58708,2,58708,41,0.495,0.54,0.368,40.724,-9.722,61.26,0.4,0.26,0.3,-427.0,0.466,0.21,0.399,40.543,-9.880,61.254,0.3,0.21,0.1,-427.0,14.937,92214.210,787.752,14.937,92214.796,787.393,58708,0.368,787.393,-23231048.0,2.673,1.925,0.0,0.0,0.0,0.0,4.189,0.222
58745,2,58745,37,0.509,0.70,0.354,40.736,-9.842,61.87,0.4,0.27,0.4,-427.0,0.538,0.114,0.348,40.689,-9.821,61.210,0.3,0.29,0.3,-427.0,14.938,92212.781,787.617,14.942,92210.85,787.420,58745,0.354,787.420,-23244430.0,0.704,1.979,0.0,0.0,0.0,0.0,4.189,0.213
58792,2,58792,47,0.502,0.57,0.377,40.876,-9.932,61.119,0.4,0.26,0.4,-427.0,0.531,0.93,0.434,41.332,-10.391,60.888,0.5,0.24,0.5,-427.0,14.938,92214.585,787.459,14.942,92221.648,787.297,58792,0.377,787.297,-23261632.0,-2.598,2.84,0.0,0.0,0.0,0.0,4.189,0.227
58828,2,58828,36,0.519,0.48,0.390,40.742,-10.35,61.166,0.4,0.25,0.4,-427.0,0.509,0.7,0.406,40.470,-10.289,61.34,0.4,0.25,0.5,-427.0,14.938,92214.554,787.398,14.937,92218.148,787.598,58828,0.390,787.598,-23275454.0,8.351,1.799,0.0,0.0,0.0,0.0,4.189,0.235
58871,2,58871,43,0.495,0.50,0.413,40.923,-10.70,61.142,0.3,0.26,0.4,-427.0,0.430,0.14,0.477,41.581,-9.967,61.327,0.3,0.30,0.3,-427.0,14.941,92214.523,787.483,14.946,92207.953,787.708,58871,0.413,787.708,-23292736.0,2.549,1.928,0.0,0.0,0.0,0.0,4.195,0.249
58934,2,58934,63,0.495,0.68,0.434,40.365,-10.8,61.49,0.5,0.25,0.4,-427.0,0.466,0.114,0.506,37.752,-9.573,60.786,0.11,0.20,0.3,-427.0,14.942,92213.671,787.601,14.942,92210.531,787.981,58934,0.434,787.981,-23319458.0,4.341,1.884,0.0,0.0,0.0,0.0,4.189,0.261
58975,2,58975,41,0.478,0.40,0.440,40.456,-9.985,61.81,0.5,0.27,0.5,-427.0,0.452,0.28,0.377,41.142,-9.704,61.370,0.3,0.38,0.5,-427.0,14.941,92213.765,787.612,14.937,92210.531,787.475,58975,0.440,787.475,-23337408.0,-12.336,2.587,0.0,0.0,0.0,0.0,4.189,0.265
59011,2,59011,36,0.469,0.22,0.432,40.526,-9.997,61.99,0.5,0.27,0.4,-427.0,0.488,0.7,0.391,41.683,-10.450,60.976,0.2,0.22,0.3,-427.0,14.937,92211.992,787.546,14.923,92212.812,786.970,59011,0.432,786.970,-23353116.0,-14.32,2.727,0.0,0.0,0.0,0.0,4.189,0.260
59054,2,59054,43,0.433,0.47,0.437,40.707,-9.868,61.119,0.5,0.25,0.4,-427.0,0.330,0.129,0.434,41.376,-9.646,61.137,0.8,0.17,0.3,-427.0,14.936,92212.273,787.563,14.933,92219.515,787.681,59054,0.437,787.681,-23371818.0,16.532,1.668,0.0,0.0,0.0,0.0,4.176,0.263
59090,2,59090,36,0.443,0.58,0.417,40.496,-9.862,61.49,0.5,0.27,0.3,-427.0,0.480,0.71,0.377,40.529,-9.938,60.976,0.2,0.40,0.3,-427.0,14.934,92214.335,787.457,14.937,92218.296,787.175,59090,0.417,787.175,-23387216.0,-14.63,2.729,0.0,0.0,0.0,0.0,4.195,0.251
59132,2,59132,42,0.480,0.31,0.376,41.157,-9.885,61.163,0.4,0.28,0.4,-433.399,0.653,0.21,0.298,41.55,-9.690,61.356,0.6,0.22,0.5,-459.0,14.933,92215.250,787.334,14.933,92215.93,787.366,59132,0.376,787.366,-23403884.0,4.560,1.879,0.0,0.0,0.0,0.0,4.195,0.226
480570,3,480570,421438,0.394,0.91,0.321,9.994,9.178,57.480,0.13,0.32,0.6,-171.0,0.244,0.107,0.384,41.128,-10.143,60.800,0.6,0.23,0.4,-427.0,19.745,92229.460,786.538,14.928,92216.164,787.585,480570,0.321,787.585,-170392848.0,0.0,1.999,0.0,0.0,0.0,0.0,4.47,0.193
480664,3,480664,94,0.397,0.111,0.318,9.964,9.90,57.503,0.12,0.32,0.6,-171.0,0.64,0.114,0.320,9.982,8.930,57.337,0.11,0.33,0.4,-171.0,19.751,92230.765,786.669,19.756,92230.132,786.861,480664,0.318,786.861,-170422928.0,-7.701,2.300,0.0,0.0,0.0,0.0,4.47,0.191
