millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_lastUpdate,Velocity_lastZAccel,Velocity_lastAlt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Target_air_brake_angle,Air_brake_angle,Air_brake_error,Battery_voltage,Z_accel_times_burnoutMass
5368,2,5368,37,0.189,0.100,0.424,9.400,0.637,53.952,0.5,0.27,0.6,-363.0,0.114,0.21,0.456,9.368,0.482,54.19,0.7,0.22,0.10,-363.0,16.435,92220.0,787.353,16.440,92222.367,787.315,5368,0.424,787.315,-388966.968,13.683,1.708,0.0,0.0,0.0,0.0,4.60,0.255
5437,2,5437,69,0.221,0.110,0.446,9.535,0.643,53.858,0.6,0.27,0.6,-363.0,0.323,0.200,0.449,10.55,0.979,53.902,0.6,0.30,0.3,-363.0,16.438,92220.31,787.167,16.444,92219.343,786.985,5437,0.446,786.985,-419026.31,-4.781,2.167,0.0,0.0,0.0,0.0,4.54,0.268
5473,2,5473,36,0.172,0.91,0.430,9.546,0.663,53.814,0.7,0.27,0.5,-363.0,0.78,0.78,0.370,9.617,-1.140,53.551,0.7,0.25,0.5,-363.0,16.436,92221.195,787.126,16.426,92219.179,787.109,5473,0.430,787.109,-434812.406,3.451,1.906,0.0,0.0,0.0,0.0,4.60,0.259
5517,2,5517,44,0.185,0.74,0.407,9.742,0.745,53.823,0.6,0.27,0.5,-363.0,0.114,0.71,0.370,9.923,0.862,53.756,0.7,0.25,0.2,-363.0,16.436,92220.273,787.62,16.431,92219.15,787.95,5517,0.407,787.95,-453254.31,0.320,2.9,0.0,0.0,0.0,0.0,4.60,0.245
5553,2,5553,36,0.143,0.110,0.400,9.807,0.950,53.832,0.6,0.25,0.4,-363.0,0.86,0.222,0.355,10.70,-1.286,53.931,0.4,0.23,0.1,-363.0,16.436,92219.578,787.145,16.440,92217.953,787.220,5553,0.400,787.220,-467799.937,3.467,1.905,0.0,0.0,0.0,0.0,4.60,0.241
5596,2,5596,43,0.153,0.160,0.380,9.956,0.985,53.759,0.5,0.27,0.2,-363.0,0.165,0.229,0.355,10.114,0.657,53.653,0.3,0.29,0.3,-363.0,16.438,92217.984,787.208,16.449,92214.437,787.631,5596,0.380,787.631,-484587.750,9.565,1.777,0.0,0.0,0.0,0.0,4.60,0.229
5633,2,5633,37,0.133,0.167,0.358,9.935,0.879,53.756,0.5,0.26,0.2,-363.0,0.222,0.236,0.341,9.953,0.453,53.887,0.6,0.28,0.2,-363.0,16.439,92218.796,787.258,16.449,92223.429,787.234,5633,0.358,787.234,-498262.812,-10.720,2.474,0.0,0.0,0.0,0.0,4.60,0.216
5675,2,5675,42,0.130,0.189,0.355,9.976,0.727,53.744,0.5,0.26,0.2,-363.0,0.64,0.186,0.355,9.821,0.380,53.493,0.9,0.23,0.7,-363.0,16.442,92218.273,787.362,16.444,92216.562,787.631,5675,0.355,787.631,-513273.312,9.444,1.779,0.0,0.0,0.0,0.0,4.60,0.214
5711,2,5711,36,0.133,0.190,0.348,9.979,0.660,53.697,0.5,0.26,0.3,-363.0,0.129,0.78,0.334,9.938,0.526,53.522,0.4,0.28,0.5,-363.0,16.445,92216.875,787.472,16.444,92211.984,787.646,5711,0.348,787.646,-525958.562,0.406,1.987,0.0,0.0,0.0,0.0,4.60,0.210
5753,2,5753,42,0.139,0.156,0.358,9.953,0.479,53.645,0.5,0.27,0.4,-363.0,0.114,0.50,0.406,9.938,0.380,53.668,0.4,0.25,0.4,-363.0,16.447,92216.601,787.640,16.449,92216.562,788.57,5753,0.358,788.57,-540818.312,9.794,1.772,0.0,0.0,0.0,0.0,4.60,0.216
5789,2,5789,36,0.136,0.146,0.354,9.865,0.423,53.627,0.5,0.26,0.4,-363.0,0.150,0.179,0.334,9.675,0.380,53.566,0.4,0.25,0.4,-363.0,16.448,92216.773,787.583,16.453,92215.335,787.345,5789,0.354,787.345,-553658.625,-19.792,3.461,0.0,0.0,0.0,0.0,4.60,0.213
5832,2,5832,43,0.107,0.136,0.363,9.786,0.444,53.481,0.5,0.26,0.4,-363.0,0.78,0.186,0.384,9.558,0.555,53.156,0.4,0.27,0.1,-363.0,16.449,92215.859,787.643,16.453,92218.851,787.536,5832,0.363,787.536,-569088.250,4.441,1.882,0.0,0.0,0.0,0.0,4.60,0.218
5868,2,5868,36,0.120,0.134,0.357,9.883,0.505,53.452,0.4,0.26,0.5,-363.0,0.129,0.179,0.327,10.304,0.686,53.346,0.6,0.24,0.10,-363.0,16.453,92216.773,787.566,16.463,92221.140,787.249,5868,0.357,787.249,-582057.812,-7.958,2.313,0.0,0.0,0.0,0.0,4.60,0.215
5937,2,5937,69,0.122,0.160,0.364,9.818,0.537,53.358,0.5,0.25,0.4,-363.0,0.136,0.208,0.370,9.617,0.686,53.54,0.4,0.26,0.0,-363.0,16.455,92218.640,787.421,16.458,92221.304,786.919,5937,0.364,786.919,-606965.625,-4.789,2.167,0.0,0.0,0.0,0.0,4.47,0.219
5974,2,5974,37,0.142,0.186,0.350,9.853,0.663,53.300,0.5,0.26,0.4,-363.0,0.215,0.179,0.334,10.114,-1.8,53.376,0.6,0.27,0.7,-363.0,16.454,92219.546,787.295,16.444,92221.140,787.426,5974,0.350,787.426,-620189.187,13.699,1.708,0.0,0.0,0.0,0.0,4.60,0.210
6016,2,6016,42,0.124,0.205,0.355,9.997,0.719,53.218,0.5,0.26,0.5,-363.0,0.64,0.272,0.363,10.391,0.657,53.156,0.6,0.26,0.7,-363.0,16.454,92221.843,787.232,16.453,92226.789,787.29,6016,0.355,787.29,-635018.812,-9.445,2.395,0.0,0.0,0.0,0.0,4.60,0.214
6052,2,6052,36,0.139,0.192,0.364,10.17,0.669,53.256,0.6,0.27,0.6,-363.0,0.150,0.122,0.427,9.660,0.306,53.346,0.8,0.28,0.6,-363.0,16.453,92221.140,787.171,16.449,92215.335,787.234,6052,0.364,787.234,-647988.375,5.713,1.853,0.0,0.0,0.0,0.0,4.66,0.219
6095,2,6095,43,0.143,0.185,0.370,9.833,0.713,53.308,0.6,0.27,0.5,-363.0,0.150,0.143,0.355,9.383,0.906,53.610,0.5,0.29,0.3,-363.0,16.452,92221.562,787.89,16.453,92223.265,786.837,6095,0.370,786.837,-663788.437,-9.237,2.383,0.0,0.0,0.0,0.0,4.60,0.223
6131,2,6131,36,0.152,0.166,0.371,9.733,0.684,53.358,0.5,0.28,0.5,-363.0,0.179,0.114,0.377,9.120,0.540,53.303,0.3,0.29,0.3,-363.0,16.452,92221.710,787.237,16.458,92222.39,787.660,6131,0.371,787.660,-677145.625,22.866,1.593,0.0,0.0,0.0,0.0,4.60,0.223
6173,2,6173,42,0.136,0.172,0.386,9.666,0.692,53.326,0.5,0.28,0.5,-363.0,0.136,0.208,0.406,9.777,-1.52,53.215,0.3,0.28,0.7,-363.0,16.454,92221.890,787.284,16.458,92222.39,787.660,6173,0.386,787.660,-693060.625,0.0,2.0,0.0,0.0,0.0,0.0,4.60,0.232
6209,2,6209,36,0.157,0.143,0.386,9.570,0.660,53.346,0.5,0.29,0.5,-363.0,0.172,0.129,0.363,9.909,0.496,53.259,0.6,0.30,0.4,-363.0,16.456,92220.484,787.328,16.463,92219.750,787.249,6209,0.386,787.249,-706960.500,-11.425,2.521,0.0,0.0,0.0,0.0,4.66,0.232
6253,2,6253,44,0.153,0.160,0.371,9.672,0.637,53.303,0.4,0.29,0.4,-363.0,0.129,0.208,0.355,10.172,0.190,53.127,0.5,0.29,0.2,-363.0,16.459,92221.125,787.436,16.463,92218.523,787.771,6253,0.371,787.771,-723633.375,11.851,1.737,0.0,0.0,0.0,0.0,4.60,0.223
6289,2,6289,36,0.150,0.155,0.374,9.766,0.540,53.183,0.5,0.28,0.4,-363.0,0.136,0.114,0.370,9.850,0.423,53.10,0.7,0.24,0.1,-363.0,16.460,92220.875,787.439,16.458,92222.39,786.852,6289,0.374,786.852,-737068.62,-25.504,5.257,0.0,0.0,0.0,0.0,4.66,0.225
6326,2,6326,37,0.143,0.165,0.373,9.874,0.543,53.206,0.5,0.28,0.4,-363.0,0.143,0.165,0.370,9.660,0.555,53.420,0.4,0.29,0.4,-363.0,16.462,92219.718,787.359,16.467,92216.234,787.264,6326,0.373,787.264,-750902.500,11.116,1.749,0.0,0.0,0.0,0.0,4.47,0.224
6368,2,6368,42,0.137,0.153,0.383,9.874,0.520,53.311,0.5,0.26,0.3,-363.0,0.107,0.150,0.456,9.777,0.935,53.741,0.4,0.20,0.3,-363.0,16.463,92218.554,787.378,16.463,92216.234,787.756,6368,0.383,787.756,-766787.375,11.718,1.739,0.0,0.0,0.0,0.0,4.60,0.230
6433,2,6433,65,0.124,0.165,0.381,9.842,0.570,53.303,0.5,0.25,0.3,-363.0,0.107,0.186,0.355,9.748,0.745,53.215,0.6,0.23,0.6,-363.0,16.463,92219.78,787.373,16.463,92222.367,787.220,6433,0.381,787.220,-791651.0,-8.248,2.328,0.0,0.0,0.0,0.0,4.47,0.229
6474,2,6474,41,0.134,0.157,0.406,9.549,0.619,53.332,0.6,0.26,0.3,-363.0,0.179,0.172,0.477,8.710,0.438,53.273,0.8,0.35,0.1,-363.0,16.460,92219.632,787.243,16.449,92221.304,787.124,6474,0.406,787.124,-807805.125,-2.329,2.75,0.0,0.0,0.0,0.0,4.54,0.244
6510,2,6510,36,0.116,0.163,0.407,9.429,0.622,53.501,0.7,0.26,0.3,-363.0,0.43,0.143,0.377,9.251,0.438,53.858,0.14,0.24,0.1,-363.0,16.457,92218.789,787.259,16.444,92217.789,786.933,6510,0.407,786.933,-822454.437,-5.306,2.189,0.0,0.0,0.0,0.0,4.47,0.245
6553,2,6553,43,0.117,0.133,0.406,9.441,0.593,53.484,0.7,0.27,0.2,-363.0,0.150,0.14,0.363,9.719,0.409,53.332,0.2,0.32,0.0,-363.0,16.456,92218.640,787.314,16.463,92215.500,787.536,6553,0.406,787.536,-839952.187,14.8,1.704,0.0,0.0,0.0,0.0,4.47,0.244
6589,2,6589,36,0.129,0.136,0.373,9.409,0.444,53.434,0.6,0.28,0.2,-363.0,0.165,0.165,0.291,9.617,0.190,53.493,0.3,0.26,0.1,-363.0,16.454,92219.375,787.273,16.453,92219.914,787.550,6589,0.373,787.550,-853981.250,0.406,1.987,0.0,0.0,0.0,0.0,4.41,0.224
6631,2,6631,42,0.156,0.142,0.380,9.342,0.353,53.387,0.6,0.29,0.1,-363.0,0.244,0.215,0.391,9.412,0.292,52.981,0.3,0.26,0.3,-363.0,16.452,92218.882,787.317,16.449,92219.914,787.440,6631,0.380,787.440,-869805.812,-2.621,2.85,0.0,0.0,0.0,0.0,4.47,0.229
6668,2,6668,37,0.133,0.155,0.376,9.593,0.371,53.434,0.7,0.26,0.2,-363.0,0.64,0.236,0.456,9.967,0.526,53.507,0.11,0.24,0.7,-363.0,16.453,92217.687,787.443,16.453,92215.335,787.756,6668,0.376,787.756,-883799.625,8.535,1.796,0.0,0.0,0.0,0.0,4.41,0.226
6710,2,6710,42,0.175,0.147,0.364,9.619,0.263,53.364,0.6,0.28,0.2,-363.0,0.251,0.107,0.320,9.383,0.102,53.507,0.8,0.32,0.2,-363.0,16.454,92217.414,787.605,16.453,92216.398,787.741,6710,0.364,787.741,-899352.812,0.348,2.10,0.0,0.0,0.0,0.0,4.47,0.219
6746,2,6746,36,0.153,0.157,0.350,9.725,0.248,53.314,0.6,0.27,0.4,-363.0,0.43,0.64,0.291,10.245,0.336,53.83,0.3,0.26,0.10,-363.0,16.452,92218.46,787.544,16.449,92218.687,787.234,6746,0.350,787.234,-912219.0,-14.78,2.731,0.0,0.0,0.0,0.0,4.54,0.210
6789,2,6789,43,0.139,0.136,0.373,9.570,0.195,53.230,0.6,0.27,0.5,-363.0,0.93,0.57,0.406,8.842,0.73,53.69,0.4,0.26,0.5,-363.0,16.453,92217.593,787.564,16.458,92217.625,787.646,6789,0.373,787.646,-927772.125,9.565,1.777,0.0,0.0,0.0,0.0,4.47,0.224
6825,2,6825,36,0.104,0.137,0.371,9.576,0.192,53.282,0.6,0.27,0.5,-363.0,0.71,0.222,0.384,9.441,0.277,53.244,0.4,0.27,0.2,-363.0,16.454,92217.593,787.443,16.458,92219.914,786.837,6825,0.371,786.837,-941181.0,-22.459,4.65,0.0,0.0,0.0,0.0,4.47,0.223
6868,2,6868,43,0.132,0.139,0.364,9.593,0.137,53.250,0.5,0.28,0.5,-363.0,0.200,0.244,0.420,10.55,0.248,53.346,0.4,0.28,0.5,-363.0,16.454,92219.421,787.300,16.453,92224.500,787.43,6868,0.364,787.43,-957011.937,4.794,1.874,0.0,0.0,0.0,0.0,4.47,0.219
6915,2,6915,47,0.114,0.155,0.400,9.587,0.222,53.262,0.4,0.28,0.5,-363.0,0.165,0.186,0.499,9.353,0.321,53.566,0.5,0.34,0.5,-363.0,16.455,92219.453,787.240,16.458,92216.562,787.440,6915,0.400,787.440,-974990.312,8.441,1.797,0.0,0.0,0.0,0.0,4.47,0.241
6957,2,6957,42,0.127,0.153,0.419,9.596,0.184,53.346,0.5,0.28,0.4,-363.0,0.107,0.57,0.384,10.289,0.146,53.507,0.9,0.25,0.3,-363.0,16.456,92219.31,787.199,16.453,92216.562,787.29,6957,0.419,787.29,-992201.750,-9.794,2.416,0.0,0.0,0.0,0.0,4.47,0.252
6993,2,6993,36,0.117,0.139,0.437,9.774,0.163,53.408,0.5,0.29,0.4,-363.0,0.43,0.14,0.499,9.733,0.175,53.376,0.6,0.32,0.5,-363.0,16.455,92219.945,787.139,16.453,92222.203,787.345,6993,0.437,787.345,-1007626.312,8.773,1.791,0.0,0.0,0.0,0.0,4.47,0.263
7036,2,7036,43,0.124,0.117,0.420,9.885,0.105,53.384,0.5,0.29,0.4,-363.0,0.107,0.114,0.298,9.997,0.14,53.127,0.1,0.27,0.2,-363.0,16.454,92220.828,787.155,16.453,92224.335,786.919,7036,0.420,786.919,-1026081.0,-9.907,2.422,0.0,0.0,0.0,0.0,4.47,0.253
7072,2,7072,36,0.122,0.117,0.414,9.754,0.14,53.314,0.5,0.29,0.4,-363.0,0.186,0.244,0.391,9.397,0.204,52.996,0.5,0.26,0.3,-363.0,16.454,92220.164,787.298,16.453,92221.140,787.756,7072,0.414,787.756,-1041117.937,23.259,1.589,0.0,0.0,0.0,0.0,4.47,0.249
7114,2,7114,42,0.99,0.104,0.383,9.862,0.99,53.311,0.5,0.28,0.4,-363.0,0.50,0.122,0.341,9.894,0.248,53.551,0.5,0.29,0.5,-363.0,16.454,92219.914,787.218,16.458,92215.335,787.43,7114,0.383,787.43,-1057877.125,-16.964,3.36,0.0,0.0,0.0,0.0,4.47,0.230
7150,2,7150,36,0.101,0.134,0.380,9.745,0.175,53.443,0.4,0.28,0.4,-363.0,0.122,0.208,0.370,9.704,0.233,54.165,0.5,0.28,0.6,-363.0,16.453,92219.890,787.345,16.449,92216.398,787.660,7150,0.380,787.660,-1071622.0,17.139,1.660,0.0,0.0,0.0,0.0,4.47,0.229
7193,2,7193,43,0.101,0.150,0.345,9.704,0.251,53.455,0.4,0.27,0.3,-363.0,0.43,0.64,0.327,9.529,0.555,53.434,0.5,0.27,0.1,-363.0,16.454,92218.507,787.386,16.458,92215.335,787.550,7193,0.345,787.550,-1087236.875,-2.562,2.83,0.0,0.0,0.0,0.0,4.47,0.208
7229,2,7229,36,0.117,0.160,0.366,9.619,0.125,53.601,0.5,0.27,0.4,-363.0,0.186,0.165,0.399,9.573,0.613,53.858,0.4,0.24,0.4,-363.0,16.456,92216.710,787.474,16.463,92215.335,787.359,7229,0.366,787.359,-1100051.375,-5.304,2.189,0.0,0.0,0.0,0.0,4.47,0.220
7271,2,7271,42,0.126,0.127,0.364,9.809,0.61,53.741,0.5,0.27,0.4,-363.0,0.229,0.78,0.384,10.347,0.116,53.697,0.5,0.28,0.3,-363.0,16.457,92214.179,787.271,16.458,92208.468,786.742,7271,0.364,786.742,-1115393.500,-14.703,2.789,0.0,0.0,0.0,0.0,4.60,0.219
7307,2,7307,36,0.152,0.143,0.377,9.678,0.23,53.642,0.5,0.26,0.3,-363.0,0.179,0.200,0.406,9.237,0.58,53.54,0.8,0.24,0.3,-363.0,16.457,92213.718,787.312,16.458,92213.46,787.249,7307,0.377,787.249,-1128750.625,14.94,1.702,0.0,0.0,0.0,0.0,4.41,0.227
7350,2,7350,43,0.153,0.145,0.388,9.590,0.128,53.531,0.5,0.26,0.3,-363.0,0.129,0.215,0.427,9.266,0.526,53.610,0.4,0.29,0.1,-363.0,16.459,92214.171,787.230,16.458,92218.687,787.249,7350,0.388,787.249,-1145229.750,0.0,2.0,0.0,0.0,0.0,0.0,4.47,0.234
7386,2,7386,36,0.192,0.153,0.413,9.590,0.333,53.577,0.5,0.26,0.4,-363.0,0.236,0.107,0.449,9.529,0.467,53.668,0.5,0.25,0.7,-363.0,16.460,92215.296,787.233,16.463,92220.976,787.565,7386,0.413,787.565,-1159672.250,8.773,1.791,0.0,0.0,0.0,0.0,4.47,0.249
7456,2,7456,70,0.195,0.159,0.423,9.611,0.289,53.487,0.6,0.27,0.3,-363.0,0.200,0.193,0.449,9.675,0.394,53.405,0.6,0.28,0.2,-363.0,16.461,92215.796,787.227,16.467,92217.789,787.330,7456,0.423,787.330,-1188961.0,-3.356,2.111,0.0,0.0,0.0,0.0,4.60,0.255
7493,2,7493,37,0.178,0.152,0.416,9.558,0.321,53.417,0.6,0.27,0.3,-363.0,0.143,0.43,0.348,10.84,0.277,53.346,0.7,0.31,0.3,-363.0,16.457,92219.0,787.262,16.440,92224.500,786.919,7493,0.416,786.919,-1204495.250,-11.118,2.500,0.0,0.0,0.0,0.0,4.60,0.250
