millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,BARO_temp,BARO_press,BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,lastInte.x,lastInte.y,lastDiff.x,lastDiff.y,Est_apogee,Z_accel_times_burnoutMass
507942,20,3682,89,0.35,0.100,-11.360,15.492,-15.273,55.539,0.28,0.91,-1.250,-299.0,17.834,89281.781,1054.585,-239064.296,0.2,2.228,507926.0,-11.518,507926.0,1053.358,-860.628,-7.377
508031,20,3771,89,0.567,0.35,-11.389,14.89,-14.367,53.756,0.13,0.60,-1.80,-299.0,17.825,89268.171,1055.653,-240096.156,0.20,1.356,508015.0,-11.669,508015.0,1055.161,-882.336,-7.396
508126,20,3866,95,0.969,0.122,-11.44,12.510,-14.732,52.484,0.48,0.39,0.970,-299.0,17.829,89264.546,1056.81,-241178.484,0.7,1.576,508110.0,-11.116,508110.0,1055.895,-875.248,-7.172
508227,20,3967,101,0.78,0.78,-11.30,11.707,-13.826,55.992,0.98,0.18,0.757,-299.0,17.820,89247.320,1057.363,-242286.546,0.11,1.456,508210.0,-11.44,508210.0,1057.84,-878.41,-7.163
508316,20,4056,89,0.179,0.35,-10.685,10.640,-12.613,55.553,0.124,0.54,0.785,-267.0,17.820,89251.953,1058.191,-243268.296,0.2,2.318,508300.0,-10.771,508300.0,1056.842,-856.185,-6.939
508413,20,4153,97,0.631,0.150,-10.664,10.245,-11.78,54.618,0.132,0.66,0.764,-299.0,17.820,89249.343,1058.646,-244307.953,0.17,1.368,508397.0,-10.664,508397.0,1058.553,-880.142,-6.925
508502,20,4242,89,0.172,0.100,-10.585,10.70,-9.631,55.612,0.135,0.100,0.773,-299.0,17.829,89240.78,1059.409,-245244.937,0.1,1.892,508486.0,-10.391,508486.0,1058.674,-864.728,-6.874
508602,20,4342,100,0.308,0.35,-10.204,10.435,-8.783,55.495,0.130,0.145,0.694,-299.0,17.820,89231.109,1059.715,-246278.703,0.2,1.824,508586.0,-10.283,508586.0,1058.887,-865.760,-6.627
508688,21,4428,86,0.552,0.100,-10.592,10.976,-7.307,54.676,0.128,0.99,0.697,-299.0,17.825,89230.804,1060.236,-247182.453,0.4,1.700,508675.0,-10.25,508675.0,1059.315,-869.389,-6.878
508804,21,4544,116,0.43,-7.70,-11.819,11.254,-5.422,54.399,0.109,0.277,0.571,-299.0,17.806,89221.125,1059.995,-246473.562,0.2,1.805,508788.0,22.572,508788.0,1059.556,-865.505,-7.675
508894,21,4634,90,3.797,0.251,-9.56,11.984,-5.407,55.71,0.57,0.231,0.567,-267.0,17.815,89224.453,1060.22,-245854.46,0.1,1.862,508878.0,-8.805,508878.0,1059.715,-864.496,-5.881
508983,21,4723,89,0.193,0.50,-10.54,12.394,-4.516,55.451,0.72,0.343,0.767,-267.0,17.815,89227.781,1060.663,-246791.671,0.10,1.505,508967.0,-12.265,508967.0,1060.691,-872.629,-6.529
509072,21,4812,89,0.696,0.57,-10.219,14.542,-4.63,53.390,0.46,0.313,0.741,-299.0,17.825,89212.570,1060.143,-247777.531,0.5,3.86,509056.0,-9.888,509056.0,1060.170,-840.686,-6.636
509160,21,4900,88,-18.900,45.784,223.870,29.391,2.396,55.276,0.960,3.568,0.787,-299.0,17.829,89205.625,1060.384,-248596.593,0.0,2.0,509144.0,-8.726,509144.0,1060.170,-860.590,145.381
509250,21,4990,90,0.559,0.265,-9.759,13.460,-8.126,53.814,0.327,0.173,0.87,-299.0,17.829,89221.539,1060.357,-249447.0,0.5,1.687,509233.0,-10.384,509233.0,1060.626,-868.269,-6.337
509350,21,5090,100,0.437,0.35,-10.68,18.415,-4.223,55.743,0.229,0.158,0.145,-299.0,17.815,89225.164,1060.22,-250504.875,0.1,2.138,509334.0,-10.563,509334.0,1060.504,-857.137,-6.538
509440,21,5180,90,0.875,0.122,-10.369,18.737,-5.817,56.460,0.285,0.243,0.167,-299.0,17.820,89227.781,1059.687,-251443.15,0.0,2.0,509424.0,-10.283,509424.0,1060.504,-860.609,-6.734
509529,21,5269,89,0.323,0.35,-10.133,20.710,-6.606,54.618,0.314,0.568,0.189,-299.0,17.820,89225.164,1059.501,-252353.156,0.8,5.201,509513.0,-10.168,509513.0,1059.742,-817.185,-6.580
509618,21,5358,89,0.466,0.21,-9.982,23.764,-7.512,55.700,0.244,-1.70,0.274,-299.0,17.820,89227.781,1059.287,-253260.109,0.10,20.458,509602.0,-10.211,509602.0,1058.794,-754.974,-6.482
509712,21,5452,94,0.445,0.78,-9.924,30.692,-7.921,53.960,0.75,-1.678,0.537,-299.0,17.811,89229.796,1059.594,-254251.750,0.7,1.576,509696.0,-10.886,509696.0,1059.529,-872.748,-6.445
509801,21,5541,89,0.839,0.222,-10.951,38.716,-4.603,50.950,0.661,-2.295,0.954,-299.0,17.825,89239.62,1058.739,-255217.156,0.7,3.789,509785.0,-10.807,509785.0,1058.887,-832.701,-7.111
509901,21,5641,100,0.926,0.78,-11.482,50.175,3.40,43.919,1.604,-3.139,1.516,-299.0,17.815,89237.46,1058.805,-256327.734,0.0,2.0,509885.0,-11.403,509885.0,1058.887,-862.329,-7.456
509996,21,5736,95,-1.399,0.179,-12.710,59.163,17.947,27.828,2.682,-3.989,2.106,-299.0,17.811,89232.414,1058.191,-257459.156,0.0,2.58,509980.0,-12.415,509980.0,1058.832,-861.112,-8.253
510085,21,5825,89,-1.220,0.588,-15.93,59.733,31.394,5.188,4.272,-4.471,2.873,-299.0,17.815,89242.687,1057.577,-258651.375,0.11,-23.94,510069.0,-14.375,510069.0,1057.791,-751.886,-9.801
510179,21,5919,94,0.57,0.638,-19.493,42.604,32.914,-28.208,6.655,-4.338,4.41,-299.0,17.825,89267.164,1055.961,-260181.484,0.15,-1.135,510163.0,-18.180,510163.0,1056.322,-891.336,-12.659
510269,21,6009,90,-1.751,0.875,-27.713,21.543,11.517,-49.298,5.198,-1.694,1.978,-267.0,17.825,89271.796,1055.12,-262124.62,0.19,0.407,510252.0,-25.473,510252.0,1054.612,-936.744,-17.996
510358,21,6098,89,9.174,-1.406,-41.380,19.131,18.985,-49.327,-10.6,1.430,10.6,-267.0,17.825,89285.398,1054.679,-264762.625,0.1,2.136,510342.0,-33.161,510342.0,1054.492,-864.211,-26.872
510464,21,6204,106,0.516,-20.114,-37.131,-7.775,41.654,10.128,-10.6,-1.817,-7.684,-299.0,17.811,89273.101,1054.864,-268378.187,0.0,1.972,510448.0,-35.56,510448.0,1054.520,-866.835,-24.113
510553,21,6293,89,19.338,13.194,-42.328,-25.533,2.864,31.204,-4.348,9.987,-10.8,-267.0,17.825,89295.976,1052.783,-272610.843,0.16,-1.322,510537.0,-60.59,510537.0,1053.89,-886.330,-27.488
510642,21,6382,89,21.901,6.668,-7.706,-27.667,-3.770,-10.99,6.499,0.408,10.6,-267.0,17.825,89306.546,1052.87,-275655.187,0.7,4.416,510626.0,-8.352,510626.0,1052.382,-831.785,-5.4
510743,21,6483,101,20.164,-4.414,-3.299,27.9,-38.365,31.818,8.553,7.865,10.6,-299.0,17.820,89311.179,1051.780,-276334.250,0.0,2.27,510727.0,-5.93,510727.0,1052.355,-868.448,-2.142
510832,21,6572,89,8.90,4.845,-4.634,24.627,7.337,49.707,0.232,4.875,10.6,-299.0,17.825,89320.445,1050.739,-276701.343,0.15,-1.485,510816.0,-3.155,510816.0,1050.953,-883.560,-3.9
510921,21,6661,89,-5.850,0.423,-3.198,-1.563,-15.112,45.45,-4.502,6.548,10.6,-299.0,17.815,89320.445,1050.619,-277032.31,0.8,4.757,510905.0,-4.275,510905.0,1050.219,-830.271,-2.77
511042,21,6782,121,-12.870,4.220,-1.368,63.563,-15.901,17.787,-5.90,2.584,10.6,-299.0,17.797,89323.359,1050.564,-277316.125,0.0,2.136,511026.0,0.420,511026.0,1050.99,-867.443,0.888
511131,21,6871,89,-7.853,-4.443,-2.997,37.562,40.441,37.79,-7.544,2.509,10.6,-299.0,17.811,89334.351,1049.737,-277463.750,0.0,2.28,511115.0,-2.897,511115.0,1050.71,-871.187,-1.946
511220,21,6960,89,-8.693,-2.914,-3.780,10.289,4.823,48.684,-6.157,-1.551,10.6,-299.0,17.815,89355.203,1048.149,-277743.312,0.21,0.116,511204.0,-3.385,511204.0,1048.176,-1001.910,-2.454
511316,21,7056,96,-10.918,-7.422,-1.971,52.163,-9.207,38.278,-5.378,0.830,10.6,-299.0,17.820,89349.257,1049.4,-278016.156,0.0,2.103,511299.0,-2.358,511299.0,1048.83,-869.702,-1.280
511405,21,7145,89,-11.643,-5.520,-1.439,66.413,21.587,31.730,-7.187,-1.228,10.6,-299.0,17.820,89351.578,1048.296,-278181.281,0.2,1.842,511389.0,-1.310,511389.0,1048.269,-875.620,0.935
511499,21,7239,94,-10.459,-4.34,-3.191,41.157,40.572,40.426,-5.678,0.257,10.6,-299.0,17.820,89357.515,1047.628,-278395.250,0.1,2.229,511483.0,-3.241,511483.0,1048.83,-868.323,-2.72
511599,21,7339,100,-8.54,-3.244,-2.681,16.837,8.243,50.453,-6.771,0.249,10.6,-299.0,17.820,89370.406,1046.747,-278704.0,0.14,-1.21,511583.0,-2.933,511583.0,1046.588,-904.663,-1.741
511688,21,7428,89,-11.306,1.507,-1.849,37.912,-18.269,40.2,-4.773,0.159,10.6,-267.0,17.815,89369.101,1046.868,-278971.93,0.0,2.27,511672.0,-3.69,511672.0,1046.561,-874.365,-1.200
511778,21,7518,90,-9.683,-2.641,0.815,57.936,4.472,34.668,-6.790,3.85,10.6,-299.0,17.820,89374.742,1046.227,-279151.406,0.2,2.229,511762.0,0.937,511762.0,1046.375,-869.826,0.529
511867,21,7607,89,-7.92,2.878,-1.597,45.235,20.242,41.362,-5.545,0.581,10.6,-299.0,17.815,89373.734,1045.66,-279212.781,0.8,4.761,511851.0,0.442,511851.0,1045.641,-836.261,-1.37
511956,21,7696,89,-3.747,-3.646,-3.780,24.203,22.639,46.243,-3.876,0.927,10.6,-299.0,17.815,89394.585,1044.732,-279408.968,0.8,5.179,511940.0,-3.966,511940.0,1044.880,-832.752,-2.454
512044,21,7784,88,-4.666,-2.677,0.255,20.681,-4.19,48.202,-4.866,0.649,10.6,-299.0,17.820,89400.226,1044.213,-279642.125,0.2,1.842,512028.0,-1.332,512028.0,1045.66,-880.184,0.165
512144,21,7884,100,-11.370,-2.957,0.275,46.843,-1.973,40.938,-4.192,1.973,10.6,-267.0,17.806,89394.882,1044.185,-279695.656,0.11,-6.481,512128.0,0.261,512128.0,1043.933,-822.863,0.179
512233,21,7973,89,-6.683,-2.210,0.756,45.279,7.0,43.159,-7.834,0.403,10.6,-267.0,17.811,89400.523,1043.759,-279654.812,0.0,1.937,512217.0,0.656,512217.0,1043.999,-878.434,0.491
512329,21,8069,96,-8.154,0.717,-3.256,45.527,19.102,40.762,-2.674,0.382,10.6,-299.0,17.820,89412.109,1043.572,-279755.812,0.4,2.744,512312.0,-2.782,512312.0,1043.572,-862.868,-2.114
512418,21,8158,89,-3.223,-5.469,-3.679,21.265,25.416,44.636,-4.336,1.134,10.6,-299.0,17.811,89417.750,1042.838,-280019.125,0.15,-1.671,512402.0,-3.69,512402.0,1042.198,-886.608,-2.389
512507,21,8247,89,-3.467,0.21,-2.35,21.499,-5.977,49.20,-3.812,-1.641,10.6,-267.0,17.815,89413.117,1042.50,-280279.218,0.3,1.765,512491.0,-2.775,512491.0,1042.504,-884.342,-1.321
512601,21,8341,94,-7.207,-2.756,-1.554,41.815,-2.601,43.846,-2.762,1.613,10.6,-299.0,17.820,89421.78,1041.197,-280485.406,0.15,-1.143,512585.0,-1.612,512585.0,1041.38,-904.890,-1.9
512700,21,8440,99,-4.766,0.186,0.32,42.721,5.422,44.212,-5.269,0.606,10.6,-299.0,17.806,89425.0,1041.717,-280583.906,0.4,1.714,512684.0,0.377,512684.0,1041.437,-885.382,0.21
512789,21,8529,89,-6.331,0.107,-1.928,42.472,13.577,43.832,-2.565,0.871,10.6,-299.0,17.802,89431.945,1041.77,-280678.187,0.0,2.27,512773.0,-1.741,512773.0,1041.410,-878.501,-1.252
512885,21,8625,96,-1.356,-2.828,-1.181,23.896,14.586,48.538,-3.847,1.511,10.6,-267.0,17.797,89438.898,1039.797,-280832.625,0.7,4.740,512869.0,-1.475,512869.0,1040.678,-841.687,0.767
512974,21,8714,89,-2.311,3.531,0.528,24.408,-2.411,49.298,-1.751,0.63,10.6,-299.0,17.806,89436.578,1040.103,-280928.500,0.8,4.756,512958.0,0.678,512958.0,1039.944,-842.81,0.343
513063,21,8803,89,-5.67,0.366,0.742,27.258,2.630,48.275,-1.34,3.778,10.6,-299.0,17.802,89444.835,1040.10,-280961.781,0.2,2.318,513047.0,0.68,513047.0,1039.703,-874.512,0.482
513157,21,8897,94,-1.636,3.818,1.546,20.520,-8.301,47.880,-3.507,2.854,10.6,-267.0,17.802,89451.789,1039.370,-280859.281,0.0,2.102,513141.0,2.249,513141.0,1039.610,-879.363,1.4
513274,21,9014,117,-2.476,0.545,1.29,39.915,-5.57,44.665,-2.55,2.842,10.6,-299.0,17.783,89453.679,1038.249,-280663.656,0.0,1.915,513258.0,1.94,513258.0,1039.703,-884.165,0.668
513369,21,9109,95,1.457,1.335,0.132,37.722,9.441,47.588,-1.643,0.545,10.6,-299.0,17.792,89468.7,1037.302,-280598.250,0.22,0.138,513352.0,0.297,513352.0,1037.542,-1004.930,0.85
513458,21,9198,89,0.409,0.789,0.894,20.140,21.61,47.632,0.553,1.985,10.6,-299.0,17.802,89464.671,1037.877,-280625.125,0.1,2.102,513442.0,0.894,513442.0,1037.449,-880.524,0.580
513547,21,9287,89,0.50,1.715,0.699,0.116,-2.75,44.577,-1.326,3.168,10.6,-299.0,17.806,89470.320,1037.116,-280623.906,0.2,1.806,513531.0,0.921,513531.0,1037.690,-888.39,0.454
513637,21,9377,90,-3.495,0.725,1.445,23.297,-26.892,37.6,-2.184,2.795,10.6,-299.0,17.806,89473.648,1036.809,-280542.562,0.15,-1.502,513621.0,0.885,513621.0,1036.290,-897.85,0.938
513723,30,9463,86,0.531,-1.902,0.132,56.635,-8.623,33.265,-3.503,0.959,10.6,-267.0,17.806,89485.234,1036.290,-280459.250,0.1,2.103,513710.0,0.986,513710.0,1036.197,-882.292,0.85
513825,4,9565,102,-7.573,4.55,0.836,45.89,39.257,31.160,0.293,0.308,10.6,-299.0,17.802,89493.492,1035.290,-280518.843,0.8,7.798,513807.0,-2.215,513807.0,1035.344,-824.344,0.543
513904,4,9644,79,-2.900,3.696,0.255,6.21,42.940,29.391,0.102,1.211,10.6,-267.0,17.797,89487.843,1034.983,-280621.468,0.5,3.85,513898.0,0.40,513898.0,1034.823,-865.685,0.165
513984,4,9724,80,1.335,2.935,1.819,-17.275,4.165,28.178,0.400,1.653,10.6,-267.0,17.797,89494.500,1035.103,-280519.0,0.3,1.765,513978.0,2.601,513978.0,1035.130,-892.60,1.181
514064,4,9804,80,-2.45,0.272,1.208,6.679,-33.411,23.779,-1.81,3.908,10.6,-299.0,17.806,89505.70,1034.343,-280338.156,0.13,-14.340,514058.0,1.919,514058.0,1034.64,-796.913,0.785
514144,4,9884,80,0.86,0.330,-1.174,53.171,-27.915,16.354,-3.457,1.557,10.6,-299.0,17.802,89515.351,1033.490,-280283.937,0.1,1.915,514138.0,0.564,514138.0,1034.157,-888.142,0.762
514224,4,9964,80,-3.675,-2.124,0.635,68.35,23.180,12.57,-1.834,0.474,10.6,-299.0,17.797,89512.23,1033.796,-280343.125,0.3,2.441,514218.0,0.915,514218.0,1033.850,-878.468,0.412
514314,4,10054,90,1.471,-3.302,1.424,23.209,53.624,18.897,-2.717,0.109,10.6,-267.0,17.788,89517.960,1032.731,-280306.687,0.10,37.735,514308.0,1.725,514308.0,1032.877,-753.758,0.924
514394,4,10134,80,0.459,1.909,0.750,-13.66,24.788,26.775,0.730,-1.10,10.6,-299.0,17.797,89528.531,1032.544,-280261.656,0.3,2.441,514387.0,0.585,514387.0,1032.571,-879.615,0.487
514473,4,10213,79,0.710,-1.895,1.280,-10.859,-15.916,26.658,0.747,3.481,10.6,-299.0,17.802,89529.250,1031.264,-280255.93,0.8,4.270,514467.0,0.749,514467.0,1031.877,-854.595,0.831
514553,4,10293,80,1.284,2.950,1.567,24.598,-38.424,20.608,-2.86,2.523,10.6,-299.0,17.797,89539.820,1030.904,-280177.343,0.6,2.970,514547.0,1.194,514547.0,1031.384,-871.129,1.18
514639,4,10379,86,-4.429,0.940,0.641,64.893,-5.875,18.240,-1.6,2.689,10.6,-299.0,17.797,89544.460,1030.904,-280094.62,0.3,2.500,514633.0,0.742,514633.0,1031.51,-879.398,0.416
514719,4,10459,80,0.323,-2.541,0.354,53.507,33.908,28.997,-3.484,1.955,10.6,-299.0,17.792,89555.31,1030.265,-280044.718,0.14,-4.393,514713.0,0.491,514713.0,1029.866,-854.907,0.230
514799,4,10539,80,0.631,0.918,0.535,21.163,39.593,37.328,-1.196,-1.523,10.6,-299.0,17.792,89549.382,1029.199,-280051.93,0.8,4.399,514793.0,0.650,514793.0,1029.160,-854.858,0.347
514918,4,10658,119,3.438,-1.794,2.458,-9.997,6.533,36.875,0.372,1.7,10.6,-299.0,17.769,89558.218,1028.719,-279949.93,0.4,3.347,514912.0,2.364,514912.0,1028.586,-867.976,1.596
514998,4,10738,80,2.153,3.251,1.876,5.510,-22.274,37.810,1.761,0.744,10.6,-299.0,17.774,89566.179,1028.80,-279793.500,0.2,1.861,514992.0,1.524,514992.0,1028.746,-895.486,1.218
515078,4,10818,80,0.129,0.638,0.792,30.970,-19.248,41.113,0.503,3.771,10.6,-299.0,17.783,89575.156,1027.68,-279706.250,0.9,4.752,515072.0,0.656,515072.0,1028.13,-854.11,0.514
515162,4,10902,84,1.162,2.45,2.63,40.909,-6.197,44.840,-1.996,1.704,10.6,-299.0,17.792,89578.484,1027.467,-279599.562,0.7,3.578,515156.0,1.883,515156.0,1027.401,-866.269,1.339
515242,4,10982,80,-2.31,-2.232,3.929,40.777,12.584,44.226,-1.219,1.63,10.6,-299.0,17.783,89580.804,1026.828,-279384.250,0.7,3.582,515236.0,3.498,515236.0,1026.788,-868.131,2.551
515322,4,11062,80,3.22,-2.376,0.713,27.930,19.672,47.296,-1.760,0.911,10.6,-299.0,17.783,89591.375,1026.308,-279198.531,0.4,2.498,515316.0,1.144,515316.0,1026.455,-884.410,0.463
515420,4,11160,98,0.610,-2.404,-1.195,20.958,20.593,47.237,1.598,-1.224,10.6,-299.0,17.778,89596.296,1025.336,-279213.562,0.5,3.203,515413.0,-1.454,515413.0,1025.909,-873.107,0.776
515499,4,11239,79,3.488,-3.373,2.321,7.877,16.895,46.755,0.785,0.81,10.6,-267.0,17.778,89594.992,1024.817,-279122.312,0.13,-14.312,515493.0,3.735,515493.0,1024.844,-805.659,1.507
515584,4,11324,85,1.148,0.538,1.94,5.714,0.175,46.638,0.899,0.245,10.6,-299.0,17.783,89608.601,1025.216,-278923.750,0.6,1.658,515578.0,0.936,515578.0,1025.363,-904.320,0.710
515664,4,11404,80,-1.464,0.890,0.38,14.279,-11.429,46.83,0.430,1.902,10.6,-267.0,17.783,89607.304,1024.297,-278877.281,0.6,3.78,515658.0,0.225,515658.0,1024.844,-876.710,0.25
515744,4,11484,80,-2.9,0.143,0.160,27.228,-17.874,44.7,-2.82,1.301,10.6,-299.0,17.774,89614.539,1023.539,-278883.656,0.13,-14.312,515738.0,0.384,515738.0,1023.778,-807.693,0.104
515824,4,11564,80,-3.158,-1.4,2.149,42.429,-12.613,39.929,-2.462,1.662,10.5,-299.0,17.783,89631.773,1023.539,-278809.62,0.9,5.153,515818.0,2.249,515818.0,1023.19,-854.30,1.395
516037,4,11777,213,0.287,0.933,0.212,42.838,35.589,35.4,1.450,0.100,10.5,-299.0,17.709,89646.679,1021.529,-278591.312,0.0,2.270,516031.0,0.205,516031.0,1022.807,-893.569,0.137
516117,4,11857,80,5.326,-1.830,2.867,14.89,42.999,32.563,0.877,0.121,10.6,-299.0,17.741,89644.796,1021.515,-278501.187,0.16,-2.142,516111.0,2.458,516111.0,1021.488,-895.738,1.861
516323,4,12063,206,1.277,-1.586,0.333,-9.675,-19.146,27.141,0.397,1.723,10.0,-299.0,17.713,89655.945,1019.825,-278176.718,0.9,0.32,516317.0,0.692,516317.0,1019.520,-1087.931,0.216
516403,4,12143,80,0.868,2.282,0.268,19.541,-37.766,23.180,0.714,0.418,9.998,-299.0,17.737,89663.335,1019.172,-278131.968,0.8,1.582,516397.0,0.426,516397.0,1020.237,-911.439,0.174
516525,4,12265,122,-2.548,-3.876,3.82,59.134,-13.650,21.616,-2.756,2.680,8.468,-299.0,17.741,89671.585,1018.813,-277896.656,0.14,0.344,516518.0,3.462,516518.0,1018.494,-981.880,2.1
516604,4,12344,79,1.701,0.602,1.625,66.18,5.553,22.84,-3.654,0.884,8.489,-299.0,17.751,89677.960,1018.840,-277664.125,0.2,2.315,516598.0,2.350,516598.0,1018.254,-895.827,1.55
516684,4,12424,80,-4.228,0.595,0.526,62.57,33.352,15.741,0.102,-1.196,8.563,-299.0,17.769,89678.687,1018.161,-277545.0,0.2,2.269,516678.0,0.627,516678.0,1018.41,-896.589,0.342
516764,4,12504,80,0.122,-5.764,4.654,40.967,51.870,16.223,-1.618,0.734,7.129,-299.0,17.788,89686.648,1017.336,-277332.562,0.9,5.967,516758.0,4.683,516758.0,1017.243,-853.280,3.22
516843,4,12583,79,6.137,0.890,1.589,17.246,47.690,26.556,-1.889,-3.214,7.664,-267.0,17.788,89692.296,1016.697,-277076.562,0.9,4.732,516837.0,1.797,516837.0,1016.510,-864.574,1.32
516923,4,12663,80,-1.249,0.760,-1.605,3.741,39.520,30.93,2.868,-3.247,7.999,-299.0,17.778,89696.929,1015.726,-277072.31,0.3,1.765,516917.0,-1.683,516917.0,1016.817,-909.964,-1.42
517013,4,12753,90,0.990,-7.20,1.689,-11.867,28.18,26.702,1.139,0.150,6.206,-299.0,17.769,89706.773,1015.367,-277123.125,0.16,-1.155,517007.0,0.548,517007.0,1015.353,-929.900,1.97
517100,4,12840,87,3.711,0.868,0.505,-15.244,5.261,29.391,0.612,-2.355,6.2,-299.0,17.764,89708.804,1014.967,-277053.218,0.0,1.937,517094.0,1.58,517094.0,1015.419,-905.777,0.328
517180,4,12920,80,-2.598,2.311,-1.640,-5.130,-8.82,36.802,2.615,-1.165,6.32,-299.0,17.769,89715.750,1014.448,-277085.437,0.10,7.720,517174.0,-1.863,517174.0,1014.568,-844.696,-1.65
517260,4,13000,80,-1.313,-1.40,-1.482,1.271,-10.581,40.894,2.399,2.353,5.156,-267.0,17.774,89722.703,1014.848,-277231.937,0.4,2.663,517254.0,-1.798,517254.0,1014.169,-893.401,0.963
517345,4,13085,85,5.714,0.466,1.632,1.315,-16.720,40.572,0.186,1.591,5.78,-267.0,17.760,89727.335,1013.385,-277247.250,0.5,2.825,517339.0,1.438,517339.0,1013.717,-890.331,1.60
517425,4,13165,80,2.354,4.321,0.815,11.20,-22.303,41.537,1.898,0.104,6.178,-267.0,17.764,89731.968,1013.52,-277205.375,0.3,1.765,517419.0,0.391,517419.0,1014.23,-913.429,0.529
517533,4,13273,108,0.50,0.394,0.729,23.78,-11.64,47.413,2.192,2.290,5.680,-299.0,17.755,89737.171,1012.667,-277283.781,0.14,0.717,517526.0,-1.73,517526.0,1012.440,-954.282,0.473
517617,4,13357,84,1.981,0.818,1.668,20.798,-8.23,48.479,0.451,1.875,5.356,-299.0,17.755,89748.468,1011.656,-277263.93,0.4,2.559,517611.0,1.560,517611.0,1012.82,-896.730,1.83
517697,4,13437,80,-1.399,2.325,2.163,22.581,-10.435,47.135,0.659,0.851,5.380,-299.0,17.769,89759.484,1011.562,-277138.812,0.10,6.708,517691.0,1.546,517691.0,1011.257,-854.433,1.405
517783,4,13523,86,-2.907,0.552,1.517,24.524,-10.581,44.314,0.762,2.455,4.446,-299.0,17.769,89754.117,1010.924,-277033.593,0.2,2.229,517777.0,0.900,517777.0,1011.70,-904.983,0.985
517863,4,13603,80,0.961,1.205,0.176,21.221,-14.279,43.788,-1.592,2.871,3.843,-299.0,17.769,89772.78,1009.767,-277008.656,0.14,-4.444,517857.0,0.276,517857.0,1009.887,-874.471,0.114
517943,4,13683,80,0.725,3.359,2.472,20.213,-20.81,41.873,0.990,1.768,4.80,-267.0,17.764,89778.304,1009.129,-276941.812,0.3,2.440,517937.0,1.948,517937.0,1009.581,-902.449,1.605
518033,4,13773,90,0.775,0.574,1.948,26.775,-21.733,41.11,0.342,1.16,4.180,-267.0,17.769,89777.0,1008.916,-276756.781,0.8,4.732,518027.0,2.163,518027.0,1008.849,-872.382,1.265
518113,4,13853,80,-1.586,-1.550,0.25,34.200,-21.353,39.579,-1.644,0.783,3.586,-299.0,17.774,89787.570,1008.797,-276650.875,0.0,2.27,518107.0,0.483,518107.0,1008.822,-910.966,0.16
518193,4,13933,80,-3.108,0.358,0.2,39.315,-23.107,35.618,-2.494,0.573,3.14,-267.0,17.778,89789.601,1007.546,-276616.187,0.7,3.760,518187.0,0.383,518187.0,1008.185,-883.870,0.1
518273,4,14013,80,-2.490,1.62,1.244,42.779,-24.247,30.897,-1.941,1.427,2.484,-299.0,17.774,89787.281,1007.334,-276539.0,0.10,6.700,518267.0,1.546,518267.0,1007.360,-857.229,0.808
518353,4,14093,80,-1.177,0.961,0.512,46.97,-24.408,29.406,-1.421,1.738,2.239,-299.0,17.774,89804.804,1006.976,-276465.531,0.4,2.497,518347.0,0.290,518347.0,1007.28,-903.158,0.332
518433,4,14173,80,0.244,0.93,0.239,49.503,-23.48,28.895,-1.395,0.873,2.315,-267.0,17.774,89802.484,1006.482,-276450.656,0.12,-25.771,518427.0,0.81,518427.0,1005.991,-797.911,0.155
518512,4,14252,79,-1.873,0.976,3.412,53.215,-19.161,26.541,-1.662,0.478,2.95,-299.0,17.783,89812.765,1005.871,-276323.406,0.3,2.313,518506.0,3.139,518506.0,1005.752,-907.448,2.216
518603,4,14343,91,-2.756,-1.191,3.218,55.100,-19.526,23.545,-2.831,1.94,1.168,-267.0,17.764,89822.609,1005.486,-276011.406,0.4,2.739,518596.0,3.793,518596.0,1005.326,-901.87,2.90
518682,4,14422,79,-1.507,1.744,0.692,54.662,-22.332,19.511,-2.668,1.389,0.796,-299.0,17.764,89834.187,1004.423,-275817.343,0.2,2.270,518676.0,1.58,518676.0,1005.114,-909.717,0.449
518768,4,14508,86,-2.81,3.524,1.43,54.282,-23.370,18.284,0.802,1.720,0.789,-299.0,17.774,89837.234,1004.25,-275734.687,0.7,3.972,518762.0,0.864,518762.0,1004.450,-885.835,0.677
518848,4,14588,80,-1.148,0.574,3.348,52.280,-21.558,21.806,0.63,2.310,0.456,-299.0,17.774,89845.203,1003.81,-275542.937,0.10,7.679,518842.0,3.929,518842.0,1003.600,-855.698,2.174
518928,4,14668,80,0.122,-1.342,0.620,48.421,-23.604,26.980,-1.749,1.949,0.223,-267.0,17.774,89849.101,1002.416,-275364.375,0.7,3.576,518922.0,0.534,518922.0,1002.988,-891.115,0.402
519013,4,14753,85,0.387,2.957,0.198,43.28,-29.450,24.846,-1.998,1.316,0.353,-299.0,17.769,89851.421,1001.924,-275364.437,0.10,9.151,519007.0,0.535,519007.0,1002.110,-848.922,0.128
519121,4,14861,108,0.990,5.376,3.427,39.9,-31.482,25.21,1.754,1.264,0.112,-299.0,17.746,89863.578,1001.182,-275201.312,0.7,6.684,519115.0,3.556,519115.0,1001.286,-864.508,2.225
