millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,BARO_temp,BARO_press,BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,lastInte.x,lastInte.y,lastDiff.x,lastDiff.y,Est_apogee,Z_accel_times_burnoutMass
2605,5,2605,80,0.437,0.516,0.635,35.150,2.996,49.181,0.22,0.26,0.28,-427.0,15.929,90775.968,917.596,-533.49,0.14,-5.930,2599.0,0.528,2599.0,916.895,-34.322,0.412
2685,5,2685,80,0.107,0.574,0.549,35.472,3.463,49.108,0.29,0.26,0.30,-427.0,15.939,90775.968,918.133,-573.872,0.6,1.650,2679.0,0.492,2679.0,917.433,-90.407,0.357
2771,5,2771,86,0.14,0.588,0.377,34.785,3.98,48.859,0.18,0.11,0.14,-427.0,15.934,90775.718,918.39,-611.893,0.4,2.725,2765.0,0.391,2765.0,917.12,-68.976,0.245
2851,5,2851,80,0.344,0.452,0.384,34.448,3.215,49.49,0.17,0.22,0.7,-427.0,15.934,90779.312,917.945,-644.389,0.10,1.543,2845.0,0.420,2845.0,917.852,-94.213,0.249
2931,5,2931,80,0.215,0.495,0.506,34.668,3.463,49.6,0.25,0.38,0.18,-427.0,15.943,90777.0,916.989,-675.163,0.6,3.54,2925.0,0.348,2925.0,917.339,-63.559,0.329
3026,5,3026,95,0.179,0.552,0.485,34.551,3.171,48.933,0.25,0.32,0.41,-427.0,15.929,90772.382,917.596,-712.730,0.0,1.914,3020.0,0.442,3020.0,917.433,-84.217,0.315
3106,5,3106,80,0.229,0.610,0.434,34.770,3.230,48.699,0.25,0.30,0.21,-427.0,15.929,90780.335,918.133,-749.821,0.5,1.704,3100.0,0.485,3100.0,917.852,-89.173,0.282
3186,5,3186,80,0.215,0.480,0.477,34.478,2.981,49.137,0.17,0.22,0.2,-427.0,15.943,90781.367,918.272,-787.486,0.2,2.265,3180.0,0.456,3180.0,917.642,-77.102,0.310
3267,5,3267,81,0.358,0.473,0.456,34.346,3.317,49.196,0.12,0.13,0.14,-427.0,15.939,90779.62,918.39,-825.331,0.2,2.231,3261.0,0.477,3261.0,917.454,-77.992,0.296
3347,5,3347,80,0.100,0.559,0.477,32.972,3.463,48.933,0.19,0.24,0.23,-427.0,15.943,90774.695,917.433,-856.392,0.1,2.102,3341.0,0.298,3341.0,917.361,-80.440,0.310
3428,5,3428,81,0.143,0.782,0.499,34.492,3.712,48.757,0.20,0.18,0.24,-427.0,15.948,90775.718,917.619,-877.403,0.1,2.131,3421.0,0.226,3421.0,917.245,-80.4,0.324
3506,5,3506,78,0.122,0.344,0.506,34.653,3.317,48.976,0.21,0.15,0.8,-427.0,15.948,90777.781,917.128,-900.987,0.2,1.826,3500.0,0.370,3500.0,917.454,-85.845,0.329
3614,5,3614,108,0.122,0.337,0.348,34.346,3.259,48.436,0.13,0.17,0.2,-427.0,15.929,90782.898,917.481,-948.733,0.0,2.102,3608.0,0.513,3608.0,917.361,-80.243,0.226
3694,5,3694,80,0.193,0.488,0.399,34.522,3.507,48.26,0.27,0.25,0.22,-427.0,15.929,90771.109,917.525,-986.686,0.0,1.933,3688.0,0.434,3688.0,917.433,-83.966,0.259
3779,5,3779,85,0.0,0.638,0.477,34.448,3.507,48.406,0.27,0.23,0.10,-427.0,15.939,90774.695,917.852,-1026.705,0.0,2.76,3773.0,0.506,3773.0,917.361,-80.653,0.310
3859,5,3859,80,0.265,0.495,0.485,34.448,3.127,48.611,0.36,0.23,0.23,-427.0,15.943,90772.132,917.222,-1065.231,0.6,1.660,3853.0,0.456,3853.0,917.875,-90.720,0.315
3939,5,3939,80,0.107,0.524,0.477,34.273,3.463,48.947,0.34,0.34,0.36,-427.0,15.943,90775.476,917.665,-1104.332,0.11,16.114,3933.0,0.521,3933.0,916.941,11.277,0.310
4019,5,4019,80,0.337,0.416,0.370,34.229,3.741,48.903,0.26,0.18,0.23,-427.0,15.957,90777.531,917.548,-1146.304,0.4,1.740,4013.0,0.528,4013.0,917.290,-88.921,0.240
4116,5,4116,97,0.14,0.409,0.413,34.419,3.610,48.377,0.8,0.26,0.2,-427.0,15.953,90782.398,917.339,-1191.973,0.4,1.715,4110.0,0.413,4110.0,917.688,-89.177,0.268
4196,5,4196,80,0.14,0.265,0.348,34.799,3.259,48.436,0.5,0.40,0.0,-427.0,15.953,90778.812,917.758,-1225.44,0.1,2.132,4190.0,0.413,4190.0,917.571,-79.331,0.226
4276,5,4276,80,0.437,0.875,0.269,34.945,3.390,48.392,0.10,0.55,0.74,-427.0,15.953,90779.62,917.454,-1252.85,0.0,2.0,4270.0,0.262,4270.0,917.571,-82.428,0.175
4361,5,4361,85,0.265,0.760,0.535,34.755,3.83,48.947,0.24,0.15,0.0,-427.0,15.943,90777.781,916.824,-1279.901,0.3,1.766,4355.0,0.391,4355.0,917.875,-88.146,0.347
4442,5,4442,81,0.43,0.459,0.377,34.638,3.40,49.283,0.16,0.41,0.88,-427.0,15.953,90773.164,918.62,-1312.397,0.2,2.265,4435.0,0.420,4435.0,917.665,-76.749,0.245
4521,5,4521,79,0.308,0.595,0.470,34.565,2.835,49.49,0.28,0.17,0.12,-427.0,15.948,90769.828,917.758,-1343.171,0.5,2.723,4515.0,0.348,4515.0,917.245,-68.563,0.305
4612,5,4612,91,0.64,0.667,0.477,34.390,2.674,48.962,0.45,0.18,0.25,-427.0,15.939,90777.0,918.39,-1378.829,0.5,1.660,4606.0,0.434,4606.0,917.758,-90.859,0.310
4692,5,4692,80,0.21,0.689,0.384,34.83,2.616,48.728,0.42,0.38,0.75,-427.0,15.939,90783.679,917.315,-1417.930,0.2,2.266,4686.0,0.542,4686.0,917.548,-76.660,0.249
4772,5,4772,80,0.21,0.638,0.154,34.653,2.747,48.976,0.49,0.46,0.72,-427.0,15.934,90774.445,917.409,-1453.298,0.2,2.264,4766.0,0.341,4766.0,917.339,-76.789,0.100
4851,5,4851,79,0.351,0.251,0.485,34.507,2.689,48.786,0.52,0.47,0.3,-427.0,15.939,90776.750,917.968,-1485.955,0.5,1.693,4845.0,0.485,4845.0,917.781,-89.950,0.315
4931,5,4931,80,0.258,0.200,0.391,34.902,2.923,49.298,0.25,0.31,0.72,-427.0,15.948,90777.781,917.34,-1524.195,0.5,2.722,4925.0,0.470,4925.0,917.361,-68.656,0.254
5011,5,5011,80,0.186,0.272,0.449,33.659,2.616,49.64,0.7,0.19,0.139,-427.0,15.957,90769.578,917.968,-1559.276,0.1,1.896,5005.0,0.406,5005.0,917.477,-85.113,0.291
5091,5,5091,80,0.437,0.559,0.499,34.536,2.747,48.889,0.44,0.35,0.186,-427.0,15.957,90777.281,917.991,-1597.228,0.1,1.895,5085.0,0.542,5085.0,917.594,-84.473,0.324
5181,5,5181,90,0.107,0.330,0.391,33.820,3.54,49.605,0.28,0.36,0.41,-427.0,15.953,90772.914,917.875,-1644.123,0.2,1.826,5175.0,0.499,5175.0,917.804,-86.552,0.254
5261,5,5261,80,0.78,0.602,0.341,35.4,2.747,49.576,0.10,0.62,0.164,-427.0,15.962,90778.562,917.665,-1680.640,0.5,2.725,5255.0,0.413,5255.0,917.383,-68.283,0.221
5341,5,5341,80,0.222,0.100,0.456,33.659,2.747,49.386,0.13,0.72,0.95,-427.0,15.962,90772.664,917.268,-1713.711,0.1,2.102,5335.0,0.413,5335.0,917.290,-80.379,0.296
5426,5,5426,85,0.401,0.825,0.485,34.68,2.309,49.386,0.16,0.60,0.84,-427.0,15.971,90779.343,917.594,-1748.848,0.0,1.979,5420.0,0.413,5420.0,917.312,-83.279,0.315
5507,5,5507,81,0.107,0.667,0.420,33.864,2.90,50.0,0.20,0.52,0.143,-427.0,15.980,90783.960,917.826,-1786.514,0.2,1.826,5500.0,0.528,5500.0,917.522,-86.435,0.273
5586,5,5586,79,0.172,0.165,0.434,33.674,1.958,49.853,0.26,0.70,0.123,-427.0,15.980,90776.7,917.80,-1825.327,0.0,1.977,5580.0,0.442,5580.0,917.545,-82.970,0.282
5672,5,5672,86,0.193,0.868,0.427,33.908,1.520,49.444,0.29,0.85,0.135,-427.0,15.971,90779.93,917.290,-1863.656,0.5,1.670,5666.0,0.449,5666.0,918.37,-90.918,0.277
5778,5,5778,106,0.129,0.760,0.549,32.782,1.140,49.576,0.40,0.66,0.14,-427.0,15.962,90780.867,917.804,-1915.845,0.9,-189.510,5772.0,0.535,5772.0,917.31,120.380,0.357
5858,5,5858,80,0.308,0.567,0.499,33.440,1.8,49.751,0.55,0.58,0.28,-427.0,15.971,90783.960,917.920,-1954.946,0.6,1.670,5852.0,0.442,5852.0,917.522,-90.391,0.324
5944,5,5944,86,0.366,0.330,0.463,33.586,0.862,49.196,0.31,0.66,0.108,-427.0,15.980,90777.39,917.522,-1996.53,0.1,2.103,5938.0,0.513,5938.0,917.429,-80.228,0.301
6024,5,6024,80,0.509,0.229,0.470,32.972,1.461,49.941,0.1,0.72,0.39,-427.0,15.980,90774.476,917.429,-2035.154,0.1,2.103,6018.0,0.463,6018.0,917.335,-79.791,0.305
6104,5,6104,80,0.667,0.401,0.456,32.943,1.344,49.649,0.17,0.66,0.64,-427.0,15.994,90778.843,917.429,-2072.819,0.1,1.895,6098.0,0.477,6098.0,917.451,-85.358,0.296
6183,5,6183,79,0.502,0.624,0.578,32.665,1.169,49.561,0.20,0.47,0.125,-427.0,15.999,90777.570,917.639,-2112.849,0.0,1.977,6177.0,0.535,6177.0,917.474,-82.921,0.375
6274,5,6274,91,0.516,0.696,0.492,32.826,1.344,49.693,0.11,0.52,0.148,-427.0,15.990,90775.507,917.849,-2158.633,0.1,1.914,6268.0,0.470,6268.0,917.568,-84.731,0.319
6354,5,6354,80,0.782,0.222,0.413,32.475,1.900,49.868,0.17,0.32,0.5,-427.0,15.990,90782.179,917.429,-2198.20,0.2,2.266,6348.0,0.513,6348.0,917.357,-77.264,0.268
6434,5,6434,80,0.911,0.997,0.384,32.242,1.461,49.415,0.33,0.0,0.195,-427.0,15.994,90778.593,917.451,-2184.862,0.3,2.435,6428.0,0.842,6428.0,917.54,-73.434,0.249
6515,5,6515,81,0.552,0.638,0.635,32.738,1.885,49.780,0.9,0.18,0.65,-427.0,15.999,90770.640,917.568,-2173.139,0.9,1.580,6508.0,0.549,6508.0,917.778,-93.38,0.412
6594,5,6594,79,0.681,0.624,0.477,33.89,1.856,49.809,0.14,0.7,0.481,-427.0,16.4,90771.921,917.568,-2212.814,0.4,2.659,6588.0,0.442,6588.0,917.380,-69.815,0.310
6679,5,6679,85,1.263,0.287,0.930,32.578,1.987,49.488,0.51,0.45,0.47,-427.0,15.999,90777.570,917.966,-2256.494,0.2,2.264,6673.0,0.585,6673.0,917.171,-76.884,0.604
6759,5,6759,80,0.602,0.926,0.614,33.776,2.104,49.254,0.74,0.50,0.4,-427.0,15.994,90769.609,917.357,-2303.348,0.4,1.715,6753.0,0.585,6753.0,917.568,-89.986,0.398
6849,5,6849,90,0.617,0.940,0.513,33.922,3.230,49.576,0.45,0.19,0.373,-427.0,15.994,90775.507,918.59,-2347.659,0.0,1.977,6843.0,0.399,6843.0,917.591,-83.349,0.333
6929,5,6929,80,0.279,0.911,0.535,34.10,3.551,49.210,0.23,0.20,0.601,-427.0,15.994,90781.406,917.639,-2383.888,0.3,1.766,6923.0,0.506,6923.0,917.895,-87.676,0.347
7015,5,7015,86,0.43,-1.284,0.535,33.674,5.305,48.830,0.24,0.47,0.39,-427.0,15.994,90776.539,918.175,-2426.848,0.2,2.304,7009.0,0.492,7009.0,917.661,-76.106,0.347
7095,5,7095,80,0.157,0.976,0.492,32.958,4.866,49.283,0.23,0.121,0.303,-427.0,15.994,90775.257,918.292,-2463.364,0.8,1.604,7089.0,0.420,7089.0,918.315,-91.746,0.319
7175,5,7175,80,0.452,0.882,0.477,33.206,5.612,49.371,0.13,0.131,0.68,-427.0,15.994,90768.585,919.16,-2501.316,0.6,1.660,7169.0,0.528,7169.0,918.828,-90.4,0.310
7260,5,7260,85,0.739,-1.493,-2.208,32.548,5.466,49.356,0.22,0.121,0.84,-427.0,15.994,90770.640,919.16,-2549.573,0.8,4.944,7254.0,0.607,7254.0,918.81,-40.620,-1.433
7350,5,7350,90,0.344,0.983,-1.418,32.373,4.779,49.371,0.80,0.128,0.136,-427.0,15.990,90758.320,918.899,-2615.527,0.3,1.753,7344.0,0.858,7344.0,918.408,-87.65,0.921
7430,5,7430,80,0.918,0.818,0.944,32.227,5.290,49.298,0.58,0.110,0.4,-427.0,15.999,90764.992,918.899,-2669.559,0.11,1.510,7424.0,0.492,7424.0,919.365,-92.991,0.613
7518,5,7518,88,1.162,-1.277,0.564,32.358,4.530,49.693,0.74,0.69,0.200,-427.0,16.4,90767.54,919.38,-2711.769,0.7,3.702,7511.0,0.477,7511.0,918.735,-53.923,0.366
7597,5,7597,79,0.976,0.409,0.607,31.978,3.843,49.532,0.117,0.63,0.69,-427.0,15.994,90757.820,919.856,-2753.454,0.4,1.754,7591.0,0.564,7591.0,919.61,-87.229,0.394
7677,5,7677,80,1.328,0.71,0.528,30.795,3.536,50.0,0.21,0.7,0.246,-427.0,16.4,90760.132,918.945,-2798.584,0.0,1.977,7671.0,0.564,7671.0,919.84,-81.246,0.343
7756,5,7756,79,0.631,-1.141,0.542,31.145,3.434,50.204,0.42,0.19,0.22,-427.0,16.13,90772.703,918.221,-2841.733,0.4,2.483,7750.0,0.528,7750.0,918.758,-71.274,0.352
7836,5,7836,80,0.854,0.926,0.470,31.642,3.449,49.415,0.42,0.3,0.430,-427.0,16.4,90771.671,918.618,-2886.290,0.5,1.704,7830.0,0.585,7830.0,919.178,-89.339,0.305
7944,5,7944,108,0.215,0.918,0.592,31.935,2.996,49.839,0.44,0.38,0.686,-427.0,15.976,90776.539,918.269,-2947.604,0.9,-18.598,7938.0,0.549,7938.0,918.127,16.803,0.384
8023,5,8023,79,0.689,-1.134,0.578,31.920,2.557,49.897,0.70,0.45,0.524,-427.0,15.999,90774.226,917.872,-2993.304,0.3,2.342,8017.0,0.607,8017.0,917.872,-76.6,0.375
8103,5,8103,80,0.710,-1.306,0.528,32.198,2.718,49.283,0.28,0.8,0.199,-427.0,15.999,90775.257,917.661,-3041.594,0.0,2.76,8097.0,0.600,8097.0,917.801,-81.71,0.343
8183,5,8183,80,0.660,-1.529,0.635,32.578,2.265,50.73,0.9,0.28,0.220,-427.0,16.13,90771.921,917.661,-3090.744,0.4,2.660,8177.0,0.628,8177.0,917.403,-69.768,0.412
8269,5,8269,86,0.969,0.811,0.556,31.964,1.885,49.693,0.33,0.20,0.210,-427.0,15.994,90767.54,918.315,-3144.199,0.3,1.766,8263.0,0.614,8263.0,917.707,-87.963,0.361
8349,5,8349,80,0.854,-1.514,0.678,33.294,1.958,49.663,0.40,0.62,0.154,-427.0,16.4,90766.23,917.684,-3216.320,0.6,1.660,8343.0,-1.188,8343.0,918.221,-90.825,0.440
8440,5,8440,91,0.50,-1.478,0.399,32.432,2.616,49.693,0.14,0.18,0.77,-427.0,15.990,90776.789,917.755,-3295.419,0.4,1.703,8434.0,0.549,8434.0,918.641,-89.81,0.259
8521,5,8521,81,0.172,-1.536,0.657,32.870,2.557,49.619,0.11,0.57,0.61,-427.0,15.999,90772.421,917.755,-3339.114,0.13,-18.835,8514.0,0.542,8514.0,917.591,17.789,0.426
8605,5,8605,84,0.538,-1.220,0.564,32.534,2.762,49.941,0.1,0.84,0.159,-427.0,15.990,90773.203,918.59,-3386.150,0.0,2.0,8599.0,0.564,8599.0,917.591,-81.947,0.366
8685,5,8685,80,0.552,-1.672,0.556,32.285,2.60,49.780,0.28,0.81,0.7,-427.0,15.990,90772.171,917.661,-3432.430,0.1,2.132,8679.0,0.592,8679.0,917.474,-79.175,0.361
8765,5,8765,80,0.602,-1.313,0.477,32.183,2.148,49.532,0.18,0.59,0.51,-427.0,15.999,90771.140,917.872,-3479.283,0.6,1.660,8759.0,0.578,8759.0,917.988,-89.914,0.310
8851,5,8851,86,0.344,-1.141,0.635,32.753,2.236,50.292,0.0,0.66,0.14,-427.0,15.994,90769.609,917.451,-3527.490,0.4,2.725,8845.0,0.542,8845.0,917.568,-68.527,0.412
8941,5,8941,90,0.595,-1.406,0.585,32.695,2.236,49.853,0.17,0.61,0.82,-427.0,15.999,90770.890,918.596,-3575.32,0.2,1.811,8935.0,0.513,8935.0,917.801,-86.140,0.380
9021,5,9021,80,0.488,-1.457,0.556,31.628,2.528,49.546,0.10,0.74,0.54,-427.0,15.994,90776.539,918.292,-3618.153,0.2,2.265,9015.0,0.564,9015.0,917.591,-76.447,0.361
9106,5,9106,85,0.760,-1.887,0.535,31.511,2.776,49.649,0.7,0.82,0.80,-427.0,15.994,90774.226,918.386,-3664.273,0.1,1.915,9100.0,0.521,9100.0,917.684,-84.43,0.347
9186,5,9186,80,0.459,-1.859,0.614,31.72,2.937,49.239,0.70,0.89,0.176,-427.0,16.8,90778.593,918.315,-3711.414,0.6,1.660,9180.0,0.657,9180.0,918.198,-90.517,0.398
9266,5,9266,80,0.976,-1.629,0.678,31.306,2.776,49.795,0.94,0.109,0.105,-427.0,16.8,90777.320,918.408,-3760.278,0.7,3.543,9260.0,0.564,9260.0,917.591,-57.227,0.440
9346,5,9346,80,1.270,-2.246,0.463,30.488,2.265,50.58,0.159,0.74,0.149,-427.0,16.13,90778.343,917.895,-3803.973,0.1,2.103,9340.0,0.528,9340.0,917.497,-79.529,0.301
9426,5,9426,80,0.990,0.803,0.643,30.458,1.987,50.43,0.185,0.63,0.273,-427.0,16.17,90775.257,918.315,-3847.380,0.1,2.103,9420.0,0.556,9420.0,917.403,-80.573,0.417
9522,5,9522,96,1.83,0.782,0.650,30.517,1.841,50.248,0.138,0.41,0.108,-427.0,16.4,90772.953,917.872,-3901.314,0.3,1.766,9515.0,0.578,9515.0,917.707,-88.480,0.422
489792,2,489792,480270,0.93,0.14,0.442,8.272,20.710,45.162,0.28,0.12,0.32,-267.0,17.751,90769.460,918.609,-248978.406,0.0,1.664,489781.0,0.442,489781.0,918.213,-1009.366,0.287
489902,2,489902,110,0.71,0.7,0.377,8.389,20.871,44.884,0.25,0.12,0.31,-267.0,17.737,90770.0,918.164,-249023.500,0.4,2.964,489893.0,0.363,489893.0,917.722,-982.861,0.245
489985,2,489985,83,0.129,0.64,0.420,8.842,20.739,44.855,0.24,0.21,0.36,-267.0,17.737,90773.70,917.766,-249057.218,0.5,1.682,489976.0,0.449,489976.0,918.188,-1009.86,0.273
490067,2,490067,82,0.93,0.193,0.485,8.520,21.46,45.16,0.23,0.12,0.28,-267.0,17.746,90772.804,918.1,-249095.234,0.5,2.961,490058.0,0.477,490058.0,917.697,-983.699,0.315
490150,2,490150,83,0.93,0.35,0.355,9.17,20.403,44.446,0.25,0.21,0.33,-267.0,17.755,90776.148,918.1,-249131.921,0.10,1.542,490141.0,0.406,490141.0,918.541,-1012.558,0.231
490233,2,490233,83,0.35,0.0,0.420,8.769,21.134,44.709,0.29,0.23,0.56,-267.0,17.755,90769.460,918.305,-249168.906,0.6,3.59,490224.0,0.485,490224.0,918.26,-981.913,0.273
490316,2,490316,83,0.43,0.71,0.406,8.973,20.914,44.694,0.28,0.12,0.25,-267.0,17.764,90772.539,919.56,-249209.765,0.0,1.976,490307.0,0.499,490307.0,918.50,-1001.610,0.263
490410,2,490410,94,0.0,0.150,0.492,8.973,21.61,44.957,0.25,0.24,0.43,-267.0,17.755,90769.195,917.791,-249253.687,0.4,2.730,490401.0,0.434,490401.0,917.628,-986.815,0.319
490493,2,490493,83,0.854,0.610,10.52,9.17,20.549,45.396,0.20,0.2,0.14,-267.0,17.755,90772.539,918.1,-249284.718,0.5,1.703,490484.0,0.312,490484.0,918.50,-1008.107,6.528
490575,2,490575,82,0.150,0.7,0.449,8.900,20.783,44.650,0.23,0.24,0.47,-267.0,17.764,90767.906,918.541,-249314.500,0.1,1.914,490566.0,0.413,490566.0,918.143,-1002.628,0.291
490658,2,490658,83,0.136,0.136,0.334,8.725,21.207,44.811,0.23,0.16,0.32,-267.0,17.760,90772.273,918.330,-249351.796,0.3,2.437,490649.0,0.485,490649.0,917.839,-992.393,0.217
490741,2,490741,83,0.179,0.0,0.463,8.696,20.593,45.45,0.29,0.19,0.39,-267.0,17.755,90769.960,918.845,-249386.703,0.1,1.894,490732.0,0.355,490732.0,917.956,-1004.17,0.301
490825,2,490825,84,0.78,0.143,0.399,8.710,21.119,44.811,0.27,0.30,0.47,-267.0,17.769,90766.882,917.839,-249420.125,0.7,3.717,490815.0,0.449,490815.0,917.324,-973.158,0.259
490918,2,490918,93,0.129,0.14,0.492,8.520,20.871,44.636,0.20,0.18,0.34,-267.0,17.760,90769.195,918.448,-249462.15,0.6,1.612,490909.0,0.442,490909.0,917.956,-1010.654,0.319
491001,2,491001,83,0.129,0.28,0.348,9.149,21.46,45.132,0.24,0.19,0.34,-267.0,17.764,90771.250,918.658,-249501.93,0.0,2.24,490992.0,0.499,490992.0,917.932,-1000.422,0.226
491083,2,491083,82,0.21,0.28,0.463,9.76,20.871,44.752,0.24,0.16,0.30,-267.0,17.769,90773.296,918.26,-249539.703,0.0,1.976,491074.0,0.442,491074.0,917.956,-1001.79,0.301
491166,2,491166,83,0.14,0.43,0.521,8.535,20.929,44.314,0.28,0.18,0.37,-267.0,17.769,90772.539,918.143,-249575.203,0.2,1.842,491157.0,0.413,491157.0,918.143,-1004.748,0.338
491249,2,491249,83,0.14,0.150,0.391,9.193,21.353,45.74,0.24,0.11,0.33,-267.0,17.760,90767.640,917.839,-249609.812,0.0,1.976,491240.0,0.420,491240.0,918.167,-1001.907,0.254
491332,2,491332,83,0.28,0.28,0.413,7.848,20.593,44.709,0.25,0.20,0.38,-267.0,17.778,90771.250,918.354,-249645.906,0.7,3.554,491323.0,0.449,491323.0,917.559,-975.60,0.268
491425,2,491425,93,0.35,0.28,0.477,8.330,20.914,44.475,0.27,0.15,0.38,-267.0,17.755,90768.929,917.722,-249686.15,0.5,1.649,491416.0,0.413,491416.0,918.98,-1009.416,0.310
491508,2,491508,83,0.28,0.7,0.391,9.237,20.841,44.665,0.25,0.10,0.36,-267.0,17.769,90768.929,918.167,-249719.437,0.3,2.350,491499.0,0.391,491499.0,917.839,-993.498,0.254
491590,2,491590,82,0.7,0.14,0.406,8.652,20.681,45.162,0.27,0.18,0.48,-267.0,17.769,90774.593,918.260,-249753.625,0.6,1.649,491581.0,0.442,491581.0,918.379,-1009.575,0.263
491673,2,491673,83,0.14,0.122,0.456,9.3,20.344,44.197,0.23,0.8,0.43,-267.0,17.778,90768.929,918.354,-249790.609,0.6,3.64,491664.0,0.449,491664.0,917.863,-981.806,0.296
491756,2,491756,83,0.28,0.7,0.434,8.915,20.578,44.621,0.23,0.20,0.36,-267.0,17.769,90768.664,918.589,-249831.468,0.7,1.612,491747.0,0.535,491747.0,918.496,-1010.111,0.282
491841,2,491841,85,0.28,0.7,0.399,8.915,21.353,44.256,0.28,0.24,0.40,-267.0,17.778,90770.718,918.472,-249871.15,0.8,4.650,491831.0,0.406,491831.0,917.770,-962.988,0.259
491950,2,491950,109,0.35,0.21,0.463,8.667,20.973,44.533,0.29,0.19,0.35,-267.0,17.760,90770.226,918.213,-249918.62,0.4,1.660,491941.0,0.449,491941.0,918.285,-1009.138,0.301
492033,2,492033,83,-1.808,0.71,0.463,8.944,20.827,44.884,0.32,0.18,0.40,-267.0,17.764,90774.859,917.815,-249955.656,0.0,2.24,492024.0,0.456,492024.0,918.260,-999.789,0.301
492116,2,492116,83,0.64,0.71,0.377,8.886,20.827,44.972,0.22,0.15,0.28,-267.0,17.769,90768.929,918.354,-249993.546,0.3,2.436,492107.0,0.456,492107.0,917.956,-991.978,0.245
